"","X","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","Gb","QC","Sf","Wb","IE_20170918_02701","IE_20170918_02801","IE_20170918_02901","IE_20170918_03901","IE_20170918_04201","IE_20170918_04501","IE_20170918_05001","IE_20170918_05201","IE_20170918_05401","IE_20170918_05501","IE_20170918_05601","IE_20170918_06101","IE_20170918_06401","IE_20170918_06501","IE_20170918_06601","IE_20170918_07201","IE_20170918_07401","IE_20170918_02001","IE_20170918_02601","IE_20170918_03201","IE_20170918_03801","IE_20170918_04401","IE_20170918_05101","IE_20170918_05701","IE_20170918_06301","IE_20170918_07001","IE_20170918_07601","IE_20170918_02101","IE_20170918_02201","IE_20170918_02501","IE_20170918_03501","IE_20170918_03701","IE_20170918_04001","IE_20170918_04801","IE_20170918_05901","IE_20170918_06201","IE_20170918_06701","IE_20170918_06901","IE_20170918_07301","IE_20170918_07501","IE_20170918_02301","IE_20170918_03001","IE_20170918_03101","IE_20170918_03301","IE_20170918_03401","IE_20170918_03601","IE_20170918_04101","IE_20170918_04301","IE_20170918_04601","IE_20170918_04701","IE_20170918_04901","IE_20170918_05301","IE_20170918_05801","IE_20170918_06001","IE_20170918_06801","IE_20170918_07101","isotopes","adduct","pcgroup","SD","MEAN","CV","fss","[M+H]+"
"3496",3496,881.121878405332,881.061279133602,881.124409847277,671.491482772827,626.071973571777,672.513015289307,26,0,10,13,3,13240.7634361461,2722.40575019531,2807.91533337235,5872.081639947,2851.46562204361,7747.72572976064,1733.19630539219,8761.71114004336,1631.90695306708,4113.43469589129,1460.61198430235,4304.38169009238,7953.5987540558,2515.87230950594,1491.57707263529,1671.42425661162,9566.66060634011,456412.533220157,443096.799697049,433913.306037249,428194.693434898,410573.743925542,403262.914331593,398314.630596337,394984.361675403,387284.644755087,371214.843551837,671344.508667244,531661.812530883,646545.486422002,648249.207019078,303767.975196524,459702.287391657,375156.275598183,626176.498335118,482404.847289913,469920.335919759,310471.986174738,472751.575729417,472770.940058889,16442.8631488681,2699.19194826856,20701.5100560233,7191.37486930626,3168.45393752049,27474.2683836101,9241.96793068945,3204.20579916984,1095.79392176494,1838.13186471971,7929.24518209075,861.969017124217,6499.93394035846,18173.227922665,6618.47849718023,13466.4732917119,"","[M+H]+ 880.115",89,26886.9138523513,412725.247122515,0.0651448246498234,10825230.030549,TRUE
"3888",3888,987.710807918498,987.638535966883,987.751470002892,348.383004455566,313.072986602783,360.989005203247,45,1,10,7,16,1075.76202422953,1270.17970503622,900.215727725213,1184.12200499738,12420.8389475676,1305.56019809707,621.187412805087,10132.8653203738,1696.1189415562,9068.57505695298,4029.34208746599,1573.67678831459,1676.54489246979,975.251592058639,1704.79146805288,2924.077820885,6696.9866498366,84909.5482688164,93996.676444853,94775.9616582105,79848.0095888541,77146.5537892184,76556.4622396806,71719.1595641858,76220.0170509635,68614.3991503213,71175.3357940586,3727.1922121099,3465.40229631681,105160.239080462,15362.2729842248,20193.3704495938,5691.43202660605,9330.1183934013,54371.8048515525,2645.69149204111,26233.3365777135,5243.18673815872,2660.83701175279,96701.7124021032,115523.543240347,238735.200568568,957500.825560255,2210487.82588542,704611.815645117,406139.511196926,913905.597792925,779397.234733954,1435960.51883047,1122359.40894255,416815.269027171,790414.376407358,1086044.43209267,1690056.29981268,869650.99457876,491472.169886193,"[155][M]+","[M+H]+ 986.705",92,9105.50530577309,79496.2123549162,0.114540115007253,15434079.840905,TRUE
"2673",2673,568.174548962782,568.114585788048,568.203064752014,409.541488113403,326.824999847412,410.561001586914,28,14,10,0,0,67375.495467693,279705.483612288,431499.991882809,1445.12014587098,423660.97536475,209790.228126491,254757.282196198,2691.70585966163,726842.422509519,341528.705533078,262184.242258756,197390.628046456,191754.386338911,561669.291657495,199462.459553545,441599.14120511,1946.72042852374,68331.1022628365,51484.2413555738,50886.6947405751,56304.5096081309,49510.5148633503,53561.0874272534,30649.5809963145,53897.1423365785,46228.1725291978,50509.8297577638,1423.94333344419,2520.84286299944,2044.15593802732,1426.80605382845,1561.91393049645,2530.61408427816,1153.18384889923,1413.08432435687,1258.73201320999,1271.10022856668,1235.7820106923,1926.10957358906,2681.07581627443,1452.40836250712,1824.28325175188,1255.72259529879,1757.90862839217,1553.52844016698,1272.84633020338,1299.15628458584,2370.97761282298,1628.97837031473,1110.73407946737,1121.50254082295,1107.28949725249,1479.69747920831,1438.03953324002,1709.20464843105,1567.17693733647,"","[M+H]+ 567.166",93,9326.7109776045,51136.2875877575,0.182389285917529,5153063.95467519,TRUE
"2659",2659,566.17306796593,566.170462047588,566.174986745555,409.600011787415,408.015003128052,411.079001617432,24,14,10,0,0,66231.067164056,213257.256659959,337179.505261523,1708.61122662607,336858.954660445,123802.868761124,253686.90034348,3299.86872545118,697249.481560593,226756.844883918,210986.313549502,192681.715768715,138714.763503274,225392.500551008,155921.248268474,241712.875223103,1802.72586351577,50710.1207495427,46948.7962411717,43800.4169390892,40847.3970125942,38011.2974094751,41521.2808113346,42943.0742830806,41607.5898651705,37325.930089457,37050.1280921739,1836.03491237748,2533.2131140586,2007.12239914591,1720.5306889182,1847.5400455881,1947.3644207567,1864.52664944774,2151.90193925798,1438.02256401076,1576.10588080535,1564.6638721928,1989.91734392897,3352.42184304143,1904.98420516358,3274.09737216979,1814.14329655458,1467.05897497673,1614.49480945597,1551.35552907046,1732.83576955134,1616.1616121158,1869.01117882843,1888.46341545053,1504.86627458094,1611.00949079227,1335.77804298338,2337.01572326286,2468.22471199138,1835.58900500182,"","[M+H]+ 565.17",93,4325.61567553178,42076.6031493089,0.102803347983731,3903663.98855334,TRUE
"2666",2666,567.175206955649,567.10911545761,567.178377130571,409.60100982666,407.976999206543,504.912000427246,17,14,0,1,0,9337.70990613316,41615.2957548553,58656.3937058032,1640.33433649974,64978.3982018679,22612.9652306825,47796.3977192296,1793.81159244637,133265.584455924,43773.7913731436,29717.5996175205,33701.8310940055,27339.7840945758,21243.4655277555,30269.1023854002,40236.1649401579,1827.03506373872,13126.2985806223,11320.4721580669,11509.763247408,13075.6470205635,11408.7935921761,11834.8075673838,10625.9882211285,10977.0854130595,10331.6610405623,9714.75227054829,1692.57261641324,132436.206899459,2266.01890598191,1762.17543022414,1874.03469768353,2225.87531244182,1864.24759125933,1968.06157047922,1931.57832365297,1875.804027173,1473.63536626932,1848.83682022182,2976.41522184946,1472.06648038824,2227.67461796277,1650.44754032592,1884.92805896069,2524.10506801823,1726.23274679711,2166.0873751808,1653.10639263518,1529.83496992742,1598.58209353983,1048.11032882817,1479.73823149429,1201.37866477056,1928.90203753486,1456.2547676242,2053.93873235956,"","[M+H]+ 566.172",93,1093.12029814796,11392.5269111519,0.0959506443717875,907527.785000715,TRUE
"2586",2586,551.392568570328,551.325789780868,551.53825377907,314.269009628296,234.175005264282,449.873000030518,203,15,10,13,16,31738.1486658987,8917.08225713298,25877.0678680837,24445.3593271375,20181.9574128091,141058.8482459,160648.249052169,40202.8289391194,1310084.93257455,306910.301419292,280103.996462946,170262.303334228,52902.3449379019,246162.903483718,33007.4863225222,65504.9463497209,186648.525046962,1151316.85449884,1746009.72177766,1697919.89947915,1645777.3505167,1007788.38977318,986662.008089178,1499073.97304813,913102.181812003,1427463.60059949,889568.35959374,125837.740042007,549095.287302654,362827.5073923,1135344.0297133,230368.549350248,253943.226788832,99394.7753441334,233062.960144517,152280.980965407,691511.69930498,156299.669960867,196644.895809469,154931.606916385,558345.528954491,1751843.57018091,6261647.85753254,5335205.89899622,2872933.86991484,1314435.57289858,3900789.32790488,8943447.3028628,3547763.17398772,17537.5353519917,1247190.12992391,5772523.15514394,4176513.64056068,4502197.67584125,9713099.92586542,14677713.9284113,"","[M+H]+ 550.385",97,342604.182079593,1296468.23391881,0.264259603988916,95004070.6442547,TRUE
"1788",1788,392.128241139716,392.120895186928,392.241552192255,577.510002746582,530.469023742676,633.953014984131,74,17,10,1,13,546125.17096923,2376606.85934874,1500054.44802209,1542179.0095492,2337152.8369817,2373764.1215737,2302409.23630799,38421.3636192651,3875778.87479234,1221104.99247699,927844.002785746,17260.7180505758,407728.722055173,23713.2196064293,2698024.55358161,1401383.00873637,1744096.7915175,352127.149242438,342168.489951349,343304.978897146,342909.936769724,328889.324225223,330851.69957865,329819.763190411,328464.878637493,304993.147755638,305796.960503917,1473.35226313001,1516.56965678476,1466.07933070009,704.431561606005,892.208194474108,1180.03046498797,1120.10674270592,19460.7681374106,1793.3338231158,1731.30864345059,903.642601066269,1069.71546492632,1195.82527131401,40168.4744189839,27876.6370873583,172950.312398449,4131.35104670888,33187.57234628,16638.7844133576,3226.48071225849,24454.2812446718,6229.27751859277,40648.9797927439,43957.8362909088,11216.7505683973,82824.2395638116,11943.6602128297,22210.1665156935,26529.9276111871,"[33][M]+","[M+H]+ 391.12",119,15592.5610009687,330932.632875199,0.0471170245904669,29245676.3626245,TRUE
"1463",1463,334.057446250749,333.983879941195,334.157517949439,577.501479644775,498.474976348877,629.83899810791,34,14,0,3,8,15593.3395873091,73478.0545974703,35245.635653697,46445.7152938327,66241.3442343473,41814.5171179622,91362.7810964268,970.226979661733,160768.946136301,32284.0055793896,19023.1273908354,53288.978358712,10285.0436853546,89280.7727798671,123792.771905424,47278.6615560326,33422.1142517924,8354.04805967398,7230.20669703071,7093.07105413576,7665.42254055664,7300.75342568067,6472.94659448931,6043.60777810904,7759.27275315742,6112.06034242448,6182.11471863693,1169.96372437807,1781.16399106596,12651.5624510599,2612.42572638507,1361.92392233759,1814.94009814297,1577.14885738693,1210.4368386432,1479.6018771449,12041.8758038431,1482.98537548631,1664.88788390652,16474.022812101,18456.7099824107,9005.69616694003,16794.0008988976,8949.90135325352,1826.31650022589,1947.88247564005,1371.405818481,31942.5811157859,1926.447807792,1798.59488634206,1852.18429622932,20347.2560716036,1591.02860267528,1986.24867489732,17777.9215032002,10465.9399450035,"","[M+H]+ 333.053",119,792.333020310491,7021.35039638949,0.112846244038458,1216152.59562957,TRUE
"404",404,163.099003739435,162.968724152024,163.117250233662,425.029494819641,346.493996276855,446.226996078491,100,15,10,13,4,120534.605864946,5980.10442518257,23025.4316633753,142974.79905539,411835.288116292,25924.2808970972,376840.675766375,211479.197518128,227526.77938324,2245.64383924007,69446.7812018973,109075.51354593,201086.06578101,58381.3279086105,31049.1025363483,141460.299624384,355178.147220987,69826.8665845612,72083.5184092633,75918.7395945874,71134.3053395276,70968.1037933142,72971.6125259176,65530.7806510048,54390.47550141,65821.949727222,64555.504876636,394816.498498083,215768.532595811,757303.248079562,190298.734782765,1503074.74895697,379871.192717529,555886.605938924,486730.82907367,470886.102971181,1495777.31633064,111397.146877858,192468.941785768,18304.9873731669,3995.21311148629,3405.57684999131,4347.02817197889,7580.37446645709,4925.73417985501,15770.8088821848,8149.26120361779,9506.95313860697,8517.79155789316,3468.22270892064,6454.8736166954,4676.35518782027,4220.80719880443,4505.06467197008,4176.33657461219,4873.72355693802,"","[M+H]+ 162.089",121,6082.47851683974,68320.1857003444,0.0890290103062334,10068404.9124116,TRUE
"986",986,258.132441631827,258.013505547051,258.168524463483,543.590981292725,505.532000579834,574.574008636475,62,12,10,11,16,37804.088605926,119078.635020588,43564.8530714203,70971.3605003327,20346.8705897033,10305.8195864987,70722.0420101454,17681.0498657675,13337.5902457265,12794.7115480676,40941.7853570459,62088.9102554256,3688.58833474835,45594.616825538,16569.7187603141,2820.50076295957,2525.72778432982,103118.253764412,100843.928845413,98224.363410857,97076.7924409785,95379.3916001916,88130.0049305673,90070.6797362367,86748.5045291483,80730.2782819262,78134.6405537533,22494.8768313657,14090.5755171676,64062.7951121703,2653.77082142031,13360.9730230272,22188.6188082537,9782.80305477289,8136.31150925159,16216.5400370515,46369.449020845,26001.2777586095,24502.2251239026,39432.6426627673,1065913.67113473,1274945.06542627,1196450.47914476,853253.583032861,685006.753744874,1152352.96398308,923823.482421999,988086.575771023,732276.053741761,990625.036774039,986834.599651238,582370.387407153,807179.018728687,1211624.82761409,574835.153508846,912570.667927638,"","[M+H]+ 257.128",124,8452.88564565497,91845.6838093484,0.0920335642903081,16756734.8865117,TRUE
"5082",5082,1479.10000943556,1479.05629128931,1479.12603776989,506.231007156372,486.622009429932,566.834987030029,44,0,10,12,0,274.496496068935,326.944707753137,210.942330388911,140.855286424824,208.721595930556,274.243103890835,228.909847294978,618.22197607342,163.255386982615,258.762064035439,200.897592002526,220.781426210286,211.47887294854,127.18773529521,143.059806532731,276.925468552571,351.241957951027,347844.741710305,328804.441646705,319630.579512436,312869.382567359,301146.321354829,297020.684218718,284997.583033442,284041.985923932,272885.774518646,281847.288009931,586894.755128719,404237.154902321,2620060.07553622,968045.987752017,1190918.75352987,2464029.68030723,1200297.59505992,1054174.39650587,432568.897001148,449.606113305315,2705440.34562559,1945578.14725734,1429245.41568847,804.574848404154,615.081361136399,2135.72342423079,602.438312772661,542.346182338971,679.455399381618,819.511575274169,871.344463014044,442.078432357404,565.159266366539,747.038809809834,686.240337120623,290.313424143319,780.495916771392,1482.4595808899,1229.42989913713,"[278][M]+","[M+H]+ 1478.1",125,23869.4781099322,303108.87824963,0.0787488583236882,20050560.2097918,TRUE
"5097",5097,1489.10618096282,1488.97674795144,1489.16522922907,506.232008514404,505.51198135376,659.705015869141,29,0,8,13,1,172.423765399804,154.382739693252,186.629092689071,77.9301622687754,192.219127308239,230.257873535156,181.673755719147,459.319945740921,156.874397277832,203.946110197809,312.585541132092,387.191090357304,224.21277720714,96.8481576669623,132.319127168041,173.397106010467,274.352262950079,14882.3127063224,13973.2412472367,15288.3216709625,12979.8530819993,11968.0512592793,14621.5526552157,10555.1922024786,9043.17485163609,12171.7688026285,13398.3809039708,34745.1625728351,18692.5683659202,115208.92544318,65446.3600772666,67609.1972635145,113595.78099839,62273.5286498808,48232.206800133,22682.3086608644,27882.9161548306,144617.706283782,68897.4638346896,49299.5827081427,561.350171774626,725.675519247539,970.125195293791,384.164527378553,553.156357772902,301.040902967226,422.102257246772,660.04119408664,413.830202408812,425.710022494042,336.693535826635,447.176461052563,483.744161557561,518.919933388179,12154.6061635274,349.760492494744,"","[M+H]+ 1488.1",125,1993.73104830839,12888.184938173,0.154694478537722,991390.217325999,TRUE
"2120",2120,458.114315394913,458.088645761677,458.247761074197,542.546979980469,540.263990783691,646.922972869873,43,16,10,3,1,83149.3094307929,1275814.37858537,899260.540313266,17534.2375127785,1487915.66428299,2923903.56540054,7720.1493601799,1250.75035060363,1997471.28941266,596875.014860662,400543.36900395,440454.346929459,297704.389988445,3001836.72668044,304499.309067803,1013510.81923182,310171.538784928,485863.383421011,456025.742421445,459420.207826293,443988.152732708,443889.571963786,405083.202909089,410592.424486735,399239.852340609,382367.306163215,364896.526843097,1072.89087679703,958.985649541315,35241.1523234887,826.153862295258,707.816940557016,1080.62058118607,699.980600936779,16879.2361878604,1020.56084408197,1010.98179146045,660.318608030579,12753.4273683128,855.697892785955,1007.35613593777,1526.48972180941,1025.73938441463,1741.70900551857,1504.3391904978,11372.7458971232,1491.90037563202,5792.54797831136,3023.99010464682,1586.81655460552,1032.11143209281,1004.5315546531,1020.46672848632,1195.90877031799,1006.57663127431,1510.6987062078,"[39][M]+","[M+H]+ 457.107",126,38393.7123505391,425136.637110799,0.0903091124102131,19421593.5220035,TRUE
"1461",1461,334.030637764747,334.005296155259,334.03929172141,141.890998783112,37.9610002040863,157.855997810364,38,15,10,2,0,79959.5413691382,678922.223859133,1852582.02827699,478429.521949345,2284655.81466326,352881.201193268,2248553.45287646,1583.90301448731,3932430.9291338,740126.203035124,1827483.38905787,2660821.62617173,20564.7206889656,2173648.1855378,2971716.05507861,2611804.41865647,293549.206414944,457401.444783714,442743.628284708,428639.177637167,423688.799420938,421696.682252912,410857.802712902,406697.799937217,408524.301399811,380918.537789807,369693.895572301,429.866235331742,8690.81605806124,556.862684484044,163820.82891354,372.693092804169,804.640691821277,403.402051236898,300.284208318602,306.399204166003,428.334612215992,23446.8766484048,671.320909328821,847.220598915033,600.170677069958,691.168127718847,550.037156770384,341.915544576683,388.837300577256,404.917296274551,418.812395394287,10173.9535656637,523.755709874608,542.457427716348,351.677196924013,432.291505093741,404.791526468608,449.805555960711,589.328900250497,646.402460524754,"","[M+H]+ 333.023",128,26280.7348753848,415086.206979148,0.0633139199364074,29579164.3590244,TRUE
"931",931,250.003821443807,249.9697160353,250.051173993197,50.8974998950958,29.7299991750717,136.375994682312,58,16,10,1,1,122217.438165929,251124.219891159,185773.20030535,88605.1648086061,228549.349138833,147525.826501711,409372.649939028,1613.1539339985,396504.807840139,259438.143461601,188941.690380089,230414.786587022,41387.2911104764,336254.015573759,270044.567312284,190348.221535319,80572.3431613194,161981.594507184,156775.181184465,145775.011095175,143531.400226962,129712.042155996,133676.157581262,113340.009514177,114004.115301746,207368.034921048,122381.364190614,9287.00344192889,6010.55470881707,3790.00912393493,28561.0382967495,2602.87146944362,6455.65198600698,8111.50643474805,4122.47510523889,2029.02615709836,2546.72766121767,14996.3760801097,4012.05737415701,3907.89937480609,695.98611338107,1774.26458141597,1003.17304795857,2189.64363667716,2274.513394796,1439.96287157704,980.797060387375,2130.04740497748,1999.07036465014,901.742314134343,861.153725440442,1273.04893322864,1013.48564559028,11013.8793604248,1277.12030115099,941.561194633128,"","[M+H]+ 248.997",137,28107.2947814672,142854.491067863,0.196754715734592,4985434.42748993,TRUE
"1289",1289,306.110195934235,306.001148744241,306.177975156884,528.225007629395,442.780994110107,659.497018432617,157,17,10,11,16,13946.954322936,67430.5982835069,66142.5576396619,35994.2115606368,34175.2297284626,29523.5795077229,78157.1621464798,73679.6195137676,229447.254451225,63066.8051282689,36364.7143962715,78065.3040948629,32988.4071359663,71369.7031961973,34095.9638972648,94394.5563653329,31794.6555240825,234415.007358638,226137.066781055,225635.467874733,226227.347244708,205327.350860157,209443.114319444,202024.10383604,200471.263080654,192232.689732064,188554.689338451,13927.5716479814,3824.2758542008,33102.2311854935,3708.17691958492,21091.7145606875,12159.981611541,9095.44572177902,23425.2158385352,30754.4206604362,35431.584192744,20744.6997210671,31910.2505931435,34487.8481353447,2170383.33031873,751344.608084379,1206982.24516009,512716.341565319,102502.405422915,1389404.37228181,109410.654903137,734637.828744159,369577.239682076,1784137.09184538,2354542.75079353,306671.587387472,1284503.15845385,705441.590185847,455129.308647104,166189.036260608,"","[M+H]+ 305.104 [M+2H]2+ 610.21",142,16005.0972168836,211046.810042594,0.0758367170470542,17858342.3436975,TRUE
"1437",1437,330.149890636556,330.077036655229,330.184051860454,516.513978118896,406.699993743896,565.261006317139,37,7,0,1,16,14823.3254022561,19704.9127752596,11468.9481746219,12008.6425585449,4011.78807817056,4819.51901481845,4611.83002802304,6415.50997965038,2431.0193586093,6559.05987218558,3683.22921014749,3831.84586310387,5095.58699386452,3832.11652150464,125939.493992957,5024.86210229744,3377.83810665057,10933.9093941525,10523.1044144378,8687.99946376911,8419.39691259884,8086.96874552965,7273.62016604898,7560.99850335144,8026.98168317171,8297.63395939423,6697.98463272819,10483.3489455716,6838.95465874113,12272.4169759723,4609.38467770612,11382.3442636295,10284.000912246,7491.76112942226,13656.5349558646,15527.6960238895,7410.72099749343,4685.37316862697,5017.80602182448,22996.8038701743,14255.2588802125,27507.9920280008,17971.500350337,11677.968839616,22430.3626250522,18932.6396052763,33169.5436581557,12693.1205567469,27302.3828886425,18898.2411877676,24414.5277088135,52125.1305475831,20301.7168475571,26409.59942206,15785.8917663842,10909.1596754733,"","[M+H]+ 329.144",143,1337.61160752368,8450.85978751825,0.158281126554638,809590.309096689,TRUE
"1417",1417,327.05360397807,327.052429954476,327.154622273013,207.053995056152,193.693001899719,243.628001937866,62,16,10,0,4,987018.977695098,1191189.81075655,2393539.65769024,6173437.14616401,2073022.58715827,1507107.4627474,325879.960293695,11666.1370549574,5153162.64626874,2290750.58189665,1376891.47404794,185020.825441468,3000047.1207095,5683044.6944848,4684622.2345119,5767575.47303838,156165.980322912,1992232.07574,1056909.33420755,1057640.5274675,1908070.37041964,1873362.97788547,1906554.29067603,1907583.01151316,1897765.25502568,1026844.40870067,1004166.79935493,4482.75359389255,15946.1911216463,4251.1627109235,24440.3477938616,3723.43376912589,6926.45271587463,4241.64021383183,6547.29725486463,3881.71837468983,3187.15693176264,4821.20724668168,7441.12180072566,4422.92120838305,22922.9218079135,16217.6118240617,13534.155867233,16869.0918667746,16985.8356854254,13556.8986873967,18748.4455928502,25791.4370164741,14765.3942753963,15838.327746322,20257.0854820705,10666.0810623576,11429.5980366765,13905.6608690937,15280.0621117232,24320.7114879893,"","[M+H]+ 326.046",153,454575.123616066,1563112.90509906,0.290814004627041,58956674.5454292,TRUE
"3727",3727,948.381871783507,948.34797487724,948.41116694598,489.996998138428,440.881009750366,523.303975067139,27,0,10,9,0,915.053398346373,809.815228132841,1057.03173213964,697.726903519726,810.298251958564,838.614693959306,637.12039521742,1379.85089424415,948.4189671278,715.951962238178,564.268337178537,628.50679254819,547.908523203681,655.526828121704,494.761306511911,614.952621985227,638.975643682186,72645.5020806566,71818.7650551887,55780.1787568682,58271.9670053106,60804.726412376,55527.3119391315,49122.9545501899,47083.0860582879,49142.6743570642,45121.0831209444,138930.769644674,228651.640580004,1558.71929146421,98555.4771516198,1118.22249996098,63300.6566066891,131332.819036709,144263.21905572,1241.69218419387,1313.46377992159,305455.243797435,365451.133686442,904665.13574028,2876.6662856482,1812.60469849529,1825.17959849139,3342.64269037972,1435.36845695141,1286.00005937275,1350.32292796858,1614.83122381917,1986.26572513953,1249.39994850347,1842.63254446763,1939.86115453877,1514.66498189157,1827.69466093632,2896.52083296014,1618.04928364764,"[137][M]+","[M+H]+ 947.375",155,9690.63425821573,56531.8249336018,0.171419094812482,2994529.92994446,TRUE
"3731",3731,949.047534090619,948.906327805926,949.051430563929,489.781014633179,440.92201385498,523.195010681152,26,0,10,9,1,982.520147189211,1133.04766194451,1344.35354274348,902.26958537584,956.941894926907,885.603358744333,1049.9495731705,799.203392854104,1227.0850510723,909.924428645741,617.038530886639,709.748068793987,543.563654641887,1008.97228903181,751.13886696735,1035.90261176234,606.718392773961,27983.1932207789,24332.7005527497,31817.6597002941,26383.4519044023,32756.6695758164,25106.2581444494,21719.1747037665,18073.0039743707,19162.3024201235,13700.3349628885,67676.5739272535,112285.079557513,1088.58667325585,42144.1237625927,974.528929999447,25545.4374259477,50653.7575390578,63328.8518533576,1162.54721595417,806.651957233407,144368.27138328,172779.83477226,430074.797404841,3033.05751847699,2677.14376068235,2540.37284087936,1509.22182451638,1418.48615983368,1384.50400757262,2474.55864470036,2283.35813733526,1304.43324272521,1843.04450921963,1938.43494556309,2721.87543453369,1772.4992780097,1842.54017771063,28755.310486736,2574.52510274326,"","[M+H]+ 948.041",155,6058.85051706011,24103.474915964,0.251368341626429,1429461.13868495,TRUE
"4086",4086,1074.46698836049,1074.44282835805,1074.4702228872,609.0410206604,552.785995788574,616.17299621582,29,0,10,0,16,532.921392184217,672.998803682625,499.337782773655,618.823170229793,892.209939228992,776.88734572373,679.009358673046,511.179402869195,700.685943337014,596.149746257812,420.992116400196,781.399706976488,704.519421745092,2096.88496717997,418.988191603468,651.826227479925,555.117745340647,35025.3986561322,36496.4858358307,34573.3306281567,33723.5544815017,36795.1468186621,29230.0230977754,31567.8707979834,30816.6067315904,30486.8035551838,29253.2827681443,624.904257436283,431.840856347047,667.175786628286,1049.03434038879,146.420432972214,176.470753914318,408.719849003324,320.299278941005,520.421407863498,211.94524966011,300.797770940341,338.588460698103,692.653954099017,187212.370554602,104704.999289221,185763.794597076,104512.437509078,109309.684123727,99108.3202883069,274584.052561213,146848.298392221,525018.918772844,129550.393385268,151146.99766532,250783.70943584,270429.974928452,255299.682371095,94938.6796344803,117118.779732959,"","[M+H]+ 1073.46",159,2881.00999331597,32796.8503370961,0.0878441058730967,3352298.80027324,TRUE
"4313",4313,1148.81507874485,1148.81149628112,1148.82266088789,609.612506942749,608.625971679687,615.324985046387,12,0,5,6,1,1014.61258201978,483.685887498273,667.985505563292,1009.01552973654,483.181850679557,835.223797512325,493.904195637358,244.938703083247,519.802584773395,370.137416488745,468.601533472538,309.816241910766,598.289590416392,343.66050176695,429.200418202827,547.450787344524,443.510105877437,16270.0709748175,13383.7991538439,14801.3897675611,11556.8902656662,11409.6943503907,12355.1497539878,9290.13108748943,11120.0104625747,12619.9819408109,11534.9797274843,408.577605554411,73845.815868733,193126.158088055,802.186762501641,27010.5351358429,362.975893131069,430.36044941233,282.75792568922,1711.99277989566,30770.4047977112,49339.9404141334,9689.09966160628,37034.8221838885,2148.46778755093,1594.97366521609,2147.73780576478,1807.68745066158,1486.16971707791,1850.67932540043,1701.20732952959,1586.76487800572,2453.54248886826,1825.54940888421,2103.47270298952,1926.48556944462,2172.24027098546,27407.8618030002,2314.77444746955,1795.2323771898,"","[M+H]+ 1147.81",159,1986.06648415866,12434.2097484627,0.159725991786829,614743.589310804,TRUE
"646",646,203.048951612601,203.048053146696,203.049860047069,528.849987258911,528.139015960693,529.478999481201,26,0,10,0,16,9061.90294769521,329.808130792475,341.911146303905,2189.50004548993,510.953608718701,736.17198831588,301.064384039491,414.046473434195,645.227922727777,402.304271855458,263.244777078507,480.245234428284,2509.80298611251,2157.6840865016,530.482558421791,293.184283880803,1022.28610000738,54724.2629800778,51806.4797022939,46460.3829947126,48290.5922591463,43217.2337903763,43520.1235743339,44047.5444877094,46640.7230680576,44923.6862337589,41001.6464658435,394.512552152015,1410.3538595668,446.389637793958,359.95808418057,402.530677521432,539.170478497539,430.086747678928,438.888068744085,299.430024965356,315.861276561394,419.537791645662,303.559237065353,369.593658151002,608496.461915597,141553.11053314,259691.80257355,111505.426070033,19153.9584745147,360871.072786978,17517.7180463415,147965.141033916,72240.9437524324,390024.669321972,634384.337954282,52061.3120229046,283172.735613249,146006.911958568,87176.027391688,29283.525997748,"","[M+H]+ 202.042",163,4181.95516494396,46463.267555631,0.090005619168666,3854057.52404355,TRUE
"3402",3402,834.351523172997,834.349287852127,834.35436377933,685.388503799438,684.790009460449,686.0179737854,22,0,10,12,0,684.200869736727,542.702240438624,624.933543509159,755.8415804187,574.758728913342,670.527621986344,431.424616414884,645.932758714538,507.802944104963,635.30137813794,504.504745369777,536.242523803734,840.134159103967,631.496186224278,773.749835981056,634.963396316902,485.549825192514,40919.6183307352,39015.4780463729,40047.1356903826,37023.988429512,41348.9966575751,34415.7870721072,34185.885406821,36841.240581024,35261.6907305474,33028.9529287443,13182.4917505545,89848.0655626456,61700.3160124272,126766.38486011,49863.755464239,108291.210302839,63882.7220275402,99602.4492732249,87919.2753886045,86499.2282412733,70302.2610007945,27704.1122147674,158270.029428327,908.860485566159,791.108410228354,942.862649526447,695.795736718923,706.969613611232,2081.14400959645,1082.39573976646,561.896548082036,842.138678038182,463.417864802795,662.354985276858,673.576609187946,619.668746913938,1015.94650065899,1076.9737456874,871.612757894211,"","[M+H]+ 833.345",164,2992.62391712509,37208.8773873822,0.0804276862741339,1440397.86543709,TRUE
