"","X","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","Gb","QC","Sf","Wb","IE_20170918_02701","IE_20170918_02801","IE_20170918_02901","IE_20170918_03901","IE_20170918_04201","IE_20170918_04501","IE_20170918_05001","IE_20170918_05201","IE_20170918_05401","IE_20170918_05501","IE_20170918_05601","IE_20170918_06101","IE_20170918_06401","IE_20170918_06501","IE_20170918_06601","IE_20170918_07201","IE_20170918_07401","IE_20170918_02001","IE_20170918_02601","IE_20170918_03201","IE_20170918_03801","IE_20170918_04401","IE_20170918_05101","IE_20170918_05701","IE_20170918_06301","IE_20170918_07001","IE_20170918_07601","IE_20170918_02101","IE_20170918_02201","IE_20170918_02501","IE_20170918_03501","IE_20170918_03701","IE_20170918_04001","IE_20170918_04801","IE_20170918_05901","IE_20170918_06201","IE_20170918_06701","IE_20170918_06901","IE_20170918_07301","IE_20170918_07501","IE_20170918_02301","IE_20170918_03001","IE_20170918_03101","IE_20170918_03301","IE_20170918_03401","IE_20170918_03601","IE_20170918_04101","IE_20170918_04301","IE_20170918_04601","IE_20170918_04701","IE_20170918_04901","IE_20170918_05301","IE_20170918_05801","IE_20170918_06001","IE_20170918_06801","IE_20170918_07101","isotopes","adduct","pcgroup","SD","MEAN","CV","fss","[M+H]+"
"3734",3734,949.85329875618,949.848298289816,950.045290545272,586.523497085571,572.948986663818,624.810979156494,34,0,10,0,14,1623.99687161812,1409.61277491667,1194.91891903852,1309.5467908872,1178.41636023413,1283.26321505082,1128.37609913043,1250.50842761993,1531.36464546807,753.331781632339,1010.10183199293,1287.64051130543,771.617411583662,11627.9597007871,686.976780602708,437.664643570082,740.498399007779,203724.899047092,193420.091927568,185026.51109126,190874.818298642,173181.045120436,167845.19913031,164648.739552319,166812.576122895,159085.414253087,149458.587742522,845.859000364585,1032.39761620574,576.688404213554,2393.89799947584,978.461943723261,359.319970397511,680.023867597537,678.836335628027,688.14739811793,549.45843276513,408.312503192574,371.189731334336,375.896611896654,1423092.12002445,27158.5709150886,1565194.75873039,1114010.79807511,1014237.96458045,152440.464286613,669165.859810703,1274401.67917404,1328006.15454404,18786.7366414536,804390.634158938,1436392.39946985,58801.3194802829,39948.6148324013,227269.55983445,1659.01903159092,"","[M+H]+ 948.848",170,17158.1452465327,175407.788228613,0.0978186055465795,12948198.8208553,TRUE
"4758",4758,1318.89860435198,1318.87089143694,1318.91445256309,572.413989562988,530.109015960693,699.2649949646,35,0,8,13,0,270.851593936624,309.944748062175,286.792010156231,206.236167531461,301.007921703988,379.187852929967,249.284206907368,524.90397810936,259.065244438748,454.671550679952,305.837265536104,371.901713411231,133.821717587384,444.807864360511,196.666524480304,383.8855188728,407.183475592732,30977.9268677942,23271.6048226178,30034.2500508328,14575.2693115691,21849.6148917675,21575.6813840071,22933.234463225,22589.9009818226,25359.5006503165,20782.8121531475,14658.8623724878,35828.0354716815,13799.2292478139,72675.9162778407,34522.5290454055,30017.5941092034,17365.5032678414,10884.9099560082,15444.0591646009,52852.5779888426,20083.0894678348,25307.1093971779,29797.5382154323,516.389872685075,313.54334313588,913.031269525592,574.797935371033,444.759370572865,612.340409331851,1298.86586798562,445.80024655184,385.102735030568,653.480416104198,788.466558822741,477.279335278397,398.795497877937,631.582042691383,205.001887333476,689.752050803974,"","[M+H]+ 1317.89",171,4674.10873564239,23394.97955771,0.199791101510153,622021.78775267,TRUE
"4761",4761,1319.89763619731,1319.87589010689,1319.91018359405,573.041008605957,559.659998321533,697.95001159668,23,0,7,10,0,678.981640182006,306.135765878627,295.119447204843,330.929002318531,318.137780036777,697.15553856194,193.0098534666,592.859663248062,153.294731791047,382.309966904196,305.232111862502,217.88954377513,285.550435475504,380.659591797895,102.728247562237,254.596800865176,479.206815980713,28018.4806043655,26138.3838794505,20770.8894137626,16223.2694841921,11517.9921075096,24110.300809976,24641.3946456934,31235.0957620423,19411.6373484805,19761.1422087997,14845.5682978034,20173.9937818803,31388.8581520042,43399.829999161,38750.1099179313,37103.8011218421,23095.6182554293,17196.0798363252,19176.0310763012,19624.3943465231,41964.9320214707,11862.7218016237,32418.5739966869,1119.55084294081,987.981689294631,1270.35410878486,879.594442352653,673.910120527853,1313.64272953011,1400.35904483362,923.314425972375,526.971796678041,916.406836878508,701.483255479654,1009.18466541916,737.170335026627,1121.95816693613,953.741965689442,1396.21648398109,"","[M+H]+ 1318.89",171,5832.83054244491,22182.8586264272,0.262943141849899,594734.736716492,TRUE
"516",516,181.098419594638,181.054866159818,181.220715699839,425.428998260498,358.49999168396,521.150027160645,205,17,10,13,16,162123.727003329,46287.3073511757,55494.8074118933,52308.7758087121,64549.040025274,13485.8740368225,20801.0960745945,39670.9463999199,54745.9819575772,23232.1282759532,54451.1585138951,21161.4552532649,34686.9483251091,162013.211570989,157453.962147197,46901.2590188073,62569.3079439017,849642.726580007,818299.773013685,809376.024876907,799338.939188048,790949.325633212,790110.183713129,769161.190140573,758598.104268825,773190.398783656,744445.376919089,28540.8077443251,23525.3544978099,573366.739050541,77520.3188188141,1039352.26049387,17769.03764382,65435.5405647152,262892.018463332,339304.108903812,15913.2978605758,150604.386256109,37026.5469707083,98541.7375452474,27576.0396203399,23537.7664217486,40829.6591206464,56846.8377794721,15791.5860464573,48432.3188304633,2441531.4950244,75277.3805123568,69375.8377671242,24092.4792244026,35351.1902575754,49962.9494624399,26105.3485471755,25562.800937412,32107.7760205662,29117.580544685,"","[M+H]+ 180.094",172,30909.9847569064,790311.204311713,0.0391111559449877,14726340.2311665,TRUE
"1181",1181,288.203316815602,288.106748550253,288.256595379028,643.786013641357,595.782983093262,665.438985900879,93,9,10,13,8,6589.58759822629,48925.4550301683,58466.8420403336,14712.007106557,19724.7879868955,24753.7299825014,2238.53357728157,7003.49572259188,990.215913822253,18958.3778629079,4575.12746392488,15379.0984572452,28978.4873359837,17613.4232560389,5250.63714501593,11527.0186463876,2782.08652836084,108666.700064566,108377.987509221,97688.9342968166,98609.493445158,94383.9201482137,87841.7546686282,87696.4789355546,90422.8619405131,92830.3021037827,89393.0340709289,588340.605391535,358269.87734288,39419.918962131,152984.047240397,595989.453532845,3184031.49054615,591596.009184122,2023515.63102579,667851.285655384,1587348.16097162,1711284.22459602,2015546.56276373,1641472.82489158,22663.0374786854,18476.6274304613,14800.2159171738,36007.4645374964,4873.08993837508,5236.87129150467,3515.14794894917,59522.6962844848,14025.6085036742,5340.24795452031,20924.0352469954,1164.12662700253,8078.75618523495,10425.3964001049,61500.7396815149,19418.8443231164,"","[M+H]+ 287.196",182,7778.68030696577,95591.1467183383,0.0813744847091943,16708003.3766911,TRUE
"2319",2319,498.93772682,498.936180787216,498.958637063824,193.012996253967,141.459003791809,228.740994338989,45,16,10,1,0,159498.686390468,875899.441634569,1293207.57972182,285594.239165428,1265063.97547805,137527.734870243,2169519.58508578,1855.10599156483,4536444.41470828,655880.561015569,1228801.10237857,1774483.3908972,89040.7720674359,1044230.20843198,2020580.63555491,1287281.88927257,819057.603216003,277468.239782173,277164.607446608,259003.404447483,256284.617364928,256088.350919139,255679.22682235,290562.357636688,250763.391210709,271863.878948203,220334.288629593,593.775391514592,2299.60338972493,499.244470472755,633.955937216148,477.179198247278,447.998901141142,505.723415238944,622.198463401802,16738.9694154998,386.312280154865,487.859231671641,359.591048171189,497.927599508412,921.369996286061,696.962451816628,731.425521623013,509.407506335654,724.392640503182,807.662335682499,582.838540755026,11017.208547187,685.277391808401,532.859695886689,709.719048709376,363.269270310664,520.470121597289,376.031713481216,449.503478912652,873.970128044826,"[44][M]+","[M+H]+ 497.93",186,19318.6203473025,261521.236320787,0.0738701782657752,22304231.9962192,TRUE
"2837",2837,608.396230470751,608.387359540127,608.426095085485,510.702997589111,508.678978424072,518.895989074707,22,0,1,2,16,1430.29106401503,4061.42720657587,2932.8676078245,1368.16863441579,1533.82292820401,1472.17784735623,1398.80531975068,2607.40085479245,1015.63893257566,2427.61324886084,1095.92239055783,1622.25001562511,1669.35292975828,2161.33374826685,1170.44471759349,1778.80268654041,1999.70850166157,22917.7876687447,22155.8247756973,21891.8695272416,20536.6591009829,19264.73498891,19224.9326762185,17508.3771602703,18724.9482580357,16729.1049434386,19374.9063912779,4200.84427432045,10296.1950009531,2574.9404012037,9492.72628515959,2488.1359543403,15322.3235683003,2431.64221129753,1548.59009766537,1832.35717989008,2574.89287329582,3444.79153053388,2605.02890895121,3285.5980159238,29720.9719702718,71133.4341328824,74164.4451185143,140369.830626994,54126.9200972473,169088.930322052,79731.1066256251,182951.872477258,86613.8439958993,106874.872637214,84489.1057945266,59337.7392683262,136903.272556886,63010.9450711892,72336.9979684002,139895.33118736,"","[M+H]+ 607.388",187,2022.4804618437,19832.9145490818,0.101975958038771,1842922.86027767,TRUE
"2099",2099,454.389587071607,454.386990545335,454.391908834002,510.710000305176,510.560013885498,511.995005645752,21,0,6,0,15,403.45280598253,330.324563124321,512.073624224402,411.796180988577,661.450472541153,375.228944142659,459.397686752999,543.700421245303,344.722425704314,271.258633942936,353.521384400083,366.261037159711,361.551784090139,504.378410093359,378.889474691823,279.227625344453,191.968900247011,13644.3848808901,11867.3549202093,11729.832557894,9044.69254377857,10294.7666112054,9604.5693291889,9695.62757007749,9940.60256865341,9588.19034430385,9489.9539582571,632.443533121515,664.814175780863,404.851098927087,443.363451592417,515.552329370007,487.009739249013,422.090235986281,496.768339713477,622.76233990863,374.574513300695,441.325027519465,700.379521265626,471.799491124228,14019.6132988483,37215.4198477414,39219.5035751145,85821.7755274847,21165.9297523499,10249.9728664383,42521.5207205755,111425.224838935,57866.2767064699,67286.0446655215,44870.7614619175,30122.1624997701,72743.3885674094,32082.709045602,59281.37984065,99119.2233342957,"","[M+H]+ 453.382",187,1454.5587476082,10489.9975284458,0.138661495740477,943337.820005117,TRUE
"1634",1634,361.041456921686,361.018091726122,361.167846184115,384.879002037048,347.554012298584,436.189005889893,112,16,10,13,0,570637.273811813,869089.739664674,845842.901103006,180922.884186637,2142575.14613354,808618.758549311,1785255.49852902,17475.6180351267,2354576.44552448,893882.637521848,2010190.08070484,956609.504155938,790338.132219338,2163219.57807702,2234881.557593,766347.951342165,12596.8221025169,1254791.57787652,1104179.60395167,1812778.47783692,1912062.58218143,1172654.74801089,1818016.46831705,1791572.86456572,1783470.45831268,1634941.38073628,1034115.98620536,503511.492936319,34608.6070035468,336177.372906476,39334.2417764012,376538.199710618,291145.468048565,357376.763980154,86493.6377629114,140414.873760045,94181.3942340891,111295.356952949,826833.222558101,148492.076185094,854.184965190445,943.468678030988,610.501189744399,734.41258489139,802.449710548057,1224.55832679989,801.519787990071,1503.41708160196,819.843927864226,615.238644242511,598.739260002971,896.555985933211,618.034565068203,819.044256874077,825.909177994773,1115.14563777705,"","[M+H]+ 360.036",203,346922.02659915,1531858.41479945,0.226471339157391,38081830.4088446,TRUE
"1854",1854,404.064113534358,404.054056330579,404.223036440179,385.662002716064,313.63001373291,514.090989227295,135,17,10,9,11,1285487.84629075,1064547.83726897,1021622.11444926,20755.7667220104,1538471.72091559,554138.769650906,1548895.9108165,59900.624649819,2642448.53913512,1151297.99750179,1162136.97300654,1422028.1075107,1379404.53063511,1180865.12180185,2860620.89392139,2081938.33846211,38491.3692114758,911750.334213257,1845589.57754017,1681638.19740495,1874582.20504313,1123847.96281885,1164076.32066078,1802837.61843627,1134694.60831225,868684.112311551,1719028.4423284,16896.3225210493,12674.8506527415,15854.1841148731,3137.8711340665,28280.8652144694,6676.73794394645,31963.3736439049,5122.4917429489,27714.39300155,21127.7022934332,14744.186411798,80285.6494378052,4962.38249671263,26129.2418229673,280870.556282448,71962.3261228335,8961.15085192578,75302.6170353964,214595.497058839,101286.102904978,36709.6924675803,109204.459094047,7107.51192041701,7926.63293216634,134017.767444023,42637.7081495337,4690.64488158953,48016.6865296138,6588.59179728027,"","[M+H]+ 403.059",203,406685.910078222,1412672.93790696,0.287883981610616,36585230.0389244,TRUE
"282",282,142.066991190662,142.065692686578,142.167015278218,340.212993621826,260.65400642395,385.134002532959,47,12,10,13,1,4385.66969233677,67635.6609719479,33556.0283703109,4577.94148082566,33276.2474559993,4666.2449038364,28014.2283483821,6714.51308345584,14487.1231530965,23646.5979676461,19025.8395251492,20411.9952272462,4042.3401649233,36363.5633668082,16906.902538446,15197.9688385129,5789.62474077567,859086.896235447,785215.968238581,785709.101530552,785238.556705708,759120.100032739,745581.532970846,712826.695730282,755487.133589549,717982.827777288,711180.618210007,33631.2515395033,1301314.06414485,3550886.08354926,138723.385061112,1616525.48204372,30682.7544873615,2183897.8641022,1645549.58429256,1834926.06532907,1105261.31109473,1034768.84714491,2690718.39009155,508813.582782394,19737.5463998294,5840.88900402448,7497.22548799857,4224.08398315559,4368.44190650666,3172.2583726294,3241.71731197478,3191.36069620576,3324.5505638755,5031.4040512681,16335.9091087905,2936.37160403962,3888.78712468483,3887.20542253588,3762.59207593892,2563.6806288019,"[5][M]+","[M+H]+ 141.06",211,45122.9801193269,761742.9431021,0.0592364924781179,25724830.6102562,TRUE
"4166",4166,1099.76804577579,1099.70405514607,1099.77146605389,279.893014297485,251.100991973877,383.709013519287,27,0,0,1,16,241.151463738875,282.163221403025,376.714878223836,271.027927407995,141.147687392739,267.111800427083,150.186157226562,438.132655727367,86.6148335681512,192.919004793243,180.886117742612,257.022651568986,373.57813118988,156.295546559772,209.299763582901,277.422983653311,127.315572102865,1347.96185360004,1542.1636570038,1538.37488504327,1370.77589862049,1092.60423624028,1149.95345526131,1628.12613179155,1694.70383570572,1319.63963508606,1707.62675374706,1300.90154178316,1656.57353640844,1327.32965977506,936.834991509095,498.924347542226,504.476512919603,18375.9655028349,914.553083303229,704.034219384969,508.46760641473,659.050221114335,777.300344150598,1070.39504905914,41727.7278914654,47412.8848296097,780985.310875475,295725.151372257,389945.990911995,276962.9224549,1080280.74580468,519701.566485672,283728.96596436,33654.8856690792,108135.578984759,513935.563598822,127257.885931825,370347.838896823,1475941.65354308,1765076.69236153,"[179][M]+","[M+H]+ 1098.76",212,217.193849009707,1439.19303420996,0.15091363274207,8158477.09293094,TRUE
"4941",4941,1411.07621180013,1411.06841627884,1411.28313539363,624.809505004883,600.1880128479,638.943011932373,28,0,10,8,6,491.920538968965,325.16619180385,159.38160756547,517.883933132794,869.952861818671,490.273095995933,938.604704030603,641.566391646862,1094.67108120453,389.577597147226,241.167045197263,339.612928439956,588.831189139467,358.890891053528,214.733912660414,324.280188696374,544.46289190948,60526.6415180037,60826.4977838919,59670.2994188666,55834.3507572357,53888.8205546891,47380.5953764193,43652.9253327495,49124.6836059932,47844.0988309437,49280.1500433311,12372.9768537786,11864.9045801163,430.215236829361,864.40309728682,322.466145463288,32175.1380505164,15269.6631029248,18755.5263368014,526.644022691995,41945.423928699,23323.2361876907,669.255240619183,20006.980447854,715.164510530233,452.378659612499,483739.816083123,750.457805795967,864.363044784404,854.949402048625,589531.183511397,947.366419170052,623.111184513704,639.905627160333,681199.770622775,370499.615884479,535.433875379059,597.935035276413,1563540.45951578,16043.267531693,"","[M+H]+ 1410.07",220,6193.33487918814,52802.9063222124,0.11729155288149,4426622.05221733,TRUE
"450",450,170.041260481789,169.977583937285,170.052966799433,522.870026855469,492.138984680176,624.210995483398,33,2,8,4,16,12926.868785979,4048.73451955368,5797.4025906814,6492.81315340102,4638.45043675974,8248.74569665108,5521.26365435123,14475.706552701,4547.07267367178,4058.39920210652,4581.81613339391,3813.66824129038,5639.4717698358,4104.13852655143,4602.13715183884,3046.59315138523,6473.7503194809,12918.8218099837,14260.8971918225,10484.2444227503,9486.43243718147,10347.4313889281,8970.53744590958,12642.2570604597,9596.75028713575,8771.91666439176,9420.0371952639,9696.48396106157,8942.68143811822,7945.78925871727,4202.19998936076,15011.1802643587,3540.82317779462,2156.30351500958,7761.1241270043,6984.63081381718,6252.70367352292,6977.5608844962,10846.1924897414,6152.3455101233,62338.6790912971,30611.879906791,43984.7339475403,46470.6144706858,30358.1707443623,25248.8912276924,34630.47371024,94891.9757978771,55484.621682018,79754.8826689925,71484.4067581464,26581.8825671438,45368.3907079753,22510.3077329113,18382.9492762797,45398.0373096287,"","[M+H]+ 169.036",222,1902.69166376879,10689.9325903827,0.17798911711385,1039887.27516617,TRUE
"3269",3269,761.355424207923,761.181390149875,761.37198396117,564.332013015747,537.157007446289,659.067980499268,34,0,4,2,13,901.632932511717,989.397252438474,1290.00844894553,837.086930114522,850.854099143296,577.427194438875,408.058210370131,1799.37997239176,797.740155981137,595.708650430975,536.772184083408,490.684751865764,673.339631795883,695.675745821343,630.738617798003,698.342666341838,657.12353560701,19496.881276425,13937.2095696559,19737.4698303174,21498.3663772618,14606.1709812928,15662.3758910783,16083.7342293913,20727.2946692954,16311.3741181114,15343.0029711181,842.52839255062,572.49736293219,1376.3547879322,7829.6492142342,470.545529791899,478.801945179701,620.862946627662,779.549421077425,3285.78902388703,305.394973275675,538.909344693477,777.828522395681,26997.977095434,35735.0712750815,215225.168875381,262218.452356867,43824.7306680121,120964.077292596,104036.544898839,15772.8401960645,2667.61924633282,19248.4324403879,131477.690464025,14646.7880976214,148567.8369533,150895.841467101,50287.8622881137,450996.304990578,619507.511134946,"","[M+H]+ 760.354",224,2741.80134458554,17340.3879913947,0.158116493468668,2617783.31209929,TRUE
"810",810,230.134555896931,230.057565222307,230.176296470346,412.176500167847,361.948985824585,455.759011917114,116,16,10,12,14,17428.0251026689,38688.7055645062,12238.6767867647,45292.2098419741,11720.7078799011,258238.01290967,26032.5376776211,15216.3737998745,21580.8698659781,20089.0210890799,10628.6919964221,13462.9367061067,23576.303448122,24078.4181398507,21998.7247034148,24658.561650446,6503.41279865243,101416.991012521,92846.5881710453,91983.1472505466,92978.5483970665,89748.6159191134,84186.0354519216,83465.3890218992,81338.4694159473,85916.6707143387,81673.6071284954,27389.0452392825,14271.4714987278,138716.592958826,17484.6703391511,18605.7546574157,64938.5159106553,15898.7393741602,42401.3994836089,70809.109390676,20887.4156494071,18281.4576052311,19814.4281800725,22092.8883821464,278874.618823714,13082.0232007291,166057.074083621,237430.352373949,279303.39546375,2616648.36085055,900604.196316066,196813.100181332,264106.993664964,124603.712500795,127227.454389632,329710.544683468,97961.8840814382,66554.2255490553,9016.24173985479,562498.368032265,"","[M+H]+ 229.129",243,6394.24991008451,88555.4062482895,0.0722062060463758,8239070.28704849,TRUE
"449",449,169.097708604263,169.060206924155,169.153621292475,593.274024047852,452.907993240356,642.489024658203,223,17,10,13,16,59448.7152753183,60748.266587887,16628.6240838468,118290.220856283,73391.1373650539,116490.660178512,28051.2549575074,45246.9451231696,56622.5408668816,17806.1287055723,36754.1082263058,31314.4543344295,32562.518538631,53519.664851847,121673.715195822,26295.8234716896,30774.4704276994,22072.0579999164,16884.0420590284,21821.4780801987,15507.3252404582,18392.6661406942,18000.7503585257,17644.1329423897,19783.7511698646,18571.413466262,16341.2918710709,150077.860402912,23469.9177765995,57436.1695752852,18452.94357704,80252.6260837753,19486.9478669834,35011.0335640609,57243.2041219622,110647.637757361,11667.7159556706,19015.1001891946,54086.6391876588,29844.7747798298,67917.9782709547,73460.8257512692,27355.6968449651,924494.017868486,32160.6997364263,118178.797827904,56785.3475716542,50678.0757684341,41731.7536213107,140651.674470609,52661.5118295147,101762.69819878,22527.2933599446,24906.8084079806,31196.721953505,30238.1644702237,"","[M+H]+ 168.093",246,2177.29746950689,18501.8909328409,0.117679726759289,3574038.79516516,TRUE
"514",514,181.095556538051,181.042583543134,181.145751606901,592.693989944458,540.848990783691,649.917017211914,104,14,9,11,16,15801.9158407867,24328.5351817952,11970.9725835314,28888.5383789893,21705.1738228649,9158.865261636,12666.0182012245,3337.32418245484,14684.7805162413,23135.8658312224,16675.4385075751,20321.9980366501,17159.5364482303,29352.3215666413,31942.2884094196,23537.9616436623,19879.5686834073,25350.859268303,15423.0786717896,22407.7517508775,17638.9546623453,17027.6747571358,15914.8733016634,17801.8224192224,17635.878960217,18696.693812639,20957.5931358337,24303.3724417449,29156.3986572437,32232.7281266284,3646.11022199467,2389.23532168296,11668.7988451216,21612.3806481808,19061.6002002284,20272.9920507648,14958.6215584221,24418.2359303202,30211.0829415075,41598.6849158071,33979.7448383687,72888.1574027091,25754.8263261431,14898.3718801718,12642.3624418087,9385.5027918083,12882.5243404388,43752.9763838975,67713.4059332195,18336.6681168322,57178.641363397,17970.0241213683,56794.4188158028,96809.4083745454,60509.7094111203,50246.0285296823,"","[M+H]+ 180.092",246,3110.74535174086,18885.5180740027,0.164715912984301,1440675.29676732,TRUE
"3518",3518,884.873234520189,884.868921458905,884.876447975452,680.989012298584,660.769991455078,692.299003601074,35,0,10,13,0,734.212126851844,636.144051847048,823.380630930575,527.346628701314,696.529364511371,634.998658298853,417.434139136225,655.273408881304,489.861926556332,508.87263446503,340.009219821077,720.245774721261,713.542693601145,551.800768333487,650.678147697666,484.513557325428,776.741540336265,37909.1065987665,39904.8751223584,39662.9697416676,36604.1168466629,37417.3634593242,36448.5675782643,34299.8560943268,35976.5709650936,37152.372250181,33033.1325834719,122252.651103189,98753.0525641702,136177.490818042,78643.4933480211,26659.8643641897,92886.1872721463,50177.2860747838,195272.177143727,95540.7474262267,82649.7387312585,36808.928972343,113004.080402879,105717.830930435,1048.34396218322,745.311393062083,1108.86283122841,954.661127664318,563.04048829712,1498.14398503676,710.171881719069,611.206858745466,939.433887192514,796.180790986866,558.07841825917,514.322687590495,560.282545154406,1567.74852923913,1073.29571509192,892.283364193006,"","[M+H]+ 883.866",257,2130.08774199496,36840.8931240117,0.0578185695668338,1627455.41412919,TRUE
"3506",3506,883.507164837836,883.408913464966,883.520294001179,448.192004165649,302.961000671387,456.425986022949,17,0,0,1,10,971.904533339664,1362.95420223356,664.451881481867,1241.26812273823,715.345195675269,1750.86802174509,810.518547840261,1474.74368667603,696.340230114634,1195.33743587385,659.533222627477,756.542617975501,1125.40699082586,936.065210510384,578.938978772653,990.802314436994,1235.18370533874,3225.20802271366,2040.16255397616,3455.08096462116,2639.46584752036,2354.82110473726,2753.17176783664,1933.05703869648,2738.10956646005,2271.5901273312,2066.02047717695,844.793429987372,57260.4226035149,996.665198474366,804.512971833348,786.651358580589,664.548833522131,844.551752276253,690.533537442796,654.895854283547,908.208177347435,880.044375805743,868.150183216087,651.651943445206,5378.23570780456,36987.3233474186,20502.6988298965,7746.45691504702,21211.9341288609,16587.9308900525,59710.0213434733,14016.9782321117,958.885726682269,29264.4444310168,6204.99385116622,42295.6168565154,22509.3931586287,16818.9088212761,830023.038786809,58739.0692304619,"","[M+H]+ 882.508",260,510.999790052759,2547.66874710699,0.200575443975213,1298454.45284623,TRUE
"3510",3510,884.01738472753,883.949494081712,884.022884001549,448.110013580322,432.355002059937,482.599001464844,15,0,0,0,11,483.928157731676,409.272883869708,429.288433980197,491.555473647197,277.545129833044,331.696269398478,715.956376844645,587.126840792197,528.798720114399,224.717831178992,340.758214964945,293.859913443681,335.742080583796,447.68086331963,306.82331054192,268.715364456569,299.416509662589,2564.9178510503,2257.7380167421,3150.84016773003,2869.32322345911,1936.53502131449,3338.59047572721,2467.96344204806,2179.49317724613,2254.41000171344,2364.48314237747,272.726013733902,333.168204049207,252.317493661918,387.121671563829,352.534192366187,443.635300789745,210.926624099325,323.825825080648,278.228772465999,199.518832633917,205.106730713509,197.030267914757,231.998248762762,3015.54618163865,34461.4500060465,30667.0803310582,8300.28856265545,19630.8050575215,24404.6369523549,64334.5511515334,17573.942996628,628.002015149861,22025.2628048261,5026.36604714741,39860.9657371603,24224.951361188,12823.4609021532,867494.687920988,55493.4248191691,"","[M+H]+ 883.011",260,448.613485467577,2538.42945194083,0.176728758455184,1265810.73791883,TRUE
"3519",3519,885.008691795823,884.857597191373,885.020346670111,453.052504692078,273.282993774414,489.136987304688,30,0,1,3,14,694.699287928641,625.245624613762,722.668019965896,402.389073492493,426.655700115953,391.772491949843,373.139638549415,423.247865996753,704.921256535753,481.967109053523,673.059729948979,265.862990215828,344.696872287326,388.955721584226,338.651019659988,307.780685717325,399.097772011339,11248.2765822858,10652.6393213537,12033.1460604295,11372.1931995042,9357.04382595089,9437.62100971676,9649.51558534428,7955.31936459895,8291.76939090962,6883.07366352109,431.252120197962,156945.368042425,642.036796863613,370.109268188477,423.945327975973,439.043536746874,378.104345943124,95850.6848238554,130874.353862043,226.65521947766,488.078959397972,383.045369398625,330.728811236331,17765.4727609315,107430.039852091,163790.778661589,46185.8969797567,68779.5517740689,33030.5597977913,133081.183131078,120165.509826756,958.233637491212,110158.704399879,21831.3134342446,287913.295736723,82513.0548269954,70883.7497482265,1801920.81271572,67452.2476660231,"","[M+H]+ 884.001",261,1656.44080636735,9688.05980036148,0.170977557994175,3626489.22029636,TRUE
"4351",4351,1163.96008147389,1163.8284596972,1163.96853319509,559.793000946045,558.832987365723,658.899983215332,50,0,10,13,16,791.605962709608,659.472569534943,426.08482484504,538.84359740195,760.347602248192,674.500007715076,696.105413263198,881.43497350812,525.548082943012,627.097488977636,501.870024043446,1011.49794588983,588.639687546275,683.156427686724,378.402004950525,513.141835179801,480.315715017418,242857.406392246,229534.452627152,229058.51836219,221337.830328303,214433.141736001,212675.059843832,199427.098719718,207933.251036306,206195.175581181,191291.153596775,122553.911760137,45494.5521884755,82903.3629772056,87516.1681178461,24504.0158350597,40447.433248886,53549.7312623961,188018.512522581,21445.5162026115,127385.691277385,18079.7038652161,59244.4677811923,45408.3698109218,367698.714127718,77757.1205772686,888267.959007887,789594.855964917,847571.912708692,429987.898828224,1097901.26685236,682800.43747448,1172983.2274611,555799.532325188,822162.290199354,854572.942104936,1195163.25351689,1407570.23103559,407831.302055832,769606.467174207,"","[M+H]+ 1162.95",262,15494.3034275136,215474.30882237,0.0719078924638136,15449302.0006517,TRUE
"4382",4382,1174.45392191869,1174.44940549142,1174.57121983081,559.784490127563,512.633986663818,599.565026550293,36,0,10,3,16,811.146253168583,610.251741454852,531.690263960426,607.636521783065,613.51001393795,538.679395895165,725.442352342885,610.267797961831,346.40887572776,654.573497184806,505.653368065303,521.291136405685,604.70981176333,505.093600518494,329.126338400451,532.288917958426,706.746929409293,34746.0471902291,34307.9295754828,32825.7923583454,25683.6341357706,27726.3921502483,28580.6031665578,26566.0692735841,28759.377512458,26511.2301875225,24198.1346226424,1351.09214650467,952.965389290655,1176.36823421894,1327.53561929139,822.482278489254,17852.0785659303,912.381939558863,1333.45237502388,956.73250689222,1043.26526562057,15371.7881719815,418.069319258987,132701.949419943,78043.8190718356,21872.7282467415,186857.82083058,148815.259950286,176666.054988517,95157.9715681535,212393.440526617,133357.289596418,210837.725718245,124658.985156867,146270.861085132,179767.944802064,212933.573373694,247374.274825369,83144.0939574782,143463.314546248,"[210][M]+","[M+H]+ 1173.45",262,3709.70230607389,28990.5210172841,0.127962595217318,2877495.04646503,TRUE
