"","node1_mic","node2_mic","MIC","pMIC","regression","p_regression"
"8402","OTU196900531","OTU196900166",0.0853909499132791,0.814,-0.77292576419214,0.00118917586157171
"8403","OTU196900532","OTU196900166",0.120101757808984,0.741,-0.79840848806366,0.00150798076722212
"8404","OTU196900533","OTU196900166",0.0853909499132791,0.792,-0.681159420289855,0.00210345755686159
"8405","OTU196900534","OTU196900166",0.128884118981421,0.56,-0.550218340611354,0.229374551536307
"8406","OTU196900537","OTU196900166",0.120101757808984,0.739,-0.959677419354839,0.00229648801947784
"8407","OTU196900538","OTU196900166",0.120101757808984,0.749,-0.83617747440273,0.00492386266706795
"8408","OTU196900539","OTU196900166",0.256981189242354,0.162,-1.20054200542005,0.0176686493067769
"8409","OTU196900543","OTU196900166",0.160112494299011,0.662,-1.55631399317406,0.0135289657135696
"8410","OTU196900546","OTU196900166",0.204204398445214,0.254,-1.16510903426791,0.00978892305916516
"8411","OTU196900547","OTU196900166",0.0853909499132791,0.794,-0.77292576419214,0.00118917586157171
"8412","OTU196900551","OTU196900166",0.100398452969642,0.881,-0.895161290322581,0.036432864527436
"8413","OTU196900558","OTU196900166",0.0853909499132791,0.79,-0.77292576419214,0.00118917586157172
"8414","OTU196900559","OTU196900166",0.0853909499132791,0.871,-0.700000000000001,0.3166392197292
"8415","OTU196900561","OTU196900166",0.0853909499132791,0.818,-0.777292576419214,0.0232340340667811
"8416","OTU196900563","OTU196900166",0.0853909499132791,0.816,-0.681159420289855,0.00210345755686159
"8417","OTU196900565","OTU196900166",0.0853909499132791,0.798,-0.681159420289855,0.00210345755686159
"8418","OTU196900569","OTU196900166",0.402827187811384,0.069,-1.44759206798867,0.0809801508848333
"8419","OTU196900571","OTU196900166",0.120101757808984,0.74,-0.959677419354839,0.00229648801947783
"8420","OTU196900573","OTU196900166",0.120101757808984,0.76,-0.83617747440273,0.00492386266706795
"8421","OTU196900578","OTU196900166",0.0853909499132791,0.791,-0.77292576419214,0.00118917586157171
"8422","OTU196900580","OTU196900166",0.120101757808984,0.762,-0.791666666666667,0.00412137599921709
"8423","OTU196900582","OTU196900166",0.160112494299011,0.664,-1.12609970674487,0.0740819159690994
"8424","OTU196900588","OTU196900166",0.159262221081593,0.728,-0.166666666666667,0.774195536871786
"8425","OTU196900589","OTU196900166",0.174454647914913,0.482,-0.458333333333334,0.399909734618433
"8426","OTU196900590","OTU196900166",0.256981189242354,0.223,0.430034129692832,0.461166663262477
"8427","OTU196900591","OTU196900166",0.174454647914913,0.518,-1.8433734939759,0.0164834206878608
"8428","OTU196900592","OTU196900166",0.174454647914913,0.489,1.24126707662364e-16,1
"8429","OTU196900594","OTU196900166",0.174454647914913,0.461,-1.38,0.00777415824515876
"8430","OTU196900596","OTU196900166",0.120101757808984,0.863,-0.139107611548556,0.863452702773869
"8431","OTU196900597","OTU196900166",0.204204398445214,0.397,0.744868035190616,0.362977740361451
"8432","OTU196900598","OTU196900166",0.160112494299011,0.612,-1.14018691588785,0.035671417392225
"8433","OTU196900599","OTU196900166",0.0853909499132791,0.781,-0.77292576419214,0.00118917586157171
"8434","OTU196900600","OTU196900166",0.174454647914913,0.496,-0.161290322580645,0.77203079460892
"8435","OTU196900601","OTU196900166",0.0853909499132791,0.83,-0.681159420289855,0.0021034575568616
"8436","OTU196900603","OTU196900166",0.256981189242354,0.154,-1.53924914675768,0.00443950259861719
"8437","OTU196900604","OTU196900166",0.0853909499132791,0.924,-0.782258064516129,0.141761393684646
"8438","OTU196900605","OTU196900166",0.402827187811384,0.054,-1.60623229461756,0.0488213766999929
"8439","OTU196900606","OTU196900166",0.2074985173809,0.318,0.127272727272727,0.872420227263273
"8440","OTU196900608","OTU196900166",0.256981189242354,0.208,0.395161290322581,0.534684479810131
"8441","OTU196900611","OTU196900166",0.0606240733839632,1,-0.125,0.793891272708671
"8442","OTU196900612","OTU196900166",0.0606240733839632,1,-0.782258064516129,0.141761393684645
"8443","OTU196900613","OTU196900166",0.0760098536627822,0.909,-0.777292576419214,0.0232340340667811
"8444","OTU196900614","OTU196900166",0.204204398445214,0.378,-1.6518771331058,0.0074299343841153
"8445","OTU196900616","OTU196900166",0.0853909499132791,0.839,-0.899563318777292,0.00582921146345508
"8446","OTU196900618","OTU196900166",0.160112494299011,0.648,0.331325301204819,0.672425217391932
"8447","OTU196900619","OTU196900166",0.204204398445214,0.338,-1.12650602409639,0.105224963934169
"8448","OTU196900620","OTU196900166",0.174454647914913,0.443,-1.55625,3.0568880603619e-05
"8449","OTU196900623","OTU196900166",0.174454647914913,0.362,0.125,0.670269653200648
"8450","OTU196900624","OTU196900166",0.139438576795409,0.446,-0.165938864628821,0.662417576355551
"8451","OTU196900628","OTU196900166",0.0853909499132791,0.832,-0.681159420289856,0.00210345755686158
"8452","OTU196900630","OTU196900166",0.0853909499132791,0.832,-0.777292576419214,0.0232340340667811
"8453","OTU196900631","OTU196900166",0.204204398445214,0.294,-1.45,0.00876962873817692
"8454","OTU196900635","OTU196900166",0.0853909499132791,0.804,-0.77292576419214,0.00118917586157171
"8455","OTU196900648","OTU196900166",0.05421400772308,0.942,-0.548076923076923,0.0424469037423142
"8456","OTU196900655","OTU196900166",0.0853909499132791,0.788,-0.77292576419214,0.00118917586157171
"8457","OTU196900656","OTU196900166",0.0853909499132791,0.803,-0.77292576419214,0.00118917586157171
"8458","OTU196900658","OTU196900166",0.0853909499132791,0.788,-0.77292576419214,0.00118917586157171
"8459","OTU196900661","OTU196900166",0.120101757808984,0.727,-0.959677419354839,0.00229648801947784
"8460","OTU196900662","OTU196900166",0.0853909499132791,0.793,-0.77292576419214,0.00118917586157171
"8461","OTU196900663","OTU196900166",0.0853909499132791,0.792,-0.77292576419214,0.00118917586157172
"8462","OTU196900667","OTU196900166",0.0853909499132791,0.812,-0.77292576419214,0.00118917586157171
"8463","OTU196900672","OTU196900166",0.0853909499132791,0.801,-0.707165109034269,0.000187119518754033
"8464","OTU196900171","OTU196900168",0.0753959373497118,1,0.0945054945054945,0.747938261141548
"8465","OTU196900172","OTU196900168",0.689391746743088,0.013,0.854945054945055,9.7660400029677e-05
"8466","OTU196900175","OTU196900168",0.256981189242354,0.527,0.202197802197802,0.316435700426082
"8467","OTU196900176","OTU196900168",0.0753959373497118,1,0.169230769230769,0.56301727399621
"8468","OTU196900178","OTU196900168",0.257831462459772,0.294,0.617582417582418,0.0186046742807084
"8469","OTU196900179","OTU196900168",0.256981189242354,0.472,0.384615384615385,0.174508750775096
"8470","OTU196900180","OTU196900168",0.508725674387315,0.072,0.358241758241758,0.208498124790767
"8471","OTU196900181","OTU196900168",0.370506500549505,0.216,0.463736263736264,0.0948763315088996
"8472","OTU196900182","OTU196900168",0.0753959373497118,1,-0.140659340659341,0.490834538474225
"8473","OTU196900183","OTU196900168",0.256981189242354,0.51,0.138461538461539,0.546618031080423
"8474","OTU196900184","OTU196900168",0.151835501362341,0.924,0.230769230769231,0.402577773686832
"8475","OTU196900185","OTU196900168",0.151835501362341,0.944,0.0329670329670331,0.910918653071845
"8476","OTU196900186","OTU196900168",0.256981189242354,0.466,0.230769230769231,0.42733586167745
"8477","OTU196900187","OTU196900168",0.204204398445214,0.515,0.263736263736264,0.0689896503069365
"8478","OTU196900188","OTU196900168",0.160112494299011,0.679,-0.0527472527472527,0.569636637461708
"8479","OTU196900189","OTU196900168",0.160112494299011,0.922,0.0417582417582419,0.887286973189063
"8480","OTU196900190","OTU196900168",0.120101757808984,0.896,0.0373626373626374,0.596671197192829
"8481","OTU196900191","OTU196900168",0.291691997138059,0.282,0.0923076923076923,0.550001923096268
"8482","OTU196900192","OTU196900168",0.160112494299011,0.858,0.131868131868132,0.518862667662477
"8483","OTU196900193","OTU196900168",0.204204398445214,0.393,0.0373626373626374,0.596671197192829
"8484","OTU196900194","OTU196900168",0.0926512887915805,0.976,-0.0505494505494507,0.736733500410944
"8485","OTU196900195","OTU196900168",0.160112494299011,0.859,0.0989010989010988,0.667983719193063
"8486","OTU196900196","OTU196900168",0.257831462459772,0.291,0.087912087912088,0.746682678284963
"8487","OTU196900197","OTU196900168",0.408327221417673,0.074,0.29010989010989,0.300540902988537
"8488","OTU196900198","OTU196900168",0.257831462459772,0.293,0.410989010989011,0.144332668124605
"8489","OTU196900199","OTU196900168",0.256981189242354,0.448,0.340659340659341,0.233316051036824
"8490","OTU196900201","OTU196900168",0.689391746743088,0.01,0.643956043956044,0.0129421525593229
"8491","OTU196900202","OTU196900168",0.370506500549505,0.217,0.586813186813187,0.0273843755310878
"8492","OTU196900203","OTU196900168",0.256981189242354,0.497,0.318681318681319,0.150058130218859
"8493","OTU196900204","OTU196900168",0.508725674387315,0.058,0.705494505494505,0.00481955797904853
"8494","OTU196900205","OTU196900168",0.226000244384916,0.513,0.114285714285714,0.35801687288613
"8495","OTU196900208","OTU196900168",0.370506500549505,0.162,0.498901098901099,0.0693635273971549
"8496","OTU196900209","OTU196900168",0.508725674387315,0.053,0.435164835164835,0.0897580725209218
"8497","OTU196900210","OTU196900168",0.256981189242354,0.486,0.435164835164835,0.089758072520922
"8498","OTU196900211","OTU196900168",0.508725674387315,0.069,0.283516483516484,0.20482424998629
"8499","OTU196900213","OTU196900168",0.257831462459772,0.285,0.112087912087912,0.657610096105109
"8500","OTU196900214","OTU196900168",0.508725674387315,0.073,0.630769230769231,0.0155782242727713
"8501","OTU196900215","OTU196900168",0.256981189242354,0.459,0.345054945054945,0.2269486800417
"8502","OTU196900217","OTU196900168",0.160112494299011,0.904,0.156043956043956,0.594234700580851
"8503","OTU196900218","OTU196900168",0.256981189242354,0.47,0.553846153846154,0.0246764621643097
"8504","OTU196900219","OTU196900168",0.160112494299011,0.913,0.481318681318681,0.0814182950428049
"8505","OTU196900221","OTU196900168",0.151835501362341,0.957,0.041758241758242,0.887286973189063
"8506","OTU196900222","OTU196900168",0.370506500549505,0.128,0.103296703296703,0.488631893747858
"8507","OTU196900223","OTU196900168",0.256981189242354,0.602,-0.250549450549451,0.349190279582911
"8508","OTU196900224","OTU196900168",0.408327221417673,0.077,0.371428571428571,0.191020812043616
"8509","OTU196900225","OTU196900168",0.370506500549505,0.199,0.145054945054945,0.411130499386156
"8510","OTU196900226","OTU196900168",0.160112494299011,0.83,0.189010989010989,0.350396945860499
"8511","OTU196900227","OTU196900168",0.160112494299011,0.922,0.021978021978022,0.938912582040082
"8512","OTU196900228","OTU196900168",0.256981189242354,0.459,0.162637362637363,0.567939605426319
"8513","OTU196900229","OTU196900168",0.358931280997943,0.162,-0.252747252747253,0.0202718109441628
"8514","OTU196900230","OTU196900168",0.257831462459772,0.295,0.221978021978022,0.445629657953609
"8515","OTU196900231","OTU196900168",0.160112494299011,0.853,0.206593406593407,0.305548767841007
"8516","OTU196900232","OTU196900168",0.120101757808984,0.905,0.0505494505494506,0.471721457532421
"8517","OTU196900234","OTU196900168",0.508725674387315,0.075,0.369230769230769,0.157628782705586
"8518","OTU196900235","OTU196900168",0.256981189242354,0.468,0.41978021978022,0.135101073829143
"8519","OTU196900236","OTU196900168",0.256981189242354,0.503,0.248351648351648,0.270759260790424
"8520","OTU196900237","OTU196900168",0.160112494299011,0.873,0.0439560439560439,0.87191067199878
"8521","OTU196900239","OTU196900168",0.370506500549505,0.212,0.542857142857143,0.0448639664392487
"8522","OTU196900241","OTU196900168",0.689391746743088,0.009,0.767032967032967,0.00136768238824561
"8523","OTU196900242","OTU196900168",0.256981189242354,0.448,0.210989010989011,0.456540727390427
"8524","OTU196900246","OTU196900168",0.689391746743088,0.019,0.648351648351648,0.0121442225731057
"8525","OTU196900248","OTU196900168",0.305958492868041,0.168,-0.00219780219780208,0.982130282257977
"8526","OTU196900249","OTU196900168",0.370506500549505,0.134,0.4,0.122739481775953
"8527","OTU196900250","OTU196900168",0.408327221417673,0.079,0.481318681318681,0.0814182950428048
"8528","OTU196900252","OTU196900168",0.257831462459772,0.335,0.098901098901099,0.736585369925317
"8529","OTU196900253","OTU196900168",0.370506500549505,0.162,0.230769230769231,0.307948348011438
"8530","OTU196900255","OTU196900168",0.151835501362341,0.946,0.120879120879121,0.680607020062893
"8531","OTU196900256","OTU196900168",0.160112494299011,0.724,0.120879120879121,0.0676601024397535
"8532","OTU196900260","OTU196900168",0.257831462459772,0.307,0.254945054945055,0.365552930338738
"8533","OTU196900262","OTU196900168",0.257831462459772,0.284,0.208791208791209,0.403932748158137
"8534","OTU196900263","OTU196900168",0.151835501362341,0.921,0.285714285714286,0.282849424541242
"8535","OTU196900264","OTU196900168",0.160112494299011,0.854,0.0153846153846154,0.947012222111679
"8536","OTU196900265","OTU196900168",0.370506500549505,0.133,-0.116483516483516,0.579854149715078
"8537","OTU196900266","OTU196900168",0.394895099856365,0.087,0.257142857142857,0.066864723493024
"8538","OTU196900268","OTU196900168",0.508725674387315,0.055,0.402197802197802,0.0924714801694381
"8539","OTU196900269","OTU196900168",0.256981189242354,0.472,0.046153846153846,0.875502537632114
"8540","OTU196900271","OTU196900168",0.256981189242354,0.588,0.0263736263736266,0.922961464550907
"8541","OTU196900274","OTU196900168",0.370506500549505,0.221,0.705494505494505,0.00481955797904852
"8542","OTU196900276","OTU196900168",0.159262221081593,0.787,0.0637362637362637,0.360889726509917
"8543","OTU196900277","OTU196900168",0.256981189242354,0.619,0.296703296703297,0.302966723838702
"8544","OTU196900279","OTU196900168",0.370506500549505,0.162,0.362637362637363,0.202564543817242
"8545","OTU196900280","OTU196900168",0.256981189242354,0.463,0.336263736263736,0.239792202257253
"8546","OTU196900283","OTU196900168",0.151835501362341,0.908,0.01978021978022,0.937915640099595
"8547","OTU196900284","OTU196900168",0.257831462459772,0.276,0.0681318681318682,0.768107841993648
"8548","OTU196900286","OTU196900168",0.370506500549505,0.148,0.494505494505494,0.0722496740341326
"8549","OTU196900287","OTU196900168",0.160112494299011,0.897,0.27032967032967,0.349919386349604
"8550","OTU196900288","OTU196900168",0.256981189242354,0.425,0.516483516483517,0.0586371634412784
"8551","OTU196900289","OTU196900168",0.257831462459772,0.316,0.375824175824176,0.185410028697123
"8552","OTU196900291","OTU196900168",0.256981189242354,0.448,0.243956043956044,0.400624803916119
"8553","OTU196900292","OTU196900168",0.160112494299011,0.843,0.0593406593406594,0.746885586617245
"8554","OTU196900293","OTU196900168",0.160112494299011,0.875,0.0153846153846155,0.9491391724719
"8555","OTU196900295","OTU196900168",0.689391746743088,0.015,0.881318681318681,3.10951100839784e-05
"8556","OTU196900296","OTU196900168",0.151835501362341,0.917,-0.0285714285714285,0.910408059284442
"8557","OTU196900297","OTU196900168",0.160112494299011,0.865,-0.265934065934066,0.28302595743432
"8558","OTU196900302","OTU196900168",0.151835501362341,0.963,0.285714285714286,0.308275243702282
"8559","OTU196900303","OTU196900168",0.370506500549505,0.16,0.50989010989011,0.0544478014684233
"8560","OTU196900305","OTU196900168",0.160112494299011,0.924,0.0747252747252746,0.794154732933678
"8561","OTU196900307","OTU196900168",0.257831462459772,0.3,0.186813186813187,0.456596189793072
"8562","OTU196900308","OTU196900168",0.257831462459772,0.288,0.692307692307692,0.00607104874999006
"8563","OTU196900310","OTU196900168",0.508725674387315,0.058,0.191208791208791,0.445804794965174
"8564","OTU196900312","OTU196900168",0.2074985173809,0.288,0.116483516483516,0.0799778927994037
"8565","OTU196900314","OTU196900168",0.160112494299011,0.858,0.2,0.26487441039786
"8566","OTU196900315","OTU196900168",0.0853909499132791,0.951,0.0637362637362637,0.360889726509917
"8567","OTU196900316","OTU196900168",0.128884118981421,0.866,0.120879120879121,0.201954787868026
"8568","OTU196900317","OTU196900168",0.402827187811384,0.08,-0.10989010989011,0.3774850223899
"8569","OTU196900318","OTU196900168",0.508725674387315,0.069,0.448351648351648,0.0973131379999885
"8570","OTU196900319","OTU196900168",0.128884118981421,0.893,0.112087912087912,0.239164096011225
"8571","OTU196900320","OTU196900168",0.370506500549505,0.234,0.134065934065934,0.595342139086362
"8572","OTU196900323","OTU196900168",0.151835501362341,0.898,0.195604395604396,0.276106737486515
"8573","OTU196900327","OTU196900168",0.256981189242354,0.39,0.182417582417582,0.210609663656401
"8574","OTU196900329","OTU196900168",0.151835501362341,0.902,-0.105494505494505,0.606986276537738
"8575","OTU196900330","OTU196900168",0.370506500549505,0.151,0.657142857142857,0.0106619677473298
"8576","OTU196900331","OTU196900168",0.257831462459772,0.292,0.182417582417583,0.467513537050507
"8577","OTU196900332","OTU196900168",0.160112494299011,0.755,0.00659340659340657,0.926034296755507
"8578","OTU196900335","OTU196900168",0.0753959373497118,1,-0.123076923076923,0.650389002049271
"8579","OTU196900336","OTU196900168",0.0753959373497118,1,0.0835164835164836,0.758997665345886
"8580","OTU196900337","OTU196900168",0.257831462459772,0.288,0.6,0.02330841088
"8581","OTU196900338","OTU196900168",0.257831462459772,0.328,-0.0901098901098901,0.759338837815954
"8582","OTU196900339","OTU196900168",0.257831462459772,0.293,0.457142857142857,0.0900905493736792
"8583","OTU196900340","OTU196900168",0.370506500549505,0.218,0.336263736263736,0.239792202257253
"8584","OTU196900341","OTU196900168",0.256981189242354,0.46,0.178021978021978,0.542596952606216
"8585","OTU196900344","OTU196900168",0.508725674387315,0.056,0.679120879120879,0.00756225703114549
"8586","OTU196900347","OTU196900168",0.370506500549505,0.209,0.235164835164835,0.418333896198591
"8587","OTU196900348","OTU196900168",0.689391746743088,0.01,0.815384615384615,0.000379132238200582
"8588","OTU196900349","OTU196900168",0.160112494299011,0.879,0.167032967032967,0.536940099527953
"8589","OTU196900350","OTU196900168",0.151835501362341,0.932,0.0109890109890111,0.965487746665445
"8590","OTU196900351","OTU196900168",0.257831462459772,0.242,-0.235164835164835,0.18501877491625
"8591","OTU196900352","OTU196900168",0.256981189242354,0.504,0.0879120879120878,0.668731847087095
"8592","OTU196900353","OTU196900168",0.257831462459772,0.281,0.0747252747252747,0.629387399832855
"8593","OTU196900354","OTU196900168",0.256981189242354,0.398,0.301098901098901,0.176065512968513
"8594","OTU196900355","OTU196900168",0.370506500549505,0.231,0.406593406593407,0.149101939001513
"8595","OTU196900356","OTU196900168",0.256981189242354,0.574,0.068131868131868,0.816983879781793
"8596","OTU196900357","OTU196900168",0.256981189242354,0.418,0.151648351648352,0.468977356142826
"8597","OTU196900358","OTU196900168",0.256981189242354,0.39,-0.0285714285714286,0.876722214064101
"8598","OTU196900359","OTU196900168",0.256981189242354,0.499,0.257142857142857,0.253217981640247
"8599","OTU196900361","OTU196900168",0.256981189242354,0.544,-0.0527472527472526,0.853981549132587
"8600","OTU196900363","OTU196900168",0.160112494299011,0.87,-0.158241758241758,0.436990339638344
"8601","OTU196900365","OTU196900168",0.256981189242354,0.2,-0.00659340659340663,0.926034296755506
"8602","OTU196900366","OTU196900168",0.256981189242354,0.581,0.0879120879120878,0.758736782810317
"8603","OTU196900367","OTU196900168",0.402827187811384,0.066,0.164835164835165,0.158176828988169
"8604","OTU196900370","OTU196900168",0.256981189242354,0.48,-0.0615384615384616,0.730477385227107
"8605","OTU196900374","OTU196900168",0.321023828688051,0.168,0.0527472527472528,0.417978489700912
"8606","OTU196900377","OTU196900168",0.508725674387315,0.061,0.525274725274725,0.053747501767883
"8607","OTU196900383","OTU196900168",0.256981189242354,0.438,0.230769230769231,0.35461488235209
"8608","OTU196900384","OTU196900168",0.2074985173809,0.29,0.156043956043956,0.0123021835177622
"8609","OTU196900386","OTU196900168",0.303165634488916,0.217,-0.0659340659340658,0.600447504602351
"8610","OTU196900387","OTU196900168",0.160112494299011,0.723,0.127472527472527,0.303013061260464
"8611","OTU196900388","OTU196900168",0.226000244384916,0.411,-0.0153846153846153,0.875347000383547
"8612","OTU196900391","OTU196900168",0.508725674387315,0.061,0.274725274725275,0.220251301943731
"8613","OTU196900392","OTU196900168",0.160112494299011,0.852,0.0791208791208791,0.700381083197636
"8614","OTU196900393","OTU196900168",0.305958492868041,0.188,-0.0769230769230768,0.42673820270449
"8615","OTU196900398","OTU196900168",0.256981189242354,0.602,0.210989010989011,0.456540727390426
"8616","OTU196900400","OTU196900168",0.257831462459772,0.287,0.340659340659341,0.233316051036824
"8617","OTU196900401","OTU196900168",0.160112494299011,0.857,0.270329670329671,0.274727135841809
"8618","OTU196900402","OTU196900168",0.174454647914913,0.635,7.36070697872955e-17,0.999999999999999
"8619","OTU196900404","OTU196900168",0.256981189242354,0.392,-0.0505494505494506,0.826982575370005
"8620","OTU196900406","OTU196900168",0.160112494299011,0.871,0.00439560439560431,0.980419442642013
"8621","OTU196900408","OTU196900168",0.160112494299011,0.718,0.184615384615385,0.125199988768472
"8622","OTU196900409","OTU196900168",0.128884118981421,0.896,0.142857142857143,0.125745454240888
"8623","OTU196900414","OTU196900168",0.198117421130403,0.627,0.101098901098901,0.512003177716183
"8624","OTU196900418","OTU196900168",0.256981189242354,0.509,0.123076923076923,0.547587069813052
"8625","OTU196900424","OTU196900168",0.174454647914913,0.613,-0.0527472527472527,0.417978489700913
"8626","OTU196900425","OTU196900168",0.321023828688051,0.21,0.116483516483516,0.433533660432157
"8627","OTU196900429","OTU196900168",0.257831462459772,0.302,0.547252747252747,0.0428220493781973
"8628","OTU196900431","OTU196900168",0.160112494299011,0.838,0.0703296703296704,0.693567749597745
"8629","OTU196900444","OTU196900168",0.402827187811384,0.042,-0.0769230769230769,0.266007226886934
"8630","OTU196900445","OTU196900168",0.321023828688051,0.198,0.0813186813186812,0.587155178402966
"8631","OTU196900446","OTU196900168",0.508725674387315,0.023,-0.114285714285714,0.358016872886131
"8632","OTU196900449","OTU196900168",0.0753959373497118,1,-0.221978021978022,0.373929726822828
"8633","OTU196900450","OTU196900168",0.160112494299011,0.856,-0.0615384615384616,0.730477385227107
"8634","OTU196900454","OTU196900168",0.517801507414013,0.027,0.0615384615384615,0.506005269436673
"8635","OTU196900458","OTU196900168",0.160112494299011,0.845,-2.94428279149182e-17,1
"8636","OTU196900464","OTU196900168",0.256981189242354,0.426,0.213186813186813,0.30307203027677
"8637","OTU196900465","OTU196900168",0.321023828688051,0.202,0.178021978021978,0.222599351776396
"8638","OTU196900469","OTU196900168",0.370506500549505,0.209,0.298901098901099,0.0739987894350174
"8639","OTU196900475","OTU196900168",0.160112494299011,0.907,-0.0571428571428572,0.841947457210824
"8640","OTU196900476","OTU196900168",0.2074985173809,0.301,-0.0593406593406593,0.39613099830825
"8641","OTU196900481","OTU196900168",0.256981189242354,0.426,0.158241758241758,0.540252670986287
"8642","OTU196900488","OTU196900168",0.113400864181103,0.917,-0.0769230769230769,0.524445603155313
"8643","OTU196900492","OTU196900168",0.257831462459772,0.282,-0.215384615384615,0.213691324493461
"8644","OTU196900496","OTU196900168",0.160112494299011,0.873,0.112087912087912,0.65761009610511
"8645","OTU196900499","OTU196900168",0.257831462459772,0.297,0.371428571428571,0.123870090668128
"8646","OTU196900500","OTU196900168",0.160112494299011,0.849,0.140659340659341,0.425866895265956
"8647","OTU196900507","OTU196900168",0.256981189242354,0.55,0.195604395604395,0.435141109588679
"8648","OTU196900513","OTU196900168",0.198117421130403,0.622,0.0637362637362636,0.671198341937917
"8649","OTU196900515","OTU196900168",0.192829283905619,0.491,-0.127472527472527,0.154019424313243
"8650","OTU196900517","OTU196900168",0.0853909499132791,0.953,0.0725274725274725,0.295791932193787
"8651","OTU196900518","OTU196900168",0.2074985173809,0.31,0.125274725274725,0.0567590564473609
"8652","OTU196900520","OTU196900168",0.159262221081593,0.809,0.0461538461538462,0.511921899499603
"8653","OTU196900521","OTU196900168",0.257831462459772,0.283,-0.369230769230769,0.0525144489287283
"8654","OTU196900522","OTU196900168",0.0853909499132791,0.956,0.0373626373626373,0.59667119719283
"8655","OTU196900524","OTU196900168",0.160112494299011,0.868,-0.0153846153846154,0.933455559502769
"8656","OTU196900527","OTU196900168",0.0853909499132791,0.936,0.0857142857142857,0.212048232262964
"8657","OTU196900528","OTU196900168",0.128884118981421,0.87,0.112087912087912,0.239164096011225
"8658","OTU196900529","OTU196900168",0.151835501362341,0.913,0.351648351648352,0.118745489988174
"8659","OTU196900531","OTU196900168",0.0853909499132791,0.952,0.0461538461538461,0.511921899499604
"8660","OTU196900532","OTU196900168",0.128884118981421,0.874,0.0813186813186813,0.400013634070369
"8661","OTU196900533","OTU196900168",0.402827187811384,0.067,0.178021978021978,0.0025485243277232
"8662","OTU196900534","OTU196900168",0.151835501362341,0.784,-0.112087912087912,0.348741298617067
"8663","OTU196900537","OTU196900168",0.160112494299011,0.716,0.182417582417582,0.0425084553426526
"8664","OTU196900538","OTU196900168",0.128884118981421,0.895,0.0989010989010989,0.302329609460648
"8665","OTU196900539","OTU196900168",0.160112494299011,0.849,0.156043956043956,0.389496680191147
"8666","OTU196900543","OTU196900168",0.160112494299011,0.851,0.068131868131868,0.747168350639668
"8667","OTU196900546","OTU196900168",0.321023828688051,0.211,0.0813186813186812,0.587155178402966
"8668","OTU196900547","OTU196900168",0.0853909499132791,0.955,0.0461538461538461,0.511921899499604
"8669","OTU196900551","OTU196900168",0.151835501362341,0.79,0.140659340659341,0.253233348041022
"8670","OTU196900558","OTU196900168",0.0853909499132791,0.948,0.0857142857142857,0.212048232262964
"8671","OTU196900559","OTU196900168",0.370506500549505,0.175,0.171428571428571,0.398649597779563
"8672","OTU196900561","OTU196900168",0.305958492868041,0.177,0.0615384615384615,0.506005269436673
"8673","OTU196900563","OTU196900168",0.0853909499132791,0.959,0.0857142857142857,0.212048232262964
"8674","OTU196900565","OTU196900168",0.160112494299011,0.718,0.010989010989011,0.876996619369621
"8675","OTU196900569","OTU196900168",0.256981189242354,0.578,0.224175824175824,0.428156203974794
"8676","OTU196900571","OTU196900168",0.139438576795409,0.864,-0.0791208791208791,0.38943595536001
"8677","OTU196900573","OTU196900168",0.192829283905619,0.491,0.0373626373626374,0.702474792617721
"8678","OTU196900578","OTU196900168",0.2074985173809,0.313,0.0769230769230769,0.266007226886934
"8679","OTU196900580","OTU196900168",0.128884118981421,0.892,0.112087912087912,0.239164096011225
"8680","OTU196900582","OTU196900168",0.256981189242354,0.379,0.18021978021978,0.379738557924663
"8681","OTU196900588","OTU196900168",0.151835501362341,0.916,0.0021978021978024,0.992425575402664
"8682","OTU196900589","OTU196900168",0.508725674387315,0.057,0.217582417582418,0.38379451715606
"8683","OTU196900590","OTU196900168",0.256981189242354,0.367,0.164835164835165,0.362421226203594
"8684","OTU196900591","OTU196900168",0.256981189242354,0.456,0.661538461538462,0.00564528465358406
"8685","OTU196900592","OTU196900168",0.256981189242354,0.399,0.23956043956044,0.244160730089946
"8686","OTU196900594","OTU196900168",0.370506500549505,0.185,0.301098901098901,0.0812203946387048
"8687","OTU196900596","OTU196900168",0.508725674387315,0.062,0.659340659340659,0.00424791798823364
"8688","OTU196900597","OTU196900168",0.256981189242354,0.603,0.241758241758242,0.367007858711137
"8689","OTU196900598","OTU196900168",0.0753959373497118,1,0.0351648351648353,0.844212795135669
"8690","OTU196900599","OTU196900168",0.159262221081593,0.796,0.0109890109890111,0.87699661936962
"8691","OTU196900600","OTU196900168",0.291691997138059,0.255,-0.105494505494505,0.493462958776663
"8692","OTU196900601","OTU196900168",0.174454647914913,0.609,-0.079120879120879,0.215702756731505
"8693","OTU196900603","OTU196900168",0.370506500549505,0.109,0.241758241758242,0.158882492761307
"8694","OTU196900604","OTU196900168",0.291691997138059,0.272,0.114285714285714,0.457346342259606
"8695","OTU196900605","OTU196900168",0.256981189242354,0.457,0.404395604395604,0.139470079147766
"8696","OTU196900606","OTU196900168",0.370506500549505,0.256,0.637362637362637,0.0110135660667522
"8697","OTU196900608","OTU196900168",0.256981189242354,0.384,0.265934065934066,0.129464308164091
"8698","OTU196900611","OTU196900168",0.0926512887915805,0.975,0.0527472527472527,0.734022596601413
"8699","OTU196900612","OTU196900168",0.0926512887915805,0.979,-0.00219780219780229,0.988366759083988
