"","node1_mic","node2_mic","MIC","pMIC","regression","p_regression"
"23956","OTU196900469","OTU196900260",0.160112494299011,0.857,-0.239560439560439,0.268071341809102
"23957","OTU196900475","OTU196900260",0.257831462459772,0.321,0.108753315649867,0.711322931651207
"23958","OTU196900476","OTU196900260",0.256981189242354,0.228,-0.265251989389921,0.0300407189549498
"23959","OTU196900481","OTU196900260",0.508725674387315,0.083,0.131962864721485,0.625264709454394
"23960","OTU196900488","OTU196900260",0.151835501362341,0.796,-0.032967032967033,0.851131109582675
"23961","OTU196900492","OTU196900260",0.160112494299011,0.85,0.0857142857142855,0.710373540331061
"23962","OTU196900496","OTU196900260",0.160112494299011,0.854,-0.356100795755968,0.187182649153417
"23963","OTU196900499","OTU196900260",0.370506500549505,0.216,0.0813186813186814,0.748291503180148
"23964","OTU196900500","OTU196900260",0.160112494299011,0.859,0.235164835164835,0.298388985771091
"23965","OTU196900507","OTU196900260",0.256981189242354,0.437,-0.411803713527851,0.121982369229482
"23966","OTU196900513","OTU196900260",0.321023828688051,0.198,-0.0583554376657826,0.746115709399888
"23967","OTU196900515","OTU196900260",0.192829283905619,0.451,-0.0527472527472528,0.720954898292455
"23968","OTU196900517","OTU196900260",0.256981189242354,0.191,-0.0725274725274725,0.534778428717447
"23969","OTU196900518","OTU196900260",0.394895099856365,0.093,-0.145888594164456,0.0914314401325699
"23970","OTU196900520","OTU196900260",0.128884118981421,0.793,0.0331564986737401,0.791728591283691
"23971","OTU196900521","OTU196900260",0.160112494299011,0.873,-0.0450928381962866,0.849554633158721
"23972","OTU196900522","OTU196900260",0.256981189242354,0.169,-0.0725274725274725,0.534778428717447
"23973","OTU196900524","OTU196900260",0.370506500549505,0.137,-0.232967032967033,0.293018360943891
"23974","OTU196900527","OTU196900260",0.402827187811384,0.055,0.00439560439560437,0.96149800062629
"23975","OTU196900528","OTU196900260",0.370506500549505,0.067,-0.263262599469496,0.0135327194890658
"23976","OTU196900529","OTU196900260",0.160112494299011,0.867,-0.127472527472527,0.638667470131598
"23977","OTU196900531","OTU196900260",0.402827187811384,0.046,0.009946949602122,0.915325662230832
"23978","OTU196900532","OTU196900260",0.370506500549505,0.055,-0.253978779840849,0.0184449681210137
"23979","OTU196900533","OTU196900260",0.160112494299011,0.676,-0.237362637362637,0.0215040413717741
"23980","OTU196900534","OTU196900260",0.100398452969642,0.966,0.161140583554377,0.369661463477337
"23981","OTU196900537","OTU196900260",0.370506500549505,0.068,-0.110079575596817,0.354331269764611
"23982","OTU196900538","OTU196900260",0.370506500549505,0.068,-0.232967032967033,0.0949193144448325
"23983","OTU196900539","OTU196900260",0.370506500549505,0.112,-0.397802197802198,0.0298727586577408
"23984","OTU196900543","OTU196900260",0.370506500549505,0.122,-0.040450928381963,0.864904781764915
"23985","OTU196900546","OTU196900260",0.321023828688051,0.194,-0.0862068965517242,0.631513254898981
"23986","OTU196900547","OTU196900260",0.402827187811384,0.067,0.009946949602122,0.915325662230832
"23987","OTU196900551","OTU196900260",0.661704920821336,0.007,0.00928381962864718,0.95220447022357
"23988","OTU196900558","OTU196900260",0.402827187811384,0.055,-0.0364721485411141,0.695752054779363
"23989","OTU196900559","OTU196900260",0.370506500549505,0.159,0.156043956043956,0.535554968630354
"23990","OTU196900561","OTU196900260",0.0760098536627822,0.972,-0.12967032967033,0.36323986848043
"23991","OTU196900563","OTU196900260",0.402827187811384,0.049,0.00439560439560437,0.96149800062629
"23992","OTU196900565","OTU196900260",0.402827187811384,0.042,-0.157161803713528,0.0719051474536197
"23993","OTU196900569","OTU196900260",0.160112494299011,0.929,-0.0212201591511938,0.942599453743403
"23994","OTU196900571","OTU196900260",0.296329966157392,0.198,-0.0263736263736264,0.858551818876743
"23995","OTU196900573","OTU196900260",0.605289106106858,0.008,-0.177055702917772,0.131655990414973
"23996","OTU196900578","OTU196900260",0.256981189242354,0.182,-0.0725274725274725,0.534778428717447
"23997","OTU196900580","OTU196900260",0.370506500549505,0.064,-0.252747252747253,0.015265421079671
"23998","OTU196900582","OTU196900260",0.160112494299011,0.854,0.16445623342175,0.450851930911209
"23999","OTU196900588","OTU196900260",0.508725674387315,0.064,-0.24455732946299,0.35184767690336
"24000","OTU196900589","OTU196900260",0.370506500549505,0.176,0.367924528301887,0.181670382106472
"24001","OTU196900590","OTU196900260",0.256981189242354,0.393,0.205570291777189,0.358361760813345
"24002","OTU196900591","OTU196900260",0.257831462459772,0.303,0.279840848806366,0.307186561552787
"24003","OTU196900592","OTU196900260",0.508725674387315,0.044,0.271883289124668,0.270979714087782
"24004","OTU196900594","OTU196900260",0.370506500549505,0.17,0.345490716180371,0.113258613281371
"24005","OTU196900596","OTU196900260",0.160112494299011,0.869,-0.211538461538462,0.467845542096004
"24006","OTU196900597","OTU196900260",0.508725674387315,0.079,0.194297082228116,0.472754406905505
"24007","OTU196900598","OTU196900260",0.0753959373497118,1,0.0593406593406593,0.797420044086037
"24008","OTU196900599","OTU196900260",0.0793039725984684,0.948,-0.0197802197802197,0.866601880449918
"24009","OTU196900600","OTU196900260",0.256981189242354,0.39,-0.0165782493368701,0.936945029385389
"24010","OTU196900601","OTU196900260",0.256981189242354,0.221,-0.155835543766578,0.200400146396359
"24011","OTU196900603","OTU196900260",0.0753959373497118,1,-0.301098901098901,0.15698727028809
"24012","OTU196900604","OTU196900260",0.160112494299011,0.771,0.151193633952255,0.465508916812545
"24013","OTU196900605","OTU196900260",0.256981189242354,0.585,0.0112732095490716,0.969489532230308
"24014","OTU196900606","OTU196900260",0.257831462459772,0.315,0.438328912466843,0.11694236092014
"24015","OTU196900608","OTU196900260",0.257831462459772,0.258,0.119363395225464,0.606005157773011
"24016","OTU196900611","OTU196900260",0.204204398445214,0.489,-0.0109890109890111,0.956685750450396
"24017","OTU196900612","OTU196900260",0.151835501362341,0.793,0.118700265251989,0.568415838688669
"24018","OTU196900613","OTU196900260",0.226000244384916,0.446,0.131299734748011,0.386336447378438
"24019","OTU196900614","OTU196900260",0.370506500549505,0.2,-0.0285714285714288,0.910408059284441
"24020","OTU196900616","OTU196900260",0.12394088673829,0.85,0.140583554376658,0.352462759494004
"24021","OTU196900618","OTU196900260",0.160112494299011,0.863,-0.0879120879120882,0.758736782810316
"24022","OTU196900619","OTU196900260",0.160112494299011,0.859,-0.0439560439560443,0.871910671998779
"24023","OTU196900620","OTU196900260",0.256981189242354,0.49,-0.047082228116711,0.820668385547201
"24024","OTU196900623","OTU196900260",0.174454647914913,0.496,0.0702917771883289,0.573539606147658
"24025","OTU196900624","OTU196900260",0.256981189242354,0.327,-0.149450549450549,0.280666679446617
"24026","OTU196900628","OTU196900260",0.204204398445214,0.419,0.0218832891246684,0.857448180124842
"24027","OTU196900630","OTU196900260",0.370506500549505,0.092,-0.330238726790451,0.0239161894253646
"24028","OTU196900631","OTU196900260",0.160112494299011,0.842,-0.224137931034483,0.325433202674349
"24029","OTU196900635","OTU196900260",0.256981189242354,0.174,-0.107692307692308,0.351663417692042
"24030","OTU196900648","OTU196900260",0.160112494299011,0.683,-0.11604774535809,0.360994282814895
"24031","OTU196900655","OTU196900260",0.256981189242354,0.217,-0.0725274725274725,0.534778428717447
"24032","OTU196900656","OTU196900260",0.256981189242354,0.197,-0.0725274725274725,0.534778428717447
"24033","OTU196900658","OTU196900260",0.394895099856365,0.11,-0.145888594164456,0.0914314401325699
"24034","OTU196900661","OTU196900260",0.370506500549505,0.051,-0.0636604774535809,0.596824939973522
"24035","OTU196900662","OTU196900260",0.394895099856365,0.085,-0.145888594164456,0.0914314401325699
"24036","OTU196900663","OTU196900260",0.256981189242354,0.203,-0.120879120879121,0.29336969038319
"24037","OTU196900667","OTU196900260",0.402827187811384,0.062,0.009946949602122,0.915325662230832
"24038","OTU196900672","OTU196900260",0.402827187811384,0.051,-0.145054945054945,0.0902930975087264
"24039","OTU196900263","OTU196900262",0.689391746743088,0.018,0.852090032154341,0.000398274816475573
"24040","OTU196900264","OTU196900262",0.508725674387315,0.073,0.361093452002543,0.272775370070506
"24041","OTU196900265","OTU196900262",0.508725674387315,0.041,0.264990328820116,0.314729686872102
"24042","OTU196900266","OTU196900262",0.128085278891394,0.827,-0.344006247559547,0.0582287018384898
"24043","OTU196900268","OTU196900262",0.689391746743088,0.013,0.582684824902724,0.0514074162930497
"24044","OTU196900269","OTU196900262",0.160112494299011,0.85,0.245665961945032,0.467513537050506
"24045","OTU196900271","OTU196900262",0.370506500549505,0.216,-0.398826979472141,0.181040091534417
"24046","OTU196900274","OTU196900262",0.508725674387315,0.074,1.02114164904863,3.32432336467622e-05
"24047","OTU196900276","OTU196900262",0.204204398445214,0.362,0.00549682875264266,0.957741826324372
"24048","OTU196900277","OTU196900262",0.508725674387315,0.068,0.475113122171946,0.105330513803811
"24049","OTU196900279","OTU196900262",0.370506500549505,0.139,0.269344608879493,0.42460681549616
"24050","OTU196900280","OTU196900262",0.370506500549505,0.234,0.819873150105708,0.00473380109693841
"24051","OTU196900283","OTU196900262",0.689391746743088,0.017,0.763636363636363,0.018942565136691
"24052","OTU196900284","OTU196900262",1,0,0.783365570599613,0.000918826396554024
"24053","OTU196900286","OTU196900262",0.508725674387315,0.058,0.513196480938417,0.086124515935936
"24054","OTU196900287","OTU196900262",0.257831462459772,0.29,0.22508038585209,0.495360168213026
"24055","OTU196900288","OTU196900262",0.370506500549505,0.203,0.944186046511628,0.000399840567868038
"24056","OTU196900289","OTU196900262",1,0,0.326366559485531,0.317242449945391
"24057","OTU196900291","OTU196900262",0.508725674387315,0.084,0.577167019027484,0.0703722538569384
"24058","OTU196900292","OTU196900262",0.256981189242354,0.421,0.0014662756598242,0.994751127093484
"24059","OTU196900293","OTU196900262",0.370506500549505,0.149,0.53577106518283,0.0353432618988335
"24060","OTU196900295","OTU196900262",0.256981189242354,0.506,0.713343108504399,0.0101828402400057
"24061","OTU196900296","OTU196900262",0.689391746743088,0.014,0.50278810408922,0.0917895356099223
"24062","OTU196900297","OTU196900262",0.256981189242354,0.484,-0.128785241907414,0.652428934429814
"24063","OTU196900302","OTU196900262",0.370506500549505,0.149,0.169354838709677,0.592582654227815
"24064","OTU196900303","OTU196900262",0.370506500549505,0.163,0.524338827136834,0.0768999063485939
"24065","OTU196900305","OTU196900262",0.160112494299011,0.869,0.0401929260450159,0.901397420762574
"24066","OTU196900307","OTU196900262",1,0,1.01794258373206,9.40489314482391e-05
"24067","OTU196900308","OTU196900262",0.151835501362341,0.921,0.703079178885631,0.0117360504249434
"24068","OTU196900310","OTU196900262",0.508725674387315,0.068,0.7,0.0353193078119258
"24069","OTU196900312","OTU196900262",NA,NA,-0.236803519061584,0.00616468248872902
"24070","OTU196900314","OTU196900262",0.508725674387315,0.036,-0.343841642228739,0.0546045216893077
"24071","OTU196900315","OTU196900262",0.120101757808984,0.87,-0.0241014799154334,0.816079215620333
"24072","OTU196900316","OTU196900262",NA,NA,-0.232558139534884,0.0152685365937944
"24073","OTU196900317","OTU196900262",0.256981189242354,0.296,-0.0841392649903287,0.631501039738937
"24074","OTU196900318","OTU196900262",0.256981189242354,0.549,-0.103171247357293,0.756090419290163
"24075","OTU196900319","OTU196900262",NA,NA,-0.222668810289389,0.017808684432283
"24076","OTU196900320","OTU196900262",0.508725674387315,0.06,0.589319771137953,0.0819274749472569
"24077","OTU196900323","OTU196900262",0.689391746743088,0.012,-0.300498275201226,0.108535339426244
"24078","OTU196900327","OTU196900262",0.128085278891394,0.818,0.0184887459807075,0.924413224475539
"24079","OTU196900329","OTU196900262",0.689391746743088,0.019,0.434235976789168,0.0860601541790212
"24080","OTU196900330","OTU196900262",0.370506500549505,0.249,0.802114164904863,0.00618780342459691
"24081","OTU196900331","OTU196900262",0.689391746743088,0.012,0.718181818181818,0.0298505159749022
"24082","OTU196900332","OTU196900262",NA,NA,-0.236803519061584,0.00616468248872904
"24083","OTU196900335","OTU196900262",0.689391746743088,0.009,0.0353159851301114,0.915228152408175
"24084","OTU196900336","OTU196900262",0.689391746743088,0.012,-0.142961876832845,0.625861751058114
"24085","OTU196900337","OTU196900262",0.370506500549505,0.223,0.254886929858183,0.427497791402736
"24086","OTU196900338","OTU196900262",0.160112494299011,0.869,0.157556270096463,0.634939960269231
"24087","OTU196900339","OTU196900262",0.160112494299011,0.86,-0.0948553054662378,0.769640241664378
"24088","OTU196900340","OTU196900262",0.689391746743088,0.01,0.605571847507331,0.0371021658285639
"24089","OTU196900341","OTU196900262",0.160112494299011,0.871,0.142200076657723,0.661031339327807
"24090","OTU196900344","OTU196900262",0.257831462459772,0.304,0.523890063424947,0.105158577348614
"24091","OTU196900347","OTU196900262",0.508725674387315,0.077,0.397145840584755,0.18368519368152
"24092","OTU196900348","OTU196900262",0.689391746743088,0.011,0.613344051446945,0.0452255787968128
"24093","OTU196900349","OTU196900262",0.508725674387315,0.062,0.920731707317073,0.000143746877056772
"24094","OTU196900350","OTU196900262",0.689391746743088,0.018,0.786892177589852,0.000839547414557155
"24095","OTU196900351","OTU196900262",0.256981189242354,0.351,-0.260263929618768,0.228220873063562
"24096","OTU196900352","OTU196900262",0.370506500549505,0.198,-0.487949260042283,0.0230775422734992
"24097","OTU196900353","OTU196900262",0.257831462459772,0.271,-0.364369501466276,0.0394079454416807
"24098","OTU196900354","OTU196900262",0.370506500549505,0.194,-0.442122186495177,0.0702795489888619
"24099","OTU196900355","OTU196900262",0.689391746743088,0.011,0.654122621564482,0.0357968063957121
"24100","OTU196900356","OTU196900262",0.370506500549505,0.243,-0.293023255813954,0.38379451715606
"24101","OTU196900357","OTU196900262",0.370506500549505,0.132,0.274390243902439,0.282183736065803
"24102","OTU196900358","OTU196900262",0.0753959373497118,1,0.0557620817843867,0.816889019846851
"24103","OTU196900359","OTU196900262",0.160112494299011,0.765,-0.468461538461538,0.0676461957116922
"24104","OTU196900361","OTU196900262",0.689391746743088,0.017,0.533724340175953,0.0726192538544723
"24105","OTU196900363","OTU196900262",0.508725674387315,0.06,0.233403805496829,0.34488963650871
"24106","OTU196900365","OTU196900262",0.128884118981421,0.798,-0.142966653890379,0.142438107588565
"24107","OTU196900366","OTU196900262",0.370506500549505,0.134,-0.269835185894979,0.386783931219226
"24108","OTU196900367","OTU196900262",0.605289106106858,0.019,-0.20676532769556,0.124177319805711
"24109","OTU196900370","OTU196900262",0.508725674387315,0.063,-0.360128617363344,0.0545373984646803
"24110","OTU196900374","OTU196900262",0.74959525725948,0,0.165327695560254,0.0901440992838614
"24111","OTU196900377","OTU196900262",0.151835501362341,0.903,-0.0134151015714835,0.967140355824151
"24112","OTU196900383","OTU196900262",0.370506500549505,0.234,-0.129934840935224,0.641777991316681
"24113","OTU196900384","OTU196900262",NA,NA,-0.236803519061584,0.00616468248872904
"24114","OTU196900386","OTU196900262",0.256981189242354,0.3,0.07475884244373,0.64758245485007
"24115","OTU196900387","OTU196900262",0.303165634488916,0.182,-0.277126099706745,0.0676917026888896
"24116","OTU196900388","OTU196900262",0.192829283905619,0.456,-0.142583365274051,0.269539099503675
"24117","OTU196900391","OTU196900262",0.689391746743088,0.012,0.782241014799154,0.000191839065650477
"24118","OTU196900392","OTU196900262",0.160112494299011,0.761,-0.216275659824047,0.379275572742837
"24119","OTU196900393","OTU196900262",0.169584429670438,0.545,-0.0456659619450315,0.732389251249508
"24120","OTU196900398","OTU196900262",0.689391746743088,0.018,0.698704554951943,0.0174583425693962
"24121","OTU196900400","OTU196900262",1,0.002,0.697947214076246,0.0125777653880295
"24122","OTU196900401","OTU196900262",0.508725674387315,0.073,0.528210116731518,0.0822554642871793
"24123","OTU196900402","OTU196900262",0.2074985173809,0.24,0.100211416490486,0.323849223916225
"24124","OTU196900404","OTU196900262",0.160112494299011,0.748,-0.160557184750733,0.555527187283749
"24125","OTU196900406","OTU196900262",0.256981189242354,0.447,-0.13751987281399,0.54254328524507
"24126","OTU196900408","OTU196900262",0.151835501362341,0.708,-0.110932475884244,0.49517164507246
"24127","OTU196900409","OTU196900262",NA,NA,-0.232558139534884,0.0152685365937944
"24128","OTU196900414","OTU196900262",0.151835501362341,0.743,-0.037781350482315,0.8461768801355
"24129","OTU196900418","OTU196900262",0.508725674387315,0.055,0.523467230443974,0.01990934148943
"24130","OTU196900424","OTU196900262",0.160112494299011,0.655,0.0350951374207188,0.734507427985897
"24131","OTU196900425","OTU196900262",NA,NA,-0.45877378435518,0.0011864330185259
"24132","OTU196900429","OTU196900262",0.257831462459772,0.276,0.240169133192389,0.465400757727156
"24133","OTU196900431","OTU196900262",0.160112494299011,0.763,0.257186661556152,0.23563848696006
"24134","OTU196900444","OTU196900262",0.204204398445214,0.35,-0.17604501607717,0.0663508439820526
"24135","OTU196900445","OTU196900262",0.469565211114707,0.052,-0.303858520900322,0.0538207778382103
"24136","OTU196900446","OTU196900262",0.226000244384916,0.482,-0.0727272727272728,0.657759640984827
"24137","OTU196900449","OTU196900262",0.256981189242354,0.456,-0.159824046920821,0.585216018206724
"24138","OTU196900450","OTU196900262",0.160112494299011,0.741,0.0210808738980453,0.924860272919309
"24139","OTU196900454","OTU196900262",0.296329966157392,0.163,-0.337243401759531,0.00181776468579593
"24140","OTU196900458","OTU196900262",0.160112494299011,0.711,-0.175066312997347,0.456394021902255
"24141","OTU196900464","OTU196900262",0.370506500549505,0.209,-0.458350951374207,0.0355213889309163
"24142","OTU196900465","OTU196900262",0.469565211114707,0.057,-0.106913183279743,0.52714162999573
"24143","OTU196900469","OTU196900262",0.160112494299011,0.757,-0.270722743977134,0.225875852758578
"24144","OTU196900475","OTU196900262",0.160112494299011,0.843,-0.39323467230444,0.222433447027105
"24145","OTU196900476","OTU196900262",0.159262221081593,0.732,-0.124735729386892,0.213796450136215
"24146","OTU196900481","OTU196900262",0.689391746743088,0.014,0.632899628252788,0.026798392407318
"24147","OTU196900488","OTU196900262",0.358931280997943,0.131,-0.174486803519062,0.271432318047176
"24148","OTU196900492","OTU196900262",0.160112494299011,0.766,-0.0808738980452279,0.716760418657492
"24149","OTU196900496","OTU196900262",0.160112494299011,0.768,-0.302325581395349,0.293453970024608
"24150","OTU196900499","OTU196900262",0.370506500549505,0.194,-0.0681818181818182,0.803530672812204
"24151","OTU196900500","OTU196900262",0.256981189242354,0.439,0.0975609756097561,0.67479972423285
"24152","OTU196900507","OTU196900262",0.370506500549505,0.205,-0.188961287849751,0.496386753519554
"24153","OTU196900513","OTU196900262",0.236122347961794,0.394,-0.112903225806452,0.556645834399722
"24154","OTU196900515","OTU196900262",0.192829283905619,0.428,-0.185511690302798,0.142851135087028
"24155","OTU196900517","OTU196900262",NA,NA,-0.236803519061584,0.00616468248872902
"24156","OTU196900518","OTU196900262",NA,NA,-0.236803519061584,0.00616468248872904
"24157","OTU196900520","OTU196900262",0.174454647914913,0.512,0.0706131078224103,0.491643399307078
"24158","OTU196900521","OTU196900262",0.160112494299011,0.759,-0.25733137829912,0.291985105168722
"24159","OTU196900522","OTU196900262",NA,NA,-0.236803519061584,0.00616468248872904
"24160","OTU196900524","OTU196900262",0.370506500549505,0.145,-0.326979472140762,0.122559570695436
"24161","OTU196900527","OTU196900262",NA,NA,-0.231117298990602,0.00605023958292136
"24162","OTU196900528","OTU196900262",NA,NA,-0.222668810289389,0.017808684432283
"24163","OTU196900529","OTU196900262",0.160112494299011,0.768,-0.0112732095490717,0.965547269738399
"24164","OTU196900531","OTU196900262",NA,NA,-0.236803519061584,0.00616468248872904
"24165","OTU196900532","OTU196900262",NA,NA,-0.221407624633431,0.0124833558297814
"24166","OTU196900533","OTU196900262",0.160112494299011,0.684,-0.156748911465893,0.0937586993959521
"24167","OTU196900534","OTU196900262",0.226000244384916,0.467,0.051585623678647,0.753858363283199
"24168","OTU196900537","OTU196900262",NA,NA,-0.232558139534884,0.0152685365937944
"24169","OTU196900538","OTU196900262",NA,NA,-0.315001740341107,0.00346437992306728
"24170","OTU196900539","OTU196900262",0.508725674387315,0.06,-0.332694518972786,0.071562650372853
"24171","OTU196900543","OTU196900262",0.370506500549505,0.14,-0.434672304439746,0.0485901093474392
"24172","OTU196900546","OTU196900262",NA,NA,-0.45877378435518,0.0011864330185259
"24173","OTU196900547","OTU196900262",NA,NA,-0.236803519061584,0.00616468248872904
"24174","OTU196900551","OTU196900262",0.159262221081593,0.724,-0.232272901494825,0.136507692745939
"24175","OTU196900558","OTU196900262",NA,NA,-0.236803519061584,0.00616468248872902
"24176","OTU196900559","OTU196900262",0.508725674387315,0.054,0.414790996784565,0.0777607600675863
"24177","OTU196900561","OTU196900262",0.0760098536627822,0.935,-0.0257234726688102,0.846873336572122
"24178","OTU196900563","OTU196900262",NA,NA,-0.231117298990602,0.00605023958292136
"24179","OTU196900565","OTU196900262",NA,NA,-0.231117298990602,0.00605023958292138
"24180","OTU196900569","OTU196900262",0.160112494299011,0.867,-0.345877378435518,0.286864778538494
"24181","OTU196900571","OTU196900262",0.160112494299011,0.712,0.00803858520900329,0.951914893014832
"24182","OTU196900573","OTU196900262",NA,NA,-0.315001740341107,0.00346437992306728
"24183","OTU196900578","OTU196900262",NA,NA,-0.236803519061584,0.00616468248872904
"24184","OTU196900580","OTU196900262",NA,NA,-0.21924108853967,0.016622755375424
"24185","OTU196900582","OTU196900262",0.160112494299011,0.746,-0.154692082111437,0.533592621856201
"24186","OTU196900588","OTU196900262",0.689391746743088,0.013,0.6,0.0579027223458994
"24187","OTU196900589","OTU196900262",0.689391746743088,0.01,0.397129186602871,0.243299059545724
"24188","OTU196900590","OTU196900262",0.508725674387315,0.067,0.368471953578336,0.105058008952366
"24189","OTU196900591","OTU196900262",0.370506500549505,0.237,0.010147991543341,0.974425795380378
"24190","OTU196900592","OTU196900262",0.689391746743088,0.012,0.582663847780127,0.00725624236788229
"24191","OTU196900594","OTU196900262",0.370506500549505,0.122,0.409090909090909,0.0678011586309806
"24192","OTU196900596","OTU196900262",0.370506500549505,0.212,0.430049827520123,0.134296229584296
"24193","OTU196900597","OTU196900262",0.689391746743088,0.01,0.823170731707317,0.00179098281180569
"24194","OTU196900598","OTU196900262",0.151835501362341,0.834,0.0853658536585367,0.713774751346139
"24195","OTU196900599","OTU196900262",0.174454647914913,0.505,-0.0946722882330393,0.344385741447568
"24196","OTU196900600","OTU196900262",0.394895099856365,0.099,0.0131078224101481,0.94655199125782
"24197","OTU196900601","OTU196900262",0.256981189242354,0.221,0.000967117988394722,0.993044803420398
"24198","OTU196900603","OTU196900262",0.257831462459772,0.254,0.257186661556152,0.23563848696006
"24199","OTU196900604","OTU196900262",0.291691997138059,0.235,0.202536997885835,0.288530204249869
"24200","OTU196900605","OTU196900262",0.160112494299011,0.852,-0.304439746300211,0.351293855081963
"24201","OTU196900606","OTU196900262",0.370506500549505,0.25,0.463343108504399,0.114779385103863
"24202","OTU196900608","OTU196900262",0.508725674387315,0.037,0.407188160676533,0.0493782606881922
"24203","OTU196900611","OTU196900262",0.204204398445214,0.446,-0.0670731707317072,0.740363464888965
"24204","OTU196900612","OTU196900262",0.128085278891394,0.811,-0.0659163987138263,0.734581022531269
"24205","OTU196900613","OTU196900262",0.169584429670438,0.56,-0.0279069767441859,0.834733976343778
"24206","OTU196900614","OTU196900262",0.508725674387315,0.058,0.189710610932476,0.444567737869775
"24207","OTU196900616","OTU196900262",0.169584429670438,0.539,0.0372093023255814,0.780716635857355
"24208","OTU196900618","OTU196900262",0.160112494299011,0.755,-0.0969793322734499,0.746050250905542
"24209","OTU196900619","OTU196900262",0.370506500549505,0.188,-0.0222575516693163,0.936597447613379
"24210","OTU196900620","OTU196900262",0.508725674387315,0.065,-0.427484143763213,0.00498532281470284
"24211","OTU196900623","OTU196900262",0.160112494299011,0.645,0.0469344608879493,0.649505186524589
"24212","OTU196900624","OTU196900262",0.256981189242354,0.311,0.148713826366559,0.251054380665552
"24213","OTU196900628","OTU196900262",0.160112494299011,0.651,-0.107350096711799,0.322982843356968
"24214","OTU196900630","OTU196900262",0.256981189242354,0.326,0.025369978858351,0.849594461902153
"24215","OTU196900631","OTU196900262",0.508725674387315,0.062,0.217758985200846,0.322656232403079
"24216","OTU196900635","OTU196900262",0.402827187811384,0.053,-0.239555385205059,0.0061420949255048
"24217","OTU196900648","OTU196900262",0.321023828688051,0.139,-0.239555385205059,0.0061420949255048
"24218","OTU196900655","OTU196900262",NA,NA,-0.236803519061584,0.00616468248872902
"24219","OTU196900656","OTU196900262",NA,NA,-0.236803519061584,0.00616468248872904
"24220","OTU196900658","OTU196900262",NA,NA,-0.236803519061584,0.00616468248872904
"24221","OTU196900661","OTU196900262",NA,NA,-0.232558139534884,0.0152685365937944
"24222","OTU196900662","OTU196900262",NA,NA,-0.236803519061584,0.00616468248872904
"24223","OTU196900663","OTU196900262",NA,NA,-0.236803519061584,0.00616468248872902
"24224","OTU196900667","OTU196900262",NA,NA,-0.236803519061584,0.00616468248872904
"24225","OTU196900672","OTU196900262",NA,NA,-0.235411140583554,0.00349952563010824
"24226","OTU196900264","OTU196900263",0.508725674387315,0.064,0.24003984063745,0.426944647822831
"24227","OTU196900265","OTU196900263",0.370506500549505,0.13,0.133440514469453,0.593161595075432
"24228","OTU196900266","OTU196900263",0.198117421130403,0.572,-0.063846153846154,0.742218238825667
"24229","OTU196900268","OTU196900263",0.508725674387315,0.065,0.283076923076923,0.3276209904831
"24230","OTU196900269","OTU196900263",0.0753959373497118,1,0.313049853372435,0.315023792628499
"24231","OTU196900271","OTU196900263",0.370506500549505,0.23,-0.369363395225464,0.1936939320725
"24232","OTU196900274","OTU196900263",0.370506500549505,0.213,0.944281524926687,4.39695742589319e-05
"24233","OTU196900276","OTU196900263",0.256981189242354,0.211,0.0894428152492669,0.354368867056288
"24234","OTU196900277","OTU196900263",0.508725674387315,0.065,0.375994694960212,0.198252077812411
"24235","OTU196900279","OTU196900263",0.256981189242354,0.6,0.487536656891496,0.105362393296215
"24236","OTU196900280","OTU196900263",0.257831462459772,0.304,0.805718475073313,0.00220083719215254
"24237","OTU196900283","OTU196900263",1,0.001,0.494023904382471,0.111905249726309
"24238","OTU196900284","OTU196900263",0.689391746743088,0.015,0.766077170418006,0.000324313580601377
"24239","OTU196900286","OTU196900263",0.689391746743088,0.016,0.403846153846154,0.164523414222773
"24240","OTU196900287","OTU196900263",0.160112494299011,0.876,0.285067873303167,0.349149474164518
