"","X","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","Gb","QC","Sf","Wb","IE_20171002_01501","IE_20171002_01801","IE_20171002_02301","IE_20171002_02501","IE_20171002_02701","IE_20171002_02901","IE_20171002_03301","IE_20171002_03701","IE_20171002_04001","IE_20171002_04201","IE_20171002_04301","IE_20171002_05101","IE_20171002_05701","IE_20171002_06101","IE_20171002_06301","IE_20171002_06701","IE_20171002_06901","IE_20171002_07001","IE_20171002_01401","IE_20171002_02001","IE_20171002_02601","IE_20171002_03201","IE_20171002_03801","IE_20171002_04401","IE_20171002_05001","IE_20171002_05601","IE_20171002_06201","IE_20171002_06801","IE_20171002_07201","IE_20171002_01701","IE_20171002_02101","IE_20171002_02201","IE_20171002_03501","IE_20171002_03601","IE_20171002_04101","IE_20171002_04701","IE_20171002_05401","IE_20171002_05801","IE_20171002_06401","IE_20171002_06501","IE_20171002_06601","IE_20171002_07101","IE_20171002_01601","IE_20171002_01901","IE_20171002_02401","IE_20171002_02801","IE_20171002_03001","IE_20171002_03101","IE_20171002_03401","IE_20171002_04501","IE_20171002_04601","IE_20171002_04801","IE_20171002_04901","IE_20171002_05201","IE_20171002_05301","IE_20171002_05501","IE_20171002_05901","IE_20171002_06001","isotopes","adduct","pcgroup","SD","MEAN","CV","fss","[M+H]+"
"3647",3647,855.352968886095,855.295253981478,855.39850430704,205.105495872498,137.741002616882,258.593988113403,18,2,3,8,5,1257.61221915681,2104.83994779363,2936.38361732475,4156.85811322961,2755.07378397789,2134.62742468977,28065.9114181256,2020.29113238367,2870.43362378841,3608.05225273874,5153.15437903876,2315.12449705073,2916.43898356101,7554.53603292629,14888.7092547774,2402.18641238524,1871.30984047027,2826.0872386914,11695.1141012684,12983.4635197923,10041.8391823402,10272.5160246994,12292.4575754143,12367.9762781908,13371.1506814144,13465.454873763,8356.89096108265,12698.8382798322,11078.9043018351,1750.0504541431,92548.6196212471,19918.1746980693,6735.91292532285,179061.319857274,1675.04253898934,1760.03648633603,46713.5638750152,9090.68779326408,21476.7183023868,82806.1122595632,17020.3883197475,977.212318781933,4584.90455347113,3400.21624223795,4507.72918452664,3293.80112734716,5054.30434313958,2833.49677883597,2066.42349570803,14468.0521017087,43768.6214746936,2556.27757151611,3297.18700075691,20218.4712117427,3577.8019362567,12323.2348883152,13076.2946318556,27296.9980409668,"","[M+H]+ 854.346",261,1603.14014178157,11693.1459799666,0.137100840486227,868319.889984962,TRUE
"398",398,218.867155398946,218.864481138725,218.867578041778,1004.58596923828,998.24496673584,1005.84295532227,75,18,11,13,16,439995.060657135,434869.790236907,513826.428426692,442225.162461779,532316.181513816,457598.210144036,440101.24711584,467936.956952299,466928.257881074,458477.271308899,489731.036569557,558969.479582539,484206.928124387,486675.626422194,503149.27598834,485749.527361259,473350.538197319,505111.038135946,529159.575678468,444683.908803951,535506.360731606,455737.745361239,486162.586866298,481098.119443485,457663.764908627,471143.420770232,491995.803525817,474845.405657597,564033.621710965,525524.867162243,430593.860817381,449431.225402138,445321.661577906,558450.346898139,477624.218463063,563652.326135756,471036.486108133,474834.670533657,505368.104351418,503450.643769722,493015.254082219,564520.848887058,434561.176742826,519490.617213855,426483.812537369,536462.294062251,433661.588742052,443188.422605842,537711.110098237,505547.080930679,472190.248162339,471768.54518252,442692.890537247,452672.917340717,462429.369069229,461153.097148878,456112.202455088,466432.975775085,"","[M+H]+ 217.862",273,37471.5501517742,490184.573950753,0.0764437563788755,28018631.1933313,TRUE
"538",538,244.867136744599,244.866771363302,244.867585229359,1004.5850289917,1003.9540536499,1005.84698791504,60,18,11,13,16,415131.055257385,378743.990084933,398820.468140854,384978.016409097,408667.851082448,404601.335313129,505555.95880967,449539.42373819,479171.837273784,450812.093483206,446107.891410962,438201.551446915,462877.195810838,472339.516369764,559191.0014045,477391.563743085,468355.521733578,563425.126581937,387962.859253458,383738.958882902,395038.936314966,402586.317466838,445697.42002856,438471.791103908,442290.423064828,437121.120909729,462170.260868881,460342.161750957,483805.136070899,381154.591524384,388570.063838788,398833.719453641,415637.683887567,439436.971902187,460485.390622616,440902.673864109,450624.446808577,450593.617065464,481860.133859089,482071.417078515,485808.997284798,495634.89980871,370111.305675336,368687.805698301,366036.51538917,390366.785891993,395313.934547983,389522.558754023,391532.447496695,454093.401549729,441461.559677581,441030.556508303,413002.057375227,436141.768525051,447422.720752104,425332.017669618,433669.232545367,436467.954955816,"","[M+H]+ 243.858",273,33531.7226784836,430838.671428721,0.0778289529286862,25274944.0138209,TRUE
"811",811,287.888579842592,287.888024625987,287.888969808363,1003.96902893066,1003.95300720215,1005.84003417969,59,18,11,13,16,219084.485544307,189967.355205685,187521.472931731,185025.608825393,222456.231302547,198122.743864602,210314.331207585,251513.220524692,225727.512072054,200532.160662621,214160.366442055,197201.173219396,189897.949054837,200027.533457481,235653.965938786,201110.795656524,184800.102609893,237232.46757842,205135.763748906,183086.638945416,187005.409112155,177525.752106735,195003.45320334,195112.35380492,175259.033163711,198495.235044728,186109.155659798,186452.22835711,190627.44126833,191347.37186226,182396.299530979,198488.811340115,230052.337142024,204573.027934789,213444.029920724,186125.318456803,219449.365723015,199446.300183375,197532.187726015,194087.276294567,198288.061495006,226943.05699279,174226.029523781,190266.529331803,160481.375505548,163468.162629981,173795.377875439,170320.288300739,157362.921193242,181588.03498596,170446.319271768,217981.850660492,160144.166041531,164990.998608618,169515.842460849,155923.820607265,174135.78260541,164599.451248355,"","[M+H]+ 286.877",273,8948.63186905036,189073.860401377,0.0473287626859349,11221582.335967,TRUE
"1926",1926,481.723476547805,481.722668991512,481.724678364636,1004.58796905518,1003.9540536499,1005.84601806641,45,15,8,11,11,42254.1841947532,40632.8866326239,47956.7296515202,52106.8112084953,47954.5095200837,38832.8909476953,50266.8105465698,51080.6879630366,59038.480974113,49622.4584049135,40820.9550435946,41463.01994133,38008.5532214195,47804.4852515608,43114.5744376749,46880.302084703,45832.6682526547,46746.1426553156,49413.9594556125,57597.2582195158,47755.3095659976,44768.1317448928,59669.3464177088,49622.528165037,43159.3385926634,36088.9973553375,42156.1698405196,48810.5254114509,40836.8599089083,60183.7546520401,45736.3339945674,41794.0462225707,43439.384620587,53407.3434440087,46330.8166700068,42222.9749664537,49817.0405917854,49786.2958235027,42551.5478923079,51512.2367256942,37416.8858554828,47666.9714186408,46459.4443092687,44273.5273819976,44296.9723864435,36167.7042816828,50458.2278537005,42775.9154667333,42809.515224427,43305.2731744945,45864.6781035351,45952.2371637303,14240.4958881302,43050.4215204433,43878.8664592896,42161.5080441458,43189.1229950637,35938.2355297773,"","[M+H]+ 480.717",273,6991.73253798865,47261.6749706949,0.147936621846855,2626983.35427021,TRUE
"2196",2196,536.408118839799,536.398489655998,536.409755756829,826.009011993408,785.561024627686,837.313011322021,81,18,11,0,15,115757.867509872,321074.494876658,281938.629790217,118940.653965367,91467.4802010582,34210.688372624,273177.72017314,65393.9915933157,80493.4688553502,415929.967367188,318243.772409029,29201.761539311,156243.184013441,125149.995475655,147423.729839383,50719.1029942222,244861.964275411,506943.398132473,204600.364167956,207966.087910363,198483.97594613,189691.08526249,195675.725977939,194789.043560602,173837.548401762,167803.606629385,156595.239209086,172241.938241759,162665.883043674,2791.14687991249,2752.05427665104,2887.77304155752,3164.45394406964,2873.39805349994,1808.51773514599,2453.64875298738,3213.15928816795,2601.30456259847,2815.86696049342,2373.59925888708,1774.09702560707,2161.60459056497,51340.4536732864,274195.18529148,2284929.11495095,157350.066087838,997465.989311904,447675.784791693,37375.2097165923,10620.2618377507,222543.021219745,37761.7357043829,957615.927564249,193703.20145793,374472.603160398,77500.1305744983,83913.7631235942,455913.929902017,"[88][M]+","[M+H]+ 535.401",281,17898.7522233924,184031.863486468,0.0972589848535033,12099569.3724733,TRUE
"3196",3196,757.745359936149,757.698544941674,757.74722964095,232.926993370056,169.216001968384,234.188002090454,27,3,11,11,0,971.176079876255,74712.3698464684,2544.44221107608,2180.75235748664,800.307950657606,1452.2791711571,1055.72824983567,1758.58892807178,1064.80470763799,1419.42700166545,787.517711721311,1596.46952853954,24131.1618716867,974.748873764525,1441.46241145288,1814.41949345765,796.116740238996,33138.1313538796,140275.883935223,150063.833876579,149430.952333015,151574.625317085,147612.388974495,148504.103443529,131332.800726269,130810.523122167,140169.456661246,128856.24562736,118821.76247119,1502099.95443842,578499.995651026,2152.38503627479,571469.118810531,995464.577428723,19668.4146540631,37710.122871265,602981.008159581,1280730.33593768,467162.146389147,583356.928456963,469263.003668643,675.563897863363,2825.41156414524,2839.93958368362,2116.93813443631,2372.14853607727,2445.85269848716,2120.20378442444,1814.2572536096,2708.72967666934,4628.48642267287,2360.14254105265,2151.84884747118,2122.65532655083,2295.82648541565,4036.52512474218,2069.2853164318,2533.77966079834,"[176][M]+","[M+H]+ 756.736",284,10891.4945103351,139768.416044378,0.0779252911249773,8842768.06733368,TRUE
"4256",4256,971.963939691254,971.896341499067,972.029770578794,233.554501171112,197.552003135681,267.091988525391,56,0,11,9,15,1192.14941995908,1400.26911936597,1300.31412885423,2057.00481696274,1221.09418869078,992.548772871494,1479.82059586877,1754.50476909734,827.31688451259,1299.46543617174,1031.45750359006,988.028251298918,1319.74022216807,1458.17733722155,1491.17667228878,1026.82307109237,1146.04715328954,376.485597271451,39536.4665626952,43975.0069268473,43951.6102678177,35880.2982145315,38160.3641061753,45115.4345894698,44027.8277856982,38722.3212052616,36737.8222886282,35842.5642222944,38059.0978320235,52110.4705297248,14292.2507187405,1434.12696663756,14130.017571979,22306.1368815077,10078.0730763686,12304.6730535751,2056.19967133277,32236.9596552104,10511.8036957735,12586.9494003453,1352.2285513574,620.593294508755,28567.4214256688,16325.6229890208,350815.6979956,19273.6372681428,170085.258189761,264727.913851063,2551.99350593984,10640.1128074154,401647.751808483,10647.8474092484,79004.9063940626,76461.0018680332,40889.5189237129,64703.8856014295,27633.4777731555,115529.258625093,"","[M+H]+ 970.956",284,3573.5650363497,40000.8012728584,0.0893373363191716,2327897.02744491,TRUE
"1239",1239,355.283406018526,355.262570523938,355.354809698235,599.496974945068,583.715000152588,672.697977294922,53,3,11,6,12,4585.62173625508,7017.60361311771,6374.17032185694,2603.8423943609,7642.09539843723,8040.80738274381,2985.83616948724,1819.01282012463,3141.15935487151,2093.28396278247,4294.41904198698,2825.87908995152,2925.50513161967,1320.20671429783,2811.37603372832,1213.10053198189,3480.09923915863,3215.29754493386,70449.4222090859,53145.6269892119,60668.9844700769,58873.7503567897,64173.6031861603,67569.6433089999,55159.3036509057,56650.780215092,54319.0826249612,59862.1081500454,53690.9678185824,40356.9113094156,16235.3282912239,15494.8181650182,2317.97659383267,1643.86458970471,1663.54975844398,1420.68390232054,20989.6246653432,1823.39940280169,4876.87866743406,10260.9281421893,1240.44013929963,18791.5608672081,241061.141950468,24391.5252028704,638966.269776549,939179.121110737,78711.64682086,23646.9658537388,1479365.6008637,100719.929749717,11378.6809797764,17170.4210770726,21369.4203086756,13646.1156501435,36166.4818809509,65755.1824465473,27174.361588452,61470.3557058647,"","[M+H]+ 354.28",291,5802.28870814027,59505.7520890828,0.097508030811105,4640241.77492197,TRUE
"3104",3104,733.644123209909,733.48476099073,733.647757402711,800.752012939453,782.461994628906,820.32797958374,43,17,11,4,10,80074.1457695593,104394.821499013,53556.4467080186,22795.4372475624,75070.8473554827,89191.4983239684,67428.2267046184,20850.4298303946,83557.6964021195,43318.6960616937,87966.8919729645,48578.604782096,60300.0131803407,92186.7579603419,107342.636600835,79315.4585350165,80871.7193614353,72892.7175236936,44155.827505351,54841.8014819412,48517.712837855,59922.3676607162,46478.7372521081,48608.29945417,57210.5747423355,46262.8768072603,53155.7721409611,39121.2655908293,39598.4564631362,58750.8614107966,5265.93304138184,2181.93854419018,8896.41275462508,7322.60849520429,12288.9264324172,21753.3352265981,5561.06879085302,5503.88381733136,21815.1519312412,2043.09432205092,1238.58896679861,45170.3748523549,114914.980112624,109965.290480511,3435.13837683052,116321.599531571,11096.5130624354,96962.7295238664,85163.8258155473,52009.3429676656,7824.5380100583,69882.6182249142,5554.18360929564,85137.6682989765,7994.78466546784,6010.78077330085,91860.5378751563,27430.9686184321,"[164][M]+","[M+H]+ 732.637",299,6794.64845320273,48897.6083578785,0.138956662327391,2896924.41628831,TRUE
"520",520,241.194397511747,241.1577864772,241.196555390358,618.12600692749,548.396971435547,686.571017456055,29,0,3,0,14,1190.38806434638,1258.70286995545,1118.07921953665,1448.37603716959,956.90987319313,1265.53791565787,888.463004533947,1235.38003623568,1079.59414375573,967.405390934398,994.141051818927,1072.11806670044,972.384300795694,978.97605201602,1150.75057519724,1024.39631562214,987.722193272164,1888.69022381838,9347.81611381564,8877.49172531896,7913.30934916106,8982.92126254644,8319.36029563348,8815.07944383775,7660.16854898632,7632.11006706456,7721.13460464858,7683.56585200628,7449.82736092309,1021.99708198607,1343.89917321363,1103.81613429636,1500.73200370158,1416.65506405011,1170.29072105885,1336.14446446134,1911.0465708673,1261.72636075364,906.642409086227,1075.78232706711,809.017506586388,1411.45209551789,10412.0893162421,24876.7970400676,7481.65294109428,13534.2431957854,6711.57858037949,37560.8754945872,18118.3855159953,56617.9410616681,26857.5107145309,15450.8551540971,9564.11136252806,16798.7970144183,9081.69601578265,38444.1802110642,32980.8124131213,10863.9132908662,"","[M+H]+ 240.188",322,673.287281356451,8218.43496581292,0.0819240261871262,462505.441193377,TRUE
"2872",2872,682.429456516805,682.410014600473,682.431097903132,717.486480789185,684.694004058838,753.426990509033,30,0,11,0,15,2403.66082258783,2505.9857452251,3074.22480564809,3273.51379286912,2708.20575280415,3052.07889142632,4077.50124787323,2623.43341457844,2091.29891815956,2407.66012592126,2685.44912595674,3112.19845698401,2852.0362152596,4704.50095623625,2888.34711621114,1989.57150802903,2472.51377574945,1841.09180245639,357203.650459689,358585.794828951,338770.911754358,339807.4381668,341494.174188763,326990.559628853,284676.430481032,313321.676436981,293853.675337359,287508.412123865,281813.187076123,2794.64069271713,2376.5288616946,2452.57973527436,4232.73292065784,3146.26686847769,1945.87199048153,4510.79210724516,2171.37090885746,2400.31627678479,1881.60227551185,1909.45378645413,1462.38824072859,1657.91534933411,96799.1898562866,1708650.80613457,1207004.97144947,190086.383546535,2491047.77354555,3142316.3885764,23238.8040543846,390434.18973501,1825745.42204069,217683.254862915,1587820.60596075,414683.660608915,1751194.89172332,1579308.62750734,575447.482905835,1097859.77881121,"[140][M]+","[M+H]+ 681.422",323,29354.6788927612,320365.99186207,0.091628573688931,21907053.8742901,TRUE
"2098",2098,517.349860610155,517.348871232403,517.351649373429,702.581006011963,701.390978851318,703.819014129639,25,0,11,0,14,2416.50520455961,2307.30304904214,2528.48633050106,2065.33280529759,2219.44124199748,2270.72896352681,2186.69491546601,2134.53351527452,1889.61760480634,2290.47454162924,2524.03167609193,2413.98469051719,2100.85327637196,2407.20721321222,2179.55064846711,1806.96580584347,2246.86593881046,1771.94588970325,32351.0247452511,28233.1819516271,31032.6171956607,32193.6253095511,29345.5286436528,29382.4413882889,19674.288264066,26206.9161388456,24751.2848467659,25937.7584680996,20276.422931526,2210.18315590918,2107.28854173794,2027.99037786014,2415.36974421347,2075.38878942687,1912.85982529819,2153.72065092127,1946.06387457848,1735.60342784077,1824.02188448012,1438.63465049456,1672.81993876398,1437.6970859617,57815.0066749379,53193.4710775016,28258.4609322498,33964.3906274372,160992.056732078,137298.013247877,26123.7346730232,15502.996647167,76456.3396547262,10457.5437314622,79173.2414498782,64171.2626747377,42809.3340701424,258397.89366108,27821.48724777,167488.519389826,"","[M+H]+ 516.339",326,4355.88027906695,27216.8263530304,0.160043651767722,1604027.00763383,TRUE
"5810",5810,1486.57799372958,1486.57462123848,1486.66174272253,489.568486175537,397.606985778809,490.276987457275,16,0,11,3,0,994.018141206354,411.460401439362,647.066882651722,199.595462106168,640.555066213012,446.694191973656,455.117466021329,503.656538464548,474.795976343751,498.39131602374,465.715360575779,424.083727642894,741.079392836988,787.181513928554,1825.30109746456,316.837665216252,360.443913856056,222.890683179139,20806.2950308796,20676.9952196814,24236.1662183186,26240.7560982208,26873.1855218051,22687.2560018248,23820.2412740642,22213.9085738017,22433.0811560008,19681.1727842939,18661.8768663984,111645.805022913,9756.83254097189,2948.06253841687,996.311677686146,715.990683758631,229.578161418065,1021.56654787188,208.45646306831,3379.62618925627,1319.33184565678,1037.11913215234,459.101047658478,13850.7468288607,628.123004410416,574.347140769847,519.720883024111,675.562434160709,657.838344575465,688.872805124064,566.654932649061,432.576828016527,1053.73601191901,626.212827738561,594.465686385054,529.016458193772,257.049471952021,736.777503872174,912.192360142618,711.035843957961,"","[M+H]+ 1485.57",327,2584.62569433914,22575.539522299,0.114487881531521,416478.530759014,TRUE
"3200",3200,758.27156635378,758.270757881394,758.273716605442,489.669995727539,489.086979370117,489.768006591797,11,0,9,2,0,248.950059808259,289.769788049561,218.534430283654,273.45225992077,304.631525294855,299.080630460488,248.892509539745,246.092176762276,225.665758268908,188.472340583801,135.927769252232,254.955325932242,274.321422086896,136.278094216915,216.837320322171,114.723178826272,260.964755072879,215.640406016222,13603.8213975057,16322.4678848754,15901.7222652328,14618.4542280994,15115.7746651428,13846.31008083,14153.3593713306,11450.6141000816,13009.4680340013,12483.7200738955,12311.7255871708,54747.0952219484,170.38020901382,4587.91669886027,391.897595765601,232.547217014113,212.683862286753,679.491491190025,273.678942781873,1855.45974204709,538.283163776621,807.568441502218,92.2144890959774,17126.4366159216,582.294192306697,522.168279101008,666.171958641149,795.378296933004,502.217148430645,499.678079808929,840.24484405773,507.417624217192,650.566953240761,389.404788658555,593.210702450946,436.803341448307,512.671171546914,625.246573304591,429.877430690186,521.46534602344,"","[M+H]+ 757.265",327,1527.89743639369,13892.4943352878,0.109980065459716,247761.097860928,TRUE
"843",843,293.215657156128,293.208232923021,293.29464433506,466.351987075806,436.097008972168,545.830020751953,67,13,9,1,15,13719.6992499195,104038.953945643,21805.3182212461,157459.077519293,11790.4084327614,35705.5456878245,36302.158102472,8832.40745016323,17505.599133501,66662.7807865256,34103.7558036264,5344.94712760232,212343.156227068,34570.3927804281,124071.663708868,3824.47461250289,9056.47766874913,136263.497776662,15237.2904833217,13163.9338852772,12385.1710427999,11356.2186098099,13874.3529061306,12580.2126315304,11826.0430943188,11689.5583714731,11672.1641433798,12253.0821911114,11778.8027714286,3919.84129989147,3016.30541655997,25295.8155135065,2814.01678753847,2397.54489322176,2490.52619219775,2127.39257178456,1586.24583354457,2256.13032041626,2755.70908200978,1785.60366965932,2553.41505968571,2739.87347229299,18678.2598014176,50313.7006424738,11160.8716217056,130475.257508523,15965.6047508694,33714.0678122174,381533.508853599,101858.714248948,68377.9419019045,31619.2797836568,10969.5301219324,12833.9169965386,41515.4020018503,75659.5311194658,23948.5473617565,40327.2783423747,"","[M+H]+ 292.213",330,1162.69441168428,12528.8027391438,0.0928017174419765,2275906.97734698,TRUE
"728",728,277.216511379075,277.152050043931,277.258415164025,617.150994644165,545.811020812988,690.971976623535,58,8,11,0,15,4319.12671772444,26332.1180727649,4054.32407876964,4663.61050860087,3088.71054370276,5023.18198648492,11875.0547201965,3353.54150946562,25280.1249996844,10926.2019069333,14818.1009119144,2622.3758422414,13740.8490320792,3044.88875943422,3927.58059072953,19108.6355093401,3363.41670495272,16776.4756351034,193872.974315071,171594.664549932,160709.923326114,159742.005780039,177156.918181269,170625.397561188,154823.507766528,150505.142438728,150788.507642504,150322.205636641,135189.302102161,5298.6528112938,4777.61064592577,2965.56012039135,3560.80762977289,3356.43521517515,3606.5706375435,2677.44126593264,2630.64176347821,2699.78025172465,2962.13450907509,2830.47181414068,2358.54138574004,5399.27080390044,128933.752444156,634203.108732766,9737.44193136692,15704.091715316,165674.425104428,871342.931506614,8113.67686518468,1288517.03045815,640905.522693378,346013.608262442,170949.040633043,389810.988111341,121463.270834193,814120.056158705,803981.74490463,243379.30304511,"","[M+H]+ 276.209",331,16060.2258474893,161393.686300016,0.0995096290051572,8649622.77958521,TRUE
"3993",3993,921.890508985641,921.838279350742,921.928603616303,370.614004745483,322.51999710083,393.781999816895,51,0,11,5,16,2206.01287352542,602.710052680224,1268.40589835308,1066.51710358076,629.933556704782,705.693226796389,1213.0631985426,727.488956373651,680.787538126297,535.494074745476,356.686041419394,970.959016568959,1198.35372089669,1230.30900297696,1339.85133630969,1150.21833575964,1169.22323252913,989.505563849769,168344.047295158,170199.361124602,162844.920734375,158202.457326008,179084.530029271,171509.094952417,166135.892894464,168891.279822558,170647.008485398,169546.145756424,170321.0073598,565.11220564153,61247.1078338793,521.158735344512,525.691034545501,509.919671243429,521.128603896592,653.008512526751,13843.0358374535,1050.03444071598,24182.5390158668,34150.8476737887,475.324144661427,15918.78502062,18867.2212925128,231614.991290183,325969.469212815,287313.12697012,467528.570900721,128380.069796549,12442.5963407513,697994.411842891,436612.318874736,468992.138717622,396867.535078309,997816.157120484,421859.873701382,743035.417087686,325588.823280752,818624.672824287,"","[M+H]+ 920.881",335,5256.71249350758,168702.340525498,0.0311596891728546,8807438.0455722,TRUE
"3705",3705,867.114597743804,867.070689738871,867.25754823784,166.607004356384,142.915993652344,266.346999511719,37,2,11,13,3,16867.8576869331,902.234944268524,1944.88969389163,1679.44364360399,686.923928026509,678.924765672535,1028.42944714494,1034.86894949655,699.978978571781,969.535567992561,529.081778936853,1276.28535488886,961.638427676267,506.490460346819,1722.20463637458,1268.03933422174,664.101122021675,25542.6542724232,95214.9698026851,103656.484131867,91511.0559280217,96551.9790016115,96067.7185241226,95441.1380433477,86863.4120461628,80111.503706727,86524.8510531709,84519.0883639851,90046.3882996584,152719.012065288,95773.398050236,191349.665581249,430182.729174849,123641.732042253,914937.171076929,533540.622428283,454510.598303843,774171.367315724,80360.7957684614,81432.6811968349,106266.966721453,127932.343189669,2019.29677539075,1985.75858809971,1831.56236977732,1239.76462927088,2183.57337495455,1593.63399422345,1009.17359342087,2518.61745772158,1964.30392619251,1220.0996555057,1308.80731113791,1634.59759209797,10842.1899948934,10350.3469515012,1731.1286617912,10506.7698433399,"[229][M]+","[M+H]+ 866.107",341,6710.39755155699,91500.7808092145,0.073337052342194,5186230.87952824,TRUE
"4516",4516,1031.40520542634,1031.37259103387,1031.5109479047,305.763501396179,200.748994560242,388.318986206055,16,0,1,1,8,568.965652187665,767.316431094271,1388.27958658338,1077.63567953112,733.221768253173,308.231081347913,767.836302139693,857.027675269275,387.024732476566,490.572387934352,549.03428337485,874.560159645975,1092.90390341481,933.496247302741,605.54254736503,1069.80440366775,919.874915432599,357.022420405876,14393.5153667443,11178.8631129195,12781.4283293022,12381.0505974032,11093.8916130198,10589.5127312218,10594.0078603216,10350.4246687111,9607.97394961698,10384.2030590978,10439.1014371072,26739.9697238012,1847.23063377539,1557.2979155605,699.489431709051,734.484482188606,1011.42957824862,804.992279326543,790.45507758006,399.383697800338,577.309305721079,1009.98866561138,2132.42544263601,895.130585025996,119679.816653943,34392.9918542963,1378.02743006498,30850.3597262231,1084.85802740604,831.685167140017,1029.61594268903,2528.46317958501,32931.8489747149,1059.81767469645,78872.4732308835,1710.39930547525,1805.93772881478,36372.1998286067,24969.2128513088,44410.8237668313,"","[M+H]+ 1030.4",350,1389.77360798318,11253.9975204969,0.123491550931302,590650.441064556,TRUE
"5440",5440,1282.5166556661,1282.48469710222,1282.52120055375,328.733007240295,325.657992935181,351.545002670288,34,0,11,11,0,811.617735313872,787.952625479719,1248.64637323063,723.496287328614,613.797976772555,501.085782418874,826.518496513705,569.972001286308,514.949306147173,498.559396583587,468.396483283321,859.453444728966,650.567226540636,705.072739369151,734.610929287632,479.298248446716,456.75744886019,458.163258954883,18622.2222224157,19087.0671002213,20385.8384422855,19644.4593566927,22645.7173875952,20474.9540299671,16820.8765271679,21295.0627086392,15878.0551699921,13989.5153415815,20436.7978343221,12017.2855148837,502910.266967677,117946.904609129,1497.15493789688,3485.89382849701,59494.5130040393,139389.255555505,36270.7127705032,6818.0305038623,15926.009078305,24226.3391006389,201379.116341069,22939.8438083357,1008.15876199007,1124.74427812661,500.234481492639,749.273709438064,806.481593954377,957.611373999156,1078.32047243518,1721.9790665824,1521.64044783332,927.669438786953,867.634686717594,1158.69895938107,1373.76154875213,2725.52344850582,938.334600680508,1295.78258881938,"","[M+H]+ 1281.51",366,2547.10693365821,19025.5060109891,0.133878538220587,1384246.65735926,TRUE
"5439",5439,1282.17906218431,1282.15527396564,1282.18837569809,328.620002441406,324.401002502441,351.545002670288,35,0,10,10,0,1032.28893352323,1351.83834319494,1112.15786359662,1066.91644982943,790.801374475726,854.91874069458,907.286573013291,1039.23625654168,778.024308491583,845.153755708174,531.729919585315,512.567987028086,961.242413081398,661.740516485477,966.695839033208,618.411294314587,499.317831004194,545.436262043235,20422.1767831128,18686.9334469947,17113.6404761688,17387.7396033658,18860.7291087206,18245.7857302882,15419.9201799823,19054.8015159961,14853.0496467736,16812.3945786813,17289.9064362327,18761.2900531947,419085.853027962,107669.766656905,2249.89860630532,4758.65525702353,23022.767003607,113822.560655025,30577.5616815849,9545.13817127489,22187.9856562211,34192.7992592628,174549.789568514,72068.4567164863,1178.37331941538,1488.23345038125,612.770466029475,789.567315295677,929.879557648208,1140.17994101159,644.819056779824,1839.39730776508,1721.50068407506,903.788969298655,698.398878748571,1028.42301184151,1289.40769180791,2090.44867326622,702.769521195865,884.363873012364,"","[M+H]+ 1281.18",366,1629.06067343538,17649.7343187561,0.0922994445136889,1259657.6861989,TRUE
"2162",2162,531.409271874311,531.408200960839,531.410385463866,910.572515106201,909.91197845459,911.200975646973,58,18,11,13,16,797837.60221072,773720.061572567,838288.857268784,782021.1880039,773297.492645681,639307.851888018,769260.725260145,738409.128470882,751393.572855294,820000.69934506,837120.931202655,682437.289507734,735512.097731084,726120.255582448,709933.185122093,641225.950277634,713427.14534644,750194.265238963,824719.647200291,793215.339823393,760456.38886334,728572.602930926,792596.87396918,800101.941219047,689861.172452755,694903.42501627,715141.582137998,748498.669952772,732255.249117762,746394.035670757,767034.1272622,707141.586767914,613899.633861758,609505.459685717,568974.428243071,599147.461990334,617778.395966001,538999.967906796,502207.449651521,474623.395533431,478619.062495278,632743.51168354,667872.431957573,759720.216359847,595333.674478317,484505.0472083,552024.064874291,581172.809469593,421846.590864196,736351.288889194,642272.00864199,818228.076992417,601745.519980884,675951.023491804,628138.802710995,589598.378699608,751070.247487,594152.771495985,"[85][M]+","[M+H]+ 530.402",375,45215.8386026358,752756.626607612,0.0600670083854411,39716882.6625341,TRUE
