"","X","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","Gb","QC","Sf","Wb","IE_20171002_01501","IE_20171002_01801","IE_20171002_02301","IE_20171002_02501","IE_20171002_02701","IE_20171002_02901","IE_20171002_03301","IE_20171002_03701","IE_20171002_04001","IE_20171002_04201","IE_20171002_04301","IE_20171002_05101","IE_20171002_05701","IE_20171002_06101","IE_20171002_06301","IE_20171002_06701","IE_20171002_06901","IE_20171002_07001","IE_20171002_01401","IE_20171002_02001","IE_20171002_02601","IE_20171002_03201","IE_20171002_03801","IE_20171002_04401","IE_20171002_05001","IE_20171002_05601","IE_20171002_06201","IE_20171002_06801","IE_20171002_07201","IE_20171002_01701","IE_20171002_02101","IE_20171002_02201","IE_20171002_03501","IE_20171002_03601","IE_20171002_04101","IE_20171002_04701","IE_20171002_05401","IE_20171002_05801","IE_20171002_06401","IE_20171002_06501","IE_20171002_06601","IE_20171002_07101","IE_20171002_01601","IE_20171002_01901","IE_20171002_02401","IE_20171002_02801","IE_20171002_03001","IE_20171002_03101","IE_20171002_03401","IE_20171002_04501","IE_20171002_04601","IE_20171002_04801","IE_20171002_04901","IE_20171002_05201","IE_20171002_05301","IE_20171002_05501","IE_20171002_05901","IE_20171002_06001","isotopes","adduct","pcgroup","SD","MEAN","CV","fss","[M+H]+"
"3967",3967,917.326441523478,917.322391107762,917.36123244229,367.312002182007,321.887009353638,397.026007995605,35,0,11,0,16,11480.0105822068,1372.17604274088,1564.02415320349,1798.40618439484,628.418718245274,848.036757172873,1749.00136406397,1026.48950672637,720.543494883566,762.64005026601,984.228163840392,1066.65955683761,1380.27199757891,1747.97150299526,1371.58084686781,1485.31544900542,997.697943535848,728.139811543175,154748.470233742,169035.852426756,161509.602111872,150300.157309324,177870.198792191,173998.708593508,170322.403366069,173792.417793013,177775.71084094,182712.257071541,178438.813610346,732.465026430929,733.508361066477,736.001358382117,1012.38595713861,598.434647189453,640.879657013843,1034.17955353176,916.746607285423,922.264329650475,584.035259371623,675.739620865609,903.047316314653,732.530005065724,251057.620460061,192191.206478335,246072.15995548,80429.5808606297,206452.815871336,91579.9558231956,45791.8309481659,193805.774032872,251668.372926023,105678.886833016,173972.303136748,148931.938362217,84609.0856587561,264473.364145824,193106.235126437,182732.369758886,"","[M+H]+ 916.327",56,10389.3169294659,170045.872013573,0.0610971428264758,4624991.9223527,TRUE
"3924",3924,909.338516227826,909.336830127078,909.340883469719,367.312987060547,366.684007644653,367.939010238647,27,0,11,0,16,3979.79017593339,1130.78494229464,923.5122359097,1307.11941265247,712.164148733066,614.854872707464,710.204158967827,1292.7832334578,939.10125444904,651.358012323082,502.481927869096,1033.12575266361,1039.11434992552,995.442131150048,859.625579146016,1008.28770006169,955.756614809856,374.682976086717,70342.5638070499,70465.031161227,63389.8612997483,61241.9620166067,70627.6225122007,66681.1492277496,63309.8474457103,63937.5999008808,63226.6240034625,63207.8781283591,63367.5292034944,795.728763891757,550.281434856914,544.698267341405,912.908427380025,335.930944781285,419.055952768307,900.581756021827,598.851743470645,598.644323709235,497.799950221181,420.401613441575,632.718143117428,272.724186689593,131529.44258659,96492.8685970139,111157.812956399,29947.8499623761,110442.23783057,27150.0135381147,14617.8251046985,127081.344036665,156444.430782758,32891.9820334762,73750.6459335564,68557.2419463342,34486.9905269789,223045.78774172,77676.3990558839,78703.401509415,"","[M+H]+ 908.333",56,3471.82473638256,65436.1517005899,0.0530566765641761,2140284.45783587,TRUE
"2212",2212,538.387617266433,538.314665515038,538.50605363755,566.667019805908,461.315987319946,598.276977539062,151,10,11,3,16,6230.39788620422,50238.5153252259,70083.5370185981,10107.8991121592,11888.0029877103,2068.63628710154,12756.4106581584,30326.9165389724,6776.09142704867,14455.9678983071,16350.8494706936,3068.57598644846,11903.2715924043,13672.0690937946,7994.5857946629,17982.5323314096,36962.8534756154,40418.0353245272,520391.973588054,741645.424974147,717840.751169273,705388.062571152,736913.183295345,723384.375485452,688026.1424558,719279.23592627,662309.28031106,658420.786692157,644217.761992081,10786.1102408823,33288.5842207983,38547.8564810398,1494.31254018529,909.249276513001,832.887005954795,864.299135036417,764.64148481302,1265.32041764143,780.348727738601,726.80458182469,845.191041628885,1369.54621312469,12169.77644898,3196029.33193664,1796053.15886207,21214.4146054451,6872995.07857271,3772849.02207299,654085.147531098,2362169.00150981,3206373.84661557,1244736.7756156,6415099.52443163,1477331.96094185,5316591.51477056,3955563.16022705,1030580.82567989,35124.7225519014,"[89][M]+","[M+H]+ 537.375",58,63252.612435565,683437.907132799,0.0925506352156062,49342544.5404108,TRUE
"4459",4459,1015.92617645999,1015.69822388626,1015.93053323806,291.590003814697,207.092999839783,345.201000442505,33,0,11,1,9,831.851398165507,1332.57917815972,1605.20959118026,1421.30385908823,852.181879088748,808.174527423964,1347.87903670289,1129.98646072811,597.277399843389,1160.63342597945,876.879626963626,1260.48272079737,2332.31512488899,1204.2008993016,1177.14967163584,815.174377616918,980.301829449155,351.709529522976,477308.058355197,479953.615399247,469323.240344189,449165.852032412,466967.200083984,424871.267837289,398746.059090666,406979.208635693,402991.144298473,398509.702357335,400773.272158693,2156.88128592887,1562.85279562257,2035.22022840313,761.117728677663,499.444826171649,1346.88381178203,1175.13752763486,664.743877192621,1454.17031581801,870.45377196253,11127.0404006308,1161.63919656896,683.162992072715,1994341.14351732,1639.60137348622,1069.36083346233,893.460709695518,493899.017412355,1316.61763846067,724.395124546252,19146.0185652628,33685.558289577,906.333412791789,1781016.7964219,16028.2859151531,15069.9311710313,50716.520314157,1053153.33408016,1724.89645748977,"","[M+H]+ 1014.92",61,34544.3005197112,434144.420053925,0.0795686848063611,10286503.931125,TRUE
"4218",4218,965.036337754967,965.023981395679,965.1601874749,254.469487113953,150.247995491028,269.48900352478,40,6,11,5,15,15653.5054490827,1007.3562869092,1386.73791768611,984.74836981012,13955.7338613337,605.509375933092,22160.6197068707,8533.18538889821,373.644308987384,8455.37464390048,19504.6377550691,881.603811899873,1130.26738337293,586.406486820585,1393.89214388943,877.566367858904,881.875164638599,412.542298091995,112580.529285409,103928.255066275,102997.748730266,106307.641951256,110106.883546691,103904.44004376,104015.202885322,89465.8042107522,119296.63331073,101451.327450955,105256.735315584,52503.1034696424,15818.2221156385,627.765137855222,366.843934246572,477.024757702214,491.060344729883,566.896589420115,606.630887217923,396.605073384941,249.478409919568,22858.5648701191,15025.2977862507,26696.4584240391,290945.021980349,125933.331926847,163049.472672194,202941.171339294,319303.745080537,51394.3753209896,81179.9675437363,2122.10784939925,569778.013506029,102488.065844016,165769.043991069,217695.373125424,462881.599772223,376051.386961707,112728.353391613,234749.972624399,"[269][M]+","[M+H]+ 964.029",63,7411.18485844204,105391.927436091,0.0703202326661702,4873791.36324805,TRUE
"3117",3117,737.507438546965,737.504709648744,737.509047135628,254.92950756073,254.278997344971,256.86301361084,24,0,11,0,13,1110.07058917005,645.028412605325,786.706705390534,790.42761352635,223.101741267834,603.557893261593,561.752083982858,433.081434534397,506.144639553269,614.967133891769,429.472152477117,720.615676637842,672.485060640704,536.40098329084,379.15289567092,734.649016641236,597.657769073732,429.537746070046,20076.2261856219,17377.8350704908,21427.7198303619,18067.9694580294,19121.8863378166,16002.1977475225,16424.673427452,13239.2165355105,12895.3754851118,12480.0622847946,11527.343627885,375.90742507861,299.731206649449,1015.95360976178,491.369594573975,203.321330154268,969.346607924276,365.937185521517,454.73475245547,295.866244485229,337.782675000373,369.727285836078,358.507099434656,284.787190215429,57194.6819590777,21820.3398052044,27232.8220937215,34296.3523998403,49335.8646037111,10961.6389921446,9128.5393954888,1336.13883301802,57721.0733890037,16318.1655524115,20536.4138412702,27364.6988046356,44322.4590076692,20850.2394906431,13145.1171347053,30154.8397066846,"","[M+H]+ 736.501",63,3334.64553813179,16240.0459991452,0.205334734785068,636957.672754604,TRUE
"1286",1286,363.325873607518,363.30650496835,363.424656304373,774.506013946533,723.970977935791,869.544977264404,64,0,11,0,16,4456.66742593394,4173.88027762622,4020.94493050128,3976.00565858185,3398.84857978672,5934.45764080263,3900.26796155251,6450.66935810332,5035.88505138228,4494.79646698261,5130.98169594631,4942.95599792554,4883.61981994258,5521.31822196509,5094.4784956798,4004.19001766543,5542.72592218793,3957.97123102041,468013.49746801,454298.421092033,416366.750295635,418884.522819106,414996.905129946,411056.031816825,426812.104224712,410131.302104901,374193.246761477,376017.774305642,385281.844117437,7525.1626642687,3710.70312859576,4462.86097235748,9457.23585287539,6388.17113297326,4343.37128729799,3626.12728851636,4025.12642417103,3765.84844873846,4255.58140869095,3898.16173652453,3286.85754522452,3269.96389696002,2345032.74200326,102995.572019215,56571.0743650221,16050.1488058699,116715.216617813,141195.975228886,6116018.83370429,51323.2479596771,178972.335752185,27807.6347674158,93951.1159797701,156555.956570916,75936.3108536495,370099.290840488,94302.24986393,157104.057500579,"","[M+H]+ 362.319",64,29344.9057533852,414186.58183052,0.0708494843644952,14803619.9995095,TRUE
"1116",1116,335.294979518581,335.151187212637,335.295922914214,711.942994995117,657.53198059082,749.62600692749,48,3,11,0,16,2929.8655788675,31142.0797377131,2053.36252607703,1885.79137790911,1943.47073822632,3797.92233514085,2874.51712451875,3442.64236278925,2947.41519733465,16978.2685782686,2592.47405184605,1584.94465122332,1866.46484639496,1823.27536435019,2065.01457153459,1365.11521169368,1761.60714755704,16570.5775485188,645461.871888209,575881.619493563,578352.795625994,566688.166991577,592708.371816043,564935.84464724,533509.566317732,532405.820586575,495252.902172748,512569.466679457,508025.573664129,4001.62334271669,1720.53957150256,2607.66896425188,4966.64005006664,2907.5541983149,1708.6193278055,2168.57748125773,1439.31633160962,1200.35660354048,1500.64594616493,1279.24984760365,1081.15769727752,1284.49478984997,2146833.12060743,255083.161245743,284015.092299432,4469332.8239168,345847.090705298,371307.047280182,5611227.01149015,123285.534196813,328967.583297193,48704.4858972402,276646.738326957,345218.680299539,151057.145271311,922006.232615514,150828.217219209,333305.555239081,"","[M+H]+ 334.287 [M+H-H2O]+ 352.299",66,44012.4325261625,555071.999989388,0.0792913937777513,22396948.7728931,TRUE
"1493",1493,400.342944547259,400.329640466543,400.377965744948,528.795988769531,438.587011871338,554.731023101807,37,3,11,1,16,4108.86593083902,16999.3877083808,5750.39273842486,2780.66568600051,3241.18536880659,1815.32192437825,4088.62325499579,2188.16060699858,1241.19510087892,19206.0004570894,6748.53478294357,1132.35375641591,4794.13371757045,3103.99131060595,29256.1754997983,1745.28683646178,4888.880585657,7718.85130538233,222102.739621438,203089.785707593,192081.382297277,228556.370182931,250848.49223122,234674.672195713,209385.731754664,222096.678414242,217163.966115564,210709.76892023,205484.801599547,36486.9412072325,7192.79474304523,2600.26149590313,1787.38330049508,833.677359625697,1198.29205763216,882.881811219691,536.664428420986,664.611526085064,878.821892731569,1193.06803125346,1750.7434367585,2119.73548512567,447123.569911469,1536412.97598744,202343.258746226,333760.349067254,1408183.23633475,1998998.72689411,318368.468177439,667593.188948895,1129726.36523062,451385.687406076,763228.709268309,710614.998048219,1743450.96063575,863701.748664901,877551.711524627,896803.034656003,"[45][M]+","[M+H]+ 399.332",67,16372.5239717691,217835.853549129,0.0751599137837818,16924375.2618897,TRUE
"1088",1088,330.251569233138,330.20994301336,330.307243394308,684.693014831543,647.435989379883,685.977979431152,47,16,11,0,15,16131.3701551833,163546.701274167,65461.2712273723,40420.0801093238,21735.6076789463,12802.3227609918,47528.5094604109,13420.0256011337,25421.8576557537,71217.3179115728,91057.1795694276,5655.89175834812,62457.7356456779,12503.3725611353,78448.5998253631,20869.2148073448,26963.9089583773,128871.753838389,338856.005920585,308216.173727019,312354.196996858,296244.294752623,305182.583009498,295839.472754532,260929.319972829,271542.306101876,253559.77856986,272284.887637198,243157.474258532,1225.22630817033,2607.70948450843,972.318222075701,977.171130692959,1131.50488574728,1045.81483032554,1124.44661424607,726.775396582112,689.835176216523,947.447261301987,906.33493759754,2994.14225305058,3210.34897550941,177962.012261432,840911.701223623,88943.1696900942,21295.2338080357,680339.973765254,958334.657348463,7563.95450879227,886585.300079447,14454.8185635777,386405.119327056,406074.255869295,640988.189813523,450537.730262708,934275.599753889,652208.427955755,665367.821267342,"","[M+H]+ 329.245",73,29071.7272165473,287106.044881946,0.101257802595209,11893486.2554746,TRUE
"2172",2172,533.342832569228,533.340831051822,533.424998117594,515.149493408203,472.062005996704,570.454011383057,54,3,11,1,16,931.750646847067,1498.82938661613,1308.70954192579,844.503317360682,1213.9382326069,956.588141342456,1506.99895226614,964.106628176135,12285.9238394164,1215.66950197813,1179.0246710122,11158.3238034889,858.453955688514,1379.62102426837,1173.08657634848,18017.0357329011,1107.61419617825,1196.90478143282,208196.049316091,217869.485617597,204014.844227155,213737.735734768,221261.728761569,221178.027564441,216795.41716946,215885.908232491,214013.894896465,213442.584159573,209637.209787071,1710.61167128695,1182.16320575634,1243.46084456742,1466.9572466511,1319.87743879622,9921.76088033617,878.388096176825,936.523484617937,760.205966626604,617.606468816598,583.342486538924,913.189732062165,985.344603026286,269690.841580294,299441.580329463,369630.233711359,349581.777702376,354972.494637622,301253.314243968,277068.198544945,355466.592102565,329470.164065994,188026.510410075,549500.718680745,278014.090022016,341075.704749934,462322.109640589,232057.304082777,310883.787447307,"","[M+H]+ 532.335",75,5320.03593102701,214184.807769698,0.0248385307362573,7705804.82247382,TRUE
"2456",2456,584.372897513683,584.334625023024,584.447338840513,521.256489181519,433.54700088501,600.939982910156,40,0,11,0,16,1353.7290379962,2916.83197566904,3888.08678221744,1480.79423606599,1041.37359734707,864.981906449168,4737.16724815694,1599.81309441403,1030.12346947769,4171.17558805542,2157.20757733658,639.734487003223,1725.26434676552,1576.51880983399,1065.59901624173,642.404143452644,3076.4039459484,3732.70986282013,293565.366751834,285428.693443125,267205.803973931,266491.102262847,309882.427323153,300564.865688426,292371.751300737,278169.641806092,267882.831619777,264811.904397438,251817.277990784,1318.88227706877,3137.72039117292,971.576803631615,723.161760007793,698.218064237852,491.472405314699,487.516503808089,620.613065744666,487.687086295492,602.674166152254,417.124485685363,1700.5151255185,1020.85120811313,197935.566672782,1320781.40247885,1787107.02100557,58270.1254849974,19547.5999132544,20538.5345839262,69484.1269092025,1309507.5662676,1900915.18316969,330255.367151215,1459497.3430111,671186.290807407,818083.209960004,3358407.85226579,397901.294965642,2357363.77518657,"[107][M]+","[M+H]+ 583.365",81,17898.1223061785,279835.60605074,0.0639594173120814,19205351.8588597,TRUE
"846",846,293.912087907144,293.705105011548,293.913181004405,92.2309976005554,75.7970015907288,171.72699508667,33,9,8,10,4,256.009746943833,152652.484281723,126.312868067995,74592.9138545256,135.461476695772,31262.3760718802,41398.8641425022,322.967972918355,26762.6835397965,43264.504942125,52120.6006986613,224.722657972598,23205.0400089591,250.009950777981,170.939901182894,240.535046616197,437.902359008789,108435.086166735,73596.5279347636,61326.6592277796,63409.5417288523,54138.485215595,54827.0175546687,52413.4065773105,40529.547617049,41065.2535125578,41553.4805898517,35583.9061299982,41913.8612832427,285594.012295528,283670.858071195,159728.808330272,196996.80714342,157717.695858306,461553.882328494,298229.686375463,261360.425449052,409663.953741539,100796.238181612,103741.143401994,96206.5672086224,142677.114019357,20621.7226317991,275.519085366093,238.28039587813,205.828696872853,13125.540897157,52362.6260353625,191.354258507956,221.395820617676,22378.6737836069,283.498047903366,149.234269226591,298.801946966928,205.440874415013,200.29231260145,210.251704420506,253.340251295641,"","[M+H]+ 292.907",84,11897.3787586648,50941.607942879,0.233549336958608,4185376.09647561,TRUE
"873",873,297.908674232788,297.908134637002,297.909366793426,92.1075018405914,87.6950017356873,92.8919969367981,18,0,7,11,0,292.427091905847,228.661406293348,186.382305460924,187.276908667209,152.44798480099,148.743717901941,85.621972073568,245.447256167286,224.609713609197,171.692944382018,172.13901828602,110.925033796986,99.6097455705915,103.959677240998,167.1357866054,339.50166438347,296.4699505203,98.0840247017997,73712.9643828124,58216.6513752474,53664.9712722387,50868.5352037992,51994.8631408183,50775.4172294468,41257.7995264744,38927.0971598112,38486.2579611571,38115.5684143624,38372.6540121613,270965.846989639,269832.295913877,183290.759484372,191255.218803581,151328.637853251,452091.90551629,240613.503336485,272881.823037295,396107.342114006,92679.0621441614,98583.4703971341,99532.8826592372,128847.893182447,241.350612318326,264.96191616108,250.090750263771,143.921026479298,329.782399151591,216.283440150088,245.435550854984,196.37820481805,243.13784114471,163.07277918444,220.339672192931,262.748635074406,188.342454398051,372.44233720281,241.63959087651,273.683997158116,"","[M+H]+ 296.901",84,11110.7039774181,48581.161788939,0.228703957836344,3389568.1685199,TRUE
"1855",1855,468.405784658149,468.317338500947,468.407024343224,869.54099105835,755.805993041992,896.686976318359,35,0,11,0,16,7821.09656200877,8050.47072529793,8351.33434165376,8547.9379414022,8986.49416207416,8338.06230729818,8875.15956520821,7842.84123069899,8637.57100334366,8782.31121582985,7874.51321315765,7547.97794352878,7835.68844101152,7406.09931030411,9501.65180402994,7906.98492141387,7630.36523864312,7035.57822607883,597801.468499526,563645.645292815,565805.863157666,525967.949157389,574470.115047345,563762.821769938,549820.172647282,510323.412967657,540902.3556259,534231.47830925,506210.68409209,7869.87172353864,7331.81936628222,8127.03865606551,7444.10521429319,7885.93280717731,8654.22703977142,9355.91689043779,7193.54847292105,7867.04078026542,7271.58365303278,7122.90485094488,8016.94171983642,7696.05488630335,504268.283840504,694257.311257316,3230548.96290844,805056.155838363,4581556.28416778,1378948.86109478,215035.543659814,1703217.78769323,986410.127798138,717806.07819865,1840754.79982971,1074477.22628249,2887636.86679143,1302393.43472881,956852.897702828,1124910.55216015,"[65][M]+","[M+H]+ 467.398",85,28077.5349373566,548449.269687896,0.0511944066464608,30285882.2647331,TRUE
"4274",4274,975.20942751064,975.204388816233,975.211445915454,227.213000526428,226.554001159668,229.995993461609,24,0,10,0,14,600.165361918509,990.765471713967,1334.97856588761,1383.15175867681,340.61920324149,519.442559161689,1060.34927383205,734.24779013296,366.539614063998,859.217150579414,317.428963999885,1035.37257374078,990.041606313446,431.870577991837,666.895436542109,636.91518251184,623.580365569952,425.229933092422,22838.1587198339,22459.0354481265,22814.335141484,22853.0259078741,22911.1428556666,22026.1436916143,17037.6873070747,17760.9959649512,20610.8526216115,21481.8678004344,21984.2696177587,714.552582942182,987.973195841122,1231.1298392117,707.409428851213,707.812043723857,708.128157290106,728.011708773207,525.695489658095,551.827043414116,362.224733924804,1050.64972766675,639.549423659841,439.172404189206,12927.1378316714,41662.0806822544,84921.144863196,2578.09450079718,49314.256948002,69613.6193457865,523.166133984574,65353.447223616,62403.7489865813,14452.7586846333,176411.755699036,53257.20537694,35792.4520924763,52461.7781846328,48131.9102642429,47461.5947218961,"","[M+H]+ 974.202",87,2078.09568088674,21343.4104614936,0.0973647433073502,1074714.61378429,TRUE
"3901",3901,905.362059998374,905.326486400445,905.413276104076,367.940008850098,339.542999267578,449.31798789978,23,0,6,1,11,776.858462096037,964.15638056118,1106.05172779597,1215.61158565816,502.019048379036,797.594620639691,831.838921411894,436.935414277483,325.448135779006,492.620338413399,698.783267881314,691.154172646813,895.801870968484,2383.06949636224,778.176453848369,757.152247558814,535.002291532903,397.534788924153,19842.5827830434,16466.2687340192,11921.2253901958,9883.73793588812,14698.3870740659,13978.824266118,11365.7604868216,11761.1727150871,11630.0289040245,11932.0319634522,10706.7596668269,661.903637420386,38204.2904001595,427.891733424505,602.931743101683,478.757321115118,271.555090886541,606.253320141695,513.694541520556,395.549084238941,314.741612404177,457.88188603532,584.253285697661,599.850717975758,23327.5054234976,22606.0853872458,14776.4989174796,36521.4338074412,14245.7102252897,1777.24010485411,17025.5179915577,13312.8914966198,14428.7242061226,33586.6722384514,13367.1146097556,28511.8517564024,62566.293265384,17029.0478157476,15905.2793548107,41927.8825950623,"","[M+H]+ 904.355",89,2930.9919238107,13107.8890835948,0.223605181972358,573807.892714122,TRUE
"3569",3569,841.623780789805,841.56127696227,841.801770370738,241.719989624023,130.078996162415,280.235005722046,67,6,11,10,15,8396.49122621344,2070.21343584017,40692.9200842066,2405.14073862508,1762.30309152052,1171.39237087395,1577.17060402823,15163.2863483013,1154.72738093196,1539.14904196188,44628.4922515479,12565.3510045074,1153.77944201301,1062.5422837378,1181.92256135742,14886.743172807,80632.0520823946,844.21390768451,128290.865049199,128282.094760684,110013.730027154,106962.902008033,97609.4896435856,99258.5260169165,89022.9734177906,83508.8975797442,84241.1307792095,80664.7050089948,79638.163008102,32596.7108033993,4143.55600291156,56461.9850725312,45343.0942805179,14018.2385086489,125393.478092374,105086.612670936,25632.1745139826,90926.425616506,816.458152715618,36215.3004770603,13672.3543667159,502.584366370652,342021.758661765,2524.74403610826,178686.757945391,130941.427136119,38515.6406158898,13981.5920738149,122367.539626805,383361.381428715,159701.992312285,86495.8033304825,86357.1817788749,329046.544189485,223316.495271391,171295.181237346,142125.473570536,237214.201689888,"","[M+H]+ 840.616",90,17805.3453808626,98863.0433908557,0.18010112545766,4519144.05615753,TRUE
"5394",5394,1261.47367135712,1261.46201421862,1261.50627583573,241.424997138977,203.89300201416,381.209004135132,26,3,1,6,11,838.370808220468,38509.8796021761,633.181119227274,1057.00004467707,728.700789492577,401.685685718855,827.009336244455,752.156659625471,542.07567661607,630.262093857396,621.995573645085,433.447919948873,9673.8345806609,690.363979386885,844.858921210468,1154.89709133683,632.368659727445,17449.5026684764,12226.1267884364,8713.19337949722,10328.5427464871,9289.80588792806,10448.1101521426,10642.0335366834,8029.82856294445,7518.84592988054,9012.29144477167,8003.59251473844,8429.66222651303,18696.2366736127,29081.4653090636,2454.71291291985,15521.122895265,4735.11802045679,2799.56495585496,933.535138621418,11237.277101617,974.454679029062,2129.90427877366,10060.2930736262,34804.6907091208,15630.685776996,31564.7910034494,16559.2167197043,14667.3511244897,24974.3006143268,8122.62558919191,3639.76218769774,16281.885060998,30327.0550988222,12203.1814515426,11289.6198337972,16468.7405514088,29168.6602549007,26735.843679931,18071.7673161135,11699.5731696594,25717.7879253775,"","[M+H]+ 1260.47",90,1427.58262794714,9331.09392454754,0.15299198995217,625614.847486639,TRUE
"5710",5710,1410.57292051263,1410.57076422344,1410.5767218515,272.557999343872,271.364003829956,274.576000747681,16,0,11,0,5,852.334379790266,615.669607173821,1192.84151563506,987.437042593025,348.926602901806,720.528431111947,580.102697385941,328.039533470012,149.781286621094,618.781715985388,414.530576364417,381.982711799781,657.894033580605,214.334487389121,570.082788375579,523.396634743363,395.153761947697,426.98051682394,92619.353505671,88518.8069348037,86466.0588706098,78837.8165600868,77308.3290863546,77134.0618387107,64760.3547122988,68854.8989836747,69656.9790602475,58904.0316310799,65971.2372047163,2885.74386085841,2579.2127790153,924.517625935748,1347.71654976075,619.304781046696,521.977936064994,353.164968290925,1204.40887858702,614.903126501055,501.745267353952,2099.94115477502,454.541362146254,374.710282759555,645996.565816653,912.763122230954,962.336275903974,401459.428036358,2015.37288536233,1107.64037783816,769.524524233304,1012.0543043144,1424.54140305756,626.979736842588,740.578214804828,414418.674374033,2030.58878367699,2095176.2381011,359.007865389188,962569.264913443,"","[M+H]+ 1409.57",92,10768.3010518221,75366.5389443867,0.142879070773943,5385074.17402028,TRUE
"2491",2491,593.277254837306,593.273513596819,593.278590709779,724.884999771118,723.620994262695,738.90998550415,30,0,11,0,16,1043.11495490388,2072.10632774248,2512.04120179782,903.675947664306,1054.62091461321,822.463993850079,1333.91360948933,1063.66077135503,643.599085723981,1599.45174960735,1391.83526840061,1270.55090363231,1573.32093094347,1771.01037811041,2367.37888898643,1989.33451879196,1519.62237269661,1141.20023694291,222038.865756042,216261.116184924,197470.76369036,191711.010214068,195505.720951548,199230.950247345,198374.028706178,204926.536194474,185223.259608438,183859.173732966,186325.779222794,1221.35095806305,699.528590245172,927.371216095984,1077.54875033274,750.160817915574,660.718796317838,1179.69745217264,753.09646015428,1515.10852953574,428.547243186273,676.847214026687,444.251159662381,439.57328897668,255288.966805674,721357.192757614,83896.3305243792,19294.7055276879,1495476.95938296,1569267.32048376,40782.6533013722,3489206.60716578,764394.4565483,208817.915578187,691036.145493673,987614.52766499,693596.99870809,3934023.99979901,421325.748553851,919125.221288204,"[110][M]+","[M+H]+ 592.27",98,12270.8472353652,198266.109500831,0.0618907954882414,18512279.6566246,TRUE
"1538",1538,407.336347860129,407.318071836332,407.34243680366,630.014503707886,629.026998138428,675.204007263184,60,18,11,13,16,33749.0044847475,27852.3817333393,32619.1108976799,31304.2364021018,26459.8720512634,27578.0641941946,29126.6900141747,29795.1534584686,26845.1199252326,33419.393416822,32533.8527176501,32959.0982845971,26316.3702249192,26940.1024653101,26945.8497832448,26401.8927900423,34405.9610083164,25725.8864613995,36762.6660924047,37999.0836874727,33614.2973025609,27333.0820272969,35897.9100077413,39144.2052063386,30716.891276115,35640.0391589105,34031.7975480557,32176.2522044173,31680.845554037,32030.182273185,23712.7169121429,28399.9393761215,26962.9760822902,25951.4944808141,28275.5853720955,29222.0837467064,25337.5595215708,24404.2177846447,27375.3035993669,33302.999492811,24145.7696464844,27035.1966617688,51531.1920011714,39441.9231647393,89904.3575395305,47885.3319412683,28827.8805001862,29146.5860637277,58980.6232431957,29737.5379522766,28611.5494565899,28106.4041182771,74159.4033380632,36885.3801954216,47369.7300659643,26193.6226476593,41606.7150433763,32306.4296281105,"","[M+H]+ 406.328",100,3469.44036316187,34090.6427332137,0.101771045806117,1952825.80222841,TRUE
"5182",5182,1192.99677200389,1192.99442746654,1193.14932897237,289.247490234375,271.409008865356,321.260990371704,32,0,11,3,16,1561.93456785886,1164.71581968452,2051.09334717784,1702.18614503182,949.332377854819,497.283603761678,1112.92074544728,890.229375584251,445.521967326649,1054.47891857475,780.457468628085,1167.1404821257,1215.11302637741,1041.44479122572,975.187883582754,536.848550029232,938.890986880953,418.906832892049,248754.549237918,238237.442129303,266420.257524604,282865.369717147,288208.610582929,279971.663822187,270926.85474601,274873.633565123,277144.852326543,263143.731380883,258216.282304204,1573.23961484273,800.407111825687,716.636759224614,30931.3779363711,334.788676848569,69781.3513391186,656.111901585279,1140.81736863604,679.592903078068,476.920952100107,57409.640543838,642.465556559818,570.034629381727,376778.002734439,476238.732810664,450237.113138678,33017.6746600354,40865.4439770011,94958.9315409714,419800.747395585,970391.549980268,229563.447422474,278816.044078739,811527.674224824,500772.843202716,820979.851967245,1438131.15490652,325906.975944852,1295579.95839377,"","[M+H]+ 1191.99",112,15132.9900045165,268069.386121532,0.0564517650577818,11696546.4658991,TRUE
"672",672,268.190601286158,268.188642119047,268.191801883741,54.3389997291565,45.7829990959168,147.162996940613,55,17,9,11,16,130031.770373712,185555.724246113,103667.909481907,163072.269174401,108223.528325943,45239.8744983412,131774.602280998,162111.101365197,104400.820360982,99751.5923585912,70710.4041876259,62808.2344469848,74667.2441415454,73596.8327812143,79083.6709836607,25013.6004850594,67045.1257318722,84733.8649810174,128946.257800311,78483.9785584249,121544.59135749,123349.553436426,126571.737835136,118296.535990562,107139.833868574,98620.8916085958,103791.719378716,100666.072465478,97400.7176267727,28041.6336683929,68969.6791674724,71701.6218251023,89017.7700681228,72419.2427071505,29474.0089878286,48686.1867419987,14918.6521437869,25196.2795992196,60322.7049383544,55188.1270991245,36745.9446715752,40242.4790281802,193695.470785722,405927.016941506,888691.556941095,213573.275748377,507461.578664809,431501.8014752,229513.96581273,63097.4224690907,485682.61852959,212871.87442998,830028.299373591,288370.610557655,454369.121599825,174894.535992442,165561.227525817,426083.19717113,"","[M+H]+ 267.185",118,15578.1514809511,109528.353629681,0.142229395080852,9588547.96479652,TRUE
