"","X","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","Gb","QC","Sf","Wb","IE_20171003_01601","IE_20171003_01801","IE_20171003_02301","IE_20171003_02501","IE_20171003_02801","IE_20171003_03401","IE_20171003_03601","IE_20171003_04001","IE_20171003_04101","IE_20171003_04801","IE_20171003_04901","IE_20171003_05101","IE_20171003_05301","IE_20171003_05601","IE_20171003_06201","IE_20171003_06301","IE_20171003_06801","IE_20171003_06901","IE_20171003_01301","IE_20171003_02001","IE_20171003_02601","IE_20171003_03201","IE_20171003_03801","IE_20171003_04401","IE_20171003_05001","IE_20171003_05701","IE_20171003_06401","IE_20171003_07001","IE_20171003_01701","IE_20171003_02201","IE_20171003_02401","IE_20171003_03101","IE_20171003_03301","IE_20171003_04301","IE_20171003_04601","IE_20171003_04701","IE_20171003_05401","IE_20171003_05901","IE_20171003_06101","IE_20171003_06501","IE_20171003_06601","IE_20171003_01401","IE_20171003_01501","IE_20171003_01901","IE_20171003_02101","IE_20171003_02701","IE_20171003_02901","IE_20171003_03001","IE_20171003_03501","IE_20171003_03901","IE_20171003_04201","IE_20171003_04501","IE_20171003_05201","IE_20171003_05501","IE_20171003_05801","IE_20171003_06001","IE_20171003_06701","isotopes","adduct","pcgroup","SD","MEAN","CV","fss","[M-H]-"
"1076",1076,392.388618774495,392.387170460913,392.389372411094,870.087496871948,869.462980194092,870.540994110107,10,0,0,0,10,289.022208390292,188.426397773344,251.091446036939,218.841639377177,353.646335309475,114.448401438072,352.777444239085,371.39223260805,153.30068359375,195.045877356827,176.033621797711,293.45323589708,168.17298043602,167.709171804733,142.401692709575,184.855681579839,210.38365018554,175.047321785241,4228.75232624393,4383.67702100873,3847.05533469551,3376.41472050324,3512.06834940948,3083.42352339067,3056.21758197667,1761.7805003291,102.548028745888,206.52512745373,167.360631497577,265.924925151281,274.651278465986,375.95404892539,286.096716673672,281.732663079165,200.656891899804,127.978621536633,273.567192158103,360.398280318361,193.109499399151,117.840706417221,99.7614940034226,17617.8931729445,29460.9401604766,9336.31731547415,8573.51180768087,5049.84516851604,31799.3704401676,13255.9168386242,12949.9635920101,21000.2733780316,18297.2312778574,2018.14224715365,6164.74835378826,2679.3878405029,13631.4950373885,29966.3185940078,6238.79694784184,"","[M-H]- 393.4 [M-H-HCOOH]- 439.412",13,825.42544740357,3406.17366969467,0.242332167248995,262629.697658067,TRUE
"2112",2112,603.337252435211,603.335670942974,603.347605348677,737.771983566284,672.12100692749,744.442005157471,34,0,8,0,15,3309.7425589757,776.146090308515,1009.66435228614,638.9393380944,1028.86575512076,875.840005646818,3015.92617113143,2762.43156022063,1557.01321326351,552.870087155995,424.292100675118,890.154547606129,2830.93373093233,1038.12853741413,1273.18496690139,1831.46228380501,869.261115966365,578.128324803586,40171.5205022506,43721.6756882347,39331.9064827614,37703.2130599152,36249.6821128456,33935.9929329343,36023.2180590183,36523.7297315712,1182.6995947659,903.912270380015,2978.32151037951,1627.47253157881,506.787474201992,4736.6069929488,2138.65595135838,5155.12324180454,971.97923123464,761.902401993672,576.275677446742,4678.96582597494,5424.27888176271,396.933632294453,600.54249323532,30425.3657657012,40289.962380885,42917.6037765396,16932.5131924947,27305.9802726269,69405.6684244578,34902.1288587221,23988.6825879912,67818.3288881388,79124.780468308,8762.43496240675,35487.4948595837,20746.8797435425,18413.6470895726,17572.6902363187,46537.2340183825,"","[M-H]- 604.347",14,3046.48668616454,37957.6173211914,0.0802602191909371,942195.776546872,TRUE
"2991",2991,1059.73338512096,1059.65904283817,1059.73614791067,619.669014892578,525.093024749756,650.552024536133,43,0,8,1,16,750.765057792887,438.221507371911,1259.46883527762,544.198601338547,797.795487978651,520.589880275462,664.912795614451,554.319607375906,198.493325180876,1504.33898483142,791.831258293358,1755.15463379942,1074.40484299138,961.760242049117,2910.74169839484,576.818108255742,431.668624773622,298.53976882187,422103.119186375,466744.044355198,417770.111939253,388005.439380325,370610.657918779,354985.420675673,328775.514642212,265578.135361808,423.670928439125,337.816612943668,472.498509661796,452.551025266449,565.503622680902,1046.82700807372,871.360670792108,265.066620935376,1021.50211294726,888.846499899546,1435.95851833709,762.308882958256,878.921415880323,359.719931441825,15132.7539102806,227466.096432604,2180838.25095828,1400336.51730531,643346.293537021,122995.520084458,2532974.81651206,1904161.97315892,1565546.70874905,1732934.38761414,933010.314164683,1122652.56369822,864345.917338927,33018.0043830226,536434.308098461,1777789.63574091,369165.106933759,"[216][M]-","[M-H]- 1060.74",17,62263.5529066161,376821.555432453,0.16523352236355,21002538.1877004,TRUE
"477",477,275.200918333446,275.199472022781,275.201998081554,618.226993255615,617.6909715271,619.197009735107,23,1,8,0,14,9074.58625192288,3332.34538360346,2240.70953412664,3866.02324659626,847.461613399287,5766.63752188476,2149.79743523213,2679.820326106,998.554882965982,6992.8904273361,1055.61100434599,2230.22058098422,483.306530586444,644.612584995416,2642.82775766899,1979.75564115867,2020.63163512996,1277.17851076174,66433.8312893501,73955.7430830465,70985.0831498187,63311.3135793898,59118.0973768048,66963.9127955851,58719.7282904883,49637.976454735,445.78097677355,461.079064594412,550.895917670336,929.856980410715,533.424756620079,409.757101486127,650.767050846057,416.287571995265,494.131604661544,446.827967936173,368.445893153548,396.467013993921,480.760000057984,307.841002510183,453.738391377032,726371.039245395,93800.1636782347,222295.659695177,5231.26893407411,159758.971186052,8175.16161845997,409762.423803535,129253.796400424,100358.494164398,431053.357467592,6009.87227110735,311181.57143915,48954.9306381494,334473.357372031,73293.8346581704,370551.060315904,"","[M-H]- 276.204",17,7746.33611542678,63640.7107524023,0.121719824053574,3997279.68106996,TRUE
"2006",2006,580.330320957221,580.316188062672,580.455880003746,895.172027740478,852.147004394531,936.694977722168,31,2,8,0,16,525.313252747059,363.19997023046,307.628909151587,7978.87242572678,253.85713924421,313.850631563086,341.389795654453,16208.9790301894,210.50736503122,198.611037037335,104.50546875,211.863092041016,198.08441313263,191.090958799502,402.717547465861,223.327042255551,236.868222774406,154.33941911427,57739.6616536091,73247.3375537246,73452.5720849633,63622.9079919774,64657.0986882733,64804.3352994835,69300.7676634713,45974.9512537112,210.110521398485,169.947325727592,282.476709026045,311.586828482761,209.299204179086,310.249026210513,437.879821777344,408.035540202633,202.990559784696,313.639110311866,110.296838888485,254.862480446754,448.89540571409,288.36633742461,564.594709362974,202480.267945491,14151.3461652212,382560.903506547,194621.900631394,149567.174998579,1126558.38279602,438292.019549459,421071.271796641,441123.62170976,549082.573388,26247.8566124383,108958.883452341,146149.38893883,283017.606775686,12421.3426147699,292638.594606554,"[120][M]-","[M-H]- 581.343",20,9009.50080336881,64099.9540236517,0.140553935499618,5334691.00381679,TRUE
"2259",2259,645.359626470918,645.358218972168,645.360676834946,936.753981018066,936.746019592285,937.387013702393,9,0,0,0,9,691.393207199872,510.474828911117,456.674310582457,770.383328905702,366.480212485684,839.796314417488,537.222342708148,1322.77862595767,552.85815636175,763.448642265052,863.433324762931,411.858238807879,263.287808421068,525.026614665985,1099.5638552201,692.53929495737,359.248502345523,304.288216876332,4300.33465926629,4435.76015097754,4754.76695411972,3112.31494614813,5701.03145103157,4539.68025495857,5037.27593683451,3984.18644046187,509.819670200348,305.640262756497,499.013358503813,623.827476968523,564.832460102108,365.98546799103,407.896797883138,648.802552896319,981.065133752301,589.900422454346,288.656215768307,284.08931781014,504.806858278578,437.114678281825,306.936496464186,18007.2877437384,11626.469440069,7910.21727159619,3141.88214953882,9964.03929218091,6068.79546464814,25307.1521341354,13960.7371847313,4275.26019936986,17587.267495282,2342.27970338294,17185.9866958112,3437.75383704482,19039.3368052039,16687.5794208896,16877.3096676916,"","[M-H]- 646.365",22,758.860315068597,4483.16884922477,0.169268733922395,247933.848295076,TRUE
"1898",1898,555.544235937371,555.542384692627,555.545634176505,513.905015563965,513.8880128479,514.519999237061,16,0,3,0,13,129.814860026042,75.418701171875,118.324236188616,107.469909667969,77.6517682895064,54.6750183105469,51.5311075846354,157.851261554596,132.666998574377,155.731477319729,120.700320667454,87.214701676586,56.188355828325,87.9927571614583,52.22411416471,104.05996091043,43.366455078125,123.878467138857,11932.0016283095,13174.1219819151,11635.7162523667,11543.7555105239,10030.1527225971,10683.0646048486,11098.8268150091,7221.49010368933,176.92410610492,232.966878672441,103.084288939834,86.5736881376555,51.0625625029206,92.7616219641641,63.5430932720192,71.64892578125,75.406494140625,193.047414759795,147.141969227387,77.4099909390012,36.9883728027344,71.4886476056916,467.955029378335,67046.6090092901,33752.7102013385,28206.6899209257,11159.3177491799,8302.83677351475,97702.5129005764,25696.2338120537,36158.3975885063,71955.6213252371,26956.9945671596,4258.35484650731,18472.6218683263,8805.30260078539,36756.3710522605,31124.7278934298,9144.05107084662,"","[M-H]- 556.547",23,1755.20638342101,10914.8912024074,0.160808417681147,606503.24635474,TRUE
"3192",3192,1163.6110278754,1163.6093226869,1163.61381474429,513.891981430054,513.690991210937,514.519999237061,12,0,3,0,9,91.3898097446987,187.237509218976,186.933419449953,188.5460986041,100.19476152095,62.4988055424183,138.48852407001,139.325761785731,107.805766367121,262.043631135253,250.752831258869,216.152450722409,94.1084774192423,183.808278723853,282.796525387426,259.894393703435,126.958152770996,76.7827304280363,8694.49207484722,9622.41968730348,10500.8305407967,7490.60577392578,7998.11715305434,7592.39511083532,7179.26523078885,6139.40560345142,156.466661738232,109.987163543701,237.453761266079,791.530493684113,147.581241767504,209.901145532727,200.286988853943,137.19547241088,2152.62078108452,432.602616308257,130.242574327858,217.302260924131,55.2746407645089,87.5437927246094,228.132256248593,18706.0242249955,15760.3182897088,14710.6481591212,6938.72219892778,6923.67824590299,10288.4751212597,12288.3988661366,14138.3741153358,16741.9202343573,10056.6323592514,3698.09492639266,9309.40928863361,6970.52116609737,9225.83526812121,9738.06422036723,6498.81081644678,"","[M-H]- 1164.62",23,1401.24767595043,8152.19139687539,0.171886012942177,245461.298455092,TRUE
"835",835,345.24201815612,345.236505359106,345.290881161183,562.81599029541,446.015986251831,581.811002960205,86,18,8,0,16,28257.540260911,14801.3245938253,35258.9100967342,43615.153173328,36583.3063933279,27426.5338773653,16639.8655800187,15248.2309345528,9716.3515137881,22213.1985079657,26439.2803328717,34235.5705230884,13967.0226610342,32643.0152397975,112452.506186217,49085.6908597276,12870.7435967699,78038.9557918813,71783.6699647563,75518.8880795384,69655.8301622567,64554.1286832946,66092.3683379777,62932.2475929878,58403.7989484691,48425.9750234278,494.06949974224,330.72333505253,651.295374091197,5071.9808033246,699.823171216995,738.774113587207,1221.06050849745,498.566309991128,627.075452926827,651.041141272833,594.936134539959,399.1013858933,4183.05591959589,3258.89772272179,12347.7182349155,260167.948930195,534199.447710514,211835.637875944,38215.0320895717,236106.494032071,24010.3795584308,257069.307359411,162029.789673431,466739.410589579,289596.80716306,18147.5175092245,369672.729580317,152030.090882392,311310.405871524,570402.406547662,149330.66576999,"[42][M]-","[M-H]- 346.249",27,8462.95400732277,64670.8633490885,0.130861930227224,5209492.2971666,TRUE
"2025",2025,583.380078257215,583.373887540937,583.416732535642,658.741484603882,610.749026184082,698.274993896484,64,18,8,9,14,180640.5271402,79323.6903155269,112932.425209631,91589.2541288021,48820.8701032285,392916.048907436,96209.125440541,23406.7121376762,27258.1660626899,366815.137231894,19913.2908865437,158357.847919576,22759.0644830635,122624.805630688,1017062.40460257,135897.61298526,53984.8200460011,304729.833685108,239942.083200165,280480.341991825,271633.948758245,249317.996406753,238752.281301955,229201.0323722,236588.910715796,188674.881449257,2078.8350619848,2577.40986939786,69588.5309215628,398297.046037735,38973.7809646934,7837.35181950606,134870.44011265,10861.074709408,5982.69017516316,616391.478264814,13199.0983924549,3211.08153816635,10981.4351123124,374.011020621378,1018456.23152466,10577.1132153645,19751.8217030114,13392.683880164,10124.9800454763,3638.22367898641,8690.44450577158,13758.6824131509,11430.3900201157,54530.4293988813,13372.4314511295,9193.74779607969,7413.35317068826,9879.0712342092,11110.4766193242,12964.9660816292,17378.8620040348,"","[M-H]- 584.385",30,27937.8318622327,241823.934524524,0.115529639020902,7750721.28585578,TRUE
"1999",1999,579.384795114663,579.348619828243,579.385800333531,591.705980834961,565.331984863281,614.695977020264,28,1,8,0,16,2185.9308163017,1489.84440676653,2496.28151426613,1685.34776298329,1300.27234188883,2662.75384760275,1161.17570160329,3626.97811937183,4224.03708083928,1492.18406582582,2895.33427596905,9201.09821840655,841.569872073984,889.471300989533,6055.48053878546,2408.08922107735,738.218517180102,1903.74840966007,87170.7011441954,94399.8541139066,87986.8304125965,79890.1858863886,72877.6422615163,76988.5882604867,66962.9755770702,55545.4869792797,1377.17892145308,1125.7664726964,1636.70407625059,2938.50819960466,1345.37573323485,1498.11528071152,1593.46361022686,1409.83349959638,6838.9601873297,3157.44762090049,2263.17718495586,1882.82431886966,2132.94874357253,489.194672855764,3546.90853755486,58600.0555767864,165227.375298968,192222.78716822,91579.9602116458,98184.2221188545,1357387.86330141,310654.914331231,385473.495051917,595590.276472181,125119.117892571,35779.3427995087,144011.40538633,54047.8216204792,210186.344485804,210078.62394,46953.9868175006,"","[M-H]- 580.39",35,12587.1607374439,77727.78307943,0.161939016382097,4783414.08018025,TRUE
"683",683,317.2117525642,317.159512103734,317.23299930708,506.975503540039,335.16299118042,616.789974212646,156,18,8,4,16,155383.7718408,91384.1539141018,156995.244533233,132555.282158941,153581.6072032,100744.655940826,69559.0338515452,416631.649958845,61566.1276321131,154743.051030159,144408.828330657,90235.2532365719,51983.7013616273,103697.512777717,129178.415820498,249121.559398435,70193.3674052954,439501.576567128,574571.389072958,613781.805826285,575556.41836732,549602.275285556,539934.686417352,533795.480008813,532656.244325657,408301.452022586,744.037352250307,786.055225957884,1803.38613356452,29603.4961134097,2620.32555663353,3925.33048711372,15532.9719539241,3647.00567101972,1599.22500491526,2052.46013430911,615.308189701449,2109.41285537358,20653.0041663121,67805.9211821482,11840.5762056283,3207474.32423383,6872519.28953977,3178819.01697398,354194.620973363,2041240.92535341,228587.706566208,2457292.56394724,1123761.83340816,2156112.33386596,3495597.09500012,65306.6340918543,6253201.34937237,647553.040894827,3225830.8083657,4774759.33389155,1593150.20193414,"[32][M]-","[M-H]- 318.217",37,60265.9967168346,541024.968915816,0.11139226501432,48940404.138933,TRUE
"1089",1089,395.334743666364,395.186727691727,395.353354158014,796.509990692139,721.780003509522,893.488022766113,213,15,8,1,16,24711.6388437558,1357.03055446595,18598.8402991157,279706.403029335,26949.5954539775,48847.3519112952,15728.4106274368,179859.843236089,9057.50696874647,23713.1479348429,80448.5064249353,100192.689831564,2368.29944578931,42401.6124704853,88865.0200507211,178054.996763826,1242.10730538317,82660.070644049,345499.786530011,361250.991878851,334129.018905338,298274.890503168,302363.124206827,295615.150423129,310120.446853756,236703.714417445,1211.88033652902,1249.84579835947,1318.20069192052,21216.4867795064,1729.6195055063,1992.62996700704,1827.56396178125,2148.82285605584,2496.46530978568,2434.90578937559,768.407954609487,4765.34776332336,3545.99577839353,903.473153874135,140676.141442925,1080618.65766231,447937.997681226,655313.178850913,639374.198184237,158652.613222745,273723.672324664,752010.32451718,1032921.36849885,819353.733205146,667161.435980728,337903.301540017,806747.895802427,14046.8989245594,2171000.44444314,575766.572614937,450119.036556401,"","[M-H]- 396.337",45,38251.4895352313,310494.640464816,0.12319532948449,14759657.3126128,TRUE
"245",245,215.128215632733,215.126650048675,215.164949548457,281.454498405457,215.8990026474,337.051006088257,60,18,8,13,16,24031.045730335,40351.0923571827,62732.0353429089,71706.5883889416,62094.165131289,37559.9860711396,30560.9347836077,37287.2832419814,106732.310551649,38648.4708283037,44317.7931215721,43632.5372633678,32559.6508290805,48647.2557527137,77111.8986544399,61963.8549368922,75354.8932381017,46830.6854718047,129594.467767174,127528.425449615,128327.394223271,126488.60112777,132706.485984315,129521.514071609,132904.137590315,100093.559535446,7673.852081839,7827.47273829911,31817.66800249,27659.8875576816,27277.6646418683,22281.1674896069,29230.4372296254,32234.2527847458,31525.2878120115,49015.2250812018,10538.5967103161,21198.2667816281,87024.2380553333,20054.5050890352,119892.227414537,73530.3758849557,116468.348525316,82209.4098734829,696042.299462105,142462.6948801,91442.225967049,64039.8034226932,76381.3316186622,81211.2587313462,114134.940650826,1527655.06130738,147741.959614746,247737.75900472,84521.0383729097,78646.5729965602,60984.436483164,"[7][M]-","[M-H]- 216.135",52,10670.4754695204,125895.573218689,0.0847565581276239,6159747.33371106,TRUE
"3462",3462,1276.96891948039,1276.81055719931,1276.97619547333,290.639994506836,201.589005355835,307.995999069214,33,0,8,1,13,127.93283754657,78.6759171919389,199.421885840517,106.58568704625,194.820851096573,126.803407085439,265.874931777362,345.776108494649,182.907072629799,126.565276420675,267.52120005351,253.902187460684,153.758998478452,192.667725533402,145.658593332628,216.5406978752,642.166332474444,70.213408973262,38864.7847139099,42336.370593491,35318.7267852239,36124.681116354,33829.2931741336,33830.1695404844,31601.8510859447,28799.1159686097,209.584752407546,45.8824946085612,157.623881310225,128.734617072158,75.6085929892336,95.7251113757957,174.549770627054,150.41194266205,130.923300291877,97.0159654938616,90.6572885252535,139.333322906401,243.382085387944,106.699085657795,12025.5533800127,65414.5816600282,62952.6080540046,53436.1906516354,263.085783641277,37498.0024797563,41191.9326300356,14734.8583550379,60451.5896403696,56675.1220534573,8947.60075857583,24803.806549194,22224.76200569,33847.8803193655,40027.1166357852,169.399424158037,33291.7798348051,"","[M-H]- 1277.98",55,4188.43131986522,35088.1241222689,0.119368915399128,854204.788524331,TRUE
"2389",2389,687.502976096956,687.501813638947,687.506039351442,411.256999969482,410.614997253418,411.884994354248,21,0,8,0,13,5068.7669626683,3006.3627648099,3208.56689361441,1047.26597123779,350.090274517114,626.27862509754,1780.60820524296,592.081766518661,285.799043919216,1349.20636800325,275.236782413162,1286.04591010232,608.726494154996,310.712205952266,502.270967273818,388.699710028991,893.466780026257,342.278845308255,56848.8898729387,57766.8992791697,56171.7322799267,53484.6635667575,50829.0696233884,51552.0504943119,54267.9188260009,39745.3425342249,752.925224812236,756.305752082076,516.297707369551,439.327683622995,557.052172495099,288.304118205328,623.39647083655,235.149082180392,291.195878246587,1634.20393146463,259.950841072714,250.559779551501,454.256826965138,354.174465423553,2521.41884205925,1423505.90960214,13412.0228186846,985977.442190345,21551.9330299193,17590.6930662101,14460.6464222288,409521.423120238,108377.597312953,3201.19745867637,107674.273147359,110973.966144699,869.065736145526,393163.550775681,76333.332801779,21566.8664169125,605272.599916329,"[150][M]-","[M-H]- 688.51",59,5738.91668714495,52583.3208095898,0.109139487555878,4765976.0697843,TRUE
"553",553,291.195653129614,291.136202081407,291.196327492789,466.222986450195,440.938012237549,549.228000640869,59,3,8,1,16,19786.6273588169,7756.66464382038,8387.54854971037,3475.95446907143,1846.45587558379,4437.33206534944,5053.80825391092,4117.45468632943,19339.8970480263,4625.66650606692,3440.72218406107,17849.0039115822,7545.82835765822,1634.19153847333,3984.26337861256,3363.21150250334,6152.9385129224,3578.58129771147,164697.133980159,211600.158513102,154043.062771529,147723.662540182,142209.959919043,139723.091577224,141483.236498579,103826.11941034,946.042726867617,1414.5957922249,758.590219275228,2779.07053348635,903.709914327333,1374.47029035073,1943.4671265749,1356.92256940396,1269.50740947417,1252.42774996394,1278.77301614157,232832.508303254,1188.08438051186,1936.90933140647,1557.65239517047,2025581.62235475,355881.376660347,333092.21241492,25669.3715617724,683529.570614803,39431.7952924222,683881.389290214,206087.032210564,190798.114188284,383334.271814972,68211.5167722139,440771.54987058,197267.00389903,1093624.9198598,199940.280671669,1025342.20053183,"[25][M]-","[M-H]- 292.203",65,30235.8719233392,150663.30315127,0.200685045999434,9536919.53511697,TRUE
"780",780,336.225002806951,336.2191012776,336.225529965733,466.225013427734,384.708006591797,484.104000701904,15,1,0,0,12,2068.81733533539,1652.12559438683,1397.52102108606,2111.71264024558,1399.76999930894,1995.38226710346,1915.90715274694,1326.20219051951,11246.6773215589,2168.6464786157,1807.15078390935,1935.9560564799,2148.3695986082,904.883591192109,2210.43734663381,2226.88105907105,1811.75677798796,1525.02230195622,6877.82206357244,7273.79101217538,6357.79740839222,6647.66925361007,6299.01862167407,6875.00358196405,5938.7592026981,4496.88090033471,255.101386652471,250.414491246025,340.283928063033,1085.73909898881,716.049092863543,828.338596426183,572.313926358674,890.027998396984,406.008297464882,448.802629002176,379.186716063802,295.138692461241,877.526123001025,489.510232000728,723.380143976555,28163.8473969512,28983.5490787625,19293.0513330488,9081.92802002032,16159.7275577033,54996.9386602408,17125.35772044,23621.6793399206,27200.1176572713,29601.0408334484,6318.93040232334,23303.8710983507,8669.12730422137,23582.2699797526,26103.7382880022,12447.4594787193,"","[M-H]- 337.23",65,853.724005298637,6345.84275555263,0.134532801738843,455830.41706331,TRUE
"1858",1858,550.222935950955,550.185018235102,550.351299011925,500.93700668335,424.917011566162,582.614994812012,141,13,8,7,16,16418.5365489625,1712.46739265577,20561.4870706089,15428.5652370751,22426.2964122053,41561.3754797773,21361.1035072041,25447.9436202496,1203.1789280348,23303.8257323764,8951.12432908732,108336.418915603,1018.9775652921,12352.4744661874,12528.1215188373,30498.8336783705,814.957948944785,44139.9528157339,84973.4627891332,93431.6995770536,68583.108975431,71134.1797695562,67660.796938017,59581.50554034,62346.4140234143,44726.2454439132,522.43841058617,693.027275064621,2323.63523068288,6207.19542328231,9055.39497685407,17817.6949055751,4799.20927351104,4305.90243663057,2324.05772405434,117407.493407849,33573.587550183,44582.5332354832,1347.90400049632,17313.4263246621,105155.291652832,71197.4526093956,94891.4916496631,257310.790367693,24855.5773950429,60158.2016712834,104541.942325216,131576.565662311,269193.148238426,151737.637733571,264308.400755628,289004.845025736,53592.9941183968,32308.6986793005,79547.7184652165,172499.26343077,25427.5615326304,"[103][M]-","[M-H]- 551.23",67,15027.3604381495,69054.6766321073,0.217615390746214,3410084.13571209,TRUE
"712",712,323.039373839911,323.020916876978,323.221071239524,182.686995239258,124.514999885559,242.349985733032,29,17,8,0,1,315148.371020034,353676.84113517,182535.177694299,167782.486617255,162424.828444328,370310.058055464,550805.781114881,17841.8722664472,111885.408532855,901454.924550036,798.304242965638,485584.616499451,466842.25521945,269539.205608442,633030.991667546,162951.912223035,322644.822458525,351730.832492122,141239.393134698,148884.593465317,131885.378934303,141743.463658753,129118.482629169,133896.520165181,131033.415674356,109971.286153203,1049.2237570561,1580.22991078461,720.552273227622,6950.30348432623,704.302538595967,759.491717401934,1088.89376309023,726.499242941256,744.957359910011,882.667380904271,559.584017086139,568.733439824523,714.907088950446,579.683468595486,572.600395323709,942.180893170563,3783.44457513636,5560.55269133638,4672.74615914375,4648.23020479625,1772.20425460454,987.091176254511,1332.71132986722,1477.45008247206,1162.41717181285,18941.001429677,1278.43790949695,3735.09998818995,1383.60849945845,1210.90731789824,4872.7035107029,"","[M-H]- 324.047",69,11626.1926275455,133471.566726872,0.087106137379331,6970724.64068932,TRUE
"425",425,265.017103730769,264.960466550767,265.103067219183,182.075000686646,137.188995819092,284.349987716675,40,16,8,3,0,1710949.50320184,1729596.88893557,1097160.80705183,1040867.30077408,905140.442003191,20377.0558129717,25070.1144934259,1219.66633539883,648686.735856095,35495.2633902631,4320.16488993125,2713264.74015366,12797.5744172669,1269297.40616348,14130.4544017313,923559.555141995,1497501.16294665,1590938.01326515,868925.044082247,817735.173211293,835565.314682145,807176.243283223,813668.544861588,768951.297875697,797261.528721945,589501.124907434,3970.30425630546,4738.71123648016,613.315569944214,35569.733473897,783.746996020468,569.550914774165,1838.98697023266,1029.18635372724,713.292387334737,1077.83031396099,557.760020291397,24181.830199751,993.055175269023,16897.3445638884,755.532596624958,928.759866979403,795.665466012576,1453.82610343289,1183.31983473926,687.534445649944,816.913462953642,2180.15675893794,839.322745624142,1087.08489010031,773.728618976843,847.692245302955,839.939560176006,648.135951097768,1040.34713573484,760.704469753429,4196.01923398674,"","[M-H]- 266.025 [M-H-C2H4O2]- 326.045",70,84995.0728406333,787348.033953196,0.10795108284437,21652526.4526781,TRUE
"724",724,325.037494248035,325.03599979154,325.038452439927,182.45950094223,178.108001747131,184.587004623413,24,16,8,0,0,319973.123633595,356255.204094938,190919.041105157,169414.958741671,164377.290536364,369076.340855536,552672.167168492,857.826764724217,115724.917334014,905843.942122357,916.07752146814,484540.034270553,476027.296228069,285680.445974985,627085.164941181,171404.592024696,328198.521652445,351229.838237744,138124.002908174,146329.940637718,135704.270580113,131031.843885568,131861.399896809,134071.791447122,131896.500899839,106283.340604194,1214.47959647356,1058.64911561692,681.549421867356,6725.56503045559,640.785185651341,1158.81276394352,994.101183707826,624.371703710966,673.133476227522,487.813860434107,518.463245955948,800.592195348814,570.934620130947,705.157571347058,738.588378646157,1056.42547879622,1178.04735132104,1076.0234420523,840.420804080833,1143.38155667306,774.038941494562,797.569558144547,857.54724460002,949.454836790916,649.335559002124,984.466391463764,588.664532613178,690.892530258186,645.170934198471,821.453240461648,1548.03028583798,"","[M-H]- 326.045",70,11483.6384175256,131912.886357442,0.0870547126564164,6957693.79410483,TRUE
"1364",1364,450.357946890833,450.236160699963,450.359096773209,795.879492034912,750.157988433838,887.20697555542,36,0,8,1,16,2097.11736012729,1539.01086076881,2109.22503884137,10122.3480282712,1588.74125760794,1512.26841309806,1463.98721641513,1996.19829914335,1206.25106764957,1355.64019887815,1700.62690418842,3431.34138624673,847.219895443072,986.994808570482,5715.88490382036,2621.40032041259,1252.89885446137,1241.85745597382,287163.41615969,281700.757929133,284316.417940082,251462.233172237,250266.24409353,237682.396351105,243625.214193607,186156.769357096,1020.57939549981,1080.22378521945,1032.15262600953,1318.24403314159,1069.96457689069,999.356766130775,1041.20839038491,921.232717730602,923.186901787695,1230.98079713873,640.526257242475,892.03465147689,637.966996978037,507.353455325921,25833.7283672914,1262444.58430006,2007186.06766096,882257.737205448,196533.009292841,808792.39032836,123076.054617846,563283.144553038,589548.325928929,533862.111848828,1099329.96224217,24217.6260550866,352936.283677099,428110.346751384,1289357.70395184,2117807.11712867,662623.846672351,"","[M-H]- 451.365",71,33320.159181104,252796.68114956,0.131806157539668,15045677.5133996,TRUE
"1137",1137,405.372483436942,405.370660758811,405.373873497314,973.482042236328,972.086020812988,985.671010437012,51,18,8,2,16,198000.87124642,203175.58116585,243114.902322471,960301.508997736,131802.753324772,525566.066742477,221219.486307957,309807.450282108,37712.7303767433,289281.501497876,199313.227651874,380431.152133115,53645.9985958189,108726.895193785,438286.100018515,372991.327466664,192039.939782694,314002.570570944,181289.81143184,188730.619254997,173769.22476355,151031.076938947,166574.037771544,154487.650797745,138110.409501493,114053.174696116,380.820948003809,422.201652122196,3749.48154809898,10007.7357959747,1431.12298491721,630.174555089811,3497.6357814719,822.891444162466,528.584768764351,7363.24985162432,365.154616931453,411.229133627013,1859.52076083049,399.090876065152,93218.5602854346,115297.753278532,173650.227100953,95668.2803621329,91060.2004160453,34240.6143580063,349443.010299094,106040.086082891,124206.176996727,442661.788564324,128944.707049864,14741.1754072954,111281.727811375,56534.9470396074,153327.792160627,141408.691200732,47165.7455601729,"[60][M]-","[M-H]- 406.38",73,24479.5667853819,158505.750644529,0.154439612984646,8758226.44752555,TRUE
