"","X","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","Gb","QC","Sf","Wb","IE_20170919_01401","IE_20170919_01601","IE_20170919_02301","IE_20170919_02401","IE_20170919_03001","IE_20170919_03101","IE_20170919_03301","IE_20170919_03501","IE_20170919_03601","IE_20170919_04001","IE_20170919_04201","IE_20170919_04401","IE_20170919_06401","IE_20170919_06501","IE_20170919_06601","IE_20170919_06701","IE_20170919_06801","IE_20170919_01301","IE_20170919_01901","IE_20170919_02501","IE_20170919_03201","IE_20170919_03801","IE_20170919_04501","IE_20170919_05101","IE_20170919_05701","IE_20170919_06301","IE_20170919_06901","IE_20170919_01701","IE_20170919_01801","IE_20170919_02001","IE_20170919_02601","IE_20170919_02701","IE_20170919_02801","IE_20170919_02901","IE_20170919_03401","IE_20170919_03901","IE_20170919_05301","IE_20170919_05401","IE_20170919_05801","IE_20170919_06101","IE_20170919_01501","IE_20170919_02101","IE_20170919_02201","IE_20170919_03701","IE_20170919_04101","IE_20170919_04301","IE_20170919_04601","IE_20170919_04701","IE_20170919_04801","IE_20170919_05001","IE_20170919_05201","IE_20170919_05501","IE_20170919_05601","IE_20170919_05901","IE_20170919_06001","IE_20170919_06201","isotopes","adduct","pcgroup","SD","MEAN","CV"
"538",538,243.170839485951,243.112080326295,243.302787873535,333.91799911499,291.961006698608,361.147996749878,139,17,10,13,16,50406.8794446898,25681.0129196495,85789.9498026964,185958.72323797,154020.378058195,109500.206699129,95061.3745185094,115084.8230478,109404.935811146,25240.8355970476,52383.8922467247,52422.0215948985,46249.7047819197,52628.5971480915,52707.0048651521,45876.0066445292,33649.4030163623,775239.850990913,834645.617717154,842554.382055928,877585.283598807,874218.567834198,911964.720837193,944483.888802178,907294.87608701,898049.547388684,1041390.87665239,549402.122505307,1490657.37504065,14212.2203124811,120019.528117533,11566.4721923343,26124.1255760682,42367.9090966915,2715893.81032372,1839539.47981562,26792.0577578084,17462.1271260668,40143.030183337,24740.1071680002,104163.916702598,42848.2621007133,240025.275474864,123651.983852892,68601.1974920298,57795.0868300541,60056.6080959924,42868.4219105886,105067.828204921,170932.226038238,29521.4245808827,123728.406532666,100843.62897519,37578.4241049541,70330.1388129722,87632.8369957221,"","",52,71193.6299657064,890742.761196445,0.0799261392481923
"541",541,243.764056908635,243.753401452857,243.765651724898,121.720001335144,119.447000007629,142.689999771118,69,17,10,13,16,194420.855994598,217120.290925481,146513.135080391,185408.050537628,162947.989087841,135009.777094245,199489.878598294,142967.032983393,186322.569770277,94459.7131302704,198691.270187203,206548.522768816,98205.955617791,205765.193649292,212591.368677801,225482.438406349,206541.841335694,154430.673864884,172137.414969545,172435.594703022,165212.850890426,173785.069557905,183242.529534861,180588.555936167,181621.514376149,180266.751859002,180819.734198271,261659.142812433,213222.009038486,159797.452436056,165637.009212921,234056.614990003,229466.564839375,228352.326904314,137991.37757665,191697.592851034,237977.843493207,302455.23912064,206172.079364274,212429.422275793,101053.655979856,101068.6765718,68927.8496001335,94710.5452658064,78093.4036402171,92586.5636515017,163091.987312702,119326.763566798,88721.3401955022,58434.5301584573,138915.859815739,75140.0501145376,110165.790742467,107542.270947077,85086.1032725405,50043.5547117993,"","",83,9047.86878971027,174454.068989023,0.0518639022990033
"543",543,243.978506031433,243.977574246682,243.979512187044,595.483981933594,594.471002349854,595.737998046875,15,0,0,0,15,3393.16188719381,1936.08691136632,2330.14011101425,6169.8539707164,5868.78090274469,4684.71769047249,1398.44767027548,2240.31499323715,1183.12968760341,2872.15065237364,1042.78870815383,5217.11660607625,1855.09328441987,1097.98256712464,676.245993162904,4964.17962841193,5001.73381428893,5726.9533199966,5254.08189292252,6040.85263597758,5602.92795529217,5733.65109566102,5351.75291347504,5694.30428771261,5060.59225001118,5484.40047809515,5357.45193449679,1578.95212993026,2199.35603545234,902.049642627127,832.576584070921,1510.35007965937,1320.03685980087,1500.92456869734,1738.45581880212,2170.3747898275,1544.36597451568,1118.34625979265,1506.51762906757,1018.66306350566,21343.8855121471,17981.6972671961,10331.969643599,16619.6950853057,13166.2915582582,17579.8225897923,21828.1550257467,16683.6056663401,16827.3075423123,20184.9110744074,20923.151574939,18055.9205012944,14262.0774958003,20647.7146618254,23159.3897324109,19471.2488754266,"","",219,285.509862971941,5530.69687636407,0.0516227646089398
"544",544,243.880400839803,243.879183238092,244.047153938655,351.904506607056,328.895008010864,382.843009338379,56,15,3,8,12,28931.7250118584,30333.2741284377,24852.8683579035,87976.3324221065,7278.59557045589,15550.4901421522,26718.935719193,53235.4917543891,29117.046321895,28004.7027402265,42944.5117260993,21120.5518166957,74436.3733845438,14959.6723323641,69337.5187248474,24534.810925643,27448.8725437084,17407.5870219979,12576.979708471,19924.42391218,20492.8596926138,19484.1986562791,19527.7647341671,13794.6815163852,19415.195280388,18500.8480071545,19254.6461649707,115202.313000368,25592.9864847995,96533.44103093,16616.6670689844,16861.8328102784,23141.6895189742,21847.5655626159,28383.6557074824,22204.0438664053,25054.2241110452,28041.2731777986,15804.6648151563,23214.2809991352,13991.5395672867,13536.558549564,16130.4552133405,15540.5100174621,31424.305848289,10928.6774420037,17521.136973387,14689.4983573341,15327.3386221423,11063.2764774179,13260.555397919,15972.844845893,12551.2241459638,13105.5860922967,8262.11247274733,12549.176388738,"","",1433,2702.11560420685,18037.9184694607,0.149801963501592
"546",546,244.128590913965,244.008859495348,244.166335324336,585.091002960205,464.717997283936,672.208990783691,115,1,10,13,6,4868.79781029348,6111.42531016007,7110.63840908534,5290.97984531794,2341.93055388544,4643.24378280217,5816.35706848092,23072.1370770694,3128.93828514191,17586.8599236533,4373.43145306003,6358.48334775711,5382.01300404473,4422.22554299811,4983.43368317299,4177.39756929874,6631.95992012322,100075.991060531,92026.8971515057,73537.7583927749,99653.2537435418,105067.1146113,114602.262645329,107952.072809707,82942.7633043949,113543.149602536,82754.3449655298,130883.202496437,190894.43765825,283237.47364623,170350.879182614,182722.357152976,113905.917392516,210339.913168522,269959.398460734,60621.3496814848,679434.62297912,164311.092079551,174146.605666685,300020.972993221,16126.3887585333,9680.21537580008,22529.4617511897,12553.1055238819,4264.1446445536,8799.07361225508,5435.09245065393,4720.61902822381,7871.66639802785,29683.9014501324,2873.40403115197,8858.30526517238,10683.7326750435,9388.47551924965,18890.9891360383,17311.0598887917,"","",1274,13985.4353674982,97215.560828715,0.143860049237789
"547",547,244.173236014052,244.115961885464,244.17500403747,339.0994896698,290.652009353638,355.023997192383,64,4,10,13,5,6113.55416426413,3721.34027844295,10510.2840085661,20836.7460054824,17334.913416937,70246.4487462307,8559.72305077058,14387.5951616233,8935.74696198571,3808.11600476536,6136.5330409623,7346.57909006757,6140.34149657842,7435.8651196193,6774.18667885871,6440.06709587178,5553.23501501232,86750.9483156507,96362.2168463034,93755.6815517475,103424.799504045,101196.505651921,104035.582731651,108620.514902144,103850.87299553,121199.225470258,121722.485643298,176839.846399267,163700.72343337,563786.027451039,743157.349153188,464827.784514092,279422.887372088,496087.605106836,296500.647087171,211434.07926233,654371.183163986,231843.504152048,419230.379005712,265318.658730037,9473.84451836441,6495.07406972821,27272.4448319196,8174.56050075591,9092.86540537058,9047.77248222037,8256.16513794474,6158.02965558991,10330.6196828094,14558.7900748948,3430.38758465578,7429.18430343636,9082.23688473052,5804.6426632558,11446.5628013223,9029.22449437396,"","",1841,11056.3712338172,104091.883361255,0.106217419425928
"548",548,244.962478506404,244.961258620088,244.964716632559,718.963984527588,717.904978942871,720.49701171875,23,7,0,10,6,9002.69318989478,12725.9859645506,10023.857642467,5920.94193323851,2549.95456839291,7637.92172163962,5989.79059898582,7909.1728296815,7160.96617721952,31065.6114972197,9228.35464228199,12722.2424376413,12324.4160525501,9792.01818252423,8969.94533764664,10001.6168398857,9670.52175626821,9031.51326009157,8483.70534581352,8952.19864296303,10045.4145061218,8890.71428633549,9049.85981171094,8726.54753026163,9773.45382755724,10325.7192771543,9752.62567938729,13036.0536940023,12075.7125076505,4866.3493325457,8722.15260623507,13561.9929966833,19012.7930339018,9574.72402628628,10170.7856108763,13400.8214735791,14827.0217590989,19049.9704626342,14790.0118516239,14756.5378231403,7358.60404609279,9679.89078693271,8893.39324338719,10620.448824551,7588.93837895718,4730.85280838338,17110.2251606506,8924.61502570185,5509.77868990261,11075.3823435232,11836.6946479326,11952.2590109333,9078.96292187274,15145.4461568557,5582.91593086207,15042.2056123428,"","[M-H]- 245.97 [M-H-S]- 277.935",341,619.58687437605,9303.17521673968,0.0665995060762905
"549",549,245.066170710978,244.925447973004,245.110536120673,73.6130016326904,22.2199998998642,189.227997741699,211,17,10,13,16,314277.780385403,304252.589164465,245796.632801773,203314.99976994,71355.795850195,121505.027297317,228912.06867767,84006.4512310655,246926.489566548,72813.4604824041,210127.627039961,305523.52983103,229100.940732909,263938.131040168,290863.11123462,344407.471381517,412571.097867745,149657.984032795,130628.24312965,149631.900813704,131045.099618048,143446.349114435,146412.29968222,126812.598162498,125265.430591636,155592.495833454,126470.446461548,303559.779060891,363258.233002021,243429.004345204,240839.923198734,295506.891973653,350380.875914868,275407.937855235,149042.481145364,273245.270471647,284163.261339093,318500.310643638,276061.589907251,292214.282390828,40767.4029726551,105167.547732289,52376.2720098307,75954.1794808133,58254.4142858448,51779.7322520241,175101.852766298,95420.4440199095,61896.7701307964,73832.4114144965,106009.072802793,85177.7419469742,71322.872152749,106126.245182504,128261.289248477,79339.5428537205,"","[M-H-CO2]- 290.073",39,11554.9094828515,138496.284743999,0.0834311873723541
"550",550,245.031825537866,244.944445061734,245.067254741366,346.880994567871,290.654998550415,445.417996902466,109,11,10,13,12,1945.47903649238,10066.8377729099,13262.6636032909,47409.9583711522,205242.988507743,2279.07824512486,117641.76344203,87358.3779833076,3417.76368720084,70156.2843045947,20274.1644013952,7840.57831173678,31786.3637989992,27556.2376615839,35901.7507306622,4392.45658155725,101173.950358616,43032.1736501753,45932.2879550727,43448.5914770403,48171.5446321686,47508.5488064515,48695.9988988496,47867.8588017263,54458.0055805061,48684.6452351713,51355.1805998894,105789.553878689,159064.084047604,201575.709012506,90841.2277591825,23240.2278998634,80325.8632475377,209734.742166118,554896.263550541,42562.4663351476,42741.9746544445,72678.5354233175,357101.133608818,237709.720632073,27786.9524368206,10266.8439358827,10178.3084286508,21684.781390413,7654.79155570336,24156.7583410195,9937.20591360859,10154.6363768878,10818.1041828533,8831.32767814666,11684.0585049102,12127.364453538,9618.13923351467,10080.2558248043,18793.8559962139,10622.28970984,"","[M+Cl]- 210.06 [M-H-NH3-NH3-C3H4]- 320.132 [M-H-C3H4O-C4H6]- 356.113",71,3396.12950674559,47915.4835637051,0.0708774962529666
"553",553,245.112802550057,245.11185807873,245.114663982248,428.640989532471,427.647012863159,429.335996170044,39,17,10,12,0,27016.8928973377,35793.1677308632,107593.814216114,55820.8119224046,24435.1138736866,13231.4431746975,65137.9996859282,24575.3995189699,14793.7138563767,110266.73619221,35642.7772305964,46848.8027090857,49947.6281098053,63155.6403788518,46954.3925508933,36801.3819586253,123103.158600548,33386.113824858,30578.345621035,35035.4685203138,35729.2492402964,35788.4458782341,38150.000759003,36185.3856947757,35899.7213076284,36633.6489395896,34952.6015550317,80736.2448143213,8944.78412652016,109419.679675698,84913.211537227,70086.4127495699,30098.2944967983,44391.7024766724,25087.1839267054,26011.3357861086,91841.6661464833,74620.2919319454,161586.756017664,29114.0029579028,435.577567405358,456.388900623553,556.752794633433,478.604293899921,502.22251411217,537.846073367012,430.003058116185,573.354729392938,605.462613505208,555.853028548881,333.150428459048,479.485589391366,484.872205391154,658.759853911772,668.56021293439,432.985487962452,"","",259,2043.1859643515,35233.8981340766,0.0579892113150951
"554",554,245.174992961051,245.172894712387,245.176495618997,333.294003219605,331.840994949341,348.13500793457,12,0,0,12,0,1179.33648075062,1117.18810401192,1386.59197487205,2437.63645213185,2499.26572573351,1951.68044362297,1585.28237200404,2005.10709868222,1741.21815877035,1017.68975383069,1012.22860835679,1303.56557878334,1120.47883901812,1262.18767137094,1270.27105150919,1003.54080994222,1112.04938569223,8014.7648868084,9252.10982181132,9344.09800575972,9736.68539747596,9979.37841598251,9771.56985580325,9401.96977534443,10105.35890231,9795.92427262897,10625.9782720233,11229.7589345147,8990.2892271895,27592.909621112,66871.8975466923,40341.5545363678,24605.6988549139,39142.1748793125,15273.5595663795,21605.1438940297,38350.7192468289,15720.138678099,19195.7640559897,21371.2930159867,1468.37368851677,1041.48839529441,3470.75977251865,1606.05733087446,1283.56713210301,1438.46377148293,1399.95552262585,1336.13159590339,1748.92611994248,2724.25582493143,945.564789831638,2241.03766871151,1615.63367385715,1087.88824862568,1573.71376417386,2093.17526782247,"","",1802,689.369655612085,9602.78376059479,0.071788522245073
"555",555,245.762108256607,245.761254909616,245.763311932985,121.71599445343,119.447000007629,124.440997200012,57,17,10,13,16,85882.0027316571,95835.3090271942,65829.4291643387,80584.962315911,68253.607350192,60435.1630609576,86538.7760263681,63916.1189302921,80250.3479245712,90697.6457035191,83824.2787559372,87009.8458185534,91199.1697290604,88057.0523541415,89349.4850637456,98708.1700526775,92180.880904433,71954.5912273368,75022.3197362192,77601.804564535,75635.4488886571,73808.4634317178,79968.3706187771,78383.6833722732,79231.0118732306,76051.371102872,77931.9669161507,61775.0156524925,93645.8421061677,66592.179128653,69922.1752733546,100913.063022741,97433.1144642815,96487.7852751547,59233.1434776052,82630.843740957,101243.388279411,134874.503536368,84674.3964404613,91711.2036359841,41552.7978918128,43669.6596891891,31032.3355647549,40775.3138226786,32984.785702401,39916.4558867749,67291.7652464582,56236.7732009826,37128.9143956295,26318.3359625284,64867.9926407627,36027.8174997486,47095.2491411914,46349.9087941826,36101.8813021002,20746.2262625807,"","",83,2523.30153743975,76558.903173177,0.0329589562135186
"557",557,246.055623468762,245.877000253481,246.06052899446,344.027496032715,242.983986968994,371.917013778687,58,16,10,5,0,43895.2275932195,64028.8820030791,158621.944888327,119635.73861896,37334.5646735252,2058.52406733111,125655.223894049,217742.137479041,18958.7485321198,1456503.63647999,207086.935197765,42023.7163602835,560438.796808741,328205.315534651,126427.176765178,71424.7407897475,377132.167103082,64013.5112877997,68813.5770618981,71277.3023460922,75593.5525612211,76472.6176217883,74859.2398202419,70569.1349650754,76548.4825147287,78347.4286387712,80573.8184343651,3460.97885979339,9393.53076289563,9500.1049701762,8001.356144165,4022.1571226418,2793.72542448218,4098.89279168099,31068.0419557468,1923.97866627617,4802.72510812833,2065.1093089045,21281.9577269281,13128.8886400219,2598.57592814447,1983.67729656611,4000.67919567926,2526.44768881937,1682.6017119153,2209.95404534156,1916.55431776161,2067.32420351775,1666.91365348641,5146.04351468892,2808.22105987587,1697.31098743987,3095.713069994,3128.38773184515,3172.77342643385,2290.97654488427,"","",126,4977.22717536212,73706.8665251982,0.0675273201806857
"558",558,246.025908639407,245.98902302597,246.156095047984,74.9194972419739,22.2219997644424,128.553005828857,122,17,10,13,16,330112.011203417,460014.42976757,296247.615395945,267245.08612595,98427.076162025,111212.054340635,306040.630384903,84716.9009918538,317351.210315691,446600.148122413,263400.509289479,419745.289457202,286261.072412236,488226.301874188,394840.899082461,362785.763745286,361716.36020869,157385.234059941,148623.583828173,160436.103957608,152442.048186181,161206.72522123,165991.6817805,150591.079101409,160435.120520443,155161.622924069,158225.786363999,186018.117753982,222478.41535884,332382.2969378,317763.679712429,391298.578139622,617699.698101175,165043.253626215,226621.027876708,385346.475441322,369430.435382561,33463.8550490141,356390.242870638,73940.5201371759,58037.7945266534,133298.199195332,97009.5679105417,90525.1436767345,98698.4903312288,55377.3261024691,223448.603039011,108597.59198679,96306.7245226603,90521.0106269397,129858.61202387,117203.433972638,76508.7454572653,130019.193829527,109482.322903526,110768.468200934,"","",1670,5366.28332480301,157049.898594355,0.03416928869635
"559",559,246.114888063219,246.024519493411,246.119006864524,573.955996704102,516.865985565185,617.38899307251,27,1,0,8,9,985.360090329566,561.20423192624,929.916648166762,848.129684883762,1236.31580227851,1835.88063592396,504.891647833653,1832.04201792926,815.781427531418,25077.4776860202,958.317651050843,2237.83385398848,751.223954265768,519.944360735064,857.97529248707,1749.92548120022,1922.29273820533,449.668535755947,523.513109439363,513.673833103292,601.869032052656,584.501987768896,781.409227330238,596.101558889449,497.162172857672,639.114268846437,547.425294108689,10701.543154344,696.641362472014,147434.078840441,104644.376720223,570.706781311892,421.319803469052,29399.0644294389,23918.1117094557,531.222511202004,54184.17330842,22261.1944535034,501.439242729079,80813.7045526895,10571.0849542916,22640.6660199612,345.593122564799,421.649088630283,412.809148233045,365.187910147604,30909.6221912233,400.594509609382,11521.0538966517,40008.8581974219,369.684546859596,14422.3265205254,350.113142287697,30255.0860798545,8994.34049980366,27523.7422027644,"","",1658,92.4286926017417,573.443902015264,0.161181751653332
"560",560,247.023065975543,246.923661983703,247.101447703431,74.1775008487701,23.4849996423721,189.266996383667,240,17,10,13,16,25905.0617663562,399715.197078828,321525.316431575,261329.981308662,89034.9255501552,109488.405521132,289870.341835898,80795.87701288,432900.640540956,419969.423547997,250755.28444828,298292.812146541,275848.13399148,458305.654189269,314167.422652925,241878.587777484,455663.129515311,145837.3843623,140513.600397008,139837.090989552,140811.918294273,145587.657201695,144928.638283399,147206.209128527,142976.838142935,145851.048285761,144208.356618988,187347.187260325,482391.695775107,31327.2951746732,305969.42816328,207793.999064751,194504.946878305,171505.731117313,160586.587515324,194212.372097294,153198.94366937,183329.996511252,337011.375613981,376173.43805079,7917.89510382526,122770.883214287,84572.9394833956,81346.8704261135,89223.1236820677,50399.3009999796,151174.643294029,97707.236889691,88790.5679056594,90623.9477416901,120817.538136038,110407.090567167,71995.6263493076,125499.817802811,74022.4226338453,94374.7679428098,"","",1344,2597.04468479656,143775.874170444,0.0180631465451416
"561",561,247.030568764146,246.96802764772,247.110879480323,388.229988937378,333.469011611938,530.688991851807,83,11,10,11,5,6263.63269403204,12465.5190596713,80166.3499768756,75172.0509570462,219040.885015361,1322.02833055872,74196.5199989351,61717.0197227921,10273.1891923105,56495.8157687693,14026.2928102521,1598.97771083859,87268.3652463022,81782.139953758,81394.1515477002,1341.181544149,96772.4571296437,45228.8549548248,60068.5129601962,64406.156309626,66790.5623165929,64280.9464217104,67662.4644606281,66014.2159228972,43192.8164061753,70713.5355900037,64912.2177353907,92706.5260745084,14648.3409825844,411790.965306098,614054.618291114,187576.834433831,60975.128307316,14409.6200792044,109083.865194165,13059.3059243597,1364.26929048449,978.285235734365,17124.4245496174,72767.8212537244,953.925366496714,14091.0961889487,855.841694515664,930.839073925258,853.405842528001,1034.36979532164,17857.8830933004,1065.14600970855,791.758559785338,20107.9320408544,784.346277568024,864.143658738243,802.482138976105,14563.6185360057,921.675520748977,14976.9970561251,"","",4,9432.26810235557,61327.0283078045,0.15380279075344
"562",562,247.128465815057,247.127295300438,247.129298874032,250.527011260986,234.350992965698,252.416999130249,19,9,0,6,4,10451.935735003,12803.3058301998,21443.934580718,30696.5090064661,19268.3997004589,3506.93216846486,35950.7469425123,23864.4795110099,4385.53886884749,40495.2411546232,19840.3838595625,17397.9232446039,26815.84613352,56543.6584542203,22312.6169023938,12152.0651337504,48404.0381645598,12347.9923880308,13682.6886901504,13224.1692334872,14444.0688358654,13126.2589649621,13605.5754164668,12879.9566675164,13821.006662528,13838.3882390859,14406.3910295265,15102.5055180527,21605.5229317975,37083.355738203,18826.3216310088,18417.905150957,15775.8375112223,23213.6399355833,28579.9643606879,11639.8568754688,25754.416345451,14629.9980192073,11534.6980148668,4861.11332486434,1332.61006424958,2194.55971077606,2059.23090151666,1847.59316362824,2066.99824363776,14224.8499175643,1303.32939717625,1988.2145733898,11690.0205894024,2719.30495289324,11045.7963879265,1836.80626708072,2349.18731904197,1893.25986310157,15839.515401476,2123.53517306702,"","",498,657.271226010806,13537.649612762,0.0485513545417216
"564",564,247.111519046826,247.110990156282,247.13685839566,491.563000259399,418.397013015747,493.466009674072,22,0,8,5,2,1399.16344874538,2163.25522814531,1859.98088400478,2049.22929736812,976.996191043407,3258.93265006598,2927.11827432737,2459.10156363302,1118.41356454847,2655.85142493514,1502.36390526167,2169.54014628567,2162.26819205297,3083.66962430054,2100.54680990587,1362.97945994884,3130.01287500454,21822.7389851695,10408.5900645889,23791.1876645461,23137.8200023435,23096.2428639382,22205.5722881109,23488.7509375275,18628.0261963606,22093.5126453172,22321.0926196352,38842.5382960806,8472.28386244071,537586.396662406,669560.448962791,77109.0917283041,64329.1820931137,76388.1034037897,11181.906382211,8656.44100144426,36276.0438566059,30325.9535800407,141679.145242749,79026.9012861458,3074.90514083505,1207.47795969221,1654.9331334655,1157.51171347971,1144.81758279979,5498.62440980705,2999.88353205259,1609.90923525366,2169.01966650837,1649.57388614304,1687.01339029015,1343.2696518771,7676.85515030287,1487.07513240923,26845.7418307196,1985.95046903938,"","",199,4023.90069212134,21099.3534267538,0.190712037982125
"566",566,248.053308104863,247.986859662278,248.115023288873,344.963002128601,243.612010116577,448.925991363525,38,13,10,4,1,1138.3809383971,3127.64545588713,54835.9289788175,40573.0454966197,12413.571787025,12192.3871280338,44999.8881679469,78980.9959693011,1895.15668944269,506205.178079457,70156.926475279,1561.45003390395,209470.120943952,123063.934034824,44830.4066046078,46171.4917793741,140831.974567592,22514.5617096545,25521.6419876553,24251.6151455173,17030.2017827332,26550.8179383056,23775.5347870141,27593.0193745978,24988.1224864109,28838.6067452095,25352.1915481556,3815.75939194858,3293.27835922278,9559.44794174284,58917.1958451513,19354.6196290367,2464.47030818131,5563.81051423333,5520.11053903566,1957.70032569952,6489.5852416896,1972.80703259425,21985.4829009966,1833.76471940428,13326.4662955384,1720.67700297487,1945.29793203436,1743.3812152396,1326.86941061479,2325.03680174649,2076.46012936346,1614.51681070933,1759.41586739818,1852.07223410366,1433.09498471767,1978.53824621364,1668.66014767829,1991.56917578893,1803.31095134335,1560.32366626523,"","",125,3244.3143258188,24641.6313505254,0.131659884025886
"567",567,248.959990258713,248.846649601594,248.961883828981,433.420996055603,350.420998306274,448.18299407959,92,17,10,13,16,9199619.23181733,9235228.94597363,8201488.06222356,7633336.66344548,4905535.16422851,8470805.67303926,7860206.34283972,7992027.83764303,8940413.12739035,4789943.92471569,6297069.17656956,9323467.35402825,8633844.4457268,8210524.65484769,8439255.23032154,8914863.24146884,7838570.98080941,8162000.39958397,8187916.62700604,8353600.15727839,8390308.6940123,8235256.05248337,8542817.32406667,8410872.64271066,8440254.01271162,8405824.32582968,6425387.13129241,8236193.83012154,9345021.1740169,3309328.71836236,3473650.9607646,7682505.42902616,8991442.77663624,8232779.97371572,4127776.80368302,5714122.11725073,9044879.38460521,5625644.32975824,5064454.0374569,9146155.42644229,8099123.47505629,5690248.74543761,5134331.78803094,7998844.07157361,7968817.21269098,7961071.63102085,9400089.74671608,8429457.56047109,5250488.75062076,8610330.28309716,5558502.75026517,7856538.54576331,5412846.71127898,8167750.60969779,8004445.93425944,8699792.46388894,"[13][M]-","",73,619507.009039155,8155423.73669751,0.0759625776710433
"571",571,249.089450491147,249.019728762625,249.124536344839,562.724999771118,523.144013824463,574.583991088867,32,12,0,11,0,7788.65580010414,12363.8119915425,10219.6733468771,20334.5418515727,5568.80167725682,4791.24786480599,30436.9727609047,13390.4556299533,8714.3759727627,108120.820717022,19696.3331653392,10303.7106773257,22970.3127597272,29211.7761447871,13486.0283536837,10150.4210260179,37540.2549594641,5022.86978773773,5564.37409694493,5426.0892149806,5839.4860063278,5927.05321882814,6048.92278207093,6009.86063949267,5812.66359718641,6568.70942951904,6273.24038127065,20176.1983915907,2474.96943061948,146082.68773769,28182.1671456471,14072.5912074034,11563.9312062599,16590.4453319318,28233.5914644838,3457.70358235761,11271.4072160586,17200.7192873244,21692.8338716469,8129.5871581533,3370.02244206816,4096.79451864138,1937.27828889092,3153.13795262906,3638.04594331317,4511.89890343116,6411.53386097401,7054.80731110109,5185.96963457465,1963.89601403475,3721.36079772976,5760.08052126567,3369.25198797882,3778.73620883822,4011.9998219423,1918.94234589736,"","[M-H]- 250.097",194,436.356821246333,5849.32691543589,0.0745994928228107
"573",573,249.962517412441,249.927647643093,249.964183245514,433.675495262146,348.136988830566,452.772996368408,102,17,10,13,16,303096.302809208,299288.316757364,158434.237206095,196864.774572903,196561.949062049,183078.260614661,223983.54980867,265728.531002628,175538.947278844,164849.251295789,220787.319200659,323127.063807141,239845.516932016,279567.773436662,165174.064074385,298159.088804549,267452.017057691,266566.098565732,268170.068093106,270008.213493907,283554.524446965,276788.857149815,299355.528211975,291373.51751193,284600.334151194,283512.022608798,292227.226579515,268945.877079978,308987.105282518,102358.370847387,115583.692126961,156130.446061604,295840.0844995,274661.345129356,142251.563307925,170812.008193897,309487.545051046,183565.685253135,184174.688592731,314792.247067342,266372.341570621,289959.254701946,151404.332968004,179394.166947588,158515.30964755,267934.288001073,314706.104876241,282375.385909262,189740.04083558,290867.1781167,299714.815442781,267404.605317526,284458.7112469,282288.421799399,274814.682261339,204391.0953136,"[13][M+1]-","",73,11075.9589511194,281615.639081294,0.0393300563393857
"575",575,249.979850951107,249.978961597455,249.981203899931,253.053999099731,246.257997741699,255.313000106812,14,1,9,1,3,1458.29168928916,1590.85797195122,5210.46309381036,9389.49720967188,11754.5653814421,4380.84133142432,10911.6715629863,5413.49856841048,4971.76784540054,2933.7690198645,13079.0643201181,6364.45702193677,5493.26030413119,13941.7298206774,7973.9442773106,8999.32293745761,4211.79645228289,8370.76206014619,11696.0513537697,15320.3372569841,12239.9797890522,13627.3890552743,10966.5125568829,11415.4718690357,12271.3155056508,7211.10513257235,12113.25427562,1307.51897267589,1511.27483168741,2381.4676523845,2640.55534420521,4760.05845656991,1342.45357379754,1615.63735200451,1985.72392876672,2047.91463862732,2183.49560228469,1671.19455049488,17874.4414078183,1732.44988412317,8655.59738909396,8522.15945040186,22451.4850237426,28573.2241633789,19179.0644696681,6236.41529632532,2521.3517236155,5525.83327707157,8875.45105913188,3235.24487009671,4366.17033742989,9288.63324988385,6596.90171863232,7229.79539290357,4393.28014686238,2392.95717945466,"","",23,2336.92314355225,11523.2178854988,0.202801263221197
"578",578,250.950239549068,250.920406690275,250.981538821842,202.879499816895,190.485998497009,215.177005996704,66,16,10,0,16,22520.1312184857,126075.087965893,35753.8006344996,23880.5439787055,25744.8285227209,66244.046754424,52059.8643762083,88909.4596252737,66930.1587426766,28015.2410929784,30116.8433315423,48157.4977236631,34958.0156685116,61859.4123847816,110872.299511917,39793.8918310216,258965.998090301,80371.5842256323,86079.9535404758,86100.6461756157,88010.965043254,82163.1304863209,86404.5630425591,78506.1297275009,81018.5917226339,81815.5297199359,70976.8758667368,3027.59647199795,7693.9864585564,5783.4550563693,4261.60967068188,6388.28829295933,4633.17998062594,15291.5171669039,4203.49483676981,16150.9551730638,13490.9867427875,5839.30431418167,5811.41247897064,5186.11137149292,85724.5574696386,42812.7469488029,82550.0894589178,46599.8923943536,44105.9296968386,57407.2198253476,36316.8600192468,94347.7517252043,38746.1916995078,79510.1553550907,31366.4998215437,75844.5461425954,53488.5901088864,44161.80732745,55254.9577923176,65934.5885037708,"","[M-H-NH3-NH3-C3H4]- 326.045",69,5013.04377304775,82144.7969550665,0.0610269178191517
