"node1_mic","node2_mic","pMIC","pLSA","pSparCC","pMENA_PCC","pMENA_SCC","MIC","LSA","SparCC"
"OTU196900537","OTU196900183",NA,NA,0,NA,NA,NA,NA,-0.797133917161
"OTU196900538","OTU196900183",0.262,NA,0,NA,NA,0.256981189242354,NA,-0.520886946702
"OTU196900539","OTU196900183",0.045,NA,0,NA,NA,0.508725674387315,NA,-0.767065758191
"OTU196900543","OTU196900183",0.059,NA,0,NA,NA,0.508725674387315,NA,-0.70277857053
"OTU196900546","OTU196900183",0.334,NA,0,NA,NA,0.236122347961794,NA,-0.67156431573
"OTU196900547","OTU196900183",NA,NA,0,NA,NA,NA,NA,-0.660525316487
"OTU196900551","OTU196900183",0.677,NA,0.6,NA,NA,0.159262221081593,NA,-0.237577850687
"OTU196900558","OTU196900183",NA,NA,0,NA,NA,NA,NA,-0.673629876351
"OTU196900559","OTU196900183",0.011,NA,0.2,NA,NA,0.689391746743088,NA,0.461246379524
"OTU196900561","OTU196900183",0.929,NA,1,NA,NA,0.0760098536627822,NA,0.00691068551698
"OTU196900563","OTU196900183",0.059,NA,0,NA,NA,0.402827187811384,NA,-0.647859089439
"OTU196900565","OTU196900183",0.066,NA,0,NA,NA,0.402827187811384,NA,-0.57359251919
"OTU196900569","OTU196900183",0.179,NA,0,NA,NA,0.370506500549505,NA,-0.523801262317
"OTU196900571","OTU196900183",0.675,NA,0.6,NA,NA,0.160112494299011,NA,0.128223040716
"OTU196900573","OTU196900183",0.281,NA,0,NA,NA,0.256981189242354,NA,-0.568854241018
"OTU196900578","OTU196900183",NA,NA,0,NA,NA,NA,NA,-0.668114033649
"OTU196900580","OTU196900183",NA,NA,0,NA,NA,NA,NA,-0.784521078186
"OTU196900582","OTU196900183",0.734,NA,0.6,NA,NA,0.160112494299011,NA,0.0439109869951
"OTU196900588","OTU196900183",0.265,NA,0,NA,NA,0.257831462459772,NA,0.701079304771
"OTU196900589","OTU196900183",0.006,NA,0,NA,NA,0.689391746743088,NA,0.820013225746
"OTU196900590","OTU196900183",0.052,NA,0,NA,NA,0.508725674387315,NA,0.449158379385
"OTU196900591","OTU196900183",0.514,NA,1,NA,NA,0.256981189242354,NA,-0.0742359408924
"OTU196900592","OTU196900183",0.25,NA,0,NA,NA,0.257831462459772,NA,0.527306887073
"OTU196900594","OTU196900183",0.01,NA,0,NA,NA,0.689391746743088,NA,0.710773486287
"OTU196900596","OTU196900183",0.798,NA,1,NA,NA,0.160112494299011,NA,-0.0621605381684
"OTU196900597","OTU196900183",0.072,NA,0,NA,NA,0.508725674387315,NA,0.622407145265
"OTU196900598","OTU196900183",0.01,NA,0.6,NA,NA,0.689391746743088,NA,0.382091438583
"OTU196900599","OTU196900183",0.474,NA,0,NA,NA,0.174454647914913,NA,-0.277171608637
"OTU196900600","OTU196900183",0.495,NA,0.2,NA,NA,0.198117421130403,NA,0.286589261655
"OTU196900601","OTU196900183",0.255,NA,0.6,NA,NA,0.2074985173809,NA,0.0864008489022
"OTU196900603","OTU196900183",0.413,NA,1,NA,NA,0.256981189242354,NA,0.1056854795
"OTU196900604","OTU196900183",0.075,NA,0,NA,NA,0.396038844928044,NA,0.582003456502
"OTU196900605","OTU196900183",1,NA,1,NA,NA,0.0753959373497118,NA,-0.0248872998851
"OTU196900606","OTU196900183",0.846,NA,0.8,NA,NA,0.160112494299011,NA,0.0212059312578
"OTU196900608","OTU196900183",0.043,NA,0,NA,NA,0.508725674387315,NA,0.596500138803
"OTU196900611","OTU196900183",0.288,NA,0.8,NA,NA,0.256981189242354,NA,-0.10861393554
"OTU196900612","OTU196900183",0.707,NA,0.4,NA,NA,0.160112494299011,NA,0.258541599956
"OTU196900613","OTU196900183",0.209,NA,0,NA,NA,0.291691997138059,NA,0.406980902029
"OTU196900614","OTU196900183",1,NA,0.6,NA,NA,0.0753959373497118,NA,0.096014888254
"OTU196900616","OTU196900183",0.036,NA,0.2,NA,NA,0.469565211114707,NA,0.401234745939
"OTU196900618","OTU196900183",0.877,NA,0.8,NA,NA,0.151835501362341,NA,-0.0218140710763
"OTU196900619","OTU196900183",1,NA,0.4,NA,NA,0.0753959373497118,NA,0.160190181499
"OTU196900620","OTU196900183",0.809,NA,0.2,NA,NA,0.151835501362341,NA,-0.45926992304
"OTU196900623","OTU196900183",0.226,NA,0.4,NA,NA,0.256981189242354,NA,0.209300849556
"OTU196900624","OTU196900183",0.284,NA,0.6,NA,NA,0.256981189242354,NA,0.128669182007
"OTU196900628","OTU196900183",0.813,NA,0.8,NA,NA,0.120101757808984,NA,-0.184771083809
"OTU196900630","OTU196900183",0.931,NA,0.6,NA,NA,0.0760098536627822,NA,0.0726122320863
"OTU196900631","OTU196900183",0.847,NA,0.2,NA,NA,0.151835501362341,NA,0.300972301152
"OTU196900635","OTU196900183",0.811,NA,0.2,NA,NA,0.120101757808984,NA,-0.331890924192
"OTU196900648","OTU196900183",0.129,NA,0,NA,NA,0.321023828688051,NA,-0.379554119903
"OTU196900655","OTU196900183",0.054,NA,0,NA,NA,0.402827187811384,NA,-0.59515890559
"OTU196900656","OTU196900183",NA,NA,0,NA,NA,NA,NA,-0.689160033968
"OTU196900658","OTU196900183",0.055,NA,0,NA,NA,0.402827187811384,NA,-0.657292885628
"OTU196900661","OTU196900183",NA,NA,0,NA,NA,NA,NA,-0.787900987438
"OTU196900662","OTU196900183",0.078,NA,0,NA,NA,0.402827187811384,NA,-0.739526735222
"OTU196900663","OTU196900183",NA,NA,0,NA,NA,NA,NA,-0.637257272682
"OTU196900667","OTU196900183",NA,NA,0,NA,NA,NA,NA,-0.682931856346
"OTU196900672","OTU196900183",0.059,NA,0,NA,NA,0.402827187811384,NA,-0.662346942378
"OTU196900185","OTU196900184",1,NA,1,NA,NA,0.0753959373497118,NA,-0.0264381428742
"OTU196900186","OTU196900184",0.297,NA,0.2,NA,NA,0.257831462459772,NA,-0.239792147764
"OTU196900187","OTU196900184",0.256,NA,0,NA,NA,0.291691997138059,NA,0.407270633
"OTU196900188","OTU196900184",0.163,NA,0,NA,NA,0.296329966157392,NA,-0.320954162349
"OTU196900189","OTU196900184",0.072,NA,0.6,NA,NA,0.408327221417673,NA,0.174631435193
"OTU196900190","OTU196900184",0.936,NA,0.4,NA,NA,0.0853909499132791,NA,0.151649691222
"OTU196900191","OTU196900184",0.877,NA,0.8,NA,NA,0.12394088673829,NA,0.090936037557
"OTU196900192","OTU196900184",0.783,NA,0.2,NA,NA,0.160112494299011,NA,-0.467894186609
"OTU196900193","OTU196900184",0.507,NA,0.2,NA,NA,0.174454647914913,NA,0.245831821559
"OTU196900194","OTU196900184",0.604,NA,0.4,NA,NA,0.161256239370691,NA,-0.387876035217
"OTU196900195","OTU196900184",0.776,NA,0.6,NA,NA,0.160112494299011,NA,-0.126750954339
"OTU196900196","OTU196900184",0.817,NA,0.2,NA,NA,0.160112494299011,NA,-0.275709755446
"OTU196900197","OTU196900184",0.215,NA,0.8,NA,NA,0.370506500549505,NA,-0.142329279552
"OTU196900198","OTU196900184",0.052,NA,0.8,NA,NA,0.508725674387315,NA,-0.0659901578883
"OTU196900199","OTU196900184",1,NA,0.4,NA,NA,0.0753959373497118,NA,0.258887068576
"OTU196900201","OTU196900184",0.88,NA,0.2,NA,NA,0.160112494299011,NA,0.209217138876
"OTU196900202","OTU196900184",0.471,NA,1,NA,NA,0.256981189242354,NA,-0.0739445433809
"OTU196900203","OTU196900184",1,NA,0.6,NA,NA,0.0753959373497118,NA,-0.117647623939
"OTU196900204","OTU196900184",0.885,NA,0.2,NA,NA,0.160112494299011,NA,-0.267342337419
"OTU196900205","OTU196900184",0.955,NA,1,NA,NA,0.100398452969642,NA,0.0135735152146
"OTU196900208","OTU196900184",1,NA,1,NA,NA,0.0753959373497118,NA,-0.0217507883794
"OTU196900209","OTU196900184",0.808,NA,0.4,NA,NA,0.160112494299011,NA,-0.211484648869
"OTU196900210","OTU196900184",0.424,NA,0.8,NA,NA,0.256981189242354,NA,0.045345704688
"OTU196900211","OTU196900184",0.786,NA,0,NA,NA,0.160112494299011,NA,-0.376055228436
"OTU196900213","OTU196900184",0.232,NA,0.4,NA,NA,0.370506500549505,NA,-0.229469432129
"OTU196900214","OTU196900184",0.47,NA,1,NA,NA,0.256981189242354,NA,0.0508267356649
"OTU196900215","OTU196900184",0.872,NA,0.6,NA,NA,0.160112494299011,NA,0.0872563614956
"OTU196900217","OTU196900184",0.307,NA,0.2,NA,NA,0.257831462459772,NA,0.450612900912
"OTU196900218","OTU196900184",0.81,NA,0.4,NA,NA,0.160112494299011,NA,0.298527039625
"OTU196900219","OTU196900184",0.862,NA,0.2,NA,NA,0.160112494299011,NA,0.175339768836
"OTU196900221","OTU196900184",0.284,NA,0.6,NA,NA,0.257831462459772,NA,0.0692080105528
"OTU196900222","OTU196900184",0.883,NA,1,NA,NA,0.12394088673829,NA,0.0576754624074
"OTU196900223","OTU196900184",0.59,NA,0.8,NA,NA,0.256981189242354,NA,-0.212664545897
"OTU196900224","OTU196900184",0.073,NA,0.6,NA,NA,0.508725674387315,NA,0.144773679774
"OTU196900225","OTU196900184",0.192,NA,0,NA,NA,0.370506500549505,NA,-0.490239058412
"OTU196900226","OTU196900184",0.786,NA,0.6,NA,NA,0.160112494299011,NA,0.199447434722
"OTU196900227","OTU196900184",0.158,NA,0,NA,NA,0.370506500549505,NA,0.357066146376
"OTU196900228","OTU196900184",0.204,NA,0.8,NA,NA,0.370506500549505,NA,-0.132036985347
"OTU196900229","OTU196900184",0.974,NA,0.4,NA,NA,0.0793039725984684,NA,-0.218145670244
"OTU196900230","OTU196900184",0.879,NA,0.6,NA,NA,0.160112494299011,NA,0.13826692743
"OTU196900231","OTU196900184",1,NA,0.6,NA,NA,0.0753959373497118,NA,-0.122388860708
"OTU196900232","OTU196900184",1,NA,0.6,NA,NA,0.0753959373497118,NA,-0.201428778568
"OTU196900234","OTU196900184",1,NA,0.4,NA,NA,0.0753959373497118,NA,-0.218074741556
"OTU196900235","OTU196900184",0.151,NA,0.8,NA,NA,0.370506500549505,NA,-0.0238656542271
"OTU196900236","OTU196900184",1,NA,0.6,NA,NA,0.0753959373497118,NA,-0.0470012916434
"OTU196900237","OTU196900184",0.829,NA,1,NA,NA,0.160112494299011,NA,0.0572322682503
"OTU196900239","OTU196900184",0.477,NA,1,NA,NA,0.256981189242354,NA,0.0552006880227
"OTU196900241","OTU196900184",0.88,NA,0.6,NA,NA,0.160112494299011,NA,-0.183314572628
"OTU196900242","OTU196900184",0.879,NA,0.6,NA,NA,0.160112494299011,NA,0.146743457697
"OTU196900246","OTU196900184",0.872,NA,0.4,NA,NA,0.160112494299011,NA,0.303051230343
"OTU196900248","OTU196900184",1,NA,1,NA,NA,0.0753959373497118,NA,-0.00585116595193
"OTU196900249","OTU196900184",1,NA,1,NA,NA,0.0753959373497118,NA,0.0219585626061
"OTU196900250","OTU196900184",0.88,NA,1,NA,NA,0.160112494299011,NA,0.00151801497802
"OTU196900252","OTU196900184",0.233,NA,0.8,NA,NA,0.370506500549505,NA,-0.0657306721944
"OTU196900253","OTU196900184",0.77,NA,0,NA,NA,0.160112494299011,NA,-0.363410644105
"OTU196900255","OTU196900184",0.588,NA,0.2,NA,NA,0.256981189242354,NA,0.451677962881
"OTU196900256","OTU196900184",0.863,NA,0.4,NA,NA,0.120101757808984,NA,0.29133559673
"OTU196900260","OTU196900184",0.225,NA,0.6,NA,NA,0.370506500549505,NA,-0.20171340845
"OTU196900262","OTU196900184",0.225,NA,0,NA,NA,0.370506500549505,NA,-0.218428289958
"OTU196900263","OTU196900184",0.893,NA,0.4,NA,NA,0.151835501362341,NA,-0.190219845543
"OTU196900264","OTU196900184",0.43,NA,1,NA,NA,0.256981189242354,NA,-0.00797600895263
"OTU196900265","OTU196900184",0.175,NA,0.4,NA,NA,0.370506500549505,NA,0.326501531345
"OTU196900266","OTU196900184",0.333,NA,0.8,NA,NA,0.256981189242354,NA,-0.050781001422
"OTU196900268","OTU196900184",1,NA,0,NA,NA,0.0753959373497118,NA,-0.389162733036
"OTU196900269","OTU196900184",0.867,NA,0.2,NA,NA,0.160112494299011,NA,0.348481865642
"OTU196900271","OTU196900184",0.808,NA,1,NA,NA,0.160112494299011,NA,0.0150513001578
"OTU196900274","OTU196900184",0.87,NA,0.6,NA,NA,0.160112494299011,NA,0.105802468252
"OTU196900276","OTU196900184",0.699,NA,0.4,NA,NA,0.160112494299011,NA,0.287174648125
"OTU196900277","OTU196900184",0.877,NA,0.6,NA,NA,0.160112494299011,NA,-0.0746032268187
"OTU196900279","OTU196900184",0.15,NA,0.6,NA,NA,0.370506500549505,NA,0.157985653927
"OTU196900280","OTU196900184",1,NA,0.4,NA,NA,0.0753959373497118,NA,0.253370406751
"OTU196900283","OTU196900184",0.549,NA,0.6,NA,NA,0.256981189242354,NA,-0.218694644874
"OTU196900284","OTU196900184",0.189,NA,0.8,NA,NA,0.370506500549505,NA,0.0487752296459
"OTU196900286","OTU196900184",0.063,NA,0.4,NA,NA,0.508725674387315,NA,0.18084965892
"OTU196900287","OTU196900184",0.057,NA,0,NA,NA,0.508725674387315,NA,0.42795361309
"OTU196900288","OTU196900184",0.452,NA,0.8,NA,NA,0.256981189242354,NA,0.0579065717701
"OTU196900289","OTU196900184",0.235,NA,1,NA,NA,0.370506500549505,NA,-0.0139718902819
"OTU196900291","OTU196900184",0.573,NA,0.2,NA,NA,0.256981189242354,NA,0.49884421036
"OTU196900292","OTU196900184",0.208,NA,0.2,NA,NA,0.370506500549505,NA,0.245080636005
"OTU196900293","OTU196900184",0.591,NA,0.2,NA,NA,0.256981189242354,NA,-0.254868625387
"OTU196900295","OTU196900184",0.477,NA,1,NA,NA,0.256981189242354,NA,-0.0258795565273
"OTU196900296","OTU196900184",0.231,NA,1,NA,NA,0.370506500549505,NA,-0.00615141674155
"OTU196900297","OTU196900184",0.281,NA,0.8,NA,NA,0.257831462459772,NA,0.047079306343
"OTU196900302","OTU196900184",1,NA,0.2,NA,NA,0.0753959373497118,NA,-0.228010626756
"OTU196900303","OTU196900184",0.154,NA,0.6,NA,NA,0.370506500549505,NA,-0.180132228067
"OTU196900305","OTU196900184",0.914,NA,0.6,NA,NA,0.151835501362341,NA,-0.126340044227
"OTU196900307","OTU196900184",0.207,NA,0.2,NA,NA,0.370506500549505,NA,-0.256540198256
"OTU196900308","OTU196900184",0.883,NA,0.2,NA,NA,0.160112494299011,NA,-0.135480813993
"OTU196900310","OTU196900184",0.79,NA,0.2,NA,NA,0.160112494299011,NA,-0.272959544765
"OTU196900312","OTU196900184",0.677,NA,0.2,NA,NA,0.160112494299011,NA,0.265821240727
"OTU196900314","OTU196900184",0.789,NA,1,NA,NA,0.160112494299011,NA,0.250805275033
"OTU196900315","OTU196900184",0.12,NA,0,NA,NA,0.321023828688051,NA,-0.387878734839
"OTU196900316","OTU196900184",0.552,NA,0,NA,NA,0.169584429670438,NA,0.445575091324
"OTU196900317","OTU196900184",0.287,NA,0.8,NA,NA,0.256981189242354,NA,0.107785297537
"OTU196900318","OTU196900184",0.885,NA,0.6,NA,NA,0.160112494299011,NA,0.133609326113
"OTU196900319","OTU196900184",0.559,NA,0.4,NA,NA,0.169584429670438,NA,0.292507647146
"OTU196900320","OTU196900184",0.789,NA,0.6,NA,NA,0.160112494299011,NA,-0.223547329602
"OTU196900323","OTU196900184",0.495,NA,0.6,NA,NA,0.256981189242354,NA,0.184153696502
"OTU196900327","OTU196900184",0.842,NA,0.2,NA,NA,0.128085278891394,NA,-0.404254283533
"OTU196900329","OTU196900184",0.188,NA,0.6,NA,NA,0.370506500549505,NA,-0.067301843019
"OTU196900330","OTU196900184",0.87,NA,0.8,NA,NA,0.160112494299011,NA,0.0650131755149
"OTU196900331","OTU196900184",0.254,NA,0.2,NA,NA,0.370506500549505,NA,-0.227575392771
"OTU196900332","OTU196900184",0.755,NA,0.2,NA,NA,0.159262221081593,NA,0.234854943235
"OTU196900335","OTU196900184",0.823,NA,0.6,NA,NA,0.160112494299011,NA,-0.159845105424
"OTU196900336","OTU196900184",0.814,NA,0.4,NA,NA,0.160112494299011,NA,-0.218524791714
"OTU196900337","OTU196900184",0.885,NA,0,NA,NA,0.160112494299011,NA,0.301289354326
"OTU196900338","OTU196900184",0.875,NA,0.2,NA,NA,0.160112494299011,NA,0.243424618228
"OTU196900339","OTU196900184",0.91,NA,0.8,NA,NA,0.151835501362341,NA,-0.0540526474477
"OTU196900340","OTU196900184",0.076,NA,1,NA,NA,0.508725674387315,NA,0.0564270219279
"OTU196900341","OTU196900184",0.927,NA,0.8,NA,NA,0.151835501362341,NA,-0.147773198812
"OTU196900344","OTU196900184",0.474,NA,0,NA,NA,0.256981189242354,NA,0.369922804318
"OTU196900347","OTU196900184",0.869,NA,1,NA,NA,0.160112494299011,NA,0.00835448003065
"OTU196900348","OTU196900184",1,NA,0.6,NA,NA,0.0753959373497118,NA,-0.207511265567
"OTU196900349","OTU196900184",0.81,NA,0.4,NA,NA,0.160112494299011,NA,-0.251277073451
"OTU196900350","OTU196900184",1,NA,0.6,NA,NA,0.0753959373497118,NA,-0.220041764072
"OTU196900351","OTU196900184",0.484,NA,0.4,NA,NA,0.256981189242354,NA,0.227523421651
"OTU196900352","OTU196900184",0.808,NA,0.4,NA,NA,0.160112494299011,NA,0.237013107319
"OTU196900353","OTU196900184",0.269,NA,0.8,NA,NA,0.291691997138059,NA,0.0600308288751
"OTU196900354","OTU196900184",0.785,NA,0.2,NA,NA,0.160112494299011,NA,-0.134176977268
"OTU196900355","OTU196900184",0.241,NA,0.6,NA,NA,0.370506500549505,NA,0.167925270373
"OTU196900356","OTU196900184",1,NA,0.4,NA,NA,0.0753959373497118,NA,-0.0950117185145
"OTU196900357","OTU196900184",0.784,NA,0.8,NA,NA,0.160112494299011,NA,-0.128079016304
"OTU196900358","OTU196900184",0.509,NA,0.8,NA,NA,0.256981189242354,NA,-0.0515878952732
"OTU196900359","OTU196900184",0.289,NA,0,NA,NA,0.257831462459772,NA,-0.486626772488
"OTU196900361","OTU196900184",0.213,NA,0.8,NA,NA,0.370506500549505,NA,0.128634553335
"OTU196900363","OTU196900184",0.515,NA,0.6,NA,NA,0.256981189242354,NA,-0.125660979958
"OTU196900365","OTU196900184",0.432,NA,0.2,NA,NA,0.204204398445214,NA,0.258380648228
"OTU196900366","OTU196900184",0.876,NA,0.2,NA,NA,0.160112494299011,NA,0.287978381719
"OTU196900367","OTU196900184",0.459,NA,1,NA,NA,0.226000244384916,NA,0.0149132262473
"OTU196900370","OTU196900184",0.778,NA,0.4,NA,NA,0.160112494299011,NA,-0.17890452531
"OTU196900374","OTU196900184",0.312,NA,0,NA,NA,0.2074985173809,NA,-0.400671280225
"OTU196900377","OTU196900184",0.87,NA,0.2,NA,NA,0.160112494299011,NA,0.421634088287
"OTU196900383","OTU196900184",0.799,NA,1,NA,NA,0.160112494299011,NA,-0.0060762052546
"OTU196900384","OTU196900184",0.872,NA,0.4,NA,NA,0.120101757808984,NA,0.217586504556
"OTU196900386","OTU196900184",0.229,NA,0,NA,NA,0.303165634488916,NA,0.421356575571
"OTU196900387","OTU196900184",0.221,NA,0.2,NA,NA,0.303165634488916,NA,0.402919611481
"OTU196900388","OTU196900184",0.689,NA,1,NA,NA,0.160112494299011,NA,0.0403128817625
"OTU196900391","OTU196900184",0.784,NA,0.6,NA,NA,0.160112494299011,NA,-0.376654191191
"OTU196900392","OTU196900184",0.776,NA,0.2,NA,NA,0.160112494299011,NA,-0.201195704748
"OTU196900393","OTU196900184",0.157,NA,0.6,NA,NA,0.305958492868041,NA,0.123967868747
"OTU196900398","OTU196900184",0.861,NA,0.2,NA,NA,0.160112494299011,NA,-0.253415974319
"OTU196900400","OTU196900184",0.222,NA,1,NA,NA,0.370506500549505,NA,-0.102486744322
"OTU196900401","OTU196900184",0.547,NA,0.2,NA,NA,0.256981189242354,NA,-0.33626727786
"OTU196900402","OTU196900184",0.943,NA,0.8,NA,NA,0.0853909499132791,NA,-0.14209948476
"OTU196900404","OTU196900184",0.797,NA,0.6,NA,NA,0.160112494299011,NA,-0.150009446387
"OTU196900406","OTU196900184",0.489,NA,0.6,NA,NA,0.256981189242354,NA,-0.114500162431
"OTU196900408","OTU196900184",0.405,NA,0.8,NA,NA,0.236122347961794,NA,-0.278952988246
"OTU196900409","OTU196900184",0.541,NA,0.4,NA,NA,0.169584429670438,NA,0.336002521363
"OTU196900414","OTU196900184",0.579,NA,0.2,NA,NA,0.198117421130403,NA,0.234832643149
"OTU196900418","OTU196900184",0.845,NA,0.4,NA,NA,0.151835501362341,NA,-0.195172797719
"OTU196900424","OTU196900184",0.438,NA,0.8,NA,NA,0.204204398445214,NA,-0.202856004621
"OTU196900425","OTU196900184",0.293,NA,0.2,NA,NA,0.291691997138059,NA,-0.232108589732
"OTU196900429","OTU196900184",0.072,NA,0.4,NA,NA,0.508725674387315,NA,0.400994792442
"OTU196900431","OTU196900184",0.362,NA,1,NA,NA,0.256981189242354,NA,0.0890706513367
"OTU196900444","OTU196900184",1,NA,1,NA,NA,0.0753959373497118,NA,0.0413963364892
"OTU196900445","OTU196900184",0.829,NA,1,NA,NA,0.128085278891394,NA,0.0471451850004
"OTU196900446","OTU196900184",0.682,NA,1,NA,NA,0.160112494299011,NA,0.0338521224471
"OTU196900449","OTU196900184",0.787,NA,0.8,NA,NA,0.160112494299011,NA,0.0647749645864
"OTU196900450","OTU196900184",0.8,NA,0.4,NA,NA,0.160112494299011,NA,-0.16265475107
"OTU196900454","OTU196900184",0.552,NA,1,NA,NA,0.169584429670438,NA,-0.0506788041746
"OTU196900458","OTU196900184",1,NA,1,NA,NA,0.0753959373497118,NA,-0.0332253521201
"OTU196900464","OTU196900184",0.107,NA,0.8,NA,NA,0.370506500549505,NA,0.187116315168
"OTU196900465","OTU196900184",0.757,NA,0.8,NA,NA,0.160112494299011,NA,0.0147379235873
"OTU196900469","OTU196900184",0.846,NA,0.6,NA,NA,0.151835501362341,NA,0.217096802242
"OTU196900475","OTU196900184",0.886,NA,0.4,NA,NA,0.160112494299011,NA,0.319576987827
"OTU196900476","OTU196900184",0.075,NA,0.2,NA,NA,0.394895099856365,NA,0.359591570935
"OTU196900481","OTU196900184",0.225,NA,0.6,NA,NA,0.370506500549505,NA,0.0813587418828
"OTU196900488","OTU196900184",0.214,NA,0.2,NA,NA,0.303165634488916,NA,-0.350397907721
"OTU196900492","OTU196900184",0.848,NA,0.8,NA,NA,0.151835501362341,NA,-0.225108044043
"OTU196900496","OTU196900184",0.307,NA,1,NA,NA,0.257831462459772,NA,0.0576562018934
"OTU196900499","OTU196900184",1,NA,1,NA,NA,0.0753959373497118,NA,-0.0415598857284
"OTU196900500","OTU196900184",0.13,NA,0,NA,NA,0.370506500549505,NA,-0.56035682709
"OTU196900507","OTU196900184",0.782,NA,0.8,NA,NA,0.160112494299011,NA,0.092091036217
"OTU196900513","OTU196900184",0.85,NA,0,NA,NA,0.128085278891394,NA,-0.262391437344
"OTU196900515","OTU196900184",0.401,NA,0,NA,NA,0.226000244384916,NA,-0.397764585732
"OTU196900517","OTU196900184",0.742,NA,0.2,NA,NA,0.159262221081593,NA,0.235370261759
"OTU196900518","OTU196900184",0.851,NA,0.2,NA,NA,0.120101757808984,NA,0.269894853595
"OTU196900520","OTU196900184",0.683,NA,0.8,NA,NA,0.160112494299011,NA,-0.131967939861
"OTU196900521","OTU196900184",1,NA,0.8,NA,NA,0.0753959373497118,NA,-0.0339289881189
"OTU196900522","OTU196900184",0.754,NA,0,NA,NA,0.159262221081593,NA,0.268225043189
"OTU196900524","OTU196900184",0.481,NA,0.4,NA,NA,0.256981189242354,NA,0.244019251057
"OTU196900527","OTU196900184",0.408,NA,0.6,NA,NA,0.204204398445214,NA,0.2084104973
"OTU196900528","OTU196900184",0.546,NA,0.4,NA,NA,0.169584429670438,NA,0.330744750537
"OTU196900529","OTU196900184",0.266,NA,0.8,NA,NA,0.257831462459772,NA,0.0759237170678
"OTU196900531","OTU196900184",0.401,NA,0.6,NA,NA,0.204204398445214,NA,0.329775903099
"OTU196900532","OTU196900184",0.533,NA,0,NA,NA,0.169584429670438,NA,0.340664349244
"OTU196900533","OTU196900184",0.861,NA,0.2,NA,NA,0.120101757808984,NA,0.297220433124
"OTU196900534","OTU196900184",0.086,NA,0,NA,NA,0.394895099856365,NA,-0.431331499376
"OTU196900537","OTU196900184",0.597,NA,0,NA,NA,0.169584429670438,NA,0.325194490801
"OTU196900538","OTU196900184",0.544,NA,1,NA,NA,0.169584429670438,NA,0.0298266364727
"OTU196900539","OTU196900184",0.768,NA,0.4,NA,NA,0.160112494299011,NA,0.274640768373
"OTU196900543","OTU196900184",0.128,NA,0.2,NA,NA,0.370506500549505,NA,0.363995385674
"OTU196900546","OTU196900184",0.277,NA,0.4,NA,NA,0.291691997138059,NA,-0.261090377637
"OTU196900547","OTU196900184",0.415,NA,0.4,NA,NA,0.204204398445214,NA,0.269157182588
"OTU196900551","OTU196900184",0.484,NA,1,NA,NA,0.226000244384916,NA,0.000236766598814
"OTU196900558","OTU196900184",0.404,NA,0.2,NA,NA,0.204204398445214,NA,0.295687923545
"OTU196900559","OTU196900184",0.504,NA,0,NA,NA,0.256981189242354,NA,-0.481287965497
"OTU196900561","OTU196900184",0.583,NA,0.8,NA,NA,0.169584429670438,NA,-0.1050383762
"OTU196900563","OTU196900184",0.425,NA,0.4,NA,NA,0.204204398445214,NA,0.285267027865
"OTU196900565","OTU196900184",0.394,NA,0.8,NA,NA,0.204204398445214,NA,0.232591055355
"OTU196900569","OTU196900184",0.292,NA,0.4,NA,NA,0.257831462459772,NA,0.261267167427
"OTU196900571","OTU196900184",0.22,NA,0,NA,NA,0.291691997138059,NA,-0.459506438659
"OTU196900573","OTU196900184",0.555,NA,1,NA,NA,0.169584429670438,NA,0.01667050193
"OTU196900578","OTU196900184",0.689,NA,0.6,NA,NA,0.160112494299011,NA,0.29379446197
"OTU196900580","OTU196900184",0.567,NA,0.6,NA,NA,0.169584429670438,NA,0.25571478149
"OTU196900582","OTU196900184",0.893,NA,0.6,NA,NA,0.151835501362341,NA,-0.134012185104
"OTU196900588","OTU196900184",0.774,NA,1,NA,NA,0.160112494299011,NA,-0.0115679203655
"OTU196900589","OTU196900184",0.806,NA,0.2,NA,NA,0.160112494299011,NA,-0.266248921603
"OTU196900590","OTU196900184",1,NA,0.6,NA,NA,0.0753959373497118,NA,0.0931404696583
"OTU196900591","OTU196900184",0.463,NA,0.6,NA,NA,0.256981189242354,NA,0.191386998771
"OTU196900592","OTU196900184",0.193,NA,1,NA,NA,0.370506500549505,NA,-0.0125601547507
"OTU196900594","OTU196900184",1,NA,0.6,NA,NA,0.0753959373497118,NA,-0.12423309011
"OTU196900596","OTU196900184",0.802,NA,0.4,NA,NA,0.160112494299011,NA,0.143120511828
"OTU196900597","OTU196900184",0.585,NA,0.4,NA,NA,0.256981189242354,NA,-0.276650103753
"OTU196900598","OTU196900184",0.773,NA,0,NA,NA,0.160112494299011,NA,-0.268136172699
"OTU196900599","OTU196900184",0.413,NA,0.4,NA,NA,0.204204398445214,NA,0.274090608701
"OTU196900600","OTU196900184",0.515,NA,0.2,NA,NA,0.204204398445214,NA,0.461404864737
"OTU196900601","OTU196900184",0.781,NA,0.6,NA,NA,0.128884118981421,NA,-0.0587981605614
"OTU196900603","OTU196900184",1,NA,0.4,NA,NA,0.0753959373497118,NA,0.162172223222
"OTU196900604","OTU196900184",0.365,NA,1,NA,NA,0.256981189242354,NA,0.0607171429431
"OTU196900605","OTU196900184",0.457,NA,0.8,NA,NA,0.256981189242354,NA,0.15044390235
"OTU196900606","OTU196900184",0.144,NA,0.2,NA,NA,0.370506500549505,NA,-0.244318881145
