"","X","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","Gb","QC","Sf","Wb","IE_20170918_02701","IE_20170918_02801","IE_20170918_02901","IE_20170918_03901","IE_20170918_04201","IE_20170918_04501","IE_20170918_05001","IE_20170918_05201","IE_20170918_05401","IE_20170918_05501","IE_20170918_05601","IE_20170918_06101","IE_20170918_06401","IE_20170918_06501","IE_20170918_06601","IE_20170918_07201","IE_20170918_07401","IE_20170918_02001","IE_20170918_02601","IE_20170918_03201","IE_20170918_03801","IE_20170918_04401","IE_20170918_05101","IE_20170918_05701","IE_20170918_06301","IE_20170918_07001","IE_20170918_07601","IE_20170918_02101","IE_20170918_02201","IE_20170918_02501","IE_20170918_03501","IE_20170918_03701","IE_20170918_04001","IE_20170918_04801","IE_20170918_05901","IE_20170918_06201","IE_20170918_06701","IE_20170918_06901","IE_20170918_07301","IE_20170918_07501","IE_20170918_02301","IE_20170918_03001","IE_20170918_03101","IE_20170918_03301","IE_20170918_03401","IE_20170918_03601","IE_20170918_04101","IE_20170918_04301","IE_20170918_04601","IE_20170918_04701","IE_20170918_04901","IE_20170918_05301","IE_20170918_05801","IE_20170918_06001","IE_20170918_06801","IE_20170918_07101","isotopes","adduct","pcgroup","SD","MEAN","CV"
"3494",3494,880.871816532066,880.728736393532,880.874675469147,671.492974395752,626.70002532959,672.755020904541,29,1,10,13,5,12448.8570951814,4407.23772361502,3944.55006307761,9230.53801010549,3752.01166081031,8852.47649264815,2520.43464305426,9822.4834204372,1508.83929837284,5441.62307174019,1222.86755237067,6008.93584903702,10877.4363912642,3218.03678560257,1986.17328624924,1787.51923205244,14359.6971420407,665600.552179175,651737.975790777,628220.092259495,607576.662554552,594317.597529285,581808.559395898,570471.24831881,574564.022478823,566528.209770989,543959.829393573,980837.222512439,771505.335685598,942474.27798029,937409.662214141,432653.112659305,661808.389308854,535163.916501579,911999.83034427,706601.388295814,679439.049642684,453816.00721036,700172.949550673,692638.395556696,19995.9086465416,3221.25622811727,21240.0607178236,10744.4218407869,4184.67304005873,43597.0777032548,14687.9392413549,4300.36508100728,819.174619256415,3161.03492957468,9822.51616938756,570.220377893084,8301.21294438839,30502.5840397216,10638.5157637532,17909.1403159573,"","",89,39375.5358674149,598478.474967138,0.0657927352685107
"3495",3495,880.879620951242,880.868918521895,880.968637368548,447.775510940552,435.912996292114,526.337988891602,16,0,3,7,2,1085.84431036624,1140.76683806821,562.700022423081,1169.8880189376,752.942242033927,827.065829652995,943.888054192653,1092.77177443856,631.781376526458,879.549565121312,835.097773308905,686.982035482116,866.36362154349,1275.69733923538,915.224024008665,929.847439990079,724.454855044372,20018.4581680119,17319.1619580261,17628.8842543879,16533.256554272,14900.3539325299,9071.49840770289,13366.2478633295,7566.56913725333,11739.5251570987,12400.0146506258,34020.6741551645,1138.42327904695,1074.51759524003,329800.143335238,92171.5994514572,256671.48571596,25558.9119812982,37999.7576559472,11718.9686169266,735.914601529948,650.801715914835,16794.4384494337,775.341090834149,2928.20010420189,2212.65792695331,14723.6677930411,1637.27421859368,1818.82799860196,2241.21194286711,3662.91852703902,2590.3513744516,1494.29311491873,1809.87290682378,1873.12883235912,18795.2851988999,2631.8976393291,2558.81900346728,11726.349107329,3852.68177545862,"","",260,3963.11344216545,14054.3970083238,0.281983883038046
"3496",3496,881.121878405332,881.061279133602,881.124409847277,671.491482772827,626.071973571777,672.513015289307,26,0,10,13,3,13240.7634361461,2722.40575019531,2807.91533337235,5872.081639947,2851.46562204361,7747.72572976064,1733.19630539219,8761.71114004336,1631.90695306708,4113.43469589129,1460.61198430235,4304.38169009238,7953.5987540558,2515.87230950594,1491.57707263529,1671.42425661162,9566.66060634011,456412.533220157,443096.799697049,433913.306037249,428194.693434898,410573.743925542,403262.914331593,398314.630596337,394984.361675403,387284.644755087,371214.843551837,671344.508667244,531661.812530883,646545.486422002,648249.207019078,303767.975196524,459702.287391657,375156.275598183,626176.498335118,482404.847289913,469920.335919759,310471.986174738,472751.575729417,472770.940058889,16442.8631488681,2699.19194826856,20701.5100560233,7191.37486930626,3168.45393752049,27474.2683836101,9241.96793068945,3204.20579916984,1095.79392176494,1838.13186471971,7929.24518209075,861.969017124217,6499.93394035846,18173.227922665,6618.47849718023,13466.4732917119,"","[M+H]+ 880.115",89,26886.9138523513,412725.247122515,0.0651448246498234
"3497",3497,881.371693505743,881.368706285628,881.381629017231,671.491482772827,656.342024078369,672.11997177124,26,0,10,13,2,7397.62710372155,1933.5921628108,1638.71831345478,3410.96350788006,1438.32838975957,4106.18549690271,1234.51722092607,3374.9987807328,1031.98101810832,2699.77675494924,811.7260227991,2279.68608076245,3868.83417288214,1675.98679704964,1184.1441143523,1035.97894471272,5146.66433477746,267656.376809244,261790.423251875,250307.415055824,245698.01079098,242704.771503201,237139.283330366,232450.696463298,229559.532873056,230955.125199258,211085.208623428,394124.626347848,312128.722367512,378382.033491257,381189.153495066,171262.312817667,262928.442280013,216251.244707587,365814.015620673,280768.191042338,270996.867665999,185231.409388912,277681.329878417,275468.671876482,10072.044336789,1330.20698240803,7833.7909739926,4498.17773225904,1863.3588559567,19648.3966515192,6263.9154929329,2233.84157356194,1049.03292419203,1586.71933287789,4305.88848404451,1067.5355540514,3192.12250479218,15560.934765198,4128.43790312701,6079.11914697086,"[115][M]2+","",89,16563.1493707705,240934.684390053,0.0687453921908402
"3499",3499,881.621842944279,881.617937679683,881.714498199907,671.490981445313,656.970018615723,672.11997177124,24,0,10,13,1,4526.37201721018,1522.43526663159,1577.79313957305,1760.69583761905,1226.92281566773,2243.79864490591,1057.41021742432,2041.94541611709,1019.80873891618,1481.44250044785,865.647045368595,2063.49797744943,2090.39049659669,1146.96268287407,1131.26473940955,1186.15412873442,3043.14827739046,139888.711272821,131755.180769265,135541.068612068,126965.372517597,125873.573778514,120782.509629298,117997.589550183,116635.792636321,116258.661953285,108832.796556811,204362.476310453,161121.655753032,192151.734011176,198946.68700986,88022.653051393,137244.298370246,112427.740820876,192205.396486606,145960.512874275,129061.488764189,92521.8607260616,139387.055403702,144474.551683925,4572.79460243542,1770.38048033603,8031.03708698843,2516.30997021429,1551.11472339338,18745.4252530338,3407.71684033965,1844.67080315096,899.722735628486,1414.41511406953,2638.26808161085,707.022545194719,1910.26674682414,8124.88654035533,2369.36805751609,3542.72675739567,"[116][M]2+","",89,9710.53740048129,124053.125727616,0.0782772489086872
"3500",3500,881.872009205438,881.867715226342,882.048195543587,671.490971755981,657.610010681152,672.11997177124,24,0,10,13,1,2109.43838176063,923.417151749067,781.586867084461,1183.31834268357,608.549802005557,1431.23245855172,698.505581902739,1065.21019976623,599.005857754964,738.663299320266,576.302597099649,957.964053417423,1587.80998450611,644.024489444281,674.051023093052,652.433034247852,1529.81015426293,64064.0996392239,60183.2113917232,59528.0823371155,60137.1653563231,55688.8869400194,55041.3382078987,45127.3566038792,52981.0077634031,49824.980862337,46786.9921612144,96052.4381625333,74296.1085106993,93266.3791434335,82055.2874150601,27628.9515168326,60531.3022215548,49965.0311796082,90077.7380797345,62680.8243187985,59801.285508993,42817.8754624758,65254.2679517481,62831.2255164848,2747.56517823786,914.753986679187,2914.03650995592,1620.97333170067,721.390296937898,5584.5253455523,1549.44842846387,10873.1015001264,833.08789094165,705.488557610999,1892.47656395219,783.437170589343,988.875472487035,3618.93978779729,1309.66859941278,2368.30972207676,"[115][M+1]2+","",89,6255.06932971192,54936.3121263138,0.113860379184715
"3501",3501,882.12191240871,882.117315460678,882.123801765099,671.49099105835,670.234996337891,671.49998550415,19,0,9,10,0,1018.63789343047,965.917623926575,797.587128353305,731.981935760317,656.512661239908,707.915792274289,720.929779390494,674.164670449992,484.036731495522,968.264421252534,561.050356691315,643.869105265476,560.611854205653,487.965368181467,523.965440152213,452.112262480582,1126.17529525091,18500.7322941775,16093.0674944948,15519.2585795681,19198.1133823593,18616.2325463444,22281.7422174777,19447.2914547208,11524.0100024454,16477.6428038115,19394.7685503573,37018.9955589613,20498.5531306693,34338.0746108214,37298.6221695493,16120.2110423599,26274.0354299449,19653.6736426707,26013.1119827274,22984.8020013236,15139.5819058828,17752.0959596783,23034.4316554206,12690.9794970006,1145.46351759881,550.229186899774,1358.21027713828,1060.02989219916,504.429591596127,2181.62927897414,779.053637357222,756.725378857305,517.762009884852,527.9647598338,984.033309464343,750.062612430326,653.131622407999,1834.96981214546,931.809608444199,689.398351870477,"[116][M+1]2+","",89,2936.68791102672,17705.2859325757,0.16586503726684
"3502",3502,882.571712935254,882.567738284247,882.575152071175,296.706502952576,295.129987335205,300.132002182007,56,17,10,13,16,64474.467022358,54278.8561244393,60447.9953371075,70240.5509252753,49016.2602342945,44253.5384219473,19586.0614781734,55776.1056012419,15723.9125601947,39796.3509747712,64682.5276567101,32363.7435942219,46483.423525771,13944.8289303674,59443.5127333645,64262.7268152378,49804.0676039117,56339.7019449928,50236.9109317102,48042.7286599968,45646.468722967,40069.5398818897,41088.4020056203,37461.7385457454,38091.3380938265,40015.6089662785,40280.1262728446,45158.0910158053,42008.4994760083,42528.1830254925,39349.0748742688,34336.5710103206,46241.6265595803,32833.8669200242,60121.4898003589,37865.4489793895,28111.8590567522,31443.1548462389,24035.1776149268,28995.4793446668,35538.4664642687,20059.9470567357,36045.0432065076,49499.8559876904,39287.5388332823,25655.8413254768,33284.629332467,38307.7946498119,38304.0354603869,30730.404702475,36805.3873093018,28372.324021745,28534.3875487388,38824.2117011135,32772.8997235056,20952.0818067528,"[114][M+4]+","",309,6153.38954541214,43727.2564025872,0.140722058771747
"3503",3503,882.695075767822,882.692945928958,882.698365222886,109.284001331329,37.9610002040863,111.154001331329,17,0,0,0,9,781.369199977344,786.84011540655,278.293618247851,486.481689360738,1133.19035166766,357.75380376962,1065.73656966596,1428.43085251143,530.894990621775,331.06953890132,596.925354321539,686.34813261736,381.368780873745,525.672658489505,175.946530090672,445.957205351141,379.323031819495,9205.7379778102,8031.3312613749,7381.70420723803,7946.36086279,7158.51632912457,6603.73048307506,5648.31704204579,7176.49618046802,6348.46730273264,6331.13980558027,590.449318670962,462.398725383799,432.781866083305,456.23769209208,293.691878882237,302.646705372965,399.250048193312,406.988537568133,249.003472051971,331.519693977295,327.597107222755,470.23222493365,477.211462748579,14234.7788896188,229120.46443186,78438.2252091151,13287.2049111343,67750.5223379703,142465.707586021,119509.882544769,41004.7697922564,6596.42221356649,17966.2924905773,7144.08010658808,272516.588011878,5895.58120923291,77174.4228621013,109792.00391579,101707.402247104,"","",2995,1029.93500433112,7183.18014522395,0.143381480557176
"3504",3504,883.119067077158,883.116196047776,883.12179034825,661.383004760742,628.441019897461,662.010988616943,25,0,10,13,0,521.895977663187,646.811047410965,700.268885880852,569.969388149105,737.834443856031,477.94867935963,485.042550769061,686.464086564879,658.763383480792,745.08011614388,468.84615713931,672.866712049223,698.403005705525,688.13520845212,533.88913389453,721.187584474683,496.23036436302,37665.3000919055,40250.2637554659,37360.5912408175,34809.093450451,37840.4300168529,34087.0059670648,38804.3315011602,38015.0792129218,34932.1011340991,32609.4958270093,60433.063193714,67267.1144728265,99757.7433128208,109824.392239829,36276.7707878523,79731.7862392571,35921.0918757362,97162.3172189444,92590.9688316924,38079.4423006009,118171.069239257,41613.0260448745,29836.0715415214,731.884401391532,629.602686688304,868.565713498741,863.333943847567,749.705579122994,1569.00650548299,795.713665653486,945.952452707677,749.06604123222,876.698267697357,770.995092227124,714.830970215797,596.730843104888,979.264959271066,721.330517391082,722.069422542001,"","[M+H]+ 882.112",275,2395.65608858339,36637.3692197748,0.0653883218036939
"3505",3505,883.36964387774,883.30582899223,883.403202988896,661.357996673584,568.35000869751,662.010988616943,37,1,10,13,9,7166.19957447052,960.875363104627,854.858700720194,885.807564216001,524.607497370868,905.982561349869,545.953375889121,624.330922110794,459.91457868873,651.348568410214,700.840187502825,612.783458254433,795.089103149516,554.095062960405,372.524940384153,662.434704981744,680.138426672954,82766.8033216335,85393.2142850728,81400.9924509892,79468.8047432298,80329.2655414236,82977.6269072908,81259.8724207953,78804.9028766634,77771.930684436,74068.2908569968,127969.187601068,137258.989766123,195158.862350233,219012.416010769,76044.2370375859,168916.78474945,72120.8611958195,190148.381312961,184842.205250546,79615.5081927324,239639.223147263,81748.9062050145,61644.2945993249,1277.96407105458,37483.0666324177,20532.8245919322,1191.76265350328,922.38269861501,2293.6957252507,8106.90739709325,14508.9682211016,13195.8884826992,818.778809958926,854.747923892063,9657.48228142736,787.086728788912,14041.3345007168,14378.7023520842,23468.2747806372,"[117][M]2+","",275,3150.43883213501,80424.1704088531,0.0391727861924978
"3506",3506,883.507164837836,883.408913464966,883.520294001179,448.192004165649,302.961000671387,456.425986022949,17,0,0,1,10,971.904533339664,1362.95420223356,664.451881481867,1241.26812273823,715.345195675269,1750.86802174509,810.518547840261,1474.74368667603,696.340230114634,1195.33743587385,659.533222627477,756.542617975501,1125.40699082586,936.065210510384,578.938978772653,990.802314436994,1235.18370533874,3225.20802271366,2040.16255397616,3455.08096462116,2639.46584752036,2354.82110473726,2753.17176783664,1933.05703869648,2738.10956646005,2271.5901273312,2066.02047717695,844.793429987372,57260.4226035149,996.665198474366,804.512971833348,786.651358580589,664.548833522131,844.551752276253,690.533537442796,654.895854283547,908.208177347435,880.044375805743,868.150183216087,651.651943445206,5378.23570780456,36987.3233474186,20502.6988298965,7746.45691504702,21211.9341288609,16587.9308900525,59710.0213434733,14016.9782321117,958.885726682269,29264.4444310168,6204.99385116622,42295.6168565154,22509.3931586287,16818.9088212761,830023.038786809,58739.0692304619,"","[M+H]+ 882.508",260,510.999790052759,2547.66874710699,0.200575443975213
"3507",3507,883.620905165507,883.616267774938,883.795103663624,661.377026672363,595.154026641846,662.01599395752,33,0,10,13,7,1254.01986274123,697.737693033763,753.117252549778,825.712811143696,593.252890588095,905.075772486255,644.586142527312,567.526155881512,465.443152563646,547.35643294643,521.670579537501,642.275011830901,990.103721916551,435.95088186115,311.086537106708,471.474935615808,926.800008741021,105466.047568059,94231.3100503858,101022.168554217,95472.522572322,95825.9220309076,94819.7874299213,92227.3556395833,89211.0883186765,92450.7848289795,85381.9397693341,150405.903817608,161042.693614326,226357.197485177,254752.846443257,92449.914873081,191838.065214325,83948.8391624074,227384.901290286,217923.048592612,94209.8401826532,278010.186198682,91421.6615579113,73895.8313658535,1318.33354467675,24821.5400185518,14559.4304687902,873.149972263103,591.428723699786,2477.60863506248,1214.20065430328,10337.8112381484,18093.5234778632,631.673920702251,1077.55341276961,22462.6601509424,596.990962084383,20608.8613268715,54515.6397207274,1391.04635816813,"[118][M]2+","",275,5637.41510980346,94610.8926762386,0.0595852649767809
"3508",3508,883.697890809959,883.686572848203,883.700099954074,109.288996715546,37.3329985141754,111.154001331329,11,0,0,0,8,760.780517139402,1023.46552789598,330.565026813578,513.209259423216,854.81272993461,613.270874471049,996.528216659134,976.12029987172,370.631726713336,583.589278215609,550.666091043989,651.555470318472,396.953904089285,448.922392096094,215.74586733964,645.685596693329,476.451473061976,5658.1176790941,4790.57302525854,4922.19257858896,4160.57454586504,4290.71136068934,3868.12538591577,4143.28147963821,3310.50734292023,3672.40082269398,2955.90485324421,192.05057194234,417.288874974358,514.18463679793,433.967704242586,371.161356413958,203.02537570498,325.378819489839,961.136527435765,273.073879047539,225.135253058213,275.197152964538,381.947784436965,499.34648709118,9845.73929582164,109900.816162288,39861.6607088019,7673.89452986664,42633.872589156,72715.7506473044,62290.4797224857,11627.4411188532,4074.04630818218,9433.87546363439,5763.06957420256,138031.047344013,3938.958559525,36056.2319880283,51000.2386756463,43862.0263119842,"","",2996,798.034849694528,4177.23890739084,0.19104362172883
"3509",3509,883.870777023148,883.868013493913,883.873888841158,661.383018341064,660.750018615723,662.01599395752,23,0,10,13,0,712.061070362904,437.399436509609,582.749598522471,565.894505596321,436.531915339774,455.734480992425,410.694250895509,578.614200011361,457.936056025326,639.708440572023,312.28507014537,495.6284769069,722.589230960235,330.752841513371,262.588235679216,526.065770087764,585.158384448982,87004.9488119502,85717.6607897492,87021.8166056816,83038.5754129024,85876.6605437136,79220.4101447761,79831.3054699069,77726.190179291,77524.6998520195,72089.4264173924,125803.406511951,136335.00955727,196666.154641673,219750.863330229,74544.1002144091,166722.360564752,70670.7678497239,192627.720952649,185237.02843314,77020.3281532515,240449.920070171,76871.5647843079,62512.311349575,1314.80506074801,414.688826425134,1360.23073180233,736.980054197833,479.392701415345,1588.67980646874,978.739856019084,629.009298824838,609.885491291327,581.320684830592,804.53717591853,254.123916712403,714.225136193846,1469.68842775361,1073.59187248664,871.844422680326,"[117][M+1]2+","",275,5018.74603084411,81505.1694227383,0.0615758002392911
"3510",3510,884.01738472753,883.949494081712,884.022884001549,448.110013580322,432.355002059937,482.599001464844,15,0,0,0,11,483.928157731676,409.272883869708,429.288433980197,491.555473647197,277.545129833044,331.696269398478,715.956376844645,587.126840792197,528.798720114399,224.717831178992,340.758214964945,293.859913443681,335.742080583796,447.68086331963,306.82331054192,268.715364456569,299.416509662589,2564.9178510503,2257.7380167421,3150.84016773003,2869.32322345911,1936.53502131449,3338.59047572721,2467.96344204806,2179.49317724613,2254.41000171344,2364.48314237747,272.726013733902,333.168204049207,252.317493661918,387.121671563829,352.534192366187,443.635300789745,210.926624099325,323.825825080648,278.228772465999,199.518832633917,205.106730713509,197.030267914757,231.998248762762,3015.54618163865,34461.4500060465,30667.0803310582,8300.28856265545,19630.8050575215,24404.6369523549,64334.5511515334,17573.942996628,628.002015149861,22025.2628048261,5026.36604714741,39860.9657371603,24224.951361188,12823.4609021532,867494.687920988,55493.4248191691,"","[M+H]+ 883.011",260,448.613485467577,2538.42945194083,0.176728758455184
"3511",3511,884.121599279429,884.117429283884,884.295377008747,661.381510314941,595.782021179199,662.011985626221,28,0,10,13,5,644.553370304549,892.340393912792,642.156349103432,421.342235895877,324.403484191889,628.637202284944,435.166575404457,653.989180251956,506.686242041966,388.944288989386,321.961626193988,412.937628098098,736.331908686087,385.963149344405,291.159182246488,508.078250983228,513.949943058623,63313.237092644,61379.1533165282,57637.1165174565,51324.694784224,55842.4591736062,48656.6872126982,53847.4379007206,52883.6119965198,52845.2615710176,48870.2713742039,88618.1255319933,95451.0208272636,134003.507740885,160642.972595771,51267.0929359401,118337.108302791,50254.8673726805,129171.736090771,127725.30014997,55814.1979368421,164369.183357852,56575.8795369527,47200.7074766681,786.1283532894,17898.1200015183,1534.73886230645,739.295947439969,634.163403895039,1562.30841882384,874.873523007577,752.23582615646,17356.5862851027,453.634530235798,623.406034359852,20044.5094572115,638.143834368254,18936.0059615544,50518.9891911694,1257.03149362396,"[118][M+1]2+","",275,4922.52234194409,54659.9930939619,0.0900571343556914
"3512",3512,884.370628163302,884.366777749755,884.375093042879,661.965980377197,660.750018615723,662.090013122559,23,0,10,13,0,752.015248137383,525.287404339015,535.874512840707,657.97100800591,568.275055429934,670.982837795208,451.918943529805,703.53782539084,532.866695678005,428.89082233006,362.19836581656,420.022585914255,558.707073297638,539.317986499948,497.207384433311,517.203792862594,561.817836486376,36037.1694126455,33654.6213367252,34404.9592278991,32671.288401112,32760.7780903854,33499.110963435,35220.9804191041,34105.9162800349,29518.6004308052,30777.8769325124,54569.848445674,56801.6299490874,78436.2485320744,107169.660899963,32421.2088794746,68779.8475552611,28584.7380105802,73439.5120014216,76352.6160681434,28741.6720527493,100033.781141094,27664.1762287589,30502.1671931818,1161.8560158927,848.286619150295,1559.6901033343,1075.27691253561,866.193602721278,1280.88619654533,842.425020122901,838.078944906377,935.736949276179,724.447543134125,936.099105632076,744.636827871203,640.616794044009,852.145776440891,1575.90329342832,1302.40303690388,"","",558,1959.36686273768,33265.1301494659,0.0589015240263277
"3513",3513,884.509192138142,884.357674271613,884.52044423167,452.445995140076,431.697007522583,488.508020019531,26,0,1,0,14,1736.4226425197,1605.07526860088,2334.26495797001,2027.77773265106,2412.34757634252,1914.358954197,985.883112210509,2118.09902761132,1795.10601738353,3059.30989453908,1555.02750573781,1515.14435776847,1939.05268413608,1326.55497037455,1147.18238455988,1286.50559230242,1895.21338840815,9888.71713319624,11473.6466030627,9754.18081029717,12546.7457834567,7493.18806547485,10187.1576252473,11510.8318907842,9882.82213124633,8526.79104502453,8884.27122661192,1993.02150012413,1615.57174141519,2126.21753374515,1626.43607071135,1554.58149454836,1402.81993207608,1388.58348468641,1499.08020071877,1478.48627209415,1087.52212144854,1209.80150933843,1608.30682308904,1250.14491112536,25823.1497686524,113939.124482448,175919.49413393,49476.5245652036,68396.7158437008,37604.1253134026,142032.718579906,137350.353942265,2272.16750804568,110161.274826305,28511.4669702016,290252.925338165,87755.9075908626,79158.3481609301,1842155.11585562,82647.9690981284,"","",261,1518.72869106266,10014.8352314402,0.151647895942893
"3514",3514,884.402905681569,884.399047345884,884.482817116364,365.802003326416,364.13299156189,373.567989501953,13,5,6,0,2,687.609319210052,836.803808280577,3386.11574786715,329.485749661302,5662.00211889545,547.589900623605,28175.6823754311,434.276865351247,158456.487338046,81459.1261188657,25340.2024442086,4737.60474007577,813.560167894595,2346.73592918366,31727.0166236526,26844.1596841495,485.112974936608,37091.1966173649,28728.0590433379,20988.3812623098,27869.4586781859,26325.347826004,15439.0438397725,25163.5155327693,16106.357105714,17970.7287207432,22731.8623378873,924.51022852057,1384.76543431357,688.739583040879,580.037313418773,564.85783550865,561.627758555942,532.772483930457,811.578480172799,813.680085461063,451.052391567371,516.005465305664,544.503846180729,607.484543865547,805.498828219516,13258.7139094155,906.654260718929,24481.2619078758,752.251027953986,489.781350071232,1214.72631778071,1446.78974320996,1457.67557876392,469.56938113505,766.081551022944,1679.88815200826,1109.9938890395,826.62918792339,701.734169083647,1592.29968307788,"","",1644,6648.69108786287,23841.3950964089,0.278871729652445
"3515",3515,884.332103408261,884.330317865845,884.400334548752,569.891518249512,550.962995758057,569.899022369385,10,0,0,0,10,364.50933431983,417.41067183966,249.494820563123,454.971977596404,478.43923298344,346.288403989049,306.23085118942,350.844329828396,230.193340163562,180.612950959429,485.520841571875,158.950282406807,225.710865823086,810.84380730316,176.487694416381,300.028982414678,147.282728938479,5814.43081466667,6620.84926971328,4355.75571740232,5653.60361304134,4651.43520032521,4944.92310017627,5006.19899012614,4578.48696659133,3653.93853568286,5283.62796033639,298.893186822534,198.925424563931,333.574739341711,316.19442199613,447.304247412831,132.18100324925,345.292175041977,317.859362486051,234.811127814464,123.520203838125,161.984991474077,181.421745911997,200.573421775131,8348.21538529638,36015.8859378015,22247.6601507175,5423.16518781131,6314.80654341568,9127.55300384015,10134.0044115186,12791.6632472794,12189.9216807447,4868.25968983769,9534.37123360378,9993.89381044661,5012.80193850398,11321.2822853923,49382.3657717928,19134.0296043083,"","",50,836.363958875273,5056.32501680618,0.165409453722886
"3516",3516,884.621754881913,884.617219751843,884.794761154898,662.010007629395,595.782021179199,681.636009674072,46,0,9,13,5,879.399537818077,696.655504074879,669.33988415851,789.613814042165,675.980226865038,848.520488169904,772.446202500079,611.464984778172,714.133260140625,656.103888404771,515.179440805545,449.349991894793,573.055112851784,585.705179155768,433.030583809345,725.794546660179,389.106075532161,16306.553630475,18882.1889105537,19095.7283716388,15947.0096478769,9732.42708230484,10650.4308760477,12836.4410500601,18129.433350629,14207.5613152236,14795.1882396778,22544.5994175498,25181.8669786313,37406.2713540494,60246.7273729377,13053.0395264807,34178.833380937,16414.6884195441,46280.8470406862,36093.8494180515,14402.4182562737,52892.0434874278,58044.3906381838,50509.0035985969,1054.66997505753,837.355135867372,10377.1235022324,591.321632569083,797.181890016565,1055.01550588585,935.079010479296,893.022266459006,13642.7954883705,760.219030942481,912.281099906048,14247.7377792187,1387.29110786806,11746.1387543487,33400.7815085848,1301.82098928717,"","",558,3269.83910798123,15058.2962474487,0.217145356569488
"3518",3518,884.873234520189,884.868921458905,884.876447975452,680.989012298584,660.769991455078,692.299003601074,35,0,10,13,0,734.212126851844,636.144051847048,823.380630930575,527.346628701314,696.529364511371,634.998658298853,417.434139136225,655.273408881304,489.861926556332,508.87263446503,340.009219821077,720.245774721261,713.542693601145,551.800768333487,650.678147697666,484.513557325428,776.741540336265,37909.1065987665,39904.8751223584,39662.9697416676,36604.1168466629,37417.3634593242,36448.5675782643,34299.8560943268,35976.5709650936,37152.372250181,33033.1325834719,122252.651103189,98753.0525641702,136177.490818042,78643.4933480211,26659.8643641897,92886.1872721463,50177.2860747838,195272.177143727,95540.7474262267,82649.7387312585,36808.928972343,113004.080402879,105717.830930435,1048.34396218322,745.311393062083,1108.86283122841,954.661127664318,563.04048829712,1498.14398503676,710.171881719069,611.206858745466,939.433887192514,796.180790986866,558.07841825917,514.322687590495,560.282545154406,1567.74852923913,1073.29571509192,892.283364193006,"","[M+H]+ 883.866",257,2130.08774199496,36840.8931240117,0.0578185695668338
"3519",3519,885.008691795823,884.857597191373,885.020346670111,453.052504692078,273.282993774414,489.136987304688,30,0,1,3,14,694.699287928641,625.245624613762,722.668019965896,402.389073492493,426.655700115953,391.772491949843,373.139638549415,423.247865996753,704.921256535753,481.967109053523,673.059729948979,265.862990215828,344.696872287326,388.955721584226,338.651019659988,307.780685717325,399.097772011339,11248.2765822858,10652.6393213537,12033.1460604295,11372.1931995042,9357.04382595089,9437.62100971676,9649.51558534428,7955.31936459895,8291.76939090962,6883.07366352109,431.252120197962,156945.368042425,642.036796863613,370.109268188477,423.945327975973,439.043536746874,378.104345943124,95850.6848238554,130874.353862043,226.65521947766,488.078959397972,383.045369398625,330.728811236331,17765.4727609315,107430.039852091,163790.778661589,46185.8969797567,68779.5517740689,33030.5597977913,133081.183131078,120165.509826756,958.233637491212,110158.704399879,21831.3134342446,287913.295736723,82513.0548269954,70883.7497482265,1801920.81271572,67452.2476660231,"","[M+H]+ 884.001",261,1656.44080636735,9688.05980036148,0.170977557994175
"3520",3520,885.12357796386,885.120105953181,885.126361621547,681.553001251221,680.770018005371,692.296000976562,33,0,10,13,0,678.128913099793,575.601218301803,509.182726444592,431.23114253146,622.03289035877,587.94300977801,392.423470043154,607.796423276886,329.227201400663,405.365951515057,446.410100979053,775.507734851234,592.292238015216,521.458265669644,486.568517488935,628.017806634462,738.480790778995,47924.9892778276,44104.8404474568,48681.6397425389,43643.353993718,35318.6206343933,41045.439901612,41644.6517634206,40845.5722968626,38946.9194610157,40517.6342469873,134999.916100502,116227.958320733,154706.028506691,88399.616702818,33152.9805363156,108722.454250753,54153.9790259386,224734.661087878,107136.590796312,90053.8891302432,46655.0862292831,121403.805084918,116305.074951142,1084.29786205664,459.01437839781,754.731649712038,766.023160081695,571.527377915569,1179.63410834782,814.605239716443,675.262171680108,612.569533041213,507.85642052209,703.597207062116,484.300456156489,679.526596329429,1234.88175771622,1018.05255865661,793.136131125756,"","",257,4009.64983824979,42267.3661765833,0.0948639624597946
"3521",3521,885.373539103525,885.370677070408,885.376961017421,681.224006958008,680.770018005371,691.909981994629,32,0,10,13,0,725.337236344814,581.935507029295,376.173025885783,511.794355505053,301.094405219611,397.768637694046,419.218416522536,493.052846208215,510.367941103876,309.090718277544,399.271499147173,444.571790280938,627.279049412093,517.425440572947,464.474914945662,439.176942288131,590.640760710184,38796.8104487353,37380.3767174979,38326.6833841056,35357.2553622743,35486.7881767948,33136.3893407651,34542.8144904498,34995.4208851759,29741.5116534345,31890.7456841213,111568.877053168,95089.2549335305,129635.324473511,71839.4467830919,27615.9495867789,96375.6327200004,47655.0042002928,190945.896383724,94243.2228496205,78849.2681852943,36051.3000564314,106929.59320964,99985.1598177804,1216.12882853486,483.367271400243,683.387817445296,779.884916104376,456.076428671507,1104.04913600331,821.571857972257,414.329856970906,619.43387808837,502.374564738944,784.333523272723,435.291122855619,777.462569189817,1281.17613963392,942.26013441924,778.369998639822,"","",257,2838.28408904271,34965.4796143354,0.0811738926606644
