"","X","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","Gb","QC","Sf","Wb","IE_20170918_02701","IE_20170918_02801","IE_20170918_02901","IE_20170918_03901","IE_20170918_04201","IE_20170918_04501","IE_20170918_05001","IE_20170918_05201","IE_20170918_05401","IE_20170918_05501","IE_20170918_05601","IE_20170918_06101","IE_20170918_06401","IE_20170918_06501","IE_20170918_06601","IE_20170918_07201","IE_20170918_07401","IE_20170918_02001","IE_20170918_02601","IE_20170918_03201","IE_20170918_03801","IE_20170918_04401","IE_20170918_05101","IE_20170918_05701","IE_20170918_06301","IE_20170918_07001","IE_20170918_07601","IE_20170918_02101","IE_20170918_02201","IE_20170918_02501","IE_20170918_03501","IE_20170918_03701","IE_20170918_04001","IE_20170918_04801","IE_20170918_05901","IE_20170918_06201","IE_20170918_06701","IE_20170918_06901","IE_20170918_07301","IE_20170918_07501","IE_20170918_02301","IE_20170918_03001","IE_20170918_03101","IE_20170918_03301","IE_20170918_03401","IE_20170918_03601","IE_20170918_04101","IE_20170918_04301","IE_20170918_04601","IE_20170918_04701","IE_20170918_04901","IE_20170918_05301","IE_20170918_05801","IE_20170918_06001","IE_20170918_06801","IE_20170918_07101","isotopes","adduct","pcgroup","SD","MEAN","CV"
"488",488,177.027491494583,177.026174893242,177.034096758708,63.5870013237,60.6599991798401,66.9510005378723,53,17,10,13,12,85221.2038855924,292237.645071793,479723.779856677,194773.662449443,381764.090080262,113969.472811673,336005.926519472,231419.201202781,369705.271014301,610831.4229133,867436.278091022,321533.693122472,165715.026291319,331791.828574008,229296.812362865,525429.415907849,352461.200587363,213357.299933699,199278.1629072,190060.990103365,193300.376551615,183273.504568431,176389.390320823,167997.839835851,176982.336413643,175759.380865966,173279.210109882,94350.1151477918,88624.6142988064,119698.557512714,188637.935586367,118602.191907445,71628.1233909582,123495.063188544,482261.594314469,184338.34270568,413546.338207601,98009.0879744198,21591.8242699627,185268.176794461,11284.5838827224,67510.5603099165,21449.5015772944,11702.999331473,7074.81266389473,7971.97667930479,14797.4624510812,70755.2988701145,9573.65310772606,14564.0678542724,10012.6583526189,10805.3189196694,19544.178333408,8476.1779890515,56076.2876669469,20759.8172440488,"","",229,13967.2142027802,184967.849161047,0.075511578180375
"489",489,177.046276049153,177.016497190172,177.046644084593,539.76099899292,482.788979797363,561.021992645264,17,5,0,0,10,7691.98876869678,421.18621592901,634.958814905279,13989.1769136488,7779.32924649306,504.305077265203,638.799712844193,538.899823313292,3891.69144465707,524.225752511993,409.434574155137,5798.64110541344,485.431339227093,701.277616429787,20295.8905217377,471.95949306339,502.608722654256,1664.2074035081,1657.25402893583,2478.10149633884,1320.78858962731,1289.24113974542,1238.67018804178,1792.80625128299,1618.57928727656,979.77893370036,1171.24568373673,562.809885726683,485.271438237014,541.277403101184,642.592426365641,528.062513176618,726.895985998213,688.401945369052,471.255390223781,729.541864614734,476.007508039208,593.379652127358,568.895339749986,609.947059382818,15806.1720189459,7891.99233641848,5156.22513682209,17897.1525961872,26129.7382574113,23253.8069809173,16306.977990414,17117.7823965689,24466.2773625021,4725.28299117762,25989.3793797959,12204.31995229,2443.91940847412,10251.9175677747,9464.31811029693,30590.2511961084,"","",2761,425.215282805877,1521.06730021939,0.279550604200449
"490",490,177.121989168289,177.061340107671,177.25138555183,84.0244993972778,23.4479999542236,267.63399269104,494,17,10,13,16,16804.264526919,29903.494994558,1105023.72020856,38564.5870567659,150899.683343458,13227.6679978883,90996.4445461152,1607943.30289582,290989.669125068,8867.3291323185,87087.4105507748,43710.3638901096,12243.0805678451,68354.3287208063,11689.8001005035,21330.9185397523,5882.66130717751,393409.486384671,405009.317661841,357504.639618409,362180.223397341,363230.312613736,304494.859857013,288889.213223374,287980.600239106,327913.04673348,336847.746753027,561368.518040275,389934.147293948,267990.712640917,360011.806332707,308633.2248945,604595.192573788,496152.996261663,368089.3535088,339784.939360656,299050.003027463,350375.804406351,374059.06486582,367956.648523795,54938.2840989982,85096.1076120971,121399.63852123,485200.953594642,57796.1531156301,93072.4895758255,122813.009855747,359410.981412069,523706.571834416,25465.5348580889,49812.4106375501,222523.16075284,34232.626535045,224836.748172989,67300.8313113987,245008.94205377,"","",2849,40928.6387558525,342745.9446482,0.119413925663985
"491",491,177.131571020585,177.062039359476,177.133000846896,496.094000854492,308.849008483887,617.21599609375,249,17,10,13,16,74276.0992948897,1083404.9105043,290617.884743176,177078.440617863,408388.156069013,274535.375091409,553179.40852344,38766.1005884122,335710.283660461,258110.010923563,495257.527783042,379851.474802765,164784.211815583,713514.426127995,307289.655063003,381589.726800785,211693.120326055,445003.006252069,399093.83815517,423229.62670135,416678.627339005,413639.471313606,409060.166523159,400297.283716127,409191.006051761,399956.806013223,389932.673577945,166333.926387752,40283.558489311,288182.033442136,72222.9224912199,85706.5823176699,73736.3126186449,154502.206155583,151579.855164839,190415.767716409,43890.6035212486,118672.584304384,237746.832595962,37919.1972255334,149478.441258667,51675.1198646333,104483.302424537,203131.62073172,221584.107837863,658801.684649115,195374.821694829,171053.45050809,55914.5712850336,60190.2213906739,112189.589443908,147959.419955748,157279.923029059,148200.569726031,50433.8698439207,125813.153549423,"[11][M+1]+","",1953,15536.951507272,410608.250564341,0.0378388682787497
"492",492,178.013468932068,178.012905412062,178.01405505059,559.827982025147,552.217012176514,566.11701965332,15,9,2,0,0,149388.120812271,24657.3976626759,15484.3428630531,171166.91553751,184823.798714451,14440.9775322285,72911.0403919034,632.088612084765,269787.302219169,22650.8458872152,10302.9974072697,35635.9924484595,28532.0054597408,84607.7890424077,132997.369834511,42136.4367918346,172026.988737803,13988.3857869652,15898.3355709768,10717.124447685,11724.121972157,12220.4770460175,12673.1556590687,11736.8065798134,11583.6480584991,11756.5351316749,11115.9194064308,1337.8017140132,895.789011285444,2159.08256010776,876.200877861679,1055.58703126227,750.625141269084,959.53533263728,923.798524488008,826.184015113816,663.847974019957,1062.90753123388,1020.61964164302,950.464211249281,1056.53547589204,1236.73333757805,974.112505325959,1710.30474111586,1673.03255501469,2243.04031354731,1185.52980468032,1167.36515339216,1282.33672510655,1115.14528219151,1211.52670016725,771.170482911303,1051.26604902808,1177.15250426158,1157.77030391856,801.355569117392,"","",2556,1538.10601542565,12341.4509659288,0.124629269254637
"494",494,178.093824315871,178.084318272356,178.134235079191,631.728503494263,611.559993286133,649.917017211914,28,0,5,0,16,7967.92593150479,11609.3616589537,12450.4321436201,6967.45198066647,5772.37866093431,3977.85302661359,10710.1970064789,2818.76421642303,3443.41101553131,5433.5938372463,6329.43889165776,11279.0480830776,6266.00374431695,7100.04766943363,8892.98728599719,10746.1471454914,3643.30253385646,15725.2144272083,9063.85066362364,15004.4938963056,9038.46687208861,9246.28641167855,7087.55824177433,13459.2708290422,10113.4360668701,13679.9864841359,11248.1149737909,18445.2871836791,5351.02468476616,10422.9528335036,4645.91773970425,6257.36626743419,3880.3641373595,6905.60159338372,8091.35040307962,7410.17196325614,6698.40442439488,4034.91753228381,1762.97030101831,4390.46838765059,49870.6065287709,85863.5720766336,31511.0641743707,176588.951517502,67344.6108136699,17226.7175538093,21540.947637348,60530.2034645102,86817.434910275,23249.4737288572,68631.8953715903,29710.1463216211,58303.9733842947,116580.804328882,58609.4247521833,65160.9448374656,"","",308,2926.43250576382,11366.6678866518,0.257457377566244
"495",495,178.086983682349,178.062588277348,178.160101103938,513.031989364624,438.49399055481,563.601025390625,164,17,10,13,16,44444.4667555119,297329.869895615,18997.0804972947,35297.6413164404,68249.7744735903,65831.2547294307,83365.2378273346,18643.2528802729,27293.8497057167,26355.0733091868,55732.6487823352,46738.0779858554,29298.0884069993,175750.120739605,46650.0697620258,42488.0990366042,69042.6686383629,35854.5324627062,35834.8934590816,40294.5815612446,29217.7706995386,29249.7220762412,41563.6907312675,28439.4200947118,28507.9405657165,25480.4086607724,26477.4286880437,14946.5570579991,23823.5138386488,29750.9468564604,16649.1122899344,10607.4830619874,19409.7882147624,32257.0142756142,21464.2687855288,26841.8474016376,25986.8285960844,25809.8992515694,17027.8906920925,26531.081140181,24910.2531486501,19796.9297418511,18625.2501145867,14171.9052597384,10695.6014384649,106659.9912496,11347.1415967494,19058.3154276262,154658.328937124,28108.9624703924,69191.3761321761,13632.0942747965,9623.98703392595,15621.0401961047,32906.9214903889,94586.5636663511,"","",2308,5801.57337333754,32092.0388999324,0.180779207934643
"503",503,179.21721298879,179.180122235856,179.336097867506,194.978994293213,193.751002502441,266.689989852905,49,0,10,13,0,700.167856796086,756.300076026842,1147.13356817581,553.065940891393,809.491913396027,786.0024579274,856.745784981176,904.279418906942,660.313969718673,622.707235183482,497.764345172443,1001.23824430779,398.009060650598,441.611144260783,464.402162519074,565.085137347691,534.69333375874,52524.7246699829,44214.409452409,43720.6556757353,36004.0781844301,46435.2511494504,32669.0489633766,45436.3271669557,31975.2976201847,36841.959982235,31315.0544311672,230686.81819879,39014.1833920707,285904.325808741,54591.9513455182,158165.717253255,14226.7289749347,117630.298468456,78362.6584526524,180431.984095161,11958.843902545,26636.3472642089,184200.661432249,112834.726650631,1447.13700900809,1685.61220445142,1468.74542930648,1097.19856019551,746.979885057029,627.655662045137,584.311704660766,898.971500242874,1529.07685095568,943.784590196738,682.076755802054,1047.47628679996,758.528228761628,653.661830522702,870.010942220429,892.376536670649,"","",406,7293.96790291063,40113.6807295927,0.181832426500062
"505",505,180.008671189256,180.00627707692,180.053833723826,440.711000289917,431.528013916016,521.150027160645,66,17,10,12,15,229652.178704861,1088462.50688554,493075.747659217,152947.39767555,716311.503985003,235232.56161047,696572.616041779,83756.7492236383,280145.972494371,576323.29949568,677293.598176522,585476.011406018,280104.971068012,570994.4619529,417486.693671893,135041.427375312,153449.522366902,298132.73181492,286389.749477112,277771.071158428,276503.271383302,263193.24190638,260287.433454456,248992.688536683,240924.060836912,235533.282482662,234575.381098727,118706.670350562,98980.5359884864,17702.0044156965,144872.100839049,43395.1716907021,24336.1451592607,23653.3309833845,16296.4205502566,27504.7597164754,6525.08389880082,21827.1191936583,38338.7704159405,27975.9004693146,86734.8818629608,12756.4222295276,64517.5179867481,257586.914750654,103998.57977982,4183.57361640735,42166.1622518068,162890.01782032,167316.827108005,120048.064138734,168157.832554914,62566.3785763783,178538.208675372,115996.087638962,26571.0966367228,66484.2900347567,"","",1383,22184.3647277959,262230.291214958,0.0845987876725144
"508",508,180.112409963357,180.055909201743,180.201139514965,96.0430009460449,25.2839991378784,179.990004501343,421,17,10,13,16,121626.829343224,523125.186082996,2816741.22810619,243370.508758072,768319.984115744,298172.886564166,1888846.91045105,833211.673038265,2180643.33719156,498867.077961165,1346020.13333679,581375.736401798,836851.784049741,434642.268134512,1764936.46605291,447045.887443192,2248489.83512005,119821.513837054,176547.97664762,201533.72825933,137506.157095078,178540.261533167,157281.082282119,152966.07988106,70000.7548693232,107542.959046087,167798.953183914,72791.0496269614,66389.3530677306,568207.554646209,344280.99853456,11462.0257302672,7615.80641291197,139673.851324352,763132.688044741,294279.274632389,671449.155797437,114326.629294956,56145.4103417891,303437.13254624,21846.3430339453,93450.77522045,29144.265768645,29837.5731552703,43217.6156186698,67723.4713726374,39275.0172330405,77524.0748342732,179061.230974925,79130.4745527319,256463.334138436,77585.8876594059,191446.730217095,112641.91426259,187994.169433794,59841.9509006664,"","",206,39058.6646250717,146953.946663475,0.265788469870197
"511",511,180.437986406059,180.437095621125,180.535193681425,425.429990081787,424.058985824585,515.242973022461,23,1,0,0,15,308.157031776104,307.832178220153,331.475441472605,543.153438094072,274.918789819442,199.635693115315,285.755024311133,205.760946718231,577.645669810288,269.114391230477,367.12603304768,242.846642689063,401.059281426715,703.429138831159,277.804436394945,153.64324762759,28928.9185900614,2146.24996099048,2089.43871909489,1951.84207995282,2144.67223488609,1957.4675165078,2009.15018501912,1840.56291024387,1680.82750386,1802.47394653503,1408.00414194661,219.867552435584,270.288136138022,1473.01588397543,517.189045557054,1881.1798514016,223.829474173021,385.84237024157,1086.85785142332,1020.55232519816,138.533217134752,536.098552178591,227.392594255507,921.585446038842,14620.7159127071,34082.9094020894,30884.5492257816,56145.822025123,28647.4656431909,591.800323537365,17596.5928014927,236908.158355951,237020.126790404,23259.5271263551,25914.511560437,34629.4772232324,31389.1358630634,103243.829117417,30917.8694579308,170962.330737795,"","",172,230.299533737335,1903.06891990367,0.121014815243261
"514",514,181.095556538051,181.042583543134,181.145751606901,592.693989944458,540.848990783691,649.917017211914,104,14,9,11,16,15801.9158407867,24328.5351817952,11970.9725835314,28888.5383789893,21705.1738228649,9158.865261636,12666.0182012245,3337.32418245484,14684.7805162413,23135.8658312224,16675.4385075751,20321.9980366501,17159.5364482303,29352.3215666413,31942.2884094196,23537.9616436623,19879.5686834073,25350.859268303,15423.0786717896,22407.7517508775,17638.9546623453,17027.6747571358,15914.8733016634,17801.8224192224,17635.878960217,18696.693812639,20957.5931358337,24303.3724417449,29156.3986572437,32232.7281266284,3646.11022199467,2389.23532168296,11668.7988451216,21612.3806481808,19061.6002002284,20272.9920507648,14958.6215584221,24418.2359303202,30211.0829415075,41598.6849158071,33979.7448383687,72888.1574027091,25754.8263261431,14898.3718801718,12642.3624418087,9385.5027918083,12882.5243404388,43752.9763838975,67713.4059332195,18336.6681168322,57178.641363397,17970.0241213683,56794.4188158028,96809.4083745454,60509.7094111203,50246.0285296823,"","[M+H]+ 180.092",246,3110.74535174086,18885.5180740027,0.164715912984301
"515",515,181.101284905552,181.064241276405,181.211321378883,77.7390010452271,22.8190004825592,145.824003639221,255,17,10,13,16,337036.145862625,205895.231856696,614578.590679463,129892.045199051,1237503.67333652,1023556.11723689,64064.9408875499,58179.6911207835,360963.902650217,271551.45335622,733963.518641098,14225.3242928591,24918.2557479723,691432.168539805,356265.015945986,39757.474819008,43493.3028234355,462027.820297827,458261.893803137,444092.461529136,441182.880943474,421799.646943132,521044.06010838,539270.911280334,535679.019644101,384451.644378132,354111.787083335,52435.6163052334,181421.027545572,39106.0810301942,26273.3349464368,38071.0258945958,39254.4247001428,119954.40891118,35329.9138348749,56146.8040786288,30094.9978398619,36847.4579338124,15120.3822207892,76236.1602856845,3000727.34512183,63107.8062798833,136318.262380455,46497.6630107251,112102.926806392,768349.874093996,573277.675576237,31468.7552975491,1319054.91176583,187524.120351361,97869.2621258256,30269.3259547398,59233.1738454038,652150.543224851,114327.168751284,566009.821124516,"","",169,61991.018775029,456192.212601099,0.135887937283214
"516",516,181.098419594638,181.054866159818,181.220715699839,425.428998260498,358.49999168396,521.150027160645,205,17,10,13,16,162123.727003329,46287.3073511757,55494.8074118933,52308.7758087121,64549.040025274,13485.8740368225,20801.0960745945,39670.9463999199,54745.9819575772,23232.1282759532,54451.1585138951,21161.4552532649,34686.9483251091,162013.211570989,157453.962147197,46901.2590188073,62569.3079439017,849642.726580007,818299.773013685,809376.024876907,799338.939188048,790949.325633212,790110.183713129,769161.190140573,758598.104268825,773190.398783656,744445.376919089,28540.8077443251,23525.3544978099,573366.739050541,77520.3188188141,1039352.26049387,17769.03764382,65435.5405647152,262892.018463332,339304.108903812,15913.2978605758,150604.386256109,37026.5469707083,98541.7375452474,27576.0396203399,23537.7664217486,40829.6591206464,56846.8377794721,15791.5860464573,48432.3188304633,2441531.4950244,75277.3805123568,69375.8377671242,24092.4792244026,35351.1902575754,49962.9494624399,26105.3485471755,25562.800937412,32107.7760205662,29117.580544685,"","[M+H]+ 180.094",172,30909.9847569064,790311.204311713,0.0391111559449877
"518",518,182.129147378909,182.046530398954,182.175633772366,110.417997016907,24.0759998559952,221.576004753113,461,17,10,13,16,2654549.19437711,9979436.09713506,10387667.9778414,2759556.75142578,34929.6980552934,7580701.22495311,9151025.86254743,7686522.3940978,44125.7925685728,23313.0157729171,7569312.67900264,8170199.9925752,4267348.88807175,8429512.21579084,7829213.02827738,7062359.03196958,3391444.3634829,110942.892363458,135960.253917504,158576.269953,136351.951608807,121744.066812473,101129.415150254,93317.2190521108,88181.6856045183,122095.740974099,141791.21311782,15269.6625820419,3431190.14277995,65975.3451217711,117511.477110554,85764.1795902247,21456.5408836934,2652496.01445645,5951082.80915385,41632.9165870883,35705.2721733575,56703.9024846349,8737597.70955326,4993167.16237038,381757.588892158,385458.178964825,446897.420588281,2771618.17724283,2249894.74614749,136509.356755932,245421.213377203,571200.027226869,3642250.80134018,1257602.15022074,1232334.78552256,670281.9561654,3819452.29267283,1968353.35434685,529085.330980223,548893.394995895,"","[M+Na]+ 159.135",85,22717.7350199249,121009.070855404,0.187735802443031
"519",519,182.12991837532,182.045282530938,182.173271365355,600.818008651733,572.413989562988,677.787012329102,304,17,10,13,16,498546.267577317,425140.056304182,137932.956518233,51578376.0680517,234284.23868013,269934.299632192,223572.283704172,93887.3583404347,33833.2103505135,289302.514344225,217128.07700336,264695.416409305,609731.782412554,229538.719887435,236413.998523988,496643.634941131,294665.936903645,165371.863381375,203813.792219348,191221.999318437,183124.375852184,184795.367602105,156138.104789305,153422.221161202,143326.169340014,136114.10183385,139100.789686541,274245.765041869,105342.610246936,176010.272624195,7368089.29261899,195698.513104302,52977.1010236144,76854.0609784921,183522.665704462,256012.709954418,55804.3995989487,42854.9817978271,1499413.70935747,48104.8453618373,66768.7548008561,16860.3617228894,41308.6956465989,496294.432745458,67843.970273636,33946.2219336585,87643.7955970211,234539.263065229,111466.034933214,56944.0109892518,20817.8890810069,39810.9910608083,16440.2556861285,84113.9979875623,31911.7842323402,195509.816065788,"[12][M]3+","",12,23799.9905240071,165642.878518436,0.143682546070691
"520",520,182.109011625406,182.001208087744,182.163989956797,497.922989959717,331.364992752075,539.13799911499,393,17,10,13,16,481892.656436104,215153.010367602,267845.744938212,98493.7518886174,367012.139231265,520506.210040301,12716.8163885796,567817.711386509,127137.649949342,357516.010603197,476431.499751192,441158.009990998,90416.7956193723,403405.687236786,94723.4181154892,100307.232963927,164652.182061151,278041.485151386,153346.608303902,254311.414809562,233072.670261964,265329.500714536,247249.392720833,243691.461787492,256576.877994742,269715.644971615,233787.745306715,207977.388179213,380822.919505835,352874.387653366,224290.974682526,123731.36454206,268427.262650728,194555.817755312,287138.884078924,227862.530849501,102203.240414107,258881.161696712,313522.498537377,303645.273857191,218501.876925677,414430.300163571,369712.605230361,338445.499822561,114779.235453827,71109.1548411548,199816.203803569,372695.019046664,162594.074134722,312522.633987665,543156.131974049,159492.86271809,241639.878932554,173709.323831754,145645.099573047,358129.324114211,"","",314,34943.727769438,243512.280202275,0.143498831929182
"521",521,182.092218259986,182.002604129224,182.115448734951,267.842496643066,225.260997238159,280.952004852295,72,17,10,9,8,920729.053625189,1525458.76097654,1330964.81016839,1087891.61539972,1425501.30228251,913975.919448105,1327705.84024734,66604.6716416627,1520603.44262142,1318400.20859347,1255429.57102902,1394967.03718017,1068393.31255518,1448669.45088829,1525746.13255362,1417410.78178128,1117196.46974914,2526332.2092517,2411219.7214247,2350073.34297247,2308174.98420097,2318963.94522271,2254961.58512388,2217632.23864759,2223961.6167401,2186071.16033223,2113036.88905096,28012.4361521417,751073.240105999,37247.8383903498,37307.1254211774,24598.5636587984,17150.3192419807,26709.1487112257,10656.5178455114,16013.564368654,12485.8613374931,16263.4050414991,33613.9038159326,23254.6978510244,24858.4720250666,18144.2169944217,12949.364491431,42020.0963061769,14916.9448638782,11671.6156352498,15177.4767371533,262673.538467664,29720.8101117576,15078.2855448313,65034.0563213985,13752.65413159,39583.1946850196,30496.7401252524,12350.8165726618,17860.2137387031,"","[M+H-NH3-HCOOH]+ 244.112",56,119376.763437209,2291042.76929673,0.0521058642104064
"524",524,182.201913319759,182.201521471838,182.202478566429,266.991003646851,264.937009048462,269.773992538452,30,16,10,0,0,141907.627454932,221694.078180393,191699.874489907,132597.609986153,109090.949023291,64473.6898251995,198857.892071327,5699.62242216382,90172.0893748433,143108.267896652,93933.0563445819,167496.577573433,91836.7536255531,162441.310804661,179938.868147396,152920.8500474,118174.594759369,176444.622078164,72646.9747580416,121398.036818869,107886.269834148,120158.439150141,104308.695056722,92038.0261941813,96518.7153002484,81959.4320187159,74994.0338219809,1762.71500832883,9317.54609581899,1867.4623038742,2091.53013199568,2208.63715693177,2024.19180094202,1504.47463921789,2130.13244408385,1764.40462364629,2753.84724954228,1888.53466108967,2163.13010730712,2191.95564653067,2449.73852166068,1247.43747715549,2040.83136780392,2691.11931071668,2952.87042277944,1228.1157512279,1281.49461267213,3922.08512932497,4397.77610518548,3117.51590934768,2955.63225578517,1586.95319681343,5085.16441609907,2899.66701025398,1142.08813270664,1280.54412655258,"","[M+H]+ 181.197",56,30421.9112653746,104835.324503121,0.29018760050167
"526",526,182.962804889477,182.962227031889,182.963362265962,720.700003738403,718.44,750.347980804443,56,17,10,13,16,182027.299661976,325347.938258897,99689.3974638411,228512.397614415,69409.9297101317,169790.547932791,113080.364935294,83461.0830406157,22080.9104314148,68233.540239539,100448.228013529,208668.850842214,203335.422353275,180081.626086213,139258.712662486,667859.669308309,109303.346882931,144990.937414197,144590.253636981,145168.727155413,139381.495596792,138843.476351246,137235.925553689,138021.221209332,140716.593666194,139996.312483142,139299.180908583,305662.767999116,226178.253935863,136457.176778928,174210.742917269,295872.402941048,261405.29051295,227444.786565953,73364.8988336937,201886.35303556,258285.516225564,316244.888583573,250108.621190579,223877.516042054,180095.677220998,162137.187633205,174880.434698567,44669.2261331701,80174.9801803354,198160.600209193,124242.811022826,67856.1975819415,48573.964967282,185127.666821192,125357.674915694,68718.9748632319,110397.251022533,55064.0052062646,143095.955530822,74319.2984159979,"","[3M+2Na-H]+ 45.9939 [3M+2Na-H]+ 45.9939",429,2984.7669235649,140824.412397557,0.0211949538631037
"529",529,183.098892796344,183.06217663036,183.161241354926,594.5430078125,564.200019836426,632.987981567383,161,17,10,13,12,150032.443873085,284419.382610284,175639.284643047,262112.458590008,228303.309835574,61120.0135130435,140603.533337299,868016.620526277,154495.103587298,236929.102828465,170113.899549469,267151.490245434,131079.600219147,289001.521552876,342490.2223595,354788.113951145,209457.102717092,208658.34534874,217135.028468577,196459.905846553,190697.372826433,190188.448997589,181136.896065194,174735.039628384,185720.956081457,186828.712143616,168071.384017825,11640.4599863605,538572.096571138,187548.254933685,438585.109864175,18569.9014382057,37100.8344242063,10185.4344626097,74574.9065752141,21278.7395973144,27513.0137951796,19786.4838731314,45708.1948167258,16779.0265618837,27630.2652977873,63989.6168628412,4497.29825428264,42629.7084996197,18635.2829106711,31664.8696503304,23026.0727449553,12994.1561669484,34028.6834824486,23485.3199334679,20449.07303494,3538.74516672492,13274.1868312061,8197.83909764073,3192.23261963237,20053.7393482029,"","",2870,14710.1152638395,189963.208942437,0.0774366538959497
"530",530,183.092962908313,183.076700441157,183.131635035588,340.84098815918,317.350998764038,395.773995285034,37,5,10,13,3,5947.52354577539,5675.04560432335,19095.4541843478,3745.89111859724,14685.746303061,3273.80037774784,5282.99985262787,3936.92671848546,4564.89584645946,11831.4014403261,4494.83620747179,4865.09189841878,3346.78853929768,5028.74917976578,20187.7109897814,4585.53171604973,18068.3790271543,263324.210381778,236227.781720124,225967.729781848,229213.554821681,201646.279154215,190199.800629622,201762.822918361,215061.830918513,203961.055752067,198688.123795337,1819674.26086966,399304.8673171,1455012.2949749,35022.643579469,561509.955823235,1391976.29597843,742403.382443291,601873.034183894,604349.081384164,371567.929519674,296894.784912602,999178.409094438,145397.105241351,5734.74125784906,18920.9974220702,4618.91105356753,4198.22315171361,4821.52462641398,3909.8115686036,3585.78581167434,4713.60049936424,4366.06286958673,21464.3407377298,37046.9106258452,3671.85438423053,4398.77093068846,4260.54515436055,4750.78034840471,3491.25053331839,"","",1089,22208.4263220581,216605.318987355,0.102529459691406
"531",531,183.113548928722,183.076931334057,183.149986702315,236.084000339508,194.345994262695,266.990004882813,82,17,10,13,16,68176.6149183975,898683.520379585,786133.587379733,120502.329068018,979711.884292375,70340.6266255723,534810.260107885,203511.217344352,729041.818421558,1136913.18451104,1139403.47395802,736404.338160287,132304.500267902,800832.009775601,958879.75122828,838207.672557587,134137.394284063,353612.477663806,335778.246588284,341302.244695363,325856.707342448,325555.405198498,315786.069408611,302783.647910444,302325.915488784,309833.108135372,284735.145164654,116144.989546405,273731.374767177,249680.213693237,204995.383945459,185228.429540997,193117.068832516,206952.590260407,419365.300973882,225027.715440833,492513.323612833,161006.459160266,38904.6406673761,412859.421083649,118777.793403387,38889.4679295928,105132.574006686,32867.0710221073,351689.737952471,380160.945497877,147006.540343761,22474.2354065878,18486.4541058214,98720.2623807627,124660.394402292,9551.7635626439,180671.318951354,120788.01276334,106363.798744863,11238.7999009714,"","",298,20738.0992257587,319756.896759626,0.0648558309012748
"532",532,184.043263100731,184.021427945254,184.045619827826,282.142011032105,277.185003128052,326.349998397827,87,17,10,12,16,180091.243475556,138082.622594752,249489.870162065,210410.815864464,132062.378474006,91887.8309787526,71779.4820875488,192183.488748011,427438.858136437,61617.5334043226,33511.3970157318,253249.769531928,198376.248840045,138757.857296791,77967.1891234053,131858.20561097,68878.0402187552,419746.764016375,427702.883522077,409489.313948762,391295.72926257,405865.258790888,374329.745376069,364134.146059295,408539.124559136,392251.289990991,382742.855853979,292067.274929569,79015.651163381,372929.11383949,160398.173610387,227206.564020089,95176.5245775841,270015.443382099,378149.467637741,224853.3401192,32972.8148650099,88212.6480344585,41142.9865479729,15304.9200414759,617470.212641805,57862.7335165143,22678.6884948146,1507481.73101654,57230.4139475578,12057.5576651841,584837.030104844,747105.609979893,142801.31350261,3086497.47198419,224896.924385852,40746.8724148645,697406.913514249,184245.116025925,70533.8058866348,104090.429483467,"[13][M]+","",2328,20211.525687537,397609.711138014,0.0508325755668512
"533",533,183.963933825848,183.963123175514,183.964598700915,720.69998336792,718.44,750.347980804443,53,16,10,13,14,39708.1089690421,76353.5396102787,18615.3301697098,47236.9257298085,10557.2011733734,33121.0924632027,23686.0509157639,17229.1390383229,4971.53750622129,11618.4930105863,20717.4325036118,43345.7562035024,38904.5934246108,32760.2734496208,27328.1242446788,142209.782343507,22505.0944036836,31700.6862711601,26248.144767356,28312.1434551491,25392.6249335334,25974.2081258683,24060.5523870428,26381.2208151275,28313.3743751049,28054.8172635208,24485.7298519496,65678.0641582562,45518.7339187093,29209.3146062829,36754.6418246068,63259.8476217634,52352.2673082724,47990.7652215686,12980.4209258268,39929.0738780361,54632.6404075058,67248.4064634676,52597.543314971,45577.9322640286,39114.1987185417,34693.667571385,36145.8760045575,10017.2753827899,16555.9797416069,42183.958827432,26806.9884963939,14153.5885005351,398.602496856107,39125.150383514,24089.5231760703,13422.9838086979,22786.6120797994,11462.9696320463,24887.2861421108,10307.3490437679,"","[M+Na]+ 160.971 [M+H-C3H4]+ 222.983 [M+H-COCH2]+ 224.977",429,2262.88564606262,26892.3502245812,0.0841460722906325
"534",534,184.001716873931,184.000771838905,184.030181651749,425.043007888794,423.386994094849,481.759011001587,21,12,8,0,0,1747.22565013915,154634.440318686,30800.7330144968,1463.29748734832,43090.6921645533,443.840740833742,150988.048593085,51673.5365480126,23102.8756727917,17403.6055210012,47421.9726995895,86117.2937243432,743.744739047119,27625.9262154471,59585.0875601731,54575.4502994248,2000.33424274127,17527.2682987154,15072.421876872,17920.227535214,9407.44198468812,15864.3073770421,11723.616200421,11868.9419120327,15412.0485672015,13944.9864193899,7547.76213671402,326.723606586456,614.441208352335,202.614630546523,207.817832041997,146.055142671615,2012.73503418586,185.323055472225,154.391866083024,209.44768571388,178.427853919566,294.531564606354,156.511262376606,257.556109468918,2184.75068702549,1002.79469418951,717.804675193038,594.990550518036,627.811629965901,714.632751995698,1188.35719745457,895.873875953257,643.641967641811,680.406554520875,799.317169744521,682.9036389937,727.395903587714,600.138412228972,497.58784449473,863.5593123169,"","",1766,3423.79910349947,13628.9022308291,0.251216058748643
