"","X","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","Gb","QC","Sf","Wb","IE_20170919_01401","IE_20170919_01601","IE_20170919_02301","IE_20170919_02401","IE_20170919_03001","IE_20170919_03101","IE_20170919_03301","IE_20170919_03501","IE_20170919_03601","IE_20170919_04001","IE_20170919_04201","IE_20170919_04401","IE_20170919_06401","IE_20170919_06501","IE_20170919_06601","IE_20170919_06701","IE_20170919_06801","IE_20170919_01301","IE_20170919_01901","IE_20170919_02501","IE_20170919_03201","IE_20170919_03801","IE_20170919_04501","IE_20170919_05101","IE_20170919_05701","IE_20170919_06301","IE_20170919_06901","IE_20170919_01701","IE_20170919_01801","IE_20170919_02001","IE_20170919_02601","IE_20170919_02701","IE_20170919_02801","IE_20170919_02901","IE_20170919_03401","IE_20170919_03901","IE_20170919_05301","IE_20170919_05401","IE_20170919_05801","IE_20170919_06101","IE_20170919_01501","IE_20170919_02101","IE_20170919_02201","IE_20170919_03701","IE_20170919_04101","IE_20170919_04301","IE_20170919_04601","IE_20170919_04701","IE_20170919_04801","IE_20170919_05001","IE_20170919_05201","IE_20170919_05501","IE_20170919_05601","IE_20170919_05901","IE_20170919_06001","IE_20170919_06201","isotopes","adduct","pcgroup","SD","MEAN","CV","fss","[M-H]-"
"2098",2098,574.158941913582,574.157132570317,574.161704662086,70.207499370575,69.8899984359741,70.6290014839172,12,0,0,0,12,348.193451982357,257.208832047081,327.580335659091,493.089182386757,974.615258946782,900.661241175979,429.849420717801,1317.276352535,340.126151378333,323.627465035825,306.465537311177,390.154779146891,609.767852722201,339.95061437606,377.159035408578,430.971437675313,318.689962041099,2861.42933046073,3071.86893228102,3385.14200606077,2849.91790940985,2850.80557793113,3194.82096545598,2857.21250071456,2879.25370402508,3067.70894277096,3282.74835961778,213.112661744958,208.252361751162,567.27367023885,501.791278810318,296.683330030679,365.342635593319,324.932182162302,364.316838786804,299.536475338973,388.516306479461,316.934041227854,455.416215735787,379.599477470076,18608.1685294833,17632.9122860116,9150.28094874695,13848.2607800314,10556.836486336,13479.8047569797,1523.50649708084,14594.4803907908,14194.0081216552,10017.5488829272,8184.81537636569,11375.4588193047,13190.690367613,17719.461374831,12351.5927029986,7763.92703672286,"","[M-H]- 575.175",33,201.62800023801,3030.09082287279,0.0665418999047854,237659.755972524,TRUE
"2435",2435,672.194808542868,672.193059298956,672.225435277029,69.8934996128082,24.7379994392395,70.5390014839172,10,0,0,0,9,242.231581761735,271.195258611697,150.655950976373,329.844621719792,887.275259606726,399.617617566139,396.624595518612,796.003317682073,321.983834033087,144.533774559037,249.693198116962,314.605379803106,258.545867092023,313.668385938586,318.890244934824,254.130446867396,342.387593054678,774.356574945501,916.806393038481,1025.46413826232,858.619309441769,956.428315918194,1110.24618275883,788.18223386578,870.074267646298,721.280774602899,881.363399075344,175.139367420226,81.2706909179688,324.425417158462,273.870618511573,140.329090019502,89.2555413320661,202.752082388906,301.45580602265,168.571751912435,162.409545687755,210.627555157989,288.375766679272,129.893887024082,17919.3384494404,7360.38457228504,8018.83255942538,14850.0871609524,11742.9570914134,14317.9612656683,537.719464324415,12398.9283505499,14045.3761876612,3132.33059461229,3647.25602186024,5493.38779714579,7106.93960807957,8810.90752876364,11671.5174538539,2254.4696474274,"","[M-H]- 673.21",33,118.158194902925,890.282158955542,0.132719940205862,160751.479391094,TRUE
"600",600,254.150304318005,254.060124641468,254.151433622864,423.956997833252,400.540014266968,424.657998046875,23,11,10,1,0,1078.45762918703,1338.35693112214,95243.9915432701,73459.6395894721,120761.478534776,1331.50040003526,66477.4604281159,57159.0274273348,2083.55354377558,69962.3435180246,140131.424982854,1410.09744524211,79951.9361140556,52231.2567031865,58805.9805261437,1186.44921977632,106505.309547233,24716.6370452445,30687.0199741947,28579.1241242428,30449.3838743885,26076.04963899,27446.9699901156,32550.3619697954,25508.4404793348,28896.7415552685,31114.8819576015,2699.86820719019,4222.61763492599,4416.04424263142,4471.9982389907,2236.19375746697,4617.74491686906,9322.02315249294,4807.57807306905,1671.48226342228,3379.31402896824,2344.96552415325,2840.49196112726,31075.5189486605,2267.97095599321,2026.57864180339,3789.04435486315,2431.2666226437,1484.77497564489,1603.22547487148,1628.20896463771,2585.32189236954,2587.61004695417,2275.93237239507,1151.13457825407,1818.70138215791,1378.50576868653,2054.79403648306,3160.28539556216,1959.31455731786,"","[M-H]- 255.157",34,2627.46903015499,28602.5610609176,0.0918613205495485,1327452.38566339,TRUE
"781",781,289.06675236832,288.97081830733,289.110637850458,73.7260000801086,21.5740006923676,139.929001312256,210,17,10,13,16,215987.612853757,191795.578633515,144514.148349336,131321.529619817,35029.2838727234,86175.012203441,169921.996187961,70685.1171466027,170968.219707785,241363.758645562,159280.165872142,199992.947578275,11689.0993639268,141752.47484618,195902.227224323,176288.232859084,221221.940946652,98909.910950118,96167.9822148608,93916.7596225743,98895.0334847812,99548.8649712054,123637.463297568,119810.99436972,107900.565823561,102600.291784185,122932.845067394,275969.665767225,261248.756890145,197091.26552498,180047.390975781,218351.276328433,291269.732588713,310716.416438245,137136.562224529,227128.866825114,238212.039307383,280983.675925182,235830.057443186,236208.105807467,47448.9315938056,62140.6598232285,9580.19399791257,46340.2921980302,52649.2900140221,37669.7009981889,143601.327235672,66234.4917846553,51798.9897628958,43552.8259378664,94691.5006152221,59720.8931483496,57720.1628573786,56606.3762910868,42719.3433282874,45038.0374995302,"","[M-H]- 290.073",39,11483.7496658667,106432.071158597,0.107897455540018,7635916.88662957,TRUE
"1864",1864,519.363766466311,519.248244973922,519.437060151998,349.413003768921,306.589013977051,406.254986572266,91,5,10,3,16,963.796784773003,1155.71022799239,2761.81201333592,13457.2189892697,11561.8106808055,1393.75333785736,16278.8617041247,1419.6182941679,1471.410234558,3077.64711191971,2133.66848454776,1925.84136070203,2882.26773260544,2044.46724267289,9370.06406346658,15297.718801165,2094.72754812211,270692.344727907,287793.374709676,292680.241147872,284110.985119902,269921.264580935,277154.78043234,275673.759499546,286380.680563556,315911.724786319,280136.11477402,600.57816940013,1360.5038150946,1179.4273490796,18069.8537354923,805.171319101239,729.626485014812,1070.19153139024,20848.2795061972,1830.79871785097,823.583893897419,739.917821698234,19981.7331252806,933.513094503506,1176468.18238297,1533224.71169833,1675734.95092836,657606.283066006,2012038.78247125,1899910.90887049,1702157.97623107,1774719.89602006,2001938.46479953,17247.5449532736,15532.8035924106,598174.428573208,2161322.43643013,656502.285819987,2654725.36568195,106659.130157586,"","[M-H]- 520.371",44,13417.1162994074,284045.527034207,0.0472357950484169,23642682.9951948,TRUE
"3166",3166,1037.72422365057,1037.70823697888,1037.73924150728,350.639002685547,330.989999389648,354.001998214722,19,1,0,0,14,605.888741754554,456.327187211718,803.021352580252,1119.24041012448,10165.62034408,4963.7046675235,3387.95045369243,723.60936673724,518.108904583675,919.447240740061,423.091363587168,873.551017560096,900.606919019669,2303.66632531335,2353.42921736216,1245.29205419943,1761.54537468106,5436.69875109245,5274.14073396334,6896.11743566527,6328.7934764574,6298.2080459914,5978.62657598058,6333.42245037879,7082.85200032191,6593.22897122428,7141.53737369065,613.130466510728,910.127092766327,913.898025637989,1175.91712860204,824.469799229689,670.266783605237,1317.3001950485,1693.78025093699,3371.48279835967,550.882296706674,788.229818829397,1526.21860978678,854.31576534609,21506.8789554728,16759.2689286266,59486.5687013328,13986.4950272607,79263.0402304092,24045.8973427769,71959.9735889589,52024.3652756369,36416.8022509106,7880.36202836316,87790.7823337447,9300.75326658616,85892.9829984754,7106.84309978387,102629.257650934,6301.94535326213,"[141][M]-","[M-H]- 1038.73",44,637.012624364585,6336.36258147661,0.100532855589229,794449.962819418,TRUE
"334",334,200.056014182425,200.054356829138,200.092946432526,139.077001342773,124.376999130249,184.740001907349,76,16,10,13,16,85480.9562667615,58030.4490882958,90243.985848121,96213.6175262313,98447.7372239092,8613.82388694253,65031.2107528925,190749.192320721,65498.5891054734,57880.5519579052,69955.4407092277,92086.1779838257,69231.1130912704,67169.0456618516,59073.5112769214,94535.2417686838,89378.5889192484,190078.026725383,191559.819924345,192456.713649769,189523.177097032,196790.190223232,202492.30006557,203001.674111715,207122.814389399,205513.847952713,212492.651889458,61656.1161754932,68052.1482792179,267974.352691381,276682.918133234,92088.3752437237,68658.2305802808,124187.412410151,181969.217629676,62406.8263112783,140631.188286758,63808.4214027195,165576.705437275,136705.779157676,492138.016876594,244255.193824936,381426.702152253,530948.192587873,346719.928851001,572692.13812364,14845.4839449083,269003.398263445,158450.01131752,545367.13592601,314365.404547638,368801.667406582,563403.677790782,338263.020316368,531995.484107089,435009.863503758,"","[M-H]- 201.063",45,8103.7104881129,199103.121602862,0.0407010720016578,11166733.4606962,TRUE
"1620",1620,463.29139409012,463.290142052141,463.292057214773,139.710501537323,138.440001945496,140.289001312256,14,0,0,0,14,1244.53979456249,975.408636414291,813.327012398319,744.23156140779,1051.5113675396,2989.11927858026,902.713150425038,1565.10725199954,1174.65064978972,707.381728074669,887.550378117563,935.153055883013,653.773581437611,1097.02350737786,1048.25915203337,944.611453971286,765.155737026646,13182.0815031203,12129.7268289468,12456.4353816737,12151.9778768735,13798.6643624247,13015.4504354605,14244.3788425017,13089.5864913301,12155.294590455,13360.0430910955,730.124311823825,535.039821048655,969.533215713495,980.849734838638,692.516119225391,487.51117327399,756.613541356184,758.320154802518,666.499051956667,1168.29396511759,744.682420063298,994.548592649711,591.848269386101,56989.2289591336,29360.7843944905,74824.2683928615,103308.419406184,111559.372508648,129114.642993033,20777.1005995024,48463.2022995657,116125.314097278,51787.7817532405,72429.6550879798,99291.8892509843,104275.698350519,47871.9598793933,85385.5377041659,64288.7035718963,"","[M-H]- 464.303",45,732.238853430568,12958.3639403882,0.056507044932451,1374013.09632105,TRUE
"923",923,316.119709881378,316.113423788915,316.212051357197,139.075998535156,111.903000240326,176.019001808167,15,0,0,3,8,4295.76259395374,3779.32103993893,3828.65080522348,5090.09573434691,5218.39585524699,6025.08575020269,7159.92498781,11350.4892340306,3073.59204278922,3351.23338676989,4646.16842319444,3510.1967004354,4136.20307953656,6121.32363786344,5356.14148183366,3213.74318348638,5098.99550840879,7335.46065587041,7328.05242936568,8322.4268315658,7585.09208273951,7472.44482766994,7972.20544608663,7898.19019085169,7835.45634898759,8241.19579301951,7374.39677045783,4797.30195244721,3506.69000417109,14823.9031638973,7349.01465319993,6658.60688082472,3409.04022863703,5644.46128992896,5518.05633277757,3741.24480289352,4498.72135652948,3794.16806002334,7321.98620773253,3732.95695528885,21842.7577151374,3763.95250898697,19375.578044142,17857.7653252561,15368.0735501723,200157.334149535,6745.72369983001,138797.542700715,143934.106977838,67342.4017860601,3283.43636291999,3325.92707337392,77010.5242443836,2406.89324705433,41644.5381494093,96530.9243064361,"","[M-H]- 317.13",45,371.3266670175,7736.49213766146,0.0479967743016077,1096803.87655129,TRUE
"691",691,270.064480557339,270.062094668225,270.09757565248,138.45100605011,111.273997192383,140.34200263977,33,2,7,7,14,9984.16024948905,7987.43370704027,11807.2951264679,13354.5648041244,9764.68816079034,4999.10332898516,13183.8258245308,25444.2105730623,9741.77582332461,7521.68089819451,11552.3089784613,17184.7150887921,10434.680816602,13503.8166560729,10974.3765968978,6287.63965007519,15479.3296000697,11582.3992940174,8613.94091196358,14864.6639743811,18956.8892568815,19305.8390343562,21123.5506211917,15936.8124292465,18959.9374899669,14621.3981233817,20560.8366159315,41163.5502214538,8288.92388064414,37426.9302373326,7450.20690310746,16739.4564920571,8003.0582700873,56001.5669129044,12867.4784340585,7014.92823355738,52765.2527958548,9976.25007370919,19813.5553136965,10188.2444944605,24471.5843736188,17981.362312655,12002.4815060456,22047.5092750924,13501.2339287259,21914.7302304804,2892.51549331782,19208.343794827,11949.4087473792,15834.8761809962,21148.3625439471,22527.1236366779,23766.3439308107,15144.2025670339,19126.3568701968,20397.71386949,"","[M-H]- 271.072",45,4091.98234921201,16452.6267751318,0.248713011310574,935345.425158517,TRUE
"1685",1685,474.323945573392,474.140820304862,474.325423587086,139.707498188019,138.409004058838,149.216000404358,20,7,5,6,0,25886.9494758343,21420.1812978415,1022.83247801327,9323.50182795804,14122.0059344093,86983.2661169781,15475.8963225383,52236.9201418717,22617.8094663706,695.625716159266,2290.4190567447,15227.7302706261,1476.17255686148,8933.09115147986,2798.54741054434,6063.79708844336,1887.31536898081,15042.0407819562,14073.9315962754,10906.4476880792,10864.5978682481,14355.6524145131,8051.23238301531,15610.7810782683,15415.1571786627,13089.3303043913,12977.1546926318,10892.9954199074,4164.95619419392,22684.3711129219,21401.3741354551,18920.8575886833,9358.31783432513,17352.6704745216,4203.12692352722,10034.2356013862,23153.9702810946,13432.9734330364,10614.3403189318,4079.54761704267,3701.19589009947,6128.39789512509,2645.07818202139,2561.47751527221,2673.95885165781,7109.11251682876,1220.66811737996,4863.08163030605,13140.6927860063,6974.62351326942,3421.61593993852,4143.62301992526,3359.68257632988,9032.90362456015,6849.81903978952,12282.7344998792,"","[M-H]- 475.331",45,2432.12290996236,13038.6325986041,0.18653205323254,679250.790201113,TRUE
"707",707,274.057400039054,273.867355232555,274.11082004174,69.2620000648499,21.596000790596,141.554000587463,190,17,10,12,16,28073.5764476197,43563.9491924459,40717.0115554985,42539.7875160927,16240.8603116024,64304.3300191344,34792.7672078722,62833.9551527333,49920.185232244,27868.6417076318,25004.0658540393,40901.7282000021,34265.8923161072,38765.2188686521,34005.4968158947,40160.5209977768,37232.5800189129,99405.8572555835,86263.2364425289,94627.0690705334,104201.858735629,97160.2810055231,100104.194383007,98732.7249089493,101685.667675312,101816.245731029,90349.7490521462,34569.4879535484,32189.037081305,16394.5010231719,19000.0000986186,3485.76582332607,13688.5925690464,8676.65827051313,40038.4073818072,13501.5697634141,11083.4708714584,15315.3437465709,25336.651242702,18208.2457451941,107019.255686387,132609.518698084,62591.332063232,79761.4694036528,76960.6402919736,59843.3024211414,93091.9526720326,116672.984388315,71613.2693627849,76144.8029235804,106483.132287179,99354.6243034756,98927.2360039895,120383.973332291,15290.1476287842,78135.9173297158,"","[M-H]- 275.069",50,5564.92848654191,97434.6884260241,0.0571144484211801,3281908.7420418,TRUE
"2171",2171,594.338167794462,594.291679768183,594.341793267761,360.796490516663,331.408996582031,424.874011383057,28,0,10,0,15,1198.71165506757,1095.27863865653,1855.10640658438,2209.68745615747,7504.9607340734,3068.75612284346,4948.27271734616,1142.93710791143,850.515343404841,1422.985038357,1418.97815271979,1011.31592183816,855.6443850152,3824.06488715009,3602.01086981222,3834.12448351416,2386.22438593046,18920.1045537293,17865.0968517701,18977.239140923,19017.7678798162,20527.2242438495,22077.9013848708,21988.6057904991,22850.3186750847,19425.8333928501,18533.9954407985,1186.10522068292,6191.65095885382,2217.45959307502,4116.73804139139,2853.57188650118,1517.18577997712,3711.17426028661,5723.87292762018,11468.1842733635,3684.67639533389,1318.99447323997,3075.52295377588,2539.23523246673,38788.1764900405,61522.6967441384,69882.9499637061,31772.895850623,47719.5744062186,62984.9669959849,6126.48244517843,40455.4506066643,108673.51742973,61419.9743145844,37890.6360280504,83351.1244773469,47815.5907063225,69360.8926961983,100375.933057537,29646.796487812,"","[M-H]- 595.343",56,1728.35060399731,20018.4087354191,0.0863380614733525,1189805.69235728,TRUE
"967",967,325.039135705834,324.983254112757,325.092923369535,202.222998504639,138.44900680542,349.397006607056,78,17,10,2,16,9156.5083451767,73566.8802564938,22056.9279281039,15130.0620192349,27353.3401854461,138629.550819079,25970.0364622956,154933.938728794,50132.6504544733,40216.7198388558,21733.9217490912,38178.3693643613,31490.2286783665,51900.2310346953,20067.1968575484,38989.288320065,16909.9693325639,91495.1512983826,93944.3003461077,96476.9884076568,102065.079305314,99480.2457619342,103356.952084448,104025.666172584,102700.71539407,103910.983945072,96671.7733220463,9818.3853018758,2883.38011231972,28589.88397134,2276.14554287709,2825.6399085375,1656.01983875444,10834.8774141205,1597.80777392304,15323.1217416473,8838.76527262107,1639.3802895749,2364.06006455285,3461.23872503481,137682.008664596,167468.386285778,175787.631859325,109724.114198602,225339.752402455,323550.798257933,31124.5448806854,227770.856891499,168989.682518849,146965.235732131,169759.703171513,117540.192480355,225255.182591393,187637.377448472,343258.753304117,100182.291172771,"","[M-H]- 326.045",69,4517.17607530355,99412.7856037616,0.0454385826518136,4720688.89422991,TRUE
"1670",1670,471.298063267927,471.260816277875,471.299804058922,346.304997253418,330.154007568359,350.650013580322,68,17,10,12,3,40943.197274566,136458.840530907,33745.5616298318,77311.1333836277,22234.4907943295,102071.895631682,341858.52723448,76660.8245849842,63696.0558497608,27377.9576459443,24357.1601551143,49783.7334826887,89246.2643182454,230099.409117465,206473.282094728,169359.406118636,39462.5574035889,73689.2681787529,80796.8259390545,80290.562558971,91767.9461171717,85557.6731029249,86057.2834075143,86643.9062695205,95589.0541112074,92139.0820036829,94146.1892950501,105493.154802535,52684.0187088787,65056.1219604278,69294.8685302328,205391.208989194,94864.3555261574,73092.3277120292,60541.1262508709,175563.605140639,200956.311107777,65922.5519368899,109645.404360797,7666.81247582473,4558.07894919512,1859.20254336969,6607.76627806746,5585.53457911632,13076.9218819806,11823.9529503649,2557.52437844127,4735.82119518668,4598.64524672352,16467.1405694077,2804.47663087111,8161.69148193455,6018.99364783416,6109.74318969135,16417.2981137903,7102.51987791233,"","[M-H]- 472.306",71,6965.36641556206,86667.779098385,0.0803685808961944,4002475.26725057,TRUE
"192",192,166.01788520669,166.016283699548,166.054975213493,346.255006942749,344.068006668091,427.107004318237,59,16,10,10,13,15158.1755894423,72216.9057094554,50244.0646112887,29767.9596304265,1715.1932839416,11930.8035460752,96125.4736281408,114447.978429695,41609.2107895331,319265.604916797,125985.790327396,14551.9903547131,136177.508134961,171087.672248762,39154.5653721162,134241.315872513,77336.497319804,38676.0966184214,43222.0525214252,40311.0386251413,45268.9751235768,41617.0153622888,42514.0525224432,45441.7740782929,49362.2065120284,46203.7133289501,49866.3697131743,7923.03266760541,22097.3395479284,22784.1324098571,45848.5489073989,13578.5811895883,19679.2774420524,27571.0659084575,51008.9907648973,15325.9369896096,13058.5713550448,14617.7497801701,8044.14206332527,11699.2608399875,29679.8563647573,23528.5583728933,13109.2263065048,21092.311265837,9681.2446412858,11066.7431199923,4275.97244789042,8585.08988529928,14042.6316104448,74094.6670812214,15672.5240070058,15326.4225206481,16974.2458466668,33331.9076532405,19447.2006501151,35618.4596313028,"","[M-H]- 167.027",71,3674.84665111115,44248.3294405742,0.08305051733188,2512263.69544183,TRUE
"1957",1957,540.328902730613,540.284284921436,540.360300918433,346.532995834351,271.326995162964,427.557991104126,103,12,9,13,16,1036.8959411273,25666.236570311,12360.6470397361,19081.0236667012,99052.2695398909,2777.63168627566,17374.6257110825,16922.9517917272,2714.70486002509,7048.76412534714,10419.1905841445,29974.6388742556,28817.1753197649,2762.11895537207,14929.6651705657,5687.59427376261,11938.7980595988,24203.2607488667,19835.1596920239,22881.3427194098,24085.4787605586,19895.9713074403,27035.8707856021,24305.6655399849,20734.5011189083,16890.2628641063,22378.580639022,87000.0060385401,30174.6851909018,53030.5595672787,23985.1569035937,19082.8060194427,95676.3167441514,23750.1888755957,10078.3665302088,177692.410120752,21991.833759537,74961.1490199585,15109.8749285409,153727.919820504,33110.1265629418,48106.2666958962,44862.6390860556,42033.719841688,44795.5796457579,72692.0847409857,34161.6265886463,26791.4371112734,110485.005428578,33964.6399766505,64699.3564473465,45853.3121862933,43396.2786284685,59336.8530407473,64578.7035707145,14704.2826875066,"","[M-H]- 541.333",71,2927.2594964974,22224.6094175923,0.131712528283186,2100644.21210417,TRUE
"286",286,189.04020837036,188.892159801742,189.076118252452,346.699004135132,332.041988525391,358.307989959717,21,2,5,1,8,2102.03148486908,3961.55820630118,1128.83460934818,1334.9075736723,15280.8710637392,147671.454432616,2792.26602740357,1805.21334039635,1821.23729970263,1750.2295947451,3563.31815712562,1147.8884808198,3513.38334845666,6171.25449310243,3714.42623358087,3339.71589703285,2021.93031803891,9861.82999226664,10308.9006676143,10401.0553626423,6678.64986689016,12661.1489420746,10400.1699582163,9873.92343954463,13234.0502080372,13314.8129395875,13391.7912178755,2280.23515481158,2362.09097677356,7978.86806524359,3352.5989517902,2548.30776142143,2455.26267687102,2961.7013381754,2923.95229370032,1501.0186951446,4316.21650528908,2107.11721090113,2804.27075466993,2401.15249404555,3205.81061253167,4442.17929080749,2386.4128333098,5304.27695067732,8087.92689188684,27441.7078130136,167810.974990788,20871.3227488901,16345.7761116924,7769.31976132095,62429.8325764015,6900.66425638474,56975.0385669776,5522.97588429772,184350.993940341,10277.4489685628,"","[M-H]- 190.048",71,2141.1710120823,11012.6332594749,0.194428613178425,943362.308232421,TRUE
"2834",2834,860.846666343654,860.843876725579,860.848416599062,432.480508460999,430.558988265991,442.246005172729,60,17,10,13,16,3159757.93895302,3139540.26423914,2613244.0949249,2475243.43453407,1701949.90780804,2966233.59842516,2589001.55027861,2483893.03721228,3041473.11397057,1574308.38444476,2297545.48293106,3146523.26144831,2564965.87946347,2739456.20433097,2624029.33744378,3055581.97169052,2378816.24227206,2864188.80018528,2862944.62013022,2889374.5268992,2893513.50802186,2835493.14764527,2978831.21030465,2965564.59023274,2951425.5166828,2876079.24437784,2889773.87881162,1923629.70158622,2213158.16063924,514179.710618629,674746.068845984,2513182.9881171,2859917.09649833,2492973.45429525,1130629.446721,3248844.18869833,3015225.35440824,3189788.4027873,1590936.91026864,3180570.69924653,2799560.49503993,3092942.90909392,2446209.36875313,2687922.46422427,2719530.05623441,2761764.4145889,3335150.89397942,2946355.735692,2755870.50915674,3058277.59754231,3104819.35369262,2729974.60832376,2881701.65768022,2855781.17324442,2811308.67479025,2975764.05606598,"","[M-H]- 861.853",73,48075.0793762592,2900718.90432915,0.0165735050385303,148069468.898495,TRUE
"2575",2575,724.87185470028,724.869779138966,724.87324614544,432.420013656616,429.960993728638,442.925001068115,85,17,10,13,16,1609856.82536542,2758789.12104814,2390150.02898923,2242838.81842247,1443001.89688326,1654678.9774577,2290591.64527677,2331797.38050662,1561941.4319527,1298911.34938359,2001796.1525798,1702048.12797542,2109330.78861314,2365331.41665799,1386277.61100634,1582630.8533517,1987602.3440643,2467119.79480072,1471439.92541076,1474565.54044183,1573388.00342221,2463144.4604684,2563656.27680132,2528238.60772092,2511891.43812446,1502511.29002498,2476267.8776201,1644122.90519601,2811995.6903501,556528.514423333,671394.964140756,2245364.90653775,2530899.29548831,2268369.07289404,1001201.107913,1628968.38381001,2614193.31471615,1622915.0101178,1372268.28425631,2734731.44101237,1522443.34648561,1650267.68426024,2133761.06557258,1483167.11531538,1584092.60951352,1637770.17290112,1655923.7422108,1637074.52038002,1700815.28950768,1595894.82303645,1686767.99835955,1659178.11251281,1579951.47327145,1609870.44302836,1586010.15121753,2509821.33364695,"[98][M]-","[M-H]- 725.877",73,516044.088781038,2103222.32148357,0.245358792320648,104685560.756446,TRUE
"2778",2778,826.852347168942,826.850115552567,826.854062300849,432.750492668152,430.558988265991,442.879987792969,60,17,10,13,16,1373496.60534292,1367366.71308224,1120714.93934127,1066320.19534378,707841.575808091,1309835.61952245,1105420.15041943,1104928.48181929,1329291.33345461,657580.762066075,980186.572396091,1357515.78921993,1089257.40358008,1120390.93364041,1123273.91971772,1313650.51877899,992012.829525655,1241058.31876464,1245913.29264592,1254584.37096566,1265688.08297298,1223887.75984301,1301834.09504811,1287621.35940119,1269370.38925776,1229635.2536117,1253054.92090464,837044.895796776,914585.518004321,211197.004341781,277722.074535429,1099134.83477184,1232587.25436428,1092821.72330772,486487.613310583,1425727.18554548,1310684.40392622,1387825.57584067,695255.753763703,1385364.26314004,1219103.99428147,1361956.12838244,1056755.379576,1174460.60550188,1200348.62665863,1218670.70086989,1468413.39895697,1300548.39974118,1209943.15953587,1352135.19572652,1363497.00402719,1199670.77510333,1272467.63198872,1252446.4353155,1251042.23175983,1291756.5782727,"","[M-H]- 827.867",73,24538.5703771601,1257264.78434156,0.0195174243984024,64241386.5328216,TRUE
"3298",3298,1133.12721244641,1133.12357246225,1133.13111859661,432.807006263733,430.558988265991,435.087987976074,56,17,10,13,16,192380.666650459,186133.402667415,192994.983112346,176481.208521409,116937.14335315,195896.555261454,186428.801213542,183868.18949606,198125.922314069,132253.884984991,177885.707877096,227117.60330057,209229.978685539,203702.365828964,206492.502269428,215715.244149044,190700.397681378,189523.987862252,188065.682902494,199018.505486262,208569.996000845,205582.058117229,213661.923186483,221863.816542015,218633.14556499,212378.541006185,222272.062569224,115693.853408593,215152.256905023,15995.7545215487,24327.1947757002,162945.641751379,190797.953905337,174765.715046515,68608.2833439599,226239.730898208,226167.122780997,217575.639676438,103969.239398122,228625.171181252,171026.015558615,204023.645295796,160071.3959436,176804.353699129,185444.961653042,184130.445522697,234998.341295959,197454.727604688,180445.159706089,217478.800420433,213489.376346818,183463.604213767,194205.956925759,193032.837113086,198682.039140653,227441.265459504,"[159][M]-","[M-H]- 1134.13",73,12408.5546199373,207956.971923798,0.0596688560385662,10364970.7600976,TRUE
"3338",3338,1155.79185188776,1155.78738042674,1155.79498026134,432.928001556397,430.558988265991,437.840004119873,57,17,10,13,16,178785.535402028,178270.989045003,178929.419091838,163201.062766729,108822.348638467,177811.461077354,179350.346562881,176281.27864084,186387.460020885,109747.471463084,174964.366757929,212662.213736609,201177.544244931,186480.50912451,196254.089238392,201540.509684139,179521.065166044,172485.227075636,182996.582364079,185900.665189122,195753.361254764,195016.124703806,203723.81501087,205986.507935105,210883.208292756,201639.029742943,205805.036882783,108077.781416229,204954.296040087,10825.8473765105,21288.6821794459,152471.32739829,179233.578714505,166779.848429241,65794.1430944211,216746.259869481,214431.464716494,206018.424178189,96423.2417525649,220603.674186997,153011.801506805,181514.444485365,146844.30157626,165426.715742871,168327.852540783,171976.184726874,223820.937301861,183294.199450123,167450.235920964,202727.953583972,197813.931962094,167459.045024579,180149.582513273,174997.044918861,182648.505704764,213537.877517539,"","[M-H]- 1156.8 [M-H-HCOOH]- 1202.8",73,12174.1537712273,196018.955845186,0.0621070228577398,9695026.41294297,TRUE
"3282",3282,1110.46645676861,1110.46265228826,1110.47020000919,432.849500045776,430.627997894287,435.087987976074,56,17,10,13,16,173389.974895229,171437.522128201,176116.460101531,162912.764388479,106514.757510202,174006.363310959,171277.602224064,165767.065913709,188389.172031029,111677.805539598,164168.742832478,211461.106905161,189491.887288144,188923.47730712,191020.225338042,198706.720697279,171567.8580717,173293.701769692,176397.828304921,182363.804097667,192213.784086984,188909.396300242,200468.076339664,198350.260754442,199738.301769577,196621.62162674,203014.791619172,104710.728415005,199405.536322643,12359.7017597187,22907.6685424894,150173.51732185,173953.617357351,163002.755286786,64644.5724037791,208571.435751971,206470.769797216,200047.104568272,93919.8167665601,210445.877327903,149158.177303946,183371.661299234,147050.016229256,163791.082317907,167853.879289124,172606.878275406,216777.16458591,178320.739186905,167019.33286353,208268.953224057,190358.324694765,169456.044538644,173667.131591298,175494.443825206,177228.608616474,206459.836887023,"","[M-H]- 1111.47",73,10556.528464192,191137.15666691,0.055230121909727,9485696.44950226,TRUE
