"","X","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","Gb","QC","Sf","Wb","IE_20171003_01601","IE_20171003_01801","IE_20171003_02301","IE_20171003_02501","IE_20171003_02801","IE_20171003_03401","IE_20171003_03601","IE_20171003_04001","IE_20171003_04101","IE_20171003_04801","IE_20171003_04901","IE_20171003_05101","IE_20171003_05301","IE_20171003_05601","IE_20171003_06201","IE_20171003_06301","IE_20171003_06801","IE_20171003_06901","IE_20171003_01301","IE_20171003_02001","IE_20171003_02601","IE_20171003_03201","IE_20171003_03801","IE_20171003_04401","IE_20171003_05001","IE_20171003_05701","IE_20171003_06401","IE_20171003_07001","IE_20171003_01701","IE_20171003_02201","IE_20171003_02401","IE_20171003_03101","IE_20171003_03301","IE_20171003_04301","IE_20171003_04601","IE_20171003_04701","IE_20171003_05401","IE_20171003_05901","IE_20171003_06101","IE_20171003_06501","IE_20171003_06601","IE_20171003_01401","IE_20171003_01501","IE_20171003_01901","IE_20171003_02101","IE_20171003_02701","IE_20171003_02901","IE_20171003_03001","IE_20171003_03501","IE_20171003_03901","IE_20171003_04201","IE_20171003_04501","IE_20171003_05201","IE_20171003_05501","IE_20171003_05801","IE_20171003_06001","IE_20171003_06701","isotopes","adduct","pcgroup","SD","MEAN","CV"
"2078",2078,596.271006777711,596.269178277473,596.32559122546,768.710489273071,710.63002456665,785.434995117188,28,0,8,0,16,797.187208757681,1027.190566645,1059.06648244262,1300.65322006471,613.512280635163,1092.9763465802,752.357678070354,1060.33142162443,916.957034155726,984.97133029683,1078.85324779636,844.65930812036,670.000376008975,595.305035192519,971.69179741348,836.150299749027,698.944172771997,645.138792445262,32779.5674728544,33701.5389685356,35023.69847639,27278.9825114913,30122.7582041407,29963.2567236002,27890.1555718649,23519.6226589698,1048.22411291301,742.717731991783,835.040086928755,1253.10515677906,1185.49674684554,758.085770477192,725.009862941504,1185.26595860382,1199.46207820475,1096.62448361383,439.635086938056,1013.56854931929,648.85278701596,755.157685936987,1041.46090878546,109840.751228412,228246.520448837,135501.824522545,42554.7728625071,60899.6110957931,29360.0133373329,11982.3771296932,116856.078530063,223797.334118835,71001.7933794705,9446.9230820549,153385.861787321,95109.2052775621,166372.435848488,24464.2506699954,31567.3795289174,"","[M+Cl]- 561.308",514,3789.5015051204,30034.9475734809,0.126169739296176
"2079",2079,596.26450644945,596.263720585744,596.265216682245,902.914015884399,901.654987335205,904.384989929199,10,0,0,0,10,3531.56771662645,1716.94585741145,2574.32916377272,5114.18769630989,2112.49851752323,5594.36682929442,2783.05173657901,601.618561002271,816.661332322657,3826.6981495684,694.223661932722,7750.5868046576,1052.36768240482,2834.03154572991,4147.82637155721,7626.55245749094,321.773837533067,4608.06663669247,13818.3967798716,10919.876741809,12807.2821162641,12746.3924436967,13262.5887644879,10910.3248171844,13307.7144997537,10529.9764120976,1116.50946965042,1074.47342076439,560.466277636836,865.188515791803,520.062396836467,1456.59635947479,927.260948238398,1145.69324423,566.339637499236,566.449341137242,548.020803462714,793.143535097631,1454.23075841843,627.055507961528,907.406902898103,36441.1880339662,27663.9617991261,37229.1154386128,13663.375811105,16773.2078434509,23652.2814656706,26065.6367895401,34670.9852176466,22511.4444401003,29718.0648649492,3257.35098871635,25850.1771012223,17362.0010631365,29481.5880693985,24716.9605420623,16458.8139701906,"","",2036,1291.28560557276,12287.8190718956,0.105086638891531
"2081",2081,596.712457947811,596.710706699073,596.810663428308,637.010992507935,636.37799118042,652.196980895996,10,0,0,0,8,199.765224869053,94.8239160966542,137.042791193182,223.612885361848,141.694395300311,235.234048682575,245.482126590071,140.516339247011,180.721022619348,195.929948652629,188.815490685093,141.50258238655,263.314221655019,105.40771484375,272.810928344727,125.635764996728,123.961601874481,167.837177187204,8812.13974744247,10930.7867439538,9494.31885972288,7927.28362146848,7340.14760956168,8780.61273867223,8385.48521449831,7126.98888449205,446.958356627729,352.820872279629,123.358667520185,299.256405449162,120.425108242676,248.937646787614,196.97123652945,308.217998779068,237.914976589175,234.53407831904,154.243237159525,143.175288612799,171.033837459981,107.295406577074,202.800209367544,22628.7550253173,25234.7717042081,24560.0306311182,14303.4536643028,6720.47703133989,10639.4158597738,20135.2784262852,34326.6909083966,38343.4357442175,7384.42171813347,6632.87634153002,22076.0247148871,10787.7860338423,22140.0439085861,17667.6104417774,10124.0911029577,"","",1586,1228.56189962217,8599.72042747649,0.142860679016594
"2082",2082,597.267251190222,597.265621867339,597.351099006345,537.291491394043,444.888008041382,621.121971435547,64,0,8,2,16,1363.42215446883,526.357103275756,1018.76121622045,987.80266694515,832.027586118784,1027.16469452332,943.04717268534,1814.19920370379,1049.9468702944,1032.69498898776,1285.31150121882,1176.90624086509,718.369864862878,909.585716119967,764.101830023589,1892.33928357286,753.464256455773,1245.10331854261,55316.5959506482,61467.3923834869,54877.85216092,50135.9964375055,49989.9334740053,47907.439233794,51168.5546238331,36083.047652491,1511.58819134384,1222.57725419989,937.23430706514,1150.4131477559,739.606651090435,646.475591764731,1036.45218531077,1021.55393889248,1487.10025127704,10402.4611396599,536.581395635381,875.429177794339,1095.13994073356,638.628695281646,17630.9742511204,144257.512933629,133370.494228683,113348.207989863,90676.0292840174,83839.3769898452,90025.7636139616,137496.409124882,122242.695376022,92792.6549174655,25461.0933917128,46218.3281476793,147501.231171688,81759.8531518739,109624.876404699,82067.4912681562,72214.3450617356,"","",1482,7338.47918543378,50868.3514895855,0.144264144021577
"2083",2083,597.274698827297,597.273325357051,597.326662486346,768.084021835327,710.599994506836,768.712986145019,14,0,0,0,12,2132.38588268285,682.529773041606,2210.811853106,9195.00367184877,831.999032312206,1989.21831900353,1662.18459117895,7736.16117538512,1022.5242033489,955.689326984808,4270.38843305012,13276.4946753808,610.967223244036,965.511496934508,7514.01052620262,7781.68101422489,503.082074094032,4024.13153881487,13548.1882666854,11467.1407447251,13031.2353806836,12383.4721504782,11332.4681130487,11051.7029770144,9789.23878240585,8312.82365976962,691.712458074891,639.221687575004,857.149345229779,2204.24977633038,1340.53885616163,855.644040176769,3672.55395221923,715.877065014839,1052.82409838055,1450.69721551346,464.234063669241,427.350293207169,1339.74538229619,616.440571180146,15240.427619954,23519.9283591565,62806.434614185,30100.7077141702,9698.43621041626,14050.2079356487,8742.18546891638,4662.57111214674,23726.238897865,52885.5817049146,13010.6818162836,21956.2174169353,31634.7408743687,24408.7190806482,40323.5033779804,8382.51951696376,9101.41568574309,"","",1878,1710.82206808977,11364.5337593514,0.150540453688389
"2085",2085,597.398894700929,597.386252624531,597.400377672993,817.013995132446,816.857015686035,848.855988006592,8,0,0,0,8,616.795505448414,565.853370814161,653.676034989343,694.652614393018,449.755842958323,541.449651885778,547.926070008088,669.092384033244,454.38495376613,506.805122653869,463.812184841795,542.1963713523,369.463746550662,625.961754281243,767.149899382991,688.73498853804,549.681478091516,720.473603459329,6974.22879691354,7810.75375407596,8044.11871416122,6613.32512345605,6760.75955701145,6644.71000294252,5776.33435933901,5324.35701406476,335.310093587916,316.662076745944,627.845799128779,701.127126095986,425.663714357736,554.754977422682,507.283110420126,399.05322679008,615.821512106129,687.102297358215,423.663487580351,486.522991861047,564.155429857021,334.97559184581,566.004030570015,24699.6611734852,6968.76964122057,8331.33960619569,4800.04032831571,5953.35864913619,16644.9968153136,45052.9807000438,21051.9788168016,9122.26915378124,32729.4481517561,4372.96799796549,34476.9077141177,5244.66217005104,21829.3608473986,6654.41742918573,16752.6356613362,"","",481,914.974971955662,6743.57341524556,0.135681027789677
"2086",2086,597.718641129124,597.71764117351,597.72032228795,1004.29002990723,1004.28200836182,1008.68598876953,29,11,4,4,10,39794.2323570083,45017.0088330461,35453.6953324764,35944.9391514659,36640.0407387325,35770.0094978348,31175.7459163927,31875.448980527,34154.0592490695,34664.9451809817,34379.9031935611,34020.7248225063,29308.2003622104,25203.8451634124,26795.0286334194,13206.5914649288,29126.3781884895,28693.6474538626,34291.7196535064,33417.4992175767,34332.665636477,34248.4295175189,33287.7503753453,34481.2112846694,31572.2322656214,22460.6025699712,6913.40712426603,30994.3064515382,34185.4119892046,35351.2913772942,32518.6966352263,32258.5816604183,31576.4230535428,32783.784433802,30886.1451617599,33019.0797528997,27817.6023118794,25925.699488949,27022.7452709164,27745.2500226304,29767.4467151757,35691.0051825678,34563.6404613086,34993.2084885938,30814.7911996649,31548.4796498237,32217.5395433672,29865.688626419,27864.2072472721,26848.6529431492,31985.8988685618,27046.836977303,39642.261509968,26742.6366194174,26763.7552497798,25171.8805202927,27797.3926650546,"","[M+Cl]- 562.747 [M-H]- 598.73",472,4074.46281290274,32261.5138150858,0.12629484271124
"2088",2088,598.269347283686,598.267803966928,598.304452495044,768.708519058228,698.267982940674,769.14802734375,30,0,8,0,16,1461.896879815,860.564200329245,1227.58490875065,3053.91450429335,913.25085034594,753.930421667523,1598.61460391122,3591.66674797018,1015.15539644659,806.535203717882,1579.2752312118,4136.66243214806,710.180209431681,811.73945296146,2541.54440793483,1899.17082067579,795.798867662787,1673.04176067313,33069.772586732,34108.3278786857,40369.4692277326,32576.5336796335,32989.7087903833,27801.3840646343,27475.4638714716,22794.1882676817,628.92559915781,551.805094494484,1083.67173167244,1851.83382477704,825.077463965491,1234.67695022293,1834.28432471156,961.77681993111,928.8754681319,1147.49624698889,385.683961462043,1977.34813576634,1429.52483209223,535.34240719825,5073.28178399801,121529.299472945,234586.716478821,144266.675142834,42345.8055749175,67683.7338207231,29128.1550948042,9880.52355216647,122396.943952807,229244.235248321,75725.8553424297,7537.30324018747,159743.713090997,98564.2017439227,174528.923976915,26881.4892045748,29174.4041856608,"","[M-2H+K]- 561.308",514,5303.60997683445,31398.1060458693,0.168914964778017
"2089",2089,598.279263350146,598.27811822025,598.280811343606,936.749481430054,935.730985870361,936.756016693115,8,0,0,0,8,475.521010029488,455.219216512373,458.7147218436,1733.28385079,674.468734144,671.202249003001,549.129881944149,784.95404678341,475.804545227862,630.868422224186,313.85253404654,3273.57738471963,263.796129624592,1261.49164277315,812.343039427812,632.372342326811,533.345861481503,473.434408751161,6914.13575847633,6854.50050405785,6750.38270088797,6896.71280935049,8806.99684254204,7307.02246255875,7424.14629503824,5482.33782643411,166.656369511038,102.462445017882,364.572482091375,375.019216383045,323.504220914096,272.171731855907,237.242574824164,328.201268993629,228.309740663196,233.818137052702,169.0219961955,341.427290173104,335.625049712566,112.849783090445,850.054120823741,7965.94637562335,17152.3385745386,26034.4238377346,9695.04931649566,6848.95119522139,31482.3782342579,25093.8092387657,30034.047425352,18255.2768664295,18812.378703475,2841.56317445331,10099.8973801173,9188.08979226742,8582.72160231074,17572.187654074,7800.65271681547,"","[M+Cl]- 563.306 [M-H-NH3-C2H6]- 646.365",22,919.660737256371,7054.52939991822,0.130364576447443
"2090",2090,598.398821467844,598.392227986385,598.407787474338,653.069010772705,635.795015716553,698.266023864746,75,0,8,3,16,1997.39819246361,1295.02828911195,1104.72159824068,2163.17038605921,960.54459759593,3542.74770463597,1092.1750816837,914.456403086965,644.625345196067,2003.48860776797,1068.64409361035,1653.33237000013,481.465500573126,1612.98992817601,4753.29604800791,2694.26366378367,690.351921659708,2450.31077434761,115910.773500204,120521.126537849,112790.204566028,103229.339407717,97712.4508050578,93308.1243046959,90345.6490535404,72676.9014233351,1369.09202003293,1415.24961007287,2725.64738105542,9184.16174689102,1797.66026060855,975.800373466996,2734.84507063099,832.503301168858,594.284415562637,12043.1482188776,291.77811541222,446.963393566066,1292.96066255495,377.390210791325,23137.6240600906,488710.447044354,364473.308283901,214902.383912795,91877.1635216315,141770.962155419,377598.17195467,248858.751372555,264173.681090266,386571.544829331,355009.218899477,42771.4473852073,277687.587416447,90596.4080348052,202323.090442109,250381.765986197,113216.71631765,"","",1655,15733.4365240443,100811.821199803,0.156067377186466
"2091",2091,598.40281056548,598.377799587487,598.504576873573,817.01997177124,768.74198928833,860.597971496582,9,0,0,0,9,681.036624805443,906.606990446895,785.733763020672,1467.08459008485,752.530873587728,1042.84795651119,869.25423368202,765.413384582339,401.271680943109,917.551470603794,371.469408936426,894.816786143929,716.096552215517,561.216616410762,990.909851677716,671.328462354094,849.182753543183,756.296573602594,3327.99157557078,3211.46942376196,3448.76340653077,3181.99531771243,2972.99820474796,2813.0981721282,3247.47544238251,2169.68481624654,524.23461182639,555.708293228038,539.127048689872,999.620471032506,654.695221038027,568.593755704266,621.699698928744,433.340321515687,821.572504525383,547.13546712175,631.931494214318,548.595668331466,426.149710628797,551.580399055344,862.523307232931,8371.25881564617,3059.70691917017,3606.36688018516,355153.109359995,2919.29887854308,17791.37390085,14380.6276971102,7147.88852233887,3489.0521517992,11653.5256763455,321045.671627484,9518.54455352761,8707.93237272801,10024.4151533122,10844.5648334292,7010.39116797596,"","",1819,406.325326529568,3046.68454488514,0.133366392399147
"2092",2092,599.283697098825,599.28134415348,599.353658110035,575.483978805542,444.329012145996,576.399993896484,42,2,9,1,16,6028.38707730174,1934.39514518715,5826.24072660099,2462.03706578414,2068.62464724109,6324.4020727331,2126.45184149593,5788.1690865927,169108.365719462,6222.73109362613,3649.83400601428,7436.46437991582,3068.3298640781,3192.01619458469,8372.10531015465,26269.5544647319,1880.07677053288,4777.81873840839,107667.734639255,109317.582306862,105651.641380526,90904.106785208,87258.7840974256,93083.6792512983,89286.7733726765,70913.7043620385,110218.805774736,7444.15801301847,2108.43679695576,5636.68374887651,2438.996736845,1558.29918714003,6961.78818511516,1839.29682218035,1991.88862276865,3439.51026484122,920.451314048428,2794.92701969958,5829.10694392432,1696.27060823143,18549.6168793179,122503.972738152,158792.208229857,151628.434817534,133407.027185134,154819.151167944,33639.3559104879,117923.322053447,120500.149167271,113154.75769471,141172.025440277,68086.4473961632,136579.986358867,122742.400889332,96962.8259054013,92088.164878777,99636.1178502068,"","[M+Cl]- 564.316",78,12915.7318326478,94260.5007744112,0.13702167638127
"2093",2093,599.318318443474,599.282489220523,599.320720033759,993.776958618164,936.70700302124,994.31604309082,17,4,8,2,3,3096.66913363338,1282.40929589579,3316.10688996054,26915.7630714338,2536.88469697535,4320.80890957117,1860.03661671882,18268.0525903776,3430.04998882208,1633.69241054356,10459.3774534464,14011.5293517659,920.41117738653,4201.72239567637,34769.1214484568,26845.3720282361,649.347736924142,10484.3074413578,11923.9021673,14575.9465957875,15965.7597716816,12225.2257298551,14236.2112049907,13311.7389279505,14886.1984469245,11474.1213261512,530.577766533243,1251.24247554839,2354.54998048861,8934.32756228447,3208.35514341593,801.825168428477,11594.7823247686,1463.74971918911,951.74931054078,5843.04277339876,736.988483885924,475.293901116936,4011.7385532693,800.964032004122,109808.601528084,4054.43385134377,2806.23180563003,13231.9297740012,4879.30075462349,2377.88721661684,11636.9539193716,4811.5539186929,10794.899361846,7224.58018256144,2914.87591416687,3837.98477978756,3726.45239838399,2379.01628193808,3297.03734777868,9597.1102262992,1458.02573548257,"","",1675,1599.33379549109,13574.8880213301,0.117815616083025
"2094",2094,599.39969227035,599.308119104293,599.41025631232,653.118983612061,635.795015716553,728.582002868652,89,15,9,5,16,30380.5764198345,10194.9247900364,14390.9912897274,10860.1655206457,6709.72687357912,50997.0471426845,11473.1975426558,234254.978486296,3165.35166741209,51641.4553972632,130846.270255866,25848.9541527868,2117.31783751109,14318.7416134682,132283.083378092,19798.9901116287,9248.37417362258,42583.7850953954,32336.2941233011,38481.5990407392,37950.3178133206,33221.6239148057,33087.8082895651,32039.1489170219,37419.7708946868,26022.4900192022,98052.1578604648,573.60798952356,6676.94328749925,50065.426169768,4966.01288233269,1115.39605788328,20279.6839623619,441.465622931719,1646.90366319008,77341.2159783393,364.636902181639,579.136960627511,835.989232599735,4155.05509830266,123117.248917725,52230.3325330163,46939.1318801018,26412.1311253309,14749.0830518847,15380.8522206545,58275.3029247417,30744.0336408263,35166.9413673672,58599.8848666213,40047.3772332511,18379.3193433825,35879.0695013031,10641.7483757792,24273.1718457667,34418.8011921546,13128.8073519192,"","",1655,4119.92571858989,33819.8816265803,0.121819637457036
"2095",2095,599.273247468511,599.271099468267,599.417017240575,768.707989044189,743.422987213135,768.733019104004,14,0,1,0,12,1992.74918983951,872.48481003195,2070.16575997323,21199.8883859634,2324.60063347859,2353.44762530923,1576.51320350849,16921.3420464675,1779.3965531388,1451.57067560405,10912.0932594816,6096.50312981435,1200.87522986428,2418.1913130145,20181.3482081704,16265.8192596265,944.919937750059,5786.55177499266,10467.4507543238,10961.1625956114,12326.5536120108,10845.9352597537,10363.333235367,10940.2861233907,10802.952836356,7627.73270530884,25016.8264505586,1564.68999820894,1307.58410990185,3978.76634698468,2019.83956471817,855.768972246784,3082.89895649999,1288.28381818682,759.935955297202,3112.52417253064,478.346321863921,973.868417041376,1909.59928565366,579.613062529492,32374.1856578747,27389.0345359978,57276.4748191688,28890.5985157407,12085.2660062164,13300.9641411826,11369.1023839216,5862.82712515843,25570.6485997438,52751.8495097151,18577.0609150117,5645.55709746853,33264.7242808781,21163.2052053375,40427.4867265189,7826.99032580214,9652.24220562407,"","",514,1320.70689732505,10541.9258902653,0.125281368041548
"2096",2096,599.714949451761,599.713806503285,599.716143315184,1004.28995910645,1003.66100250244,1005.54502197266,57,18,10,13,16,214433.104020503,190806.597520153,170583.642615862,197718.507524805,171187.581533199,169229.955085899,147477.140396256,191311.773596292,160062.568915486,197994.225073593,199516.297622008,172054.462348698,167480.877814317,153529.387740657,129597.920892462,137564.617479898,176958.285911378,130754.504594406,184610.494053023,157562.756136188,198044.056499807,192311.111074395,154881.284585989,163268.289578706,158246.451190464,115783.187157112,159986.615622781,143394.444957934,205635.48237081,166484.407778028,204613.102067925,157685.960033163,191566.231059991,182247.012840584,150658.226395793,188853.073052297,130598.011598893,123059.418122063,122375.641643434,165019.473221302,152155.544867983,174367.45002458,157197.648909096,171473.879152581,150565.022411884,158841.679359019,157847.671770762,147555.9050338,150694.696227536,178115.569259363,178416.504243761,171755.911931345,159286.833043763,121985.553178646,137403.648878906,116875.645482104,128007.538481094,"","",472,26317.3289435738,165588.45378446,0.15893214980937
"2097",2097,600.284100844306,600.200742790524,600.350554103193,575.767496414185,489.234981536865,576.399993896484,36,0,8,0,16,2577.51101222228,1558.72302082238,2110.4805724675,1319.63314717206,1280.03370814957,2701.05854617804,901.069392714028,2027.50461665742,5401.34269714585,1981.20525881987,1224.78402717194,2238.60937099732,1456.26233523488,1274.57142487846,3581.12061867233,4233.43725884164,778.768819011282,2239.7694984173,23313.7857728172,23894.4582771789,24592.218594756,21609.830901213,21171.5267318557,21663.1613227288,20403.3615112643,14443.2071718361,5028.20764194801,2397.65111484999,2021.26746556163,2219.09160746363,963.722679339636,1223.6709441659,2626.96540507302,794.002481754869,1407.42456302735,1701.9527281305,2444.47832724899,1575.41558267176,2379.51464453898,694.553774128167,7541.69201573188,28862.5954636512,37075.1630910887,33913.1526590743,30485.4131564498,38568.4435445421,10900.6924188541,28319.092724151,32968.8970898037,25412.8287452459,34111.6145854876,16715.8799298818,30694.0342878344,27443.8643246423,22956.9904667353,23308.0800598778,25016.0043469225,"","",207,3153.89611941146,21386.4437854562,0.147471741961899
"2098",2098,600.295694837286,600.294279886866,600.321396797173,987.564037780762,986.930005187988,993.83100769043,17,0,0,1,16,460.373438871466,397.18608552202,491.186270831153,368.94262544379,306.598757946864,359.143769497644,422.162912625481,429.633391543757,524.36720738858,516.222846892662,380.155262494714,206.582885831594,211.491362725977,145.177976563404,441.996540256183,448.043425347317,257.716597996963,453.384564715692,9040.54386824369,11665.0300734211,8990.16505988936,9743.12937551799,10262.1716062203,9082.48758872083,10039.4540033257,9036.03011256394,451.458678193221,284.646496090293,648.663875102658,394.668214094753,363.55412107977,312.28321653977,367.185943725773,251.005769429845,459.941526752092,329.954876035452,242.279533191863,287.735055843782,527.310075090163,239.795077554882,27892.544869446,26611.6912694841,33862.9614588507,48441.5685947277,36019.9804741767,9179.73016132008,51969.8732031137,38778.5791776702,47944.0486518085,57241.2142327912,39946.6270561293,46521.9157166364,24444.6845259257,27135.4708538706,42194.4593464669,42331.2425384007,16717.5683085833,"","",671,929.43984722795,9732.37646098786,0.0954997837325345
"2099",2099,600.401585855314,600.361744493646,600.40419840844,798.392994689941,774.077006530762,896.86201751709,70,16,8,2,15,21932.6414109468,29166.4126257144,11697.8389152512,9916.74654062837,8322.12256979384,49809.0098197185,61245.0126006408,21117.7130448888,9279.31401986318,13986.7132001161,11161.8165954575,40495.8817414194,7591.67895489484,26785.2578986622,59337.2379171301,27113.7650348619,18425.2464706366,58716.7492439988,24060.3421807555,42131.6518807834,36241.4991680783,22096.2741751573,33263.8204472405,29503.8963930632,31561.2088967211,26367.5479741747,5226.08290404454,8202.64843356091,3307.62295158083,6549.48131021631,4496.22436290072,2876.10395405892,7708.29713225663,3033.81562196836,2098.8013418826,43374.7347933656,2236.04101215197,4191.26658280431,1735.9571529571,1821.04589665952,134846.373443082,82828.8835387048,33677.6016106829,28399.3925880669,13014.4280289124,14671.5478934479,34564.0202993513,70368.3965538229,54426.501579729,45516.4237673208,44063.8746879516,10457.7339580845,67131.0653220105,25509.9584418459,69210.4905343289,18323.7529345974,19813.4938502491,"[126][M]-","[M+Cl]- 565.432",386,6622.45347565077,30653.2801394968,0.216043876724231
"2100",2100,600.327694645084,600.326005159609,600.482384182097,702.425990524292,656.625973358154,703.544027252197,42,3,8,3,16,9477.26819118857,3362.16272040457,4244.77378049599,6398.07264502134,3601.20284682512,9474.15921293199,2155.49214207232,13410.1034710407,9456.4017506923,12015.2418949641,5619.22873578434,2198.42105359212,1128.09867765179,1967.65826297126,30721.7716480218,10405.3197479179,1044.5050867301,3717.25211198043,99135.9758161852,101083.215005394,98681.0803793475,100628.12527439,82841.6261762209,92159.449168047,72108.4304478765,64957.8472982089,895.37149921308,1993.58900842862,8825.01728338003,10966.9871152033,2006.56694387857,3093.87871253761,4543.51072947952,1979.84425971905,2393.00172374351,16797.8731282409,5064.86122884601,3081.41739660734,3716.17766513377,778.597543051466,27657.4652585434,53245.8005969413,143996.587710455,196839.027174269,23903.1499583982,55460.8294562716,84974.2331918632,173548.070451811,237555.175721347,158312.335972011,251267.363919527,21468.4826735803,131825.761752844,76981.2963976232,209032.978610729,168225.984180383,80644.4784455959,"[127][M]-","[M-H+NaCOOH]- 533.348 [M-H+CHOONa]- 533.348",10,14086.0427054017,88949.4686957088,0.158360054443825
"2101",2101,600.368261419762,600.363970880486,600.387379307982,573.25799911499,493.97600402832,604.259025268555,15,0,0,0,9,515.039873902376,685.473069126407,429.984198236838,940.536776524451,1059.32269308902,833.312338097021,877.376475673583,536.287343414128,403.533491117466,658.431231380906,627.200085160633,595.544844923168,376.781600866467,484.496082991095,477.077828215063,435.748119853776,1009.05804296335,697.793240109924,2929.94461844406,2776.63563628991,2409.44008660316,3132.13051953763,2873.66185426712,2544.10424496979,2811.5140649125,2270.38525712987,1278.8957596384,1138.31440090388,449.596476215248,659.356217785605,1066.31312490834,738.383284834772,509.795220449567,513.729225049028,887.744765446004,413.083748236299,398.753280283883,1315.33280481584,432.406306014862,1076.89582930133,413.859649746679,1262.46842652228,12867.835296588,5447.3477126658,31114.0322051942,5693.71693367958,17663.6424908694,4258.63384013996,6427.50920805666,13118.5414695926,13701.8327730009,34004.734058207,12523.878121689,2136.7697414822,8364.70513512567,10402.6765999943,2265.38761701849,"","",2023,287.512566398625,2718.47703526925,0.105762367188858
"2103",2103,601.29817356006,601.296874394246,601.315482710654,987.563519897461,986.927015991211,988.193947753906,14,0,0,0,14,463.112608307614,522.919791476658,562.423157115968,463.283309489489,259.804915676514,335.486010725377,611.423374003659,634.501732087049,694.450396972087,524.063890526358,262.657712194173,249.771442641504,226.370164805593,399.38549012089,478.198438337789,615.96589135221,164.441643820646,434.783091620614,4701.85698231044,5796.19342128001,4673.64419031143,4733.67448549861,5294.97666700464,4446.59553574932,4843.22533769086,3925.7496872785,435.302329363146,331.120320638021,742.968964861849,1526.77476908639,756.892068683528,569.420787525721,800.944623780514,444.301565153258,523.00892586261,654.140333318939,243.828147962301,612.601654589409,420.475743454415,204.436051217839,3140.55016002485,9716.96046347497,14013.8893268358,19111.4600657951,19736.3020768389,5207.03123349983,25827.6141275655,15884.0328732651,16903.7012714836,22676.0567104071,15559.1485925841,80515.6990412736,9726.89270513365,11971.8770891457,16448.125781146,15354.1049302798,8657.95184749938,"","",671,555.292103089911,4801.98953839048,0.115637924374994
"2104",2104,601.381794322352,601.282950892366,601.382965237948,626.152484588623,609.023019561768,626.91800491333,28,3,8,0,16,1573.25763898045,1449.67053405941,779.739910494743,1730.63969744576,1973.21640706062,3123.65306400922,1193.84197497368,24898.3309724938,889.962707281113,2827.25089860459,32605.4730905406,1232.53828807837,680.556352347136,2615.64102935791,6392.5798223298,4833.05962870829,1346.63444368634,5626.90160292221,27549.1443511052,27253.8146237377,26102.2816541232,23827.7271270938,22956.2731320597,23166.9279913072,24556.6133179964,19091.8184845374,936.668338305876,949.26629650717,570.246490266588,593.037824816174,799.126175301522,343.048473656178,917.337781128008,713.903447407484,776.470301041173,814.982614633317,341.429654084974,742.60530539602,444.166665805711,459.193360694684,5986.45629459123,25076.5819912031,99632.992877279,42127.2235046374,58478.4262982011,41406.1620527167,87053.5998369455,21100.0815629988,43261.1551035941,145512.186677679,89696.504284814,12717.0536251366,75909.1009556316,17010.6451729091,26887.5212465599,91120.6896476692,10446.255493635,"","",135,2752.46155223314,24313.0750852451,0.1132091083741
"2105",2105,601.330018799407,601.32883631531,601.331611198476,702.433000030518,702.425005645752,703.544027252197,22,0,8,0,14,3579.7037461337,1224.72044352069,1852.79654941951,1759.34072651198,1298.27601953796,1857.74081181114,1012.36883734167,3084.31761489809,2632.00327938795,844.33290748174,1429.89440565929,966.291033531324,727.741236808896,683.499783007739,2114.53360247612,2710.84018400412,514.119188312131,1336.04939204454,27013.2577890065,25387.2227099072,23721.6079132406,22852.2398045659,23111.6763485223,22434.4230626087,19562.6662223507,17085.4031990096,725.57665184176,999.660310506821,2329.44777894479,1525.21687569813,977.353872538544,1496.26556962729,1780.91801772602,861.698889715065,1159.13068023643,1041.24309282408,1614.1956895345,1134.38871037375,1310.11966036719,646.108491136825,711.652382209897,14030.7442821274,38022.7866551187,49070.4320873758,10071.0251887427,13514.806865153,20809.5857854972,43941.0634022493,60353.5983205906,39561.3538549446,61272.2474273909,3796.22246976082,33493.6977302935,20702.2024240401,52021.4525833481,45417.4392338027,18106.2257427722,"[127][M+1]-","",10,3127.6534558599,22646.0621311514,0.138110256774292
"2106",2106,601.405614493197,601.365046189961,601.478343399203,798.916979675293,786.693027648926,879.27301651001,25,5,0,2,12,3302.19995190523,3665.65870160131,2862.74153011452,1949.00281278168,2290.77160881162,13200.4984199954,16412.9217395559,1552.77412217139,2033.45009413262,3576.90256007548,1527.56555102393,10965.2391742034,3058.74369765143,3759.92184628546,15082.1093210788,3837.87981439267,3865.25997157076,17080.6370102093,9940.69109338981,11399.9162050017,10845.2432167732,9100.88079823897,10628.8354915274,8653.48715778268,9929.52697841709,7505.23997905163,1219.11224959642,2782.57172552177,1278.31343389249,2081.39417474451,1525.4225476468,1551.98006027664,2451.10479081727,1221.76566521078,1158.82536800105,13656.2002840714,752.631232762566,1658.63860256438,783.567326227532,1020.04233218942,42952.643309228,23255.245575076,15280.3446425796,25243.0168987066,10399.1000603149,7251.49872805923,30491.9743093002,24628.8657221645,45170.0623861374,13704.1179291392,15531.0582197322,31186.1416486386,25691.2043805839,9382.85629962156,30495.2851049846,23192.8997556095,10489.3576537445,"[126][M+1]-","",386,1277.57403563062,9750.47761502281,0.131026815923584
