"","X","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","Gb","QC","Sf","Wb","IE_20171003_01601","IE_20171003_01801","IE_20171003_02301","IE_20171003_02501","IE_20171003_02801","IE_20171003_03401","IE_20171003_03601","IE_20171003_04001","IE_20171003_04101","IE_20171003_04801","IE_20171003_04901","IE_20171003_05101","IE_20171003_05301","IE_20171003_05601","IE_20171003_06201","IE_20171003_06301","IE_20171003_06801","IE_20171003_06901","IE_20171003_01301","IE_20171003_02001","IE_20171003_02601","IE_20171003_03201","IE_20171003_03801","IE_20171003_04401","IE_20171003_05001","IE_20171003_05701","IE_20171003_06401","IE_20171003_07001","IE_20171003_01701","IE_20171003_02201","IE_20171003_02401","IE_20171003_03101","IE_20171003_03301","IE_20171003_04301","IE_20171003_04601","IE_20171003_04701","IE_20171003_05401","IE_20171003_05901","IE_20171003_06101","IE_20171003_06501","IE_20171003_06601","IE_20171003_01401","IE_20171003_01501","IE_20171003_01901","IE_20171003_02101","IE_20171003_02701","IE_20171003_02901","IE_20171003_03001","IE_20171003_03501","IE_20171003_03901","IE_20171003_04201","IE_20171003_04501","IE_20171003_05201","IE_20171003_05501","IE_20171003_05801","IE_20171003_06001","IE_20171003_06701","isotopes","adduct","pcgroup","SD","MEAN","CV"
"1223",1223,420.900485244463,420.899696791716,420.900897265321,272.026497955322,271.395003433228,272.809996643066,10,10,0,0,0,31148.5977970599,51630.081604698,26063.2195276348,11499.4618119732,6191.74525709413,31572.7023882549,66562.8115076356,335.663532465557,5570.01758936029,29874.8103963832,356.65366931688,38660.6670431374,41707.7311461177,376.358639362454,58011.81327492,3988.4741054227,73575.0970562398,227.915980298282,448.449319406667,341.891668609597,401.86382981847,333.812764852401,408.003677516202,398.570663878864,459.135666600429,298.77973638624,131.897690451145,130.384093697742,201.356524086418,421.141494848486,198.686818952672,189.094371982804,187.436022443371,265.401873120293,274.19473418612,316.311429706682,160.041980203777,275.64994684523,259.742041781731,208.717199293245,124.892297548521,157.181254437504,239.718257917184,178.095404565334,124.654595947266,136.182318405574,218.208075073594,206.625034815195,297.045416451246,309.31684747835,213.205674270789,177.949168379729,279.964456008887,133.911353112943,96.9206481933594,187.970487251226,150.515293163247,"","[M+Cl]- 385.937",652,56.591555015704,386.313415883609,0.14649130133434
"1224",1224,421.080993832514,421.080166405832,421.081876597913,122.977994422913,121.821004714966,123.609006614685,21,12,8,1,0,1018054.12535575,596861.944113765,2113584.18903675,535110.529636949,391789.051358373,2342867.742342,325810.723118152,2109.02950828726,130666.801842987,2163890.9809552,2031.2028801144,1419843.61387975,118785.998363492,1522.41976196319,318772.398754631,9115.97780001517,1775462.14917703,2501.58290411113,224723.315462996,193032.350668026,211837.313014603,191589.099994811,187208.283759949,206324.547897632,216015.937718053,146792.757101381,922.029170877882,1221.3820099812,1518.09080536348,19897.5706141337,1835.25863285617,1585.36784541048,2639.46696470864,1700.83229031414,1617.71907941149,1559.84710097406,1876.05898404432,699.542776847051,1782.43970973935,1551.2791517439,1563.89289190146,1337.03823481376,941.26649108317,1273.26637142338,1452.08377243727,941.606556133903,930.497207014666,1234.02616073979,835.195477312897,895.374182402156,970.417480355905,1669.46534734152,781.079721658749,1295.33972375343,1159.15533148218,959.510883596571,2232.53810825442,"","",940,24197.5678036356,197190.450702181,0.122711661327766
"1226",1226,421.069900323842,421.068728929556,421.199656334022,193.576498584747,187.351997108459,211.403002738953,24,12,8,0,1,197841.523127356,173665.476429683,145601.488143291,103191.289430852,12360.0983570536,195302.61582773,387149.153991546,1378.2270629389,9035.94927964732,433356.395910603,1484.08678111807,236338.612837011,277198.797030857,1026.69544326649,305827.509485329,11283.9413810082,232556.096715562,1278.17894021383,73357.3618199988,63716.3422321725,60843.7602941841,59053.7694420805,52335.1547391493,54021.5906315481,57216.3525753189,38574.914585551,671.898337944601,648.704171455889,1292.84430038336,3001.59888617271,1201.86944728379,1355.78345372384,1424.45843241914,1251.47688530326,1311.11232490194,1169.75325040367,1343.78198505125,477.857805180998,1029.79770371597,1274.31556572139,1041.8345381543,1386.88392755575,975.552597634924,1137.63970950051,9940.83869564533,1166.6542288197,745.444887070112,1043.28507808466,1055.86096386239,891.111183283046,1003.0923712091,2034.20917788664,918.980353645938,744.541827798228,1575.60132158378,852.728316822089,697.804963388946,"","[M-H-C2H2]- 448.096",174,10004.3638567672,57389.9057900004,0.174322709177724
"1227",1227,421.330776942622,421.122272630121,421.360949619318,746.956987380981,645.000975646973,886.972981109619,216,0,8,12,16,4498.10254584253,6219.27362574981,8807.07931022346,10076.8761776884,8092.70953407884,13005.8851144513,8846.29950564355,14514.977679176,12916.1124887069,8509.70724453529,11093.6856614947,9895.03235740711,8050.17991871319,10446.2446313699,9467.59713329375,7643.69951151885,8390.92133547862,16111.7919733524,102723.760119074,83263.5887278011,78940.0028331118,66843.3327231836,68303.46502895,60756.0318227008,61581.9867406544,62084.1699861456,6306.92997463048,7229.03395090252,180694.428187771,315746.702376769,112595.92917785,21082.9414161925,208912.016027269,88686.0456955351,33454.5423695197,219764.557282388,15683.6679050233,6215.30347571373,131916.820343615,12791.0235939522,17956.6796513647,323794.937553731,389474.801019717,136853.863404484,1108197.51266036,41336.801478982,123432.766479501,40430.568666514,23447.9357515595,171984.978558169,23861.031356543,740095.34920778,43260.6301143765,19825.7772315145,167159.807249052,171388.147155423,10877.9341160033,"","",1357,14557.7624361098,73062.0422477027,0.199252060143002
"1229",1229,422.08338578755,421.977334228992,422.102507138861,122.156493835449,25.2499994087219,284.974994659424,52,14,8,9,2,178721.77625631,102237.433033489,381095.186881177,90660.9142584513,65894.4906948899,421200.518406805,51820.2366852348,833.308779557934,20967.5329502393,396097.103915592,691.308030622895,239688.257789251,15595.3724327091,565.890618234989,53014.5752988947,14244.7612219602,317774.087324483,860.395543100603,36199.8750809755,30105.3114032702,31768.2713210117,29060.4395457208,26973.3484074175,30229.7236127593,32476.0650171584,22576.2595690787,190.612379367064,257.874164078385,140108.697655323,64019.426235415,11610.8271371661,696.221482015015,533324.753703189,197873.029649336,805.09141266346,22749.4675437757,85186.4051020145,503.477113720063,799.920129025887,9875.37116298604,18879.7041082545,648.575058368633,729.158839641338,570.480080555858,1021.84527564881,492.783615042455,70556.5992364846,6875.92041940869,564.238757678308,609.502938870207,569.132643472403,943.937754348619,786.887406106805,1008.07608350679,922.011234012831,799.176557956862,543.82093621368,"","",1212,4015.48238243534,29923.661744674,0.134190875992977
"1231",1231,422.265870034222,422.229101451212,422.304023861681,486.719482879639,351.248999938965,518.917007446289,52,10,7,3,13,8515.56800535531,2699.44166824166,14555.4812151856,20212.2564463151,12618.1589716425,23071.7118773989,10475.0922198056,5605.90698014908,6481.50822507572,10137.9227225323,5447.98196664695,38961.8694142907,3210.20422386418,15771.271475552,19076.0098015036,22489.6858870983,4908.25093739382,53333.6770271197,11680.3394268733,14246.8538444415,14002.3926878907,14258.9510684878,11076.6209486402,8410.068070915,9265.08097149432,14602.6101786849,380.823202826715,394.423990751306,5201.85567836776,6886.84396966994,4406.33580176319,4822.23564210068,5029.70924861188,4666.02348958368,3249.11896999259,23944.7824559558,26806.7126850667,1778.90978168796,6327.8288920037,4568.36872101775,26437.3146633462,116020.970414866,19291.4724373017,31106.0461808229,18111.1185502462,16336.5881914033,80657.2263485329,23617.8856917571,38172.3333750456,31143.3614436879,37612.0418467328,54090.6888323681,13383.8300831938,13404.2884877097,18208.1803223405,30760.037730569,9907.07673995179,"","",592,2448.29384512386,12192.8646496785,0.200797262617725
"1232",1232,422.303408284232,422.301549460902,422.335538175258,567.611998062134,551.341998901367,614.769982452393,30,2,1,1,14,946.440728250891,461.856007694267,800.476129694376,35150.6771251321,446.074896867697,611.822921854521,791.946811522047,1027.44636584508,829.613764322363,509.30638550315,589.14705664292,518.912400274848,519.888313113796,675.583024563268,741.646768702815,17461.8732427645,308.217289108162,576.405573390424,7917.39626679569,8009.05449187135,7198.94829074394,6886.10124239326,6449.84436166473,6492.96872717142,5976.2733027488,4170.91654098049,371.182328457013,322.307863577812,298.853443240786,6178.40137521271,303.714351112023,294.265724280849,374.856006703125,397.822459632785,769.553692289628,775.028340742415,223.442562501684,207.680888403376,681.294020493515,237.163638687693,20016.5862214938,40120.5226705437,33845.4125519171,18744.4043671776,9958.5506794299,8759.76016786725,4566.2667392263,11764.11201555,12441.2516432171,27889.0488726324,12047.8621598227,17902.1712268483,11314.9529460073,14003.8141037787,15627.2161709958,27033.4111402712,8419.5821966355,"","",419,1223.20896995562,6637.68790304621,0.184282386852545
"1233",1233,422.363116263626,422.361493339826,422.372119178821,854.531979675293,842.289027862549,927.568024139404,55,3,8,1,16,980.859460953623,7863.51595205069,774.105672873091,1559.49800729519,836.0150008182,11813.7938604741,999.658984248526,8864.43665647736,650.584158762358,426.359272040427,4049.83627206517,920.258227684639,397.449576459949,664.195899580372,636.09714533831,1343.37519873679,1256.43668201222,14378.5623546056,55352.5870787613,54826.2681097169,54754.1064578667,47306.3003806304,47271.2565506157,45924.5448989624,45433.0889918598,31635.1958020963,462.998273550787,452.499149921816,607.013844142668,859.298157037809,596.008921679109,260.978779659965,307.48803564515,647.520127723792,577.381362160668,595.242412637919,222.570849083937,430.756023961306,386.295711459825,270.697348345358,32191.6415840548,102292.599521914,139136.88884895,376766.780097068,101922.829512605,68734.3611713313,187963.122102368,168361.950762369,212293.863329767,194353.244869769,236707.162585076,53877.4282582104,60601.8730154462,110976.331739165,110605.555699188,278385.461556483,110183.033469173,"","",327,7798.46211866319,47812.9185338137,0.163103662311433
"1234",1234,422.898342848202,422.897153812554,422.981917309912,272.024001350403,175.614004554749,272.809996643066,10,10,0,0,0,13140.3635449843,20381.1784035992,11956.4588911889,8427.11063952052,3199.14377781102,12709.5447490979,29259.8836920789,371.288181487843,2672.53304535039,13039.1090464654,184.917407703275,16619.3404429452,15902.3290559209,118.212476085499,24264.9388870317,1453.50470453268,29227.0704980637,213.848961895052,310.392280716449,435.347678710114,319.824630197984,347.105533983248,218.150746017125,252.753378015684,366.18856193684,290.039494214859,97.3067648947239,125.942650665529,344.804108501226,224.104372879211,189.185929765925,172.806563205132,183.446405710955,301.951440982521,215.147087361105,284.857549282908,186.87274388806,159.325504234107,164.303524549305,179.108786910979,172.655628822139,364.145059663104,195.364053309243,271.432017394528,145.415252383798,223.03357545468,206.930297914403,206.345040409098,217.775121218641,199.544968359231,267.960968524218,139.275207183191,216.400204123673,228.080570934108,134.426493326823,275.563171125638,141.137438252051,"","[M-2H+K]- 385.937",652,67.6203017698085,317.475287974038,0.212993906396073
"1235",1235,423.21970780771,423.182837697768,423.221008994317,846.060000610352,798.358006896973,856.50299331665,46,9,8,1,16,7797.48668816686,2763.53747507483,6994.45717143267,22517.1354366988,4910.06000976436,24866.7464936804,5863.04032763413,14591.8771031295,2946.64070209799,10781.5749075646,6467.62488770485,13750.339399606,1398.23121049907,8673.04849038273,7434.34691766277,15075.8137233648,3069.98878195435,14244.0510166716,216269.209675175,188302.963978078,196175.024229262,178674.825653911,205399.315327625,185789.324794038,201807.296787559,143374.246452379,1166.40867440403,1022.91354662902,2457.95764651165,5474.44445805624,1368.38653013917,1477.31914131343,2755.02952328955,1230.04113985013,946.872661388169,7636.11891292315,755.253149324741,1187.18948231799,1672.23867323957,498.805195020512,49058.3309144527,477535.144985527,230539.872108804,310168.056064762,231826.263129714,205838.999864012,553054.027341264,372848.317732103,422121.88524884,403594.141584411,313023.153530136,54903.6685083285,547653.002769351,261865.113291251,405644.202245504,293587.223688211,188226.795424627,"[65][M]-","",48,22120.9999310073,189474.025862253,0.116749511339824
"1236",1236,423.346722269257,423.138141794753,423.348709049786,752.606971893311,722.044981689453,761.168003082275,53,0,8,1,16,3555.61526057995,2238.19306037778,3389.68479081864,8864.72629247495,2838.23175344313,5329.30881242882,2362.87843662601,8195.81580926342,2149.03084128782,3049.64269245297,2015.00632399577,3449.80385256145,2520.76704434242,4038.4843904148,2783.93145228516,7202.21787685562,3236.68001102814,11127.7279501818,273310.786465779,395517.211600868,374614.296056581,244039.751389995,336606.589589175,314371.075249239,317213.497779475,242086.570187293,2063.62295164168,2106.93974584612,1789.86648104154,13128.8821171847,1997.25581118978,2188.4968377752,2397.70477464767,2445.30923853368,12898.9475743608,2908.31664461168,1239.46733426303,2579.36056811983,3884.08128161796,1273.9160323441,16064.7170206346,875572.445852906,2483424.36874415,597100.786979709,1725070.18177629,770126.869799805,782958.330807424,177325.876888223,593432.346377437,1011902.72666261,497692.205755566,2280309.1284479,787230.936807817,1624915.00181527,729409.671934055,790995.564779699,351970.63095443,"","[M-H-CO2-C3H6]- 510.403",88,56741.1575403477,312219.972289801,0.181734554404742
"1237",1237,423.345411939161,423.128967152645,423.347430639013,669.60599899292,588.435978240967,714.131981811523,65,0,8,1,16,1299.58205508011,887.082836256496,1218.44149764379,1309.76886958691,701.278870793919,1282.75238885673,1017.79840102563,1432.92694853762,648.609915443624,975.93135356158,810.880712321566,941.690910264184,720.548466950655,741.311119382198,1250.01932448722,1100.97945091673,494.797144607856,1053.49799290299,18276.4490220638,8914.17780902982,13102.3068286292,14333.1411381598,13222.8592600022,12033.2837551832,14970.190132966,7709.2636474371,516.525038729189,541.584454608651,573.669018044935,1793.08271848281,747.023199474582,576.823738748351,781.383854102343,534.418277522483,1491.41301115354,870.488492548466,459.490722349057,770.778086964972,1085.91376007767,514.862617524341,27457.4277385612,25459.5042768154,62869.0565120745,25550.8018545667,293445.557609677,18247.5046461448,31221.8074935824,33374.9520727545,41921.4900690503,39015.9600351267,15353.229436179,143636.146118999,30651.6047326981,8361.84392448049,78652.5232182182,43868.2649224099,64614.1725878067,"","",1748,3357.75727712499,12820.2089491839,0.26191127542728
"1238",1238,423.250416747672,423.249044719818,423.269993029962,514.514007568359,494.025020599365,514.576977233887,25,1,7,0,16,1027.48763463375,756.830295803724,1397.75075242389,1296.57735846937,781.627810325163,992.609999554698,936.16687233327,1555.36633727172,791.995512078283,915.214132838417,1174.9558799519,936.966856293303,716.72602568334,785.092374039193,804.514641314491,779.92974017933,687.973305585484,14286.6586297577,13519.0976598801,13563.7651096098,13833.6859230404,11118.8067062237,13678.2679571835,11053.913896632,11142.7784331143,9194.37196875084,799.647711473207,534.519856733037,793.795358634243,1049.52616920198,551.187013328075,762.588296880014,806.397314139021,652.688983452196,981.592241541172,813.558459496699,418.591119884513,730.038298922125,1120.25426049564,496.107567976991,1436.50584480901,34320.8012452498,26157.2336522238,18813.2080087612,15010.9110568156,8636.00884795189,41076.1087843298,17924.70927392,23770.1799422801,39869.1071385983,21005.6897763256,9880.08970098803,15164.3736011992,10940.3495822945,21730.3103392894,20760.1399815581,10790.5533576349,"","",123,1734.41725773349,12138.0859568043,0.142890507111726
"1239",1239,423.366113197205,423.364098025008,423.520873645205,843.8430103302,760.539978485107,863.115972442627,46,0,8,0,16,629.38490966917,449.798739000689,360.150854296982,702.049101292854,265.300938316887,627.920423317701,488.943217033786,495.548992395401,237.191847725213,461.811230799982,467.911078540608,344.686975585563,215.809103358271,203.179014209192,459.840536720934,414.392812922597,274.397175276885,899.916967933199,20125.9841613472,19072.6359663655,20862.4789940938,18259.1590788309,14408.8032741743,12603.9095315337,12669.1799385101,9000.61020887324,142.908692706376,267.805155547957,90.1247924085707,519.666919311775,377.848695369065,278.141543475379,297.29969537338,313.861132320948,369.547816348448,667.94590453729,175.290375735877,299.347474033634,353.349097186966,274.880967611074,2347.77873463716,29921.9283079888,110415.09110502,92966.4888514951,35997.754561007,32119.4067706846,14957.0199326612,35595.5901025794,30467.1760795951,27134.193227355,45152.7432266871,38311.4620964814,12998.1544677308,15461.3435892463,39466.6232198663,98206.7639198211,31260.0315950779,"","",131,4296.82915230744,15875.3451442161,0.270660518765031
"1240",1240,423.676290391952,423.674539027267,423.677699196181,997.373011322022,996.747948608398,998.002052307129,56,18,10,13,15,13656.3200903905,13092.5113027915,11187.9443200305,10752.8245608509,12844.2343409546,13152.0261527704,12937.0606134553,11947.4086920531,14073.4553942084,10847.3382284865,11813.9156950638,12634.7744664443,11191.0786781833,8301.01279040178,8753.30757886791,8440.33787316992,8185.72440768778,10222.8675976396,12711.5777926307,13005.2797825634,12452.6906991005,11723.7750545517,11899.1436744109,12187.2452454484,10875.2564072609,8301.65115836263,9585.83030151203,8677.83265404403,11953.4217772836,12250.929464333,13058.8791273109,11380.9486171603,11672.9401615262,11324.3547644466,8546.55324494932,10446.6784683019,10908.8543908764,10938.1712452003,8652.05464705615,9722.83960320055,9767.63564324006,11003.4888450801,9243.15277183056,13129.2249561208,9384.32895997539,12331.0433834898,12815.7578656375,9686.44015341997,11090.8711179788,12353.1394401689,11927.4631674614,7965.1745762676,11365.7249070704,8956.12107820809,9177.88158494979,9158.88047564775,9634.83075633645,"","",674,1501.21965699823,11644.5774767911,0.128920062577652
"1241",1241,424.222184542413,424.185947352814,424.22336739953,846.061003417969,798.400006713867,856.50598236084,31,0,8,1,16,2427.59833612121,1251.6919937787,2643.42030601842,7663.44895830724,2381.28060042643,8746.36666165399,2068.87155848688,6168.09856687699,1106.41456044279,4332.6156305684,3959.65043311619,6183.6705169801,674.262351445388,3654.84940787529,3469.67885062963,6439.78217065621,878.501433230404,5423.89343228134,57132.8001493216,51502.8592617237,59909.6326969936,53390.3497958407,62051.9690782884,43659.6236697531,47779.6387697472,29075.5244930334,581.81354480948,478.481132598361,1182.13203050926,2294.43308710586,775.147881491731,734.351589811966,983.009231838756,751.958932883505,614.467694433872,2898.02364072017,563.90737589377,428.340269340919,795.444931190647,519.660742509179,16956.2903463756,139279.320611461,73904.472154374,89742.1229405941,64152.3761242069,58109.7185683207,160284.777765922,106730.732891914,121595.439584911,121842.106043883,80320.7726335393,15332.3044545483,164198.111011922,75918.3238719457,119581.74686417,87413.2186213389,57184.0717855934,"[65][M+1]-","",48,10613.4064640168,50562.7997393377,0.20990543480051
"1244",1244,424.349101332703,424.291835121024,424.453181299698,761.167973022461,644.947986602783,862.544023895264,89,0,8,0,16,3348.69823227521,3213.67813097146,2922.42207703303,4227.48703729444,2761.1449105103,3463.76195139997,2336.97599215024,3566.14283741535,2555.4408287282,2790.38774102046,2573.0437149486,2626.49484064443,2236.54332450458,2566.06748225302,2766.9521941081,3021.21234991109,2445.74896186487,3728.97025223959,57581.1643952704,78178.4980211469,85418.5173744024,55023.1437907701,69173.633337218,64303.3556923379,71042.3817105817,34160.7985780029,3285.59990115952,2518.0559104031,2460.71622624929,3990.07234755903,3206.92074799428,2275.82374508094,2428.33020581395,2582.73641773313,3272.42620725686,2809.40355821551,1660.13122958663,2032.66589000179,2417.39558305166,1787.03454243292,3207.70721048006,195826.775766694,629820.385271122,183092.246211843,395754.678053581,181475.497620239,164755.550956788,105507.207411435,118352.594495871,249178.365737423,114367.955955174,535387.240706937,190215.649471348,381824.966462134,178568.5428676,196508.886050626,65230.4489019148,"","",163,15799.4656494302,64360.1866124663,0.245485081399219
"1246",1246,425.234788444645,425.188727106368,425.236257243863,884.299013519287,795.882993164063,891.288986358643,61,10,8,3,16,7467.21345072147,1335.2278491285,4251.4366346905,33923.2584502548,7067.23073578533,22088.0003373566,7963.21027270518,36124.1337868066,828.704941634766,9164.96415688656,21714.6422398696,10107.8603551788,1205.63103337992,6395.70666881294,2121.06980174314,28508.8975565934,2846.09897642468,18460.1663673681,99219.6771497279,112422.920775404,110421.24354369,84414.5188251621,90333.3471219441,85271.7272454297,94565.0164112868,66210.9165525983,439.308199548586,385.731298416853,753.71165190055,11127.285345085,856.477866335557,820.33677298237,1182.368518278,589.306904084303,605.726572040468,18507.9754552772,474.506011136215,498.355758746155,1096.53463095257,419.377507276579,85355.0443255346,88524.5082985144,377515.172015592,277514.112462524,180373.335544064,166564.741861729,497514.527887423,224818.680928474,198967.416194955,289464.655739803,293950.020444654,88789.0599666887,186890.238581132,113098.808061901,173241.919199891,370914.926779305,133129.782782979,"[66][M]-","",348,15023.42610863,92857.4209531554,0.161790258165893
"1247",1247,425.162153332613,425.146108116416,425.225949920335,684.446983337402,578.283004760742,685.072975158691,13,0,0,0,11,1906.1055455599,801.47800872568,1065.06128264219,2531.06296510287,848.394660372287,2023.98080087379,1116.73463583291,602.211085991934,398.277232957738,1275.63722880492,850.341803472696,1805.22876875306,691.738872765874,714.273039507121,2285.92397168651,1181.02931488813,381.754715297185,990.353215343505,7463.21241296008,6806.21105871763,7318.14223545045,5795.50131298676,5444.55848121047,5437.51895920436,4997.94968095954,3694.5940425992,296.541077644978,185.407293310492,271.033800099459,242.445783347078,491.014606388907,287.552862652577,398.701902932073,333.960731743835,502.539081634798,312.865107302787,273.970482697296,347.019058628939,539.330026806066,317.774733621213,427.501317199527,34125.3451651394,16958.0569037964,22961.7385357153,3608.02932906896,11375.6140560094,8639.18278281093,33782.8383550979,23935.2479163632,15908.5915878341,31584.9779256724,4367.22575730003,26460.8532330464,4036.5494667599,21296.387208945,15903.6805235781,15633.0565587804,"","",4,1274.94456096092,5869.71102301106,0.217207381413284
"1248",1248,425.285331734984,425.248211327003,425.299760522915,526.214996948242,450.754009017944,548.938989715576,49,16,8,6,11,128051.793519445,9519.45659846067,121305.190748834,90579.3011846952,42333.6445361841,233875.847147606,42396.8050919846,16343.0886599422,10256.222861947,104687.630962657,8516.22743515399,152741.668275241,11739.8831725191,49238.5792147368,95193.1816217189,99326.0408935463,21786.8061693894,124366.95749009,52375.6152703017,58893.9565307321,57090.7562959531,50659.9521880715,49064.2152741458,47320.9117895623,50137.5390751087,33431.6726825253,912.979433072265,696.209576020864,10307.5962537588,23426.4310074225,8174.15423630364,3976.06093322672,17955.591513291,4917.82386682865,1572.34886273471,96956.132774098,2509.63608489186,836.509015783668,6817.43017136926,2174.85181580298,198692.136115502,12883.7914368734,8587.80131246662,17279.1479546763,11945.3999737176,6706.58646592312,9650.68956473842,26290.0632925952,9643.24851224432,20273.2219066251,11124.367791689,18756.1106332938,13148.1153871864,4464.95750767534,32456.149611084,7619.68982326984,2761.81500122222,"[67][M]-","",437,7726.67494984255,49871.8273883001,0.154930656333945
"1249",1249,425.361124272237,425.304606538683,425.363381732786,672.110023345947,618.427006835938,678.141009521484,24,0,7,0,9,263.625330922409,404.117523329665,484.720629547323,448.661071484908,510.068245297697,334.59650861432,429.204656537622,313.306309562176,248.432204055134,456.897232379478,385.627498269081,393.106170222163,262.544935145415,377.237278357414,509.816113226116,319.220444040506,256.372402967087,256.625886549175,24803.2955977579,28161.0268205032,44247.5741352011,33266.5300441906,21066.7536181211,23679.9210115895,24748.2111789286,20243.4812373093,303.31373595606,209.384296567453,293.101570435986,828.295770538598,233.9547474528,205.271565038378,222.494269271217,259.287882836269,899.457070936449,817.864284224436,201.047535303514,301.802744362503,297.874617432111,251.332694255747,3445.75555242598,3430.62131935358,11406.5357338233,9087.41721150705,824288.279119011,3649.73404021561,67756.451076051,8040.15745084339,13978.3637633819,8929.19163591228,6322.96130168438,550698.820565205,12688.2876146504,184131.392538053,11632.5164578432,9601.09425367522,5965.8112473094,"","[M-2H+Na]- 404.377",322,7907.01743549295,27527.0992054502,0.287244848303065
"1251",1251,426.048705064169,426.032583871837,426.224772527169,127.180500488281,28.8390001773834,189.93799369812,46,0,7,12,8,6016.05619974928,3448.27929622248,5722.02391405515,5602.01971649524,4499.25470667502,5411.82527064112,5162.50058869079,5281.09390602059,4294.78905543232,4323.35561020953,4259.05216330248,4729.66490663527,3739.84576163585,3767.12313221709,4161.58315690699,4224.02323640201,2791.54875094403,4181.62363137552,157862.94235508,129940.273495511,128770.576964271,125852.153066403,118668.991528038,126486.82656279,118926.873339277,69206.6015011664,1109.3649637636,1042.9595609472,127636.832136526,1486361.04764991,140095.031031056,65644.5780233333,2878798.0110183,310631.641988787,665864.729168568,203726.497851703,199772.18621403,85648.631271137,104412.294405447,127465.280499405,132844.569406808,5477.14973567771,4649.16496744107,12007.7408125112,13072.8626235761,16242.3289791462,7832.31648074463,4896.63040713513,7364.87463205188,12498.2118790167,4298.79776604917,22253.5929163685,3718.53772456573,3231.85289552227,5716.79604088312,7790.55867169984,3298.61176143861,"","",1146,24604.5364565184,121964.404851567,0.201735387357177
"1252",1252,426.237878830297,426.203413780918,426.358089573125,884.249019317627,829.920983734131,885.601019287109,47,6,8,1,16,6478.27736951038,513.314109949395,1223.57865175574,9930.41392004117,9866.30439044908,1917.29759424975,3228.63351504505,9975.39558845439,397.52835721095,2546.85743222944,12100.3346192481,1061.21915214382,416.08392843621,2506.14567898059,468.881234362865,11183.6197395972,1109.08825771107,7247.80013751984,28747.4718290912,31205.6084995552,30331.8685195042,25347.0802496583,27408.5931009287,25370.8488457138,27394.6184376898,19950.1528530826,275.28519941515,454.40578500791,557.331360123679,1244.24285495255,381.314084935933,449.225492411378,475.474665926769,486.11833830889,395.075123088062,749.982109649107,243.164402436465,336.849249601449,572.729470621625,269.499702321873,25969.7234281872,26520.1465195942,109572.858274593,79994.4808328189,50508.8815607672,48043.2991374245,141168.374412107,62887.3674250524,57554.1853111528,85581.6588966697,84169.497660175,25748.9618079695,54570.0024899443,33547.9784767772,50261.8956018539,108326.674436348,36273.8194111548,"[66][M+1]-","",348,3530.35844526428,26969.530291903,0.130901740113887
"1253",1253,426.348639882663,426.347081676751,426.351784178297,782.926025390625,782.263995361328,783.55702255249,23,0,7,0,16,407.9275909435,395.835621525844,337.453871200275,451.514219719917,504.182658374403,341.598778112419,267.380888456686,540.353937576711,293.539149081893,356.043671810906,322.436695324765,379.31859559603,281.753934792243,299.512140057608,314.071588987112,406.086070221197,301.358318758663,363.790245253593,11788.6237491357,8599.16201993823,12801.5768488683,9345.26534625934,8207.00527527503,8335.91816375172,10727.6893293121,8401.63335536827,316.432696565986,284.184390198067,350.165322430059,417.419966282323,287.957952361864,420.725869372487,248.2171696309,429.981336805969,476.863462850824,337.712686302699,298.458397972087,267.598741807789,297.851721916555,158.948007365409,302.769522436998,48450.7616799138,80738.7307124356,48195.1190684206,15725.5397656746,27847.0672914712,14911.657399699,23980.187650897,23371.6273890249,20645.5390531129,52599.1647904954,8599.57011250779,21855.9835492121,10757.854694721,61807.3663300763,75721.8138046842,14218.1932053821,"","[M-H-CH2O]- 457.362",317,1777.05317202754,9775.85926098859,0.181779741768483
"1254",1254,426.287432061706,426.223339894691,426.328108120249,526.216505508423,436.210994644165,618.427006835938,18,9,0,2,5,14292.568048147,1365.49915346596,14773.7001939717,9902.36403937452,6275.21123786923,26860.818236896,5359.42881839164,2626.54799348435,1780.93997537671,12884.7934869863,872.959795757197,17479.3993056582,1880.93224729598,6716.84671552852,10574.9574252921,9974.9324643705,2842.85023368895,13694.1220202514,7104.20182148181,8142.74474141747,7037.11196606234,7181.60240819212,7137.29462351277,6250.75007005222,6679.42556118127,4793.01421177713,131.463336830144,154.399906131905,1353.77715586638,4124.83808839414,1863.34300554544,501.049370081164,2739.49501265632,719.394691198482,370.209194533527,12459.6632742521,429.161436358467,372.64077990409,798.637789471075,319.435180315482,23383.6837933441,1757.76843799744,1629.53214721195,1462.34393395939,13560.0060506101,915.455555026419,509.666560978762,12796.6952605099,1201.39102681726,1672.43104854226,25164.8659280315,12834.3242567622,990.529205063125,789.64459823817,1064.17937740828,12045.0371139954,579.443299209699,"[67][M+1]-","",437,967.665538184821,6790.76817545964,0.142497212860506
