"","Gb1","Gb2","Gb3","Gb4","Gb5","Gb6","Gb7","Gb8","Gb9","Gb10","Gb11","Gb12","Gb13","Gb14","shallow_mean","deep_mean","ttest_pval","XOTU","inc_dec_estimate","inc_dec_p_val","classification"
"X196900219",0.315105333930973,0.285073957866428,0.456745853877185,0.651277454056477,0.121470192738682,0.125952487673689,0.403854773644106,0.397579560735096,1,0.211116091438817,0.289108023307934,0.343792021515016,0.40699238009861,0.266248319139399,0.396817570596145,0.32653518601524,0.61816010228299,"X196900219",-0.0678114799483824,0.817831329557347,"dec.trend"
"X196900221",0.776924673168707,0.32185100643287,0.7688317078232,0.951442207926956,0.321435982568998,0.246939199003943,0.507781697447603,0.389499896244034,1,0.697032579373314,0.0776094625440963,0.197343847271218,0.288234073459224,0.633948952064744,0.598173894998962,0.299284083834821,0.0830434000319284,"X196900221",-0.375566474755246,0.185736018290097,"dec.trend"
"X196900239",0.355134074558535,0.391432308698496,0.544146500981033,0.515369522563767,0.225637671680837,0.219424460431655,0.402877697841727,0.398299542184434,1,0.365598430346632,0.598757357750163,0.0683453237410072,0.445716154349248,0.439175931981687,0.441792020928712,0.387998691955526,0.690326254476033,"X196900239",-0.0187853915736984,0.949177254364931,"dec.trend"
"X196900274",0.733558891943328,0.328187777542821,0.731867202368365,0.208712201311059,0.134489321209558,0.170226263480651,0.581095368999789,0.348699513639247,1,0.32755339395221,0.223514485091986,0.291182068090505,0.635017974201734,0.433918375978008,0.456438993444703,0.395908225840558,0.708123898209381,"X196900274",-0.0505791438938585,0.863662677694423,"dec.trend"
"X196900330",0.809049516220831,0.436539556061468,0.938816163915766,0.33892999430848,0.356573705179283,0.208309618668184,0.536994877632328,0.496869664200342,1,0.522481502561184,0.634035287421742,0.35486624928856,0.433978372225384,0.688389299943085,0.564456459874787,0.527817302219693,0.803311597830508,"X196900330",-0.0369758175508103,0.900133016844497,"dec.trend"
"X196900337",0.319722335647203,0.266537362188648,0.118875051041241,0.19467129440588,0.253879134340547,0.0822274397713352,0.267200898325847,0.312117190690078,0.621376071866068,0.138423846467946,0.412413229889751,0.474326255614537,0.925581870151082,1,0.257503062474479,0.703080338913842,0.00273082890774606,"X196900337",0.793348258026631,0.000708637382364202,"increasing"
"X196900141",0.338425033367937,0.329082010974344,0.830935785258787,0,0.128874388254486,0.0937268278214445,0.216520836422957,0.593059469079045,0.658460625834198,0,0.651638736467448,0.536556428889218,1,0.636660240249147,0.31890849770132,0.706213851401453,0.0321985660860746,"X196900141",0.538406553205731,0.047003018031399,"increasing"
"X196900150",0,0.270748576078112,0.147681041497152,0.714605370219691,0.107811228641172,0.0933685923515053,0.18633034987795,0.441619202603743,0.651952807160293,0,0.282750203417413,1,0.399918633034988,0.1706672091131,0.261411716842962,0.463334011391375,0.261734804541608,"X196900150",0.299448674586321,0.298299634087278,"inc.trend"
"X196900151",0.128060724779628,0.57590597453477,1,0.267629774730656,0,0.352840352595495,0.134671890303624,0.448824681684623,0.277179236043095,0.283545543584721,0.444417238001959,0,0.25,0.145445641527914,0.346865817825661,0.209965719882468,0.39416938200571,"X196900151",-0.308942344191891,0.282484469696271,"dec.trend"
"X196900153",0.432624113475177,1,0.23177304964539,0,0.171063829787234,0.330496453900709,0.396879432624113,0.950354609929078,0.979007092198582,0.120283687943262,0.47886524822695,0.212198581560284,0.968794326241135,0.563120567375887,0.461248226950355,0.555744680851064,0.667629380854625,"X196900153",0.176837019116144,0.545330562769102,"inc.trend"
"X196900159",0.384200056834328,0.529695936345553,0.309178743961353,0,0.152031827223643,0.164251207729469,0.322250639386189,0.703324808184143,1,0.210287013356067,0.234725774367718,0.128161409491333,0.554703040636545,0.109690252912759,0.377522023302074,0.256820119352089,0.475093399029485,"X196900159",-0.102728695543825,0.726739955933916,"dec.trend"
"X196900269",0.100738518347565,0.151973228709901,0.278329102238634,1,0.0887375951996307,0.390145395799677,0.196284329563813,0.356450496192015,0.526886683591046,0.171128548349873,0.186129702284791,0.693745672744057,0.557119778444496,0.749596122778675,0.326067389799215,0.546647819063005,0.192050191977661,"X196900269",0.400025708744733,0.156420478502635,"inc.trend"
"X196900288",0.419180421172453,0.27233921457029,0.465850882185544,0.280022766078543,0.235344336937962,0.205179282868526,0.431701764371087,0.249857712009106,1,0.255549231644849,0.373363688104724,0.387592487194081,0.483779169038133,0.554923164484918,0.381502561183836,0.449914627205464,0.589944662599318,"X196900288",0.25498328946389,0.378976736131335,"inc.trend"
"X196900139",0.367939468590533,0.680802393102235,0.10997712475805,0,0.103642442371987,0.177371106809784,0.217666725321133,0.780749604082351,1,0,0.063346823860637,0.0675699454513461,0.281541439380609,0,0.343814886503607,0.103114552173148,0.217642543423557,"X196900139",-0.28178712181828,0.329053204991841,"dec.trend"
"X196900197",0.431752873563218,0.343390804597701,0.887931034482759,0.785919540229885,0.168103448275862,0,0.305316091954023,0.351293103448276,1,0.489942528735632,0.362787356321839,0.242097701149425,0,0.309626436781609,0.476364942528736,0.228627873563218,0.173142700613291,"X196900197",-0.341796232594207,0.231658749460042,"dec.trend"
"X196900210",0,0.571872571872572,0,0,0.134421134421134,0.183372183372183,0.310800310800311,0.408702408702409,1,0.27972027972028,0.626262626262626,0.34965034965035,0.48018648018648,0.314685314685315,0.288888888888889,0.442696192696193,0.372765152405967,"X196900210",0.372720162093309,0.189361043298293,"inc.trend"
"X196900217",0.208226221079692,0.263067694944302,0,0.565981148243359,0.235646958011997,0.189802913453299,0.716795201371037,0.441730934018852,1,0.350899742930591,0.272493573264781,0.415167095115681,0.656383890317052,0.547557840616967,0.397215081405313,0.47290059982862,0.641598484253625,"X196900217",0.330976855092797,0.247725661915267,"inc.trend"
"X196900242",0.123838271506871,0.0510763364842323,0,0,0.0714115497656684,0.0795932957343713,0.261418698864088,0.141234410993725,1,0.0393994757327826,0.800857891810311,0.502899356581142,0.502978791008023,0.875129080943681,0.176797203908174,0.670466280085789,0.0108434523504918,"X196900242",0.731440270387573,0.00294972535173793,"increasing"
"X196900246",0.532849364791289,0.205444646098004,0.633393829401089,0.28529945553539,0.12486388384755,0.153176043557169,0.216333938294011,0.548820326678766,0.417785843920145,0.16551724137931,0.571687840290381,0.235934664246824,0.860617059891107,1,0.328348457350272,0.667059891107078,0.0313880637253948,"X196900246",0.573079813039671,0.0321724674989201,"increasing"
"X196900280",0.152969894222945,0.363710333604557,0.228641171684296,0.459316517493897,0.438161106590724,0.180634662327095,0.370626525630594,0.524003254678601,1,0.649308380797396,0.740846216436127,0.670056956875509,0.751830756712775,0.974776240846216,0.436737184703011,0.784377542717657,0.0240500509231718,"X196900280",0.768329661116348,0.0013266828343371,"increasing"
"X196900286",1,0.441564914029404,0.780961873909793,0.512334911537503,0.307251432843259,0.280588088711687,0.746573635684027,0.53077498131074,0.959880388736606,0.465736356840269,0.450784948916023,0.224021928731622,0.508597059556442,0.578868676800399,0.602566658360329,0.440568153501121,0.264873297552409,"X196900286",-0.2844890774163,0.324236882699877,"dec.trend"
"X196900344",0.824345146379045,0.570107858243451,0.975346687211094,0.565485362095532,0.306625577812018,0.392912172573189,0.793528505392912,0.870570107858243,0.987673343605547,1,0.912172573189522,0.491525423728814,0.738058551617874,0.973805855161787,0.728659476117103,0.778890600924499,0.734462749742818,"X196900344",0.241109112695114,0.406316322882945,"inc.trend"
"X196900172",0.528330206378987,0.495684803001876,0.874671669793621,0,0.0863039399624766,0.0833020637898687,0.169230769230769,0.515196998123827,0.635647279549719,0.171106941838649,0.825891181988743,0.263789868667917,1,0.738461538461539,0.355947467166979,0.70703564727955,0.0692879726397665,"X196900172",0.451068633952881,0.10548146764874,"inc.trend"
"X196900201",0.821942446043165,0.538129496402878,1,0.642446043165468,0.327697841726619,0.255395683453237,0.313309352517986,0.623381294964029,0.680575539568345,0.421942446043165,0.633453237410072,0.303956834532374,0.687410071942446,0.59568345323741,0.562482014388489,0.555125899280576,0.956678520506044,"X196900201",-0.102752871433617,0.726677892963143,"dec.trend"
"X196900208",0.5263723150358,0.521837708830549,0.646658711217184,0.563245823389022,0.241050119331742,0.263723150357995,0.801193317422434,0.823150357995227,1,0.293675417661098,0.301073985680191,0.114200477326969,0.382816229116945,0.0636038186157518,0.568090692124105,0.215423627684964,0.0258104946969141,"X196900208",-0.507359781938391,0.0640421875945782,"dec.trend"
"X196900218",0.691271551724138,0.457974137931034,0.288793103448276,0.21875,0.21875,0.229525862068966,0.594288793103448,0.677801724137931,1,0.218211206896552,0.567887931034483,0.233836206896552,0.403556034482759,0.515625,0.459536637931034,0.430226293103448,0.844518423865827,"X196900218",0.0223771165883837,0.939474969612593,"inc.trend"
"X196900230",0.456665200175979,0.269687637483502,0.432468103827541,1,0.351077870655521,0.195776506819182,0.446986361636604,0.390673119225693,0.783545974483062,0.620325560932688,0.501979762428509,0.26616805983282,0.194016717993841,0.339639243290805,0.494720633523977,0.325450945886494,0.21966283839931,"X196900230",-0.269376443333749,0.351687492102105,"dec.trend"
"X196900234",0,0.641741988496302,0.449465899753492,0.376335250616269,0.222678718159408,0.166803615447823,0.770747740345111,0.734593262119967,1,0.393590797041906,0,0.275267050123254,0.934264585045193,0,0.475595727198028,0.302382908792112,0.414923700355584,"X196900234",-0.0888453486159089,0.762627132822451,"dec.trend"
"X196900180",0.473581213307241,0.289106327462492,1,0.242009132420091,0.170515329419439,0.228832354859752,0.432485322896282,0.45805609915199,0.89041095890411,0.451402478799739,0.174559686888454,0.0944553163731246,0.0801043705153294,0,0.463639921722113,0.087279843444227,0.0223510951980582,"X196900180",-0.538462643438148,0.0469756059546889,"decreasing"
"X196900181",0.776682134570766,0.48491879350348,0.332366589327146,0.253480278422274,0.322795823665893,0.114559164733179,0.190255220417633,0.808874709976798,1,0.823955916473318,0.458816705336427,0.120069605568445,0.18822505800464,0.375580046403712,0.510788863109049,0.285672853828306,0.204648660376691,"X196900181",-0.219168437875568,0.451556593598556,"dec.trend"
"X196900184",0.746052631578947,0.325,0,0.963815789473684,0,0.175657894736842,0.497368421052632,0.873026315789474,0,1,0.177631578947368,0.394078947368421,0.671052631578947,0.5,0.458092105263158,0.435690789473684,0.920613912079221,"X196900184",0.0520894734908024,0.859627759298876,"inc.trend"
"X196900195",0.287907869481766,0.788867562380038,0,0,0.217530390275112,0.412028150991683,0.608445297504798,0.568777991042866,1,0,0,0.190019193857965,0.36852207293666,0,0.388355726167626,0.139635316698656,0.208720713807833,"X196900195",-0.282889288848706,0.327083720099565,"dec.trend"
"X196900204",0.271505376344086,0.375268817204301,1,0,0.19489247311828,0.169354838709677,0.161021505376344,0.505913978494624,0.562365591397849,0.266666666666667,0.187903225806452,0.184139784946237,0.421774193548387,0.193817204301075,0.350698924731183,0.246908602150538,0.499390774946738,"X196900204",-0.183147875690265,0.530840791616626,"dec.trend"
"X196900209",0.889591234723978,0.289928360724821,0.838179519595449,0.20480404551201,0.16645596291614,0.337968815844922,0.310998735777497,0.601769911504425,1,0.169827222924568,0,0,0.448377581120944,0,0.480952380952381,0.112094395280236,0.0605362120966135,"X196900209",-0.497331319302913,0.0703846462289766,"dec.trend"
"X196900236",0,0,0,0.2360751565762,0.160334029227557,0,0.299540709812109,0.177286012526096,0.390647181628392,0,0.748308977035491,0.655031315240084,0.714572025052192,1,0.126388308977035,0.779478079331942,7.92548807610731e-06,"X196900236",0.928782912159415,1.61353401027305e-06,"increasing"
"X196900237",0.294579732914376,0.599371563236449,0,0,0.377847604084839,0.248232521602514,0.409269442262372,0.804399057344855,1,0.313432835820896,0,0.387274155538099,0.362136684996072,0.432050274941084,0.40471327572663,0.295365278868814,0.542655063235292,"X196900237",0.00226579583508116,0.993866472349263,"inc.trend"
"X196900241",0.6328125,0.237432065217391,1,0,0.114809782608696,0.156589673913043,0.229279891304348,0.375,0.978600543478261,0.277513586956522,0.557744565217391,0.296195652173913,0.658967391304348,0.781589673913043,0.400203804347826,0.573624320652174,0.381354457451975,"X196900241",0.277771271440457,0.336285453114278,"inc.trend"
"X196900249",0,0.260898952348766,0,0,0.101723555255154,0.154782020953025,0.245691111862116,0.434944237918216,1,0.268333896586685,0.325109834403515,0.307874281851977,0.260223048327138,0.253801960121663,0.246637377492396,0.286752281176073,0.799649178012045,"X196900249",0.264531036754549,0.360750710147716,"inc.trend"
"X196900279",0.392209178228388,0.25880469583778,0.402347918890075,0.430629669156884,0.211846318036286,0.120064034151547,0.422091782283885,0.370864461045891,1,0.308431163287086,0.394877267876201,0.273745997865528,0.406616862326574,0.415688367129136,0.391728922091782,0.37273212379936,0.879631955469453,"X196900279",0.0827027098929353,0.778652455791611,"inc.trend"
"X196900289",0.519989121566494,0.324993200979059,1,0.450367147130813,0.256731030731575,0.317106336687517,0.481642643459342,0.344302420451455,0.62714169159641,0.472939896654882,0.282839271144955,0.139243948871363,0.209137884144683,0.205058471580092,0.479521348925755,0.209069893935273,0.0315732509195125,"X196900289",-0.562998384457067,0.036063799592893,"decreasing"
"X196900295",0.545576407506702,0.349195710455764,1,0.153820375335121,0.190013404825737,0.138404825737265,0.295576407506702,0.448391420911528,0.900469168900804,0.313002680965147,0.637734584450402,0.21916890080429,0.574731903485255,0.515750670241287,0.433445040214477,0.486846514745308,0.750037513437416,"X196900295",0.100481865647731,0.732514645138359,"inc.trend"
"X196900356",0,0.230822391154112,0.362128541810643,0.774015203870076,0.263303386316517,0.354526606772633,0.545957152729786,0.335176226675881,1,0.272287491361437,0.494125777470629,0.496199032480995,0.440912232204561,0.477539737387699,0.413821700069109,0.477194194885971,0.676412612265875,"X196900356",0.244914690269708,0.398717712900423,"inc.trend"
"X196900377",0.427148194271482,0.249481112494811,0,0.220423412204234,0.349937733499377,0.0730593607305936,0.290992112909921,0.432544624325446,0.670817766708178,0.187214611872146,0.513906185139062,0.38854296388543,1,0.290161892901619,0.290161892901619,0.548152760481528,0.0819763326089286,"X196900377",0.511046119357956,0.0618171247861239,"inc.trend"
"X196900140",0.258092738407699,0.343248760571595,1,0,0.0997375328083989,0.140565762613007,0,0.280548264800233,0.441528142315544,0.177311169437154,0.26305045202683,0.146106736657918,0.697579469233013,0,0.274103237095363,0.27668416447944,0.98841378529802,"X196900140",-0.059437679861965,0.840043724261127,"dec.trend"
"X196900192",0.568,0.558933333333333,0.460266666666667,0,0.229866666666667,0.309333333333333,0.4976,0.408,1,0,0,0,0,0,0.4032,0,0.0205335330466088,"X196900192",-0.578592855729989,0.0301811893960977,"decreasing"
"X196900227",0.63439194422928,0.718048024786987,0,0.953524399690163,0.314484895429899,0,0.741285824941906,0.993028659953524,1,0.815646785437645,0.367931835786212,0.625096824167312,0.577846630518978,0.886909372579396,0.61704105344694,0.614446165762975,0.990160599904184,"X196900227",0.160270898597942,0.584153566620324,"inc.trend"
"X196900228",0.913553431798436,0.778453518679409,0.501303214596003,0.531277150304083,0.458731537793223,0.625108601216334,0.375760208514335,1,0.458731537793223,0.476107732406603,0.427019982623805,0,0.324066029539531,0,0.611902693310165,0.187771503040834,0.00598232600978349,"X196900228",-0.738347926529279,0.00256474075002857,"decreasing"
"X196900287",0.229156741305384,0.151500714626012,0,0.286803239637923,0.15054787994283,0.142448785135779,0.279656979514054,0.370176274416389,1,0.242020009528347,0.485469271081467,0.184849928537399,0.196283944735588,0.450214387803716,0.285231062410672,0.329204383039543,0.76959202367087,"X196900287",0.247969673166143,0.392672038218468,"inc.trend"
"X196900354",0,0.404489016236867,0,0,0.0993314231136581,0,0.234479465138491,0.885864374403056,0.952244508118434,0,0.245463228271251,0.275549188156638,1,0.404011461318052,0.257640878701051,0.481255969436485,0.325207901933194,"X196900354",0.409776058532713,0.145638458760186,"inc.trend"
"X196900158",0.654885654885655,0.401940401940402,0.696465696465696,0,0.163548163548164,0,0.234234234234234,0.524601524601525,1,0,0.343035343035343,0.266112266112266,0.526680526680527,0,0.367567567567568,0.283957033957034,0.666065939782272,"X196900158",-0.157321800910677,0.59117979857181,"dec.trend"
"X196900182",0.31477184841454,0.491879350348028,0,0.862335653518948,0,0.378190255220418,0.297757153905646,0.303944315545244,0.512761020881671,1,0,0,0,0,0.416163959783449,0,0.0272197409760389,"X196900182",-0.4565759020406,0.100775342750584,"dec.trend"
"X196900183",1,0.595291841341503,0.27442760399871,0,0.296033537568526,0.144792002579813,0.291518864882296,0.954208319896807,0.898097387939374,0.209932279909707,0,0,0,0,0.466430183811674,0,0.0287454442145463,"X196900183",-0.545217545586707,0.0437588243109455,"decreasing"
"X196900226",0.481831395348837,0.492732558139535,0,0,0,0.317587209302326,0,0.372093023255814,1,0.297238372093023,0.32703488372093,0.258720930232558,0,0,0.296148255813953,0.146438953488372,0.401016595538502,"X196900226",-0.194083955690312,0.506141797946039,"dec.trend"
"X196900252",0.391167192429022,0.2000901306895,0.403785488958991,1,0.216313654799459,0.14015322217215,0.379450202794051,0.233889139251915,0.395673726904011,0.581342947273547,0.214060387561965,0.0946372239747634,0,0.163587201442091,0.394186570527265,0.118071203244705,0.0566310094109733,"X196900252",-0.479945951511296,0.0824175807875184,"dec.trend"
"X196900335",0.939793577981651,0.344610091743119,0.736238532110092,1,0.380160550458716,0.885894495412844,0.659977064220184,0.567087155963303,0.849197247706422,0.626146788990826,0,0.391628440366972,0,0,0.698910550458716,0.0979071100917431,0.000565259817082268,"X196900335",-0.783985895356747,0.000904464221231571,"decreasing"
"X196900338",0.247760031164784,0.186988702765875,0.276197896377094,1,0.324892871055707,0.211920529801325,0.444487728866381,0.275418776782236,0.6832878846903,0.543435917413323,0.30970003895598,0.334242306194001,0.251655629139073,0.653291780288274,0.419439033891702,0.387222438644332,0.825092615299817,"X196900338",0.0674142160245681,0.818882377991909,"inc.trend"
"X196900146",0.0481032711080664,0.0706028429525604,0.107274362048296,1,0.0675415310840897,0.251776845350231,0.0162270936804247,0.0896771707484158,0.272863504024662,0.0761260489809899,0,0,0,0,0.200019266997774,0,0.208186356771811,"X196900146",-0.372270237350841,0.189938171891378,"dec.trend"
"X196900186",0.00603339545565784,0.0243312437642364,1,0.0183166732553981,0.0120573784379059,0.0378475555806555,0.00292727923043617,0.0670732855179684,0.0233994088966699,0.0181001863669735,0.0296022288737034,0.00448974981645677,0.0060428079290676,0,0.12100864065059,0.0100336966548069,0.497348036758518,"X196900186",-0.268396461805476,0.353510334194096,"dec.trend"
"X196900196",0.335869898741945,0.207118748082234,1,0.251549555078245,0.238723534826634,0.2632095734888,0.368027002147898,0.355569193003989,0.750230131942314,0.500828474992329,0,0.0301933108315434,0,0,0.427112611230439,0.00754832770788585,0.00793665521284542,"X196900196",-0.589593574519768,0.0264837380693114,"decreasing"
"X196900202",0.124064478986759,0.37881404720783,1,0.586355785837651,0.0840529648819804,0.2524467472654,0.479274611398964,0.587795048934945,0.659758203799655,0.559009786989062,0.827864133563615,0.0952792170408751,0.289291882556131,0,0.471157167530225,0.303108808290155,0.363937055826203,"X196900202",-0.233939612914364,0.42083328114311,"dec.trend"
"X196900203",0,0.666969972702457,0,0,0.194722474977252,0.450409463148317,0.516833484986351,1,0.985441310282075,0.300272975432211,0.29663330300273,0,0.882620564149227,0,0.411464968152866,0.294813466787989,0.62372762401787,"X196900203",0.00945539070740655,0.974407775462889,"inc.trend"
"X196900225",0.702734839476813,0.443519619500595,0.75743162901308,0,0.217598097502973,0.655172413793103,0,0.760998810939358,1,0,0,0,0,0,0.453745541022592,0,0.0356683449876514,"X196900225",-0.561143534819945,0.036815988546347,"decreasing"
"X196900341",0,0.103246563322609,0.156478502486107,0.230184264404797,0.18075460661012,0.0897923369406259,0.549868382568002,0.266452178999708,1,0.316466803158818,0.256507750804329,0.397192161450717,0.25241298625329,0.480549868382568,0.289324363849079,0.346665691722726,0.714393789017872,"X196900341",0.325485917207419,0.256131999550449,"inc.trend"
"X196900191",0.334661354581673,0.817729083665339,0,0,0.209163346613546,0.345617529880478,0,1,0,0.470119521912351,0,0,0,0,0.317729083665339,0,0.109089825397764,"X196900191",-0.409938554488218,0.145463072003005,"dec.trend"
"X196900211",0.534325637910085,0.467800729040097,1,0,0.195321992709599,0.325030376670717,0.452612393681653,0.520048602673147,0.610874848116646,0.448663426488457,0,0,0,0,0.45546780072904,0,0.00549077238262042,"X196900211",-0.656392545831919,0.0107827448233474,"decreasing"
"X196900229",0,0,0,0.692148760330578,0.158057851239669,0,0,0,1,0,0,0.370867768595041,0,0.449380165289256,0.185020661157025,0.205061983471074,0.920720714150414,"X196900229",0.11697155998918,0.690457687189238,"inc.trend"
"X196900255",0.274914089347079,0.401080019636721,0,0.421698576337752,0.183603338242514,0.166421207658321,0.561119293078056,0.533136966126657,1,0.543937162493863,0.379970544918999,0.333824251350025,0.172312223858616,0.200294550810015,0.408591065292096,0.271600392734413,0.366879289075989,"X196900255",-0.069192198605581,0.814180559263407,"dec.trend"
"X196900263",0.541497975708502,0.537449392712551,0.63663967611336,0.558704453441296,0.236842105263158,0.240890688259109,0.800607287449393,0.588056680161943,1,0.395748987854251,0,0,0.5,0,0.553643724696356,0.125,0.0101759725560324,"X196900263",-0.560067119309155,0.0372577760159885,"decreasing"
"X196900283",1,0.54372197309417,0.579035874439462,0.702354260089686,0.416479820627803,0.542600896860987,0.838565022421525,0.56109865470852,0.559977578475336,0.391816143497758,0,0,0,0,0.613565022421525,0,3.27481251174125e-05,"X196900283",-0.893628334767574,1.65705054288544e-05,"decreasing"
"X196900161",0.430153934685657,0.203999424543231,1,0.795281254495756,0.128758452021292,0.21406991799741,0.315494173500216,0.192058696590419,0.345417925478348,0.423248453459934,0,0,0,0,0.404848223277226,0,0.0160795547153747,"X196900161",-0.655780671725986,0.0108820144993457,"decreasing"
"X196900223",0,0.0779976717112922,0.263096623981374,1,0.164726426076834,0.142898719441211,0.257275902211874,0,0.405413271245634,0.329161816065192,0.14988358556461,0.070139697322468,0,0.485739231664726,0.264057043073341,0.176440628637951,0.599214365242245,"X196900223",-0.0840851985807731,0.775038355893912,"dec.trend"
"X196900260",0.464622385957308,0.100227543612526,1,0.132517065770939,0.0705385198829776,0.300682630837577,0.0745476216274786,0.194170549355293,0.37620543937588,0.164048109220934,0.131541878860115,0,0,0.0826741792176834,0.287755986564091,0.0535540145194496,0.135724125079532,"X196900260",-0.47959333857711,0.082675652596639,"dec.trend"
"X196900303",0.401010101010101,0.54040404040404,0.535353535353535,0.456565656565657,0.271717171717172,0.228282828282828,0.452525252525253,0.490909090909091,1,0.36969696969697,0.506060606060606,0,0.385858585858586,0,0.474646464646465,0.222979797979798,0.0835047064553077,"X196900303",-0.418604102330053,0.136312543487895,"dec.trend"
"X196900318",0.359961959106039,0.41321921065145,0,0,0.179743223965763,0.228245363766049,0.622444127436995,0.356157869709938,1,0.16262482168331,0.438421302900618,0.184022824536377,0.334759866856871,0.330480266286258,0.332239657631954,0.321921065145031,0.948961156239899,"X196900318",0.102518190673448,0.72728041787752,"inc.trend"
"X196900347",0.699075785582255,0.370794824399261,1,0.480591497227357,0.201109057301294,0.186691312384473,0.270240295748614,0.182624768946396,0.481330868761553,0.974121996303142,0,0.10720887245841,0.402957486136784,0.35822550831793,0.484658040665434,0.217097966728281,0.140269930863365,"X196900347",-0.36030903962459,0.205694064749724,"dec.trend"
"X196900366",0,0.274418604651163,0,0.666666666666667,0.421705426356589,0.171317829457364,0.378294573643411,0.418604651162791,0.60077519379845,0.484496124031008,0.670542635658915,0.765891472868217,0.93953488372093,1,0.341627906976744,0.843992248062015,0.00179354321568699,"X196900366",0.856440978509819,9.20833871999882e-05,"increasing"
"X196900401",0.879640044994376,0.390326209223847,0.307649043869516,0,0.341394825646794,0.12992125984252,0.605736782902137,0.410573678290214,1,0.289088863892013,0,0,0.228908886389201,0,0.435433070866142,0.0572272215973003,0.0392494370492498,"X196900401",-0.484247257500439,0.0793149780955406,"dec.trend"
"X196900149",0.509036144578313,0,0,0,0,0,0,0,1,0,0.668674698795181,0,0.76355421686747,0,0.150903614457831,0.358057228915663,0.348957578428568,"X196900149",0.270791402770419,0.349064700074368,"inc.trend"
"X196900163",0,0.857740585774059,0,0,0,0,0,0.567642956764296,0,0,0.490934449093445,0,1,0,0.142538354253835,0.372733612273361,0.298755845228618,"X196900163",0.234848781415828,0.418977900568609,"inc.trend"
"X196900292",0.834224598930481,0,0,1,0.411764705882353,0,0.814616755793226,0,0,0,0.556149732620321,0.661319073083779,0.7825311942959,0,0.306060606060606,0.5,0.432089622776036,"X196900292",0.084041120566486,0.775153519659269,"inc.trend"
"X196900305",0,0.278195488721804,0.44812030075188,1,0.311278195488722,0,0.502255639097744,0.395488721804511,0.996992481203008,0.379699248120301,0.254135338345865,0.681954887218045,0.796992481203007,0.666165413533835,0.431203007518797,0.599812030075188,0.39125083230278,"X196900305",0.362734332334669,0.202434862966561,"inc.trend"
"X196900339",0.29911098365357,0.153928878692286,0.0406509893891597,0,0.067106395182105,0,0.397117866360769,0.187051907083453,0.567608259248638,0.492830513335245,1,0.27308574706051,0.513622024663034,0.57484944078004,0.220540579294523,0.590389303125896,0.0209814308759979,"X196900339",0.680245889843753,0.00742495185944391,"increasing"
"X196900349",0.597847358121331,0.445205479452055,0.977495107632094,0.38160469667319,0.282778864970646,0.463796477495108,0.89041095890411,0.334637964774951,1,0.680039138943249,0.255381604696673,0,0,0,0.605381604696673,0.0638454011741683,0.00261636764782556,"X196900349",-0.655022084442657,0.011006060848843,"decreasing"
"X196900458",0,0,0,0.268379728765168,0.219842969307637,0,0,0.705210563882941,1,0.207708779443255,0,0.658815132048537,0.738758029978587,0.758029978586724,0.2401142041399,0.538900785153462,0.175570856556745,"X196900458",0.554601202704818,0.0395616874948385,"increasing"
"X196900190",0,1,0,0,0,0.459090909090909,0,0.734848484848485,0,0,0,0,0,0,0.219393939393939,0,0.27645406589585,"X196900190",-0.344796699687547,0.227319762027318,"dec.trend"
"X196900193",0,0.536115569823435,0,0,0,0,1,0,0,0.532905296950241,0,0,0,0,0.206902086677368,0,0.279337002829201,"X196900193",-0.214093743815776,0.462359145927053,"dec.trend"
"X196900205",0.769911504424779,0.787610619469027,0,0,0.282079646017699,0,0.348451327433628,1,0,0,0,0,0,0,0.318805309734513,0,0.14032785325153,"X196900205",-0.464522335493163,0.0942436970404002,"dec.trend"
"X196900265",0.559414990859232,0.421389396709324,0,1,0.287934186471664,0.679159049360146,0.782449725776965,0.551188299817185,0,0.823583180987203,0,0,0,0,0.510511882998172,0,0.01201457112566,"X196900265",-0.589179217324066,0.0266165332873497,"decreasing"
"X196900277",0.862580326248146,0.636678200692042,0.867029164607019,0.39940682155215,0.390014829461196,0.780029658922393,0.848739495798319,0.591201186356896,1,0.394463667820069,0,0.121601581809194,0.518042511122096,0.190805734058329,0.677014335145823,0.207612456747405,0.00423849158512413,"X196900277",-0.667877092125685,0.00904543047262917,"decreasing"
"X196900302",0.538496791934005,0.447296058661778,0.259853345554537,0,0.317598533455545,0.159028414298808,0.616865261228231,0.494042163153071,1,0.344637946837763,0,0.287351054078827,0.270852428964253,0.256645279560037,0.417781851512374,0.203712190650779,0.170080453236832,"X196900302",-0.238746948843889,0.411070317802762,"dec.trend"
"X196900323",0,0,0,0,0.178855901520637,0.265749456915279,0,0.625633598841419,0,0,0.410572049239681,0.477914554670529,0.997827661115134,1,0.107023895727734,0.721578566256336,0.000972056756005891,"X196900323",0.819751316902174,0.000331733917117207,"increasing"
"X196900340",0.53618925831202,0.199360613810742,1,0.327109974424552,0.158312020460358,0.158823529411765,0.264833759590793,0.308695652173913,0.447826086956522,0.402813299232737,0.118797953964194,0.143222506393862,0.226342710997442,0.276214833759591,0.38039641943734,0.191144501278772,0.171906258061968,"X196900340",-0.393658508500974,0.16373755769234,"dec.trend"
