"","XOTU","inc_dec_estimate","inc_dec_p_val","fdr","classification"
"292","X196900166",-0.574267409010502,0.0251643223411988,0.163724861667542,"decreasing"
"293","X196900281",-0.599851183168489,0.0180861909376019,0.151595164040627,"decreasing"
"294","X196900343",-0.37961821900423,0.162832380158758,0.379023700319785,"dec.trend"
"295","X196900371",0.253490900347971,0.361973800916488,0.556233074075004,"inc.trend"
"296","X196900374",-0.103733040828474,0.712949856053821,0.847677150479156,"dec.trend"
"297","X196900402",-0.277787262677924,0.316130466655086,0.508320503574882,"dec.trend"
"298","X196900426",0.515049858987272,0.0494423117648526,0.230231370945425,"increasing"
"299","X196900438",0.155299486792711,0.580493717053752,0.738638027482048,"inc.trend"
"300","X196900468",-0.101039300791296,0.720123677506173,0.848265817300924,"dec.trend"
"301","X196900472",0.332087669487179,0.226553652361374,0.4319318657958,"inc.trend"
"302","X196900497",0.550127037977119,0.0336059545619659,0.193654313163328,"increasing"
"303","X196900526",0.504738919455787,0.0549978675328241,0.248568793457176,"inc.trend"
"304","X196900532",0.161842399134579,0.564442674490696,0.728874153894148,"inc.trend"
"305","X196900547",0.487662769449944,0.0651830237423615,0.259311118468903,"inc.trend"
"306","X196900561",0.36379184510118,0.182547928307727,0.389289161674624,"inc.trend"
"307","X196900565",0.576471072335121,0.0244829503150217,0.163724861667542,"increasing"
"308","X196900571",0.381610913862939,0.160454481739131,0.377395490212957,"inc.trend"
"309","X196900573",0.381610913862939,0.160454481739131,0.377395490212957,"inc.trend"
"310","X196900580",0.405369672211951,0.133868211054047,0.346703625257955,"inc.trend"
"311","X196900131",-0.176213762115734,0.529864899546987,0.701388732383215,"dec.trend"
"312","X196900232",-0.437217722094079,0.103166454957184,0.321349565778797,"dec.trend"
"313","X196900267",0.00627826466868562,0.982283564945786,0.987380869408279,"inc.trend"
"314","X196900278",-0.393488626757439,0.146759010385592,0.369704392282829,"dec.trend"
"315","X196900290",-0.176945240213809,0.528130673977331,0.701388732383215,"dec.trend"
"316","X196900324",-0.185283288168764,0.508544199936798,0.683495265804268,"dec.trend"
"317","X196900362",-0.0575028023788498,0.838702300075377,0.903368598912964,"dec.trend"
"318","X196900380",0.413617405167086,0.125386206367285,0.346703625257955,"inc.trend"
"319","X196900407",0.385328887215442,0.156079682320224,0.377395490212957,"inc.trend"
"320","X196900421",-0.357904333547545,0.190261902721953,0.39332169127722,"dec.trend"
"321","X196900444",-0.225085951120758,0.419922432167383,0.588401949024813,"dec.trend"
"322","X196900457",-0.0598300947988073,0.832257895613581,0.900635891732068,"dec.trend"
"323","X196900463",-0.0567845687803896,0.840693070379932,0.903402110594752,"dec.trend"
"324","X196900506",0.361307349586968,0.185777907957521,0.389289161674624,"inc.trend"
"325","X196900523",0.521247816912171,0.0463083713255859,0.224717465064159,"increasing"
"326","X196900535",0.330960129126391,0.228230879604876,0.4319318657958,"inc.trend"
"327","X196900540",0.634779201784781,0.0110146054738204,0.101554662468624,"increasing"
"328","X196900552",0.638730314629988,0.0103758658043646,0.0996515444960851,"increasing"
"329","X196900554",0.543172020544681,0.0363917432776426,0.202127634349316,"increasing"
"330","X196900558",0.36379184510118,0.182547928307727,0.389289161674624,"inc.trend"
"331","X196900563",0.381610913862939,0.160454481739131,0.377395490212957,"inc.trend"
"332","X196900578",0.405369672211951,0.133868211054047,0.346703625257955,"inc.trend"
"333","X196900132",-0.143627351067003,0.609582880349629,0.758873277221033,"dec.trend"
"334","X196900254",-0.588413995030998,0.0210308980515548,0.158938426258472,"decreasing"
"335","X196900300",-0.543190987729841,0.0363839188104694,0.202127634349316,"decreasing"
"336","X196900322",-0.334078483600101,0.22361120865956,0.4319318657958,"dec.trend"
"337","X196900326",-0.331891948862696,0.226844232976441,0.4319318657958,"dec.trend"
"338","X196900434",-0.225085951120758,0.419922432167383,0.588401949024813,"dec.trend"
"339","X196900441",-0.225085951120758,0.419922432167383,0.588401949024813,"dec.trend"
"340","X196900442",-0.225085951120758,0.419922432167383,0.588401949024813,"dec.trend"
"341","X196900447",0.194181550861215,0.488018870270386,0.667586644494504,"inc.trend"
"342","X196900452",0.0384618782680463,0.891751595677564,0.938578734263372,"inc.trend"
"343","X196900503",0.338919254422565,0.216557137219835,0.426636069480102,"inc.trend"
