Gb1_RT;Gb1;Gb10_RT;Gb10;Gb12_RT;Gb12;Gb13_RT;Gb13;Gb14_RT;Gb14;Gb15_RT;Gb15;Gb16_RT;Gb16;Gb17_RT;Gb17;Gb18_RT;Gb18;Gb19_RT;Gb19;Gb2_RT;Gb2;Gb20_RT;Gb20;Gb21_RT;Gb21;Gb3_RT;Gb3;Gb7_RT;Gb7;Gb8_RT;Gb8;Gb9_RT;Gb9
10.801;2808814;10.802;2186333;10.802;1810375;10.801;2026879;10.801;1876989;10.802;2032794;10.802;1374281;10.802;2105670;10.801;1646246;10.802;1910053;10.802;1872134;10.802;2064085;10.801;2000062;10.803;2020096;10.801;2047593;10.802;2065899;10.801;2217246
10.811;2831821;10.812;2184782;10.812;1789268;10.812;2083770;10.812;1890976;10.812;2056408;10.812;1311955;10.812;2093161;10.812;1623035;10.812;1954447;10.812;1903527;10.813;2122307;10.812;2024147;10.813;2041405;10.812;2050227;10.813;2090428;10.812;2252901
10.822;2905983;10.822;2178645;10.823;1818660;10.822;2149050;10.822;1872691;10.822;2080646;10.823;1369666;10.822;2077407;10.822;1644771;10.823;1994465;10.823;1882120;10.823;2243194;10.822;2026144;10.824;2047179;10.822;2145354;10.823;2146155;10.822;2270045
10.832;2983325;10.833;2237736;10.833;1796132;10.833;2176535;10.833;1927067;10.833;2096603;10.833;1339064;10.833;2151616;10.833;1624677;10.833;1979640;10.833;1880638;10.834;2289655;10.833;2049949;10.834;2094282;10.833;2130308;10.834;2188460;10.833;2303470
10.843;2953658;10.843;2257921;10.844;1795288;10.843;2145335;10.843;1925589;10.843;2114719;10.844;1329816;10.843;2151008;10.843;1643220;10.844;2055251;10.844;1934742;10.844;2322305;10.843;2008850;10.845;2153359;10.843;2173658;10.844;2219784;10.843;2368067
10.853;2948104;10.854;2327066;10.854;1737520;10.854;2216270;10.854;1917810;10.854;2073995;10.854;1421522;10.854;2193163;10.853;1641104;10.854;2015268;10.854;1943697;10.855;2371579;10.853;2078642;10.855;2148425;10.854;2215760;10.855;2251950;10.854;2360801
10.864;3027575;10.864;2301275;10.865;1786941;10.864;2199679;10.864;1919514;10.864;2099456;10.864;1479749;10.864;2210027;10.864;1640912;10.865;2039132;10.865;1969132;10.865;2411105;10.864;2107687;10.865;2207760;10.864;2247199;10.865;2363422;10.864;2429152
10.886;3028852;10.886;2414950;10.887;1761218;10.886;2148967;10.886;1930661;10.886;2187784;10.886;1584032;10.886;2297208;10.886;1632323;10.887;2136142;10.887;2030903;10.887;2408256;10.886;2022122;10.887;2299881;10.886;2154116;10.887;2518643;10.886;2643568
10.896;3195715;10.897;2399405;10.897;1725016;10.897;2099673;10.897;1972921;10.897;2197127;10.897;1619135;10.897;2356468;10.896;1642707;10.897;2144346;10.897;2067947;10.898;2427165;10.896;2057802;10.898;2334077;10.896;2218631;10.898;2611438;10.897;2740058
10.907;3313546;10.907;2434535;10.908;1749823;10.907;2108306;10.907;1966744;10.907;2213993;10.907;1533713;10.907;2355030;10.907;1682201;10.907;2204607;10.908;2064443;10.908;2438608;10.907;2053202;10.908;2338839;10.907;2246325;10.908;2620569;10.907;2722764
10.917;3249250;10.918;2389918;10.918;1699077;10.918;2023409;10.918;2012844;10.918;2228320;10.918;1479270;10.918;2426529;10.917;1710621;10.918;2185480;10.918;2088299;10.919;2290136;10.917;2062745;10.919;2335322;10.917;2210147;10.919;2584363;10.918;2684236
10.928;3195299;10.928;2430820;10.929;1676517;10.928;1984514;10.928;1964223;10.928;2238111;10.928;1465439;10.928;2359605;10.928;1660962;10.928;2209104;10.928;2054254;10.929;2209330;10.928;2063002;10.929;2374214;10.928;2181910;10.929;2582596;10.928;2726765
10.938;3132191;10.939;2411595;10.939;1691969;10.939;1963819;10.939;2008076;10.939;2277769;10.939;1432228;10.939;2372972;10.938;1660247;10.939;2218152;10.939;2092857;10.940;2124681;10.938;2030803;10.940;2370083;10.938;2170103;10.940;2588872;10.939;2667009
10.948;3094701;10.949;2376459;10.950;1689337;10.949;1893935;10.949;1932978;10.949;2267963;10.949;1438667;10.949;2343275;10.949;1657311;10.949;2218735;10.949;2121860;10.950;2063457;10.949;2022934;10.950;2333992;10.949;2131567;10.950;2590777;10.949;2655720
10.959;3010090;10.960;2325359;10.960;1750547;10.960;1879778;10.959;1954014;10.960;2243490;10.960;1422210;10.960;2263181;10.959;1625655;10.960;2176966;10.960;2085253;10.961;2066902;10.959;2001403;10.961;2290887;10.959;2149876;10.961;2586698;10.959;2628551
10.969;2946756;10.970;2341176;10.971;1732376;10.970;1898627;10.970;1931377;10.970;2221183;10.970;1425422;10.970;2267004;10.970;1659567;10.970;2101434;10.970;2049491;10.971;2032297;10.970;2000848;10.971;2252978;10.970;2121569;10.971;2516289;10.970;2603778
10.980;2886699;10.981;2310852;10.981;1716872;10.981;1830713;10.980;1925567;10.981;2200927;10.981;1455001;10.981;2270376;10.980;1674124;10.981;2003319;10.981;2067070;10.981;2070702;10.980;1991008;10.982;2203482;10.980;2098831;10.982;2440221;10.980;2524195
10.990;2868211;10.991;2261358;10.991;1722218;10.991;1823477;10.991;1936153;10.991;2180123;10.991;1480962;10.991;2177074;10.991;1712669;10.991;2041469;10.991;1988869;10.992;2023794;10.991;1957689;10.992;2161474;10.991;2072471;10.992;2390827;10.991;2473748
11.001;2806482;11.002;2198323;11.002;1688080;11.001;1886226;11.001;1884720;11.002;2187471;11.002;1439036;11.002;2152577;11.001;1698038;11.002;2013662;11.002;2003626;11.002;2060936;11.001;1909508;11.003;2096227;11.001;2021372;11.002;2308218;11.001;2471281
11.011;2758292;11.012;2152649;11.012;1664128;11.012;1844250;11.012;1902393;11.012;2147384;11.012;1440037;11.012;2165610;11.012;1682487;11.012;1961693;11.012;1968573;11.013;1995152;11.012;1866873;11.013;2051598;11.012;2014426;11.013;2312984;11.012;2410694
11.022;2615844;11.022;2086750;11.023;1693925;11.022;1833277;11.022;1906014;11.022;2091274;11.023;1419376;11.022;2154712;11.022;1659392;11.023;1911545;11.023;1907890;11.023;2006605;11.022;1914115;11.024;2043092;11.022;1968023;11.023;2253032;11.022;2314757
11.032;2434893;11.033;2077191;11.033;1657452;11.033;1785095;11.033;1864653;11.033;2053621;11.033;1466699;11.033;2110521;11.033;1629299;11.033;1898453;11.033;1897974;11.034;1970946;11.032;1852791;11.034;2006694;11.033;1927683;11.034;2229069;11.033;2203393
11.043;2351280;11.043;2088101;11.044;1675776;11.043;1770776;11.043;1866824;11.043;1998816;11.043;1396753;11.043;2067663;11.043;1625291;11.044;1827172;11.044;1873233;11.044;1968578;11.043;1916773;11.045;1991235;11.043;1903523;11.044;2167224;11.043;2103799
11.053;2291823;11.054;1972623;11.054;1663968;11.054;1772530;11.054;1863095;11.054;1919319;11.054;1449763;11.054;2062804;11.053;1543155;11.054;1858197;11.054;1841111;11.055;1922103;11.053;1875224;11.055;1974931;11.054;1903211;11.055;2090397;11.054;2032746
11.064;2221831;11.064;1987692;11.065;1687009;11.064;1738009;11.064;1899715;11.064;1923605;11.064;1414486;11.064;2021594;11.064;1574058;11.065;1802132;11.065;1808123;11.065;1881305;11.064;1869726;11.066;1961866;11.064;1854397;11.065;2091526;11.064;2042262
11.074;2215558;11.075;1983475;11.075;1671206;11.075;1742036;11.075;1888329;11.075;1953497;11.075;1382514;11.075;1986330;11.074;1609075;11.075;1796481;11.075;1786401;11.076;1872070;11.074;1834702;11.076;1976531;11.074;1843640;11.076;2091558;11.075;1971225
11.085;2183159;11.085;1961637;11.086;1644201;11.085;1716246;11.085;1914581;11.085;1879283;11.085;1422089;11.085;2013030;11.085;1570831;11.086;1781928;11.086;1792619;11.086;1898454;11.085;1868549;11.087;1958218;11.085;1882455;11.086;2076870;11.085;1957433
11.095;2095172;11.096;1958972;11.096;1666362;11.096;1771849;11.096;1902941;11.096;1905826;11.096;1442452;11.096;1983526;11.095;1719546;11.096;1774729;11.096;1742526;11.097;1827115;11.095;1866194;11.097;1918302;11.095;1859894;11.097;1999198;11.096;1956056
11.106;2130607;11.106;1897765;11.107;1703304;11.106;1765760;11.106;1912598;11.106;1935942;11.106;1441125;11.106;1916392;11.106;1812251;11.106;1800006;11.107;1741246;11.107;1834308;11.106;1799563;11.107;1903065;11.106;1830231;11.107;2014078;11.106;1990061
11.116;2115192;11.117;1937080;11.117;1695375;11.117;1741838;11.117;1955560;11.117;1929930;11.117;1436063;11.117;1887369;11.116;2209971;11.117;1733939;11.117;1739216;11.118;1796273;11.116;1811825;11.118;1857118;11.116;1823723;11.118;2021392;11.117;2005773
11.138;2229146;11.139;1920237;11.139;1654316;11.139;1759416;11.139;1981504;11.139;1898652;11.139;1435439;11.139;1942522;11.138;2593104;11.139;1720642;11.139;1725295;11.140;1841735;11.138;1823618;11.140;1851669;11.138;1760652;11.140;2098007;11.139;2014389
11.148;2420427;11.149;1998275;11.150;1668855;11.149;1843525;11.149;2032251;11.149;1953117;11.149;1437324;11.149;2135078;11.149;2524459;11.149;1752058;11.149;1863652;11.150;2011437;11.149;1962950;11.150;1938909;11.149;1919326;11.150;2435837;11.149;2219313
11.159;2677380;11.160;2143186;11.160;1712464;11.160;1922044;11.159;2058925;11.160;2125297;11.160;1443581;11.160;2395013;11.159;2469694;11.160;1779422;11.160;2047626;11.160;2217028;11.159;2210341;11.161;2116305;11.159;1981007;11.161;2729087;11.159;2458981
11.169;2941735;11.170;2331294;11.171;1688517;11.170;2035853;11.170;2222593;11.170;2285393;11.170;1511020;11.170;2556384;11.170;2342144;11.170;1834498;11.170;2128849;11.171;2410120;11.170;2365731;11.171;2234476;11.170;2116821;11.171;2895926;11.170;2653957
11.180;3045231;11.181;2391945;11.181;1740271;11.181;2165038;11.180;2189600;11.181;2358527;11.181;1501640;11.181;2593883;11.180;2214041;11.181;1771299;11.181;2199537;11.181;2503208;11.180;2430786;11.182;2284226;11.180;2227468;11.182;2958338;11.180;2829324
11.190;2982466;11.191;2390616;11.191;1736693;11.191;2191869;11.191;2236176;11.191;2335462;11.191;1456924;11.191;2559695;11.191;2067516;11.191;1791001;11.191;2187463;11.192;2528204;11.191;2469032;11.192;2225967;11.191;2226394;11.192;2911077;11.191;2833972
11.201;2892900;11.201;2250825;11.202;1730188;11.201;2119164;11.201;2161555;11.201;2270047;11.202;1440895;11.201;2446855;11.201;1900647;11.202;1737380;11.202;2079269;11.202;2431244;11.201;2297127;11.203;2122913;11.201;2149512;11.202;2761110;11.201;2725099
11.211;2729316;11.212;2079638;11.212;1726582;11.212;2039326;11.212;2110212;11.212;2166293;11.212;1406413;11.212;2348199;11.212;1735027;11.212;1728948;11.212;1996527;11.213;2247494;11.212;2132239;11.213;2005783;11.212;1994545;11.213;2517981;11.212;2553047
11.222;2592422;11.222;1965578;11.223;1670615;11.222;1923832;11.222;1984136;11.222;2035800;11.223;1399682;11.222;2169848;11.222;1661860;11.223;1694073;11.223;1857696;11.223;2074639;11.222;2017778;11.224;1918599;11.222;1895153;11.223;2357886;11.222;2338937
11.232;2490483;11.233;1877525;11.233;1648672;11.233;1816793;11.233;1939911;11.233;2023348;11.233;1418185;11.233;2016704;11.232;1637923;11.233;1682757;11.233;1758328;11.234;1888161;11.232;1871851;11.234;1840829;11.233;1853943;11.234;2195598;11.233;2229302
11.243;2337459;11.243;1828767;11.244;1647658;11.243;1807241;11.243;1786620;11.243;1904115;11.243;1396266;11.243;1911051;11.243;1559075;11.244;1634043;11.244;1761962;11.244;1827641;11.243;1762579;11.245;1764841;11.243;1819180;11.244;2033108;11.243;2140471
11.253;2260686;11.254;1802874;11.254;1655218;11.254;1762374;11.254;1785150;11.254;1862240;11.254;1374895;11.254;1844086;11.253;1526057;11.254;1586162;11.254;1689820;11.255;1777410;11.253;1748531;11.255;1712891;11.253;1776900;11.255;1978008;11.254;2080858
11.264;2163301;11.264;1777268;11.265;1609513;11.264;1724890;11.264;1752674;11.264;1856994;11.264;1382779;11.264;1808279;11.264;1498716;11.265;1582299;11.265;1705326;11.265;1751264;11.264;1721554;11.266;1681820;11.264;1771430;11.265;1907154;11.264;2017997
11.274;2164614;11.275;1790352;11.275;1585268;11.275;1715774;11.275;1761554;11.275;1860367;11.275;1425907;11.275;1759442;11.274;1484272;11.275;1593482;11.275;1682014;11.276;1687263;11.274;1726860;11.276;1679375;11.274;1683414;11.276;1868924;11.275;2042894
11.285;2135398;11.285;1716275;11.286;1580650;11.285;1750941;11.285;1739325;11.285;1789377;11.285;1390498;11.285;1701171;11.285;1515164;11.286;1559142;11.286;1633192;11.286;1705656;11.285;1647736;11.286;1669012;11.285;1689867;11.286;1832816;11.285;1957955
11.295;2113650;11.296;1722576;11.296;1553455;11.296;1705937;11.296;1760419;11.296;1834951;11.296;1372497;11.296;1683968;11.295;1449718;11.296;1501245;11.296;1633154;11.297;1656938;11.295;1696736;11.297;1622612;11.295;1644651;11.297;1759295;11.296;1936057
11.306;2047736;11.306;1670922;11.307;1555864;11.306;1712516;11.306;1707865;11.306;1733877;11.306;1309213;11.306;1627260;11.306;1408529;11.306;1519382;11.307;1561921;11.307;1665278;11.306;1654974;11.307;1604635;11.306;1641913;11.307;1722657;11.306;1889269
11.316;1993388;11.317;1635685;11.317;1534290;11.317;1678558;11.317;1684935;11.317;1716396;11.317;1365482;11.317;1630092;11.316;1405760;11.317;1530437;11.317;1561532;11.318;1597750;11.316;1610971;11.318;1556868;11.316;1622055;11.318;1731438;11.317;1885213
11.327;1956094;11.327;1642922;11.328;1530568;11.327;1663549;11.327;1652954;11.327;1717671;11.327;1338871;11.327;1617103;11.327;1358514;11.327;1552287;11.327;1573710;11.328;1613808;11.327;1585136;11.328;1559947;11.327;1589339;11.328;1743149;11.327;1862509
11.337;1961816;11.338;1634720;11.338;1472011;11.338;1621340;11.338;1628948;11.338;1738228;11.338;1337684;11.338;1589021;11.337;1346678;11.338;1520034;11.338;1536537;11.339;1601250;11.337;1598590;11.339;1518697;11.337;1607726;11.339;1783188;11.338;1804503
11.348;1932538;11.348;1597982;11.349;1485442;11.348;1669402;11.348;1638489;11.348;1717836;11.348;1284724;11.348;1613110;11.348;1328243;11.348;1513239;11.348;1539980;11.349;1639667;11.348;1573724;11.349;1518950;11.348;1569074;11.349;1813198;11.348;1800932
11.358;1925727;11.359;1562673;11.359;1428537;11.359;1697017;11.358;1612564;11.359;1696838;11.359;1302587;11.359;1595615;11.358;1325227;11.359;1542897;11.359;1530337;11.360;1717123;11.358;1580600;11.360;1492573;11.358;1530643;11.360;1827684;11.358;1787579
11.368;1939840;11.369;1587275;11.370;1420306;11.369;1723805;11.369;1561557;11.369;1659163;11.369;1294169;11.369;1589344;11.369;1328250;11.369;1559778;11.369;1486294;11.370;1737741;11.369;1563384;11.370;1496787;11.369;1524588;11.370;1781005;11.369;1778136
11.390;1961211;11.391;1524171;11.391;1464152;11.391;1593867;11.391;1519295;11.391;1649655;11.391;1210331;11.391;1489385;11.391;1302053;11.391;1500023;11.391;1474125;11.392;1656758;11.391;1545008;11.392;1506953;11.391;1487694;11.392;1706207;11.391;1787847
11.401;1957778;11.401;1585198;11.402;1397088;11.401;1541350;11.401;1500877;11.401;1668863;11.402;1264237;11.402;1602264;11.401;1282925;11.402;1468460;11.402;1505220;11.402;1631209;11.401;1567829;11.403;1485842;11.401;1507076;11.402;1655867;11.401;1796914
11.411;1882650;11.412;1564750;11.412;1460429;11.412;1557944;11.412;1517534;11.412;1673561;11.412;1282273;11.412;1505212;11.412;1323817;11.412;1498195;11.412;1480610;11.413;1633521;11.411;1555061;11.413;1537258;11.412;1478294;11.413;1672865;11.412;1756698
11.422;1923596;11.422;1531098;11.423;1447884;11.422;1516319;11.422;1544335;11.422;1703374;11.423;1297653;11.423;1499537;11.422;1321622;11.423;1479107;11.423;1482282;11.423;1590833;11.422;1554942;11.424;1494516;11.422;1490881;11.423;1636418;11.422;1745031
11.432;1927431;11.433;1564882;11.433;1462254;11.433;1550038;11.433;1556150;11.433;1673117;11.433;1293424;11.433;1506440;11.432;1320350;11.433;1510127;11.433;1477428;11.434;1581219;11.432;1495933;11.434;1510574;11.433;1501286;11.434;1602730;11.433;1696662
11.443;1896228;11.443;1524186;11.444;1400068;11.443;1553849;11.443;1584810;11.443;1647680;11.444;1312862;11.444;1493740;11.443;1292869;11.444;1473651;11.444;1476135;11.444;1585265;11.443;1499044;11.445;1467720;11.443;1478625;11.444;1627589;11.443;1743116
11.453;1885172;11.454;1541363;11.454;1421871;11.454;1494036;11.454;1578291;11.454;1612983;11.454;1300237;11.454;1479025;11.453;1277898;11.454;1486498;11.454;1476191;11.455;1638548;11.453;1519437;11.455;1457826;11.454;1459202;11.455;1572503;11.454;1724199
11.464;1968206;11.464;1550842;11.465;1418968;11.464;1480189;11.464;1572617;11.464;1649568;11.465;1291314;11.465;1518001;11.464;1305564;11.465;1486012;11.465;1468793;11.465;1559879;11.464;1508904;11.466;1512029;11.464;1479157;11.465;1641912;11.464;1717836
11.474;1917774;11.475;1546399;11.475;1419745;11.475;1480087;11.475;1586888;11.475;1653041;11.475;1279856;11.475;1483994;11.474;1260223;11.475;1536053;11.475;1483323;11.476;1589556;11.474;1509230;11.476;1486736;11.475;1509422;11.476;1608874;11.475;1711238
11.485;1900738;11.485;1562449;11.486;1424076;11.485;1513473;11.485;1580477;11.485;1609595;11.486;1264118;11.485;1497993;11.485;1277297;11.486;1522280;11.486;1513228;11.486;1538315;11.485;1502388;11.486;1508860;11.485;1470917;11.486;1653021;11.485;1709599
11.495;1881007;11.496;1579173;11.496;1406787;11.496;1514828;11.496;1544070;11.496;1631388;11.496;1282242;11.496;1503502;11.495;1273495;11.496;1488040;11.496;1517980;11.497;1568072;11.495;1522243;11.497;1482304;11.496;1481721;11.497;1620097;11.496;1733090
11.506;1862203;11.506;1545866;11.507;1438966;11.506;1494454;11.506;1511403;11.506;1672981;11.507;1290333;11.506;1488034;11.506;1257049;11.506;1451619;11.506;1482724;11.507;1546814;11.506;1492304;11.507;1478667;11.506;1475363;11.507;1583141;11.506;1691383
11.516;1870894;11.517;1537152;11.517;1447107;11.517;1477933;11.517;1533800;11.517;1632105;11.517;1273536;11.517;1508469;11.516;1253191;11.517;1427687;11.517;1469634;11.518;1589245;11.516;1466501;11.518;1456006;11.517;1481274;11.518;1561500;11.517;1652690
11.527;1875814;11.527;1538122;11.528;1386928;11.527;1465463;11.527;1535858;11.527;1672386;11.528;1278179;11.527;1481058;11.527;1257571;11.527;1484610;11.527;1468361;11.528;1549872;11.527;1457708;11.528;1460193;11.527;1490635;11.528;1558921;11.527;1648155
11.537;1870896;11.538;1579344;11.538;1410151;11.538;1468155;11.538;1528351;11.538;1633870;11.538;1238393;11.538;1443500;11.537;1293273;11.538;1407038;11.538;1476348;11.539;1520858;11.537;1468559;11.539;1432380;11.538;1464898;11.539;1497835;11.538;1633396
11.547;1787160;11.548;1582098;11.549;1412050;11.548;1446629;11.548;1554544;11.548;1653793;11.548;1272848;11.548;1465335;11.548;1299485;11.548;1427911;11.548;1468024;11.549;1536835;11.548;1494588;11.549;1441015;11.548;1456218;11.549;1495534;11.548;1579884
11.558;1817301;11.559;1523224;11.559;1348776;11.559;1452595;11.558;1541854;11.559;1624405;11.559;1215030;11.559;1460148;11.558;1293231;11.559;1371330;11.559;1485920;11.560;1506558;11.558;1426847;11.560;1421849;11.559;1433205;11.560;1516353;11.558;1586796
11.568;1778875;11.569;1540332;11.570;1379445;11.569;1442247;11.569;1511595;11.569;1612439;11.570;1241627;11.569;1456535;11.569;1272551;11.569;1422852;11.569;1450646;11.570;1485985;11.569;1445412;11.570;1449088;11.569;1471881;11.570;1494873;11.569;1555917
11.579;1771390;11.580;1513255;11.580;1361937;11.580;1443538;11.579;1487596;11.580;1626357;11.580;1215273;11.580;1422654;11.579;1259694;11.580;1441751;11.580;1446657;11.580;1524090;11.579;1452654;11.581;1422387;11.580;1470993;11.581;1466187;11.579;1551040
11.589;1740221;11.590;1497762;11.590;1361882;11.590;1432545;11.590;1511690;11.590;1613394;11.591;1231291;11.590;1445162;11.590;1252882;11.590;1405190;11.590;1424235;11.591;1507854;11.590;1470212;11.591;1390000;11.590;1499886;11.591;1493179;11.590;1572592
11.600;1766322;11.601;1483237;11.601;1364713;11.600;1430104;11.600;1525461;11.600;1625459;11.601;1187575;11.601;1429462;11.600;1253206;11.601;1409157;11.601;1440884;11.601;1505399;11.600;1449382;11.602;1402516;11.601;1451368;11.601;1528514;11.600;1625401
11.610;1738405;11.611;1474744;11.611;1326659;11.611;1464746;11.611;1493474;11.611;1530725;11.612;1167528;11.611;1440886;11.611;1206460;11.611;1429464;11.611;1450266;11.612;1563265;11.611;1410495;11.612;1412146;11.611;1401809;11.612;1646400;11.611;1837607
11.621;1743218;11.621;1400252;11.622;1284821;11.621;1554258;11.621;1486361;11.621;1531238;11.622;1173357;11.622;1454955;11.621;1238303;11.622;1400209;11.622;1465901;11.622;1604355;11.621;1480626;11.623;1471410;11.622;1415808;11.622;1849729;11.621;2283128
11.643;1860024;11.643;1439597;11.644;1292965;11.643;1667925;11.643;1455154;11.643;1546083;11.644;1139610;11.644;1414147;11.643;1181443;11.644;1391559;11.644;1472936;11.644;1753835;11.643;1574567;11.645;1462627;11.644;1373644;11.644;2047949;11.643;2712488
