"","Sf1","Sf2","Sf3","Sf4","Sf5","Sf6","Sf7","Sf8","Sf9","Sf10","Sf11","Sf12","Sf13","Sf14","Sf15","shallow_mean","deep_mean","ttest_pval","XOTU","inc_dec_estimate","inc_dec_p_val","classification"
"X196900159",0.00814261039708753,0.00312674042792052,0.010444732727938,0,0.00208077812559113,0.00584271136787219,0.00290016325669572,0.00905657564538972,0.00702084357804587,0.00409268219896404,0.00389607087925358,0.0050085127623059,0.00755239473849833,0.00721273121904028,0.00329077114639485,0.00519928899356185,0.00543914378892898,0.879560986160207,"X196900159",-0.0137742013448634,0.96114172871102,"dec.trend"
"X196900269",0.00170124714835481,0.00935390930260094,0,0,0.00168414886411481,0.00424676027393517,0.00178938299423421,0.00189455114666932,0.00446160969709152,0.00303753756954362,0.0114975403271937,0.00130597397624632,0.00604978286865127,0.00692444372988571,0.0161909033959521,0.00258374996623866,0.00706682736636631,0.0575506939086045,"X196900269",0.506478526713941,0.0540299751498479,"inc.trend"
"X196900288",0.00141554152038683,0.00825319142404827,0.00444621849671246,0.00608386947334584,0.0033347367907201,0.00296234757847215,0.00130026630723435,0,0,0.00327734316713917,0.00271390255373781,0.0025504099117271,0.00252926552961168,0.00362854157022434,0.00232790156301962,0.003474521448865,0.0024324806136371,0.36607037694915,"X196900288",-0.298200689204439,0.280349387820477,"dec.trend"
"X196900139",0.0226010467215279,0.00538080014734709,0.0161882269456364,0.00334683728603641,0.00956181619589824,0.0305799533238961,0.00560337303828271,0.0267038537033816,0.0169419129286178,0.00990663568733613,0.00856118674446097,0.0117845348065996,0.0090510730694191,0.0049147472910678,0.012084206618665,0.0149957384202508,0.0104634710208809,0.303386037551628,"X196900139",-0.241398231268208,0.386081518563215,"dec.trend"
"X196900197",0.00419900695649915,0.00406958641950946,0.00247812926188338,0.00689221576700718,0.0032218500009153,0.00356902761760575,0,0.00373319750540413,0.00187007132114616,0.0024513461087545,0.00108683217023224,0.00166836466075446,0.0026000692302851,0.00194594055179334,0.00194507389734031,0.00352037669110304,0.00193824256290087,0.0546694269562669,"X196900197",-0.514249079221475,0.0498583216331349,"decreasing"
"X196900210",0.00317306401970503,0.0030171071730846,0.00640321990486645,0.0011770656556823,0.00493955980253965,0.00332307625038942,0.00132080174065801,0.00144731284319328,0.00606606628164494,0.00508387866902564,0.00408038744613507,0.00546662928800487,0.00254106614639058,0.00120304586820272,0.00401775701657373,0.00310015092376484,0.00406554724513965,0.315366236538057,"X196900210",-0.00554205052152327,0.984360814692292,"dec.trend"
"X196900217",0.00331158796053799,0.00181991203027632,0,0.00265194310376614,0.00327066591002008,0.00509939168028509,0,0.00584515616070763,0.00287510005419976,0.00592586276725002,0.00484943243208888,0.00412646751133326,0.00332777393165083,0.00484267541877916,0.00511983666019598,0.00274983210569915,0.00443816411078541,0.0803570548354266,"X196900217",0.522951889193471,0.0454730574574433,"increasing"
"X196900242",0.00227265840429078,0.0146382321856924,0,0.00488316796112374,0.0107211940371367,0.00623623355541831,0.00607662143581884,0.0116344075334808,0.00475952892867526,0.0068158079849935,0.0118089717677865,0.0211998550437262,0.0123827805399962,0.0187636347508392,0.00975243810952738,0.00705781438912019,0.0122118595893635,0.0904665720857138,"X196900242",0.590369900995314,0.0205030096995463,"increasing"
"X196900246",0.00212980559030679,0.00154363622808979,0,0.00658494963198971,0.00441478877966329,0.00444352136770822,0,0.00263994831912938,0.00207825584442155,0.00473749280583207,0.00153173422822204,0.00634867453897751,0.0012941343067531,0,0.00294661294189527,0.0027195812396109,0.00270527209515736,0.990385832116808,"X196900246",0.0109048660456275,0.969232390285256,"inc.trend"
"X196900280",0.00148913236395434,0.00480193656181342,0,0.00283630278477662,0.00270318096667704,0.00210425058618409,0,0,0.00210697095108023,0.00240338498923539,0.00355921646391844,0.00250596577117421,0.00249779721820127,0.00314898641999606,0.00386694611797279,0.00174185040792569,0.00286989541879692,0.128249542355388,"X196900280",0.307129134960101,0.265495141046084,"inc.trend"
"X196900286",0.0014112126472358,0,0.00864850480657286,0,0.00779834147948817,0.00680465449298492,0.00106784253803022,0.00450344125027952,0.0045010929687472,0.0053823034127001,0.00461426991572284,0.0133264046057805,0.0145973629555038,0.0150741092886783,0,0.00377924965182394,0.00821364902101897,0.101473961141335,"X196900286",0.533773621571706,0.0404260351583981,"increasing"
"X196900344",0,0.00210057316265628,0.00164654226125137,0.00187195983795257,0.00269402798371989,0.00362914906292529,0.00138614175609692,0,0.000961956073065589,0.00187581267452518,0.00351472625811946,0.00364783830537911,0,0.00170200498404717,0.00110981353585819,0.00166604925807529,0.00183030740442782,0.809160498528125,"X196900344",0.0810545555082276,0.77398902878801,"inc.trend"
"X196900172",0.00643270550243066,0,0,0,0.00115022485828131,0.0041429141411105,0.00512452406799469,0.00744154843839292,0.00816226906772817,0.00616033935156566,0.00633667645451194,0.00125469227560837,0.00229718673295991,0.00143866545068482,0.00771455750535572,0.00303648962602626,0.00476634097691637,0.29482256130584,"X196900172",0.208872071685467,0.455016624104956,"inc.trend"
"X196900201",0.00380507949975542,0.00239000495542312,0.00727361429886128,0,0.00392968068293457,0.00387510043014161,0,0,0.00230438730935861,0.00165732313004924,0.0026757680916244,0.00412304873129073,0.00172682358864623,0.00176021688089569,0,0.0026591849833895,0.00203536681883784,0.572299038882168,"X196900201",-0.328229636579217,0.232324625313141,"dec.trend"
"X196900208",0.00350205837918331,0,0.00517247114393108,0,0,0,0.00188085901584869,0.00483265833478272,0.00471286688035492,0.00626691961716369,0.0076014694479401,0.00137434957709691,0.00471237963370886,0.00609561719856632,0.00182519856768316,0.00192350585921822,0.00465554298893056,0.0386172599295997,"X196900208",0.350028209707458,0.200906553740466,"inc.trend"
"X196900218",0.00435051751678521,0.00186815066240413,0.00541085941744559,0,0.00270928295531514,0.00300607226597727,0,0.00346609685193927,0.00200287868944253,0.00225950163067806,0.00160800315244887,0.00204443046543271,0.00153014664233117,0,0,0.00260137245873333,0.00134928008290476,0.143716148806127,"X196900218",-0.549340992746428,0.0339125112706517,"decreasing"
"X196900230",0.00238088023306653,0.00566584660992049,0.00313231103571389,0.0217544423592367,0.00347508252939633,0.00302793460972984,0,0.00327353591572043,0,0,0,0.00272134891385358,0.00191169991818239,0.00407483277939632,0.0016202504234306,0.00533875416159802,0.00147544743355184,0.168036062046342,"X196900230",-0.305876258211621,0.267550224229254,"dec.trend"
"X196900234",0.00237222248676447,0.00174097608679446,0.00183503531472796,0.00146542310546792,0.00159872102318145,0.00118056656263835,0,0.00223619151738018,0.00195621664112219,0.00170528424956835,0.00198934777358299,0.00194528584419936,0.00347331487192397,0.00284683895540137,0.00185613413662694,0.00155364201211935,0.00225320321034645,0.0754777710239949,"X196900234",0.388976643323547,0.15186546821099,"inc.trend"
"X196900180",0.00538944707303242,0.0128753294479308,0.001186397454235,0.00756820126404561,0.0077312196044691,0.00489169941463575,0.00244184971983135,0.00226724973289935,0.00120962386799665,0,0.00113767811971679,0.00193161072402924,0,0,0,0.00554392421388492,0.000611273244534669,0.00539452467911544,"X196900180",-0.704937996646317,0.00333527497172275,"decreasing"
"X196900181",0.00509508369876238,0,0.00587654813779951,0,0.0030082803985819,0.00320829894568847,0.00102583824239092,0.00142867791388178,0.00212850728107423,0.00130027924029587,0.00165249335824785,0.00124443593548078,0,0,0,0.00245534091713812,0.000903673687871247,0.109076864046027,"X196900181",-0.576572290173753,0.0244519942055552,"decreasing"
"X196900184",0.00514270130342371,0.00741997868729526,0.0111100023284436,0,0.00829260255917403,0.00233927078152413,0,0.002093323725992,0.00409908147552576,0.00271779677274956,0.0028982191206193,0.00742559025237434,0.00181336144502486,0.00679415996074855,0.00329077114639485,0.00454973492323159,0.00414842573906246,0.820318555135735,"X196900184",-0.194081245283907,0.488248027266734,"dec.trend"
"X196900195",0.00419034921019709,0.0049422671280034,0.00685782079854528,0.00317193194764185,0.00559247258681604,0.0044271246098938,0.00135440517716945,0.0025157154570527,0.0032448070524302,0.00336260737961759,0.00373717728711437,0.00509056348332661,0.00261973692491661,0.00590989352766867,0.00220802623336246,0.00413151086441495,0.0037389731269195,0.637259994896116,"X196900195",-0.234046638073945,0.401147399027294,"dec.trend"
"X196900204",0.00372715978303688,0,0,0,0.00207467613695303,0.00441619343801752,0.00250625630647828,0.00342882699331627,0.00382269857393602,0.00362905804361264,0.00252323024317075,0.00188716658347635,0.00133740323494241,0,0.0017478596453237,0.00201913908222525,0.00213534518920884,0.891321582148714,"X196900204",-0.0213655185922607,0.939755396054756,"dec.trend"
"X196900209",0.00342413866246477,0,0.00113095832085953,0.00257630836283876,0,0.0139153817985057,0.0126255578403818,0.00350957835366611,0.00659011697816575,0.0073327222731439,0.0105950247238429,0.00151110077879809,0.0019392346906665,0.0065529963880904,0.011086534520228,0.00464774041733959,0.00651539005041937,0.463265919122441,"X196900209",0.319020227265304,0.246467568116975,"inc.trend"
