"","Sf1","Sf2","Sf3","Sf4","Sf5","Sf6","Sf7","Sf8","Sf9","Sf10","Sf11","Sf12","Sf13","Sf14","Sf15","shallow_mean","deep_mean","ttest_pval","XOTU","inc_dec_estimate","inc_dec_p_val","classification"
"X196900164",0.00794781110529118,0.00944600123666312,0.00263890274867223,0.00753038389358192,0.00705694985995936,0.0112536414466313,0.0172021592074816,0.00787636345566129,0.017631075488426,0.0108178969581992,0.0174719393916282,0.00550423586847269,0.00417741833973189,0.0164185269063703,0.0189403020858307,0.00886902661924275,0.0129944850055227,0.14759327830642,"X196900164",0.381476154671797,0.16061455983019,"inc.trend"
"X196900168",0.00710800971399135,0.00450811943885315,0.0179567353003138,0.00127633625314948,0.00763663878057859,0.0130518192202795,0.0122503194660041,0.00512460556066291,0.0123367276982329,0.0134344424786307,0.0189591834140513,0.0157263881956363,0.0204426017999874,0.00989325046916017,0.00518170779808354,0.0086140729667291,0.0137106145505403,0.088766448249907,"X196900168",0.365999739332148,0.179708431008363,"inc.trend"
"X196900171",0.00676169986190895,0.0129586507216061,0.00372550976283139,0.00305375266494283,0.00867397684905511,0.0106305646496833,0.011473706711073,0.00201257236564216,0.00796126332111745,0.00318674994138085,0.00819890935438356,0.00406492947056772,0.00779234061300271,0.00291336683751396,0.0127763899737821,0.00741130419834285,0.00669913564453548,0.729361976411853,"X196900171",-0.0471063216176881,0.867601761590776,"dec.trend"
"X196900178",0.00565783720839628,0.0120508873715646,0.0170419895996186,0.00664640285899321,0.00665421860984495,0.00439433109426496,0.00282735581092093,0.00634208760901434,0.00374373203062466,0.00363438705689255,0.00497654730580025,0.00160682661998892,0.0016245515765624,0.00709907942043127,0.00505796552230841,0.00770188877032724,0.00396329850465835,0.0687763688263711,"X196900178",-0.555326048708399,0.0316304123964021,"decreasing"
"X196900179",0.00622491959118122,0.00495103778839028,0.00477330938362772,0.00452863011302667,0.00466191931950623,0.00403906800828583,0.00306911386804491,0.00525505006584342,0.00718236605300091,0.00478545392535118,0.00669895384458936,0.00346322418308251,0.00692302851029014,0.007517650678723,0.00365039713536632,0.00468788101723828,0.0057458677614862,0.155145771735511,"X196900179",0.175801807313905,0.530842701326957,"inc.trend"
"X196900199",0.0055452865064695,0.0101301127468393,0.00961314572730599,0.0118179282699026,0.00680981932011643,0.00832955296972612,0.00414162355003505,0.00506248912962457,0.00504309060692967,0.00693837529043122,0.00820526509806913,0.0106289871522246,0.0112499213292215,0.00796116989280695,0.0126178451829452,0.00768124477750244,0.00894923636466118,0.379740354667641,"X196900199",0.311989001859665,0.257614234877533,"inc.trend"
"X196900215",0.00306051331777825,0.0185894146899791,0.0148077925245873,0.0332272871236581,0.00831090852508833,0.0138935194547531,0.00748703234050736,0.00576440480035779,0.00348170668236426,0.0068317950248332,0.00773494006533704,0.00563756829013135,0.00488545534646611,0.00331253413018952,0.00846861199836041,0.0131426090970887,0.00576465879109741,0.0689622431931534,"X196900215",-0.441826870192705,0.0991719141048336,"dec.trend"
"X196900224",0.003168735146554,0.0111957479838444,0.0093414939737662,0.01576511631205,0.00631555824043056,0.00532894628968699,0.00154669150831825,0.00446617139165652,0.00280690167588541,0.00524907808070258,0.00461426991572284,0.011083684897881,0.0106598904902763,0.0159916396628145,0.0074052018159179,0.00714105760578837,0.00825866664845722,0.649525563263644,"X196900224",0.212957327525301,0.446040442857417,"inc.trend"
"X196900235",0.00240252459882168,0.00630610481816228,0.0059818824912129,0.00442935951555948,0.00706305184859746,0.00508299492247066,0.0017539127001388,0.00596317737968047,0.00359297772066662,0.00465222859335365,0.00221815454626346,0.00797601383922161,0.0093854238781547,0.00633123678104842,0.00600923426732972,0.00487287603433047,0.0057378956608626,0.458622799728108,"X196900235",0.3857021510218,0.155644915168463,"inc.trend"
"X196900250",0.00294363374270044,0.00498173509974434,0.00191819401479116,0.00647149752059865,0.00356661235896779,0.00292408847690517,0.00411735440144345,0.00173304842596964,0.00230079792102628,0.00139087246605419,0.00209103967255209,0.00266664843317311,0.00171108943294103,0.00181565678265618,0.00244004300044083,0.00358202050514008,0.00205944967269196,0.0294970779307384,"X196900250",-0.51814007652115,0.0478608549722832,"decreasing"
"X196900138",0.0267091473418554,0.0312630189490118,0.0420339509252791,0.00986087934840671,0.0201792764261873,0.0111497953138066,0.109970046270065,0.0101746714040798,0.00695982397639618,0.00366636113657195,0.0197981415805463,0.00716918174918462,0.0022735854994021,0.0150131253967418,0.0108313160764418,0.0326675982473365,0.00938736220218354,0.0926078264527747,"X196900138",-0.353667108415453,0.195942167728001,"dec.trend"
"X196900155",0.0103243624652067,0.00639381142203102,0.00743438778565013,0.00121015585483802,0.0032157480122772,0.0121445319545482,0.00686443533625372,0.0123860163490446,0.0167086026870161,0.0135996418903076,0.00817348637964128,0.00220169434738908,0.00440556359745736,0.00249202358413421,0.0131282820705176,0.0074966811474812,0.00867275636520904,0.654606115931291,"X196900155",-0.0321181684672004,0.909531395627339,"dec.trend"
"X196900156",0.0102897314799984,0.0160020698758513,0.00429098892326115,0.0311567860907711,0.0152305636406905,0.0156589037127725,0.00941549622474725,0.00400650980197282,0.00996773139889232,0.0121714663312941,0.00530704597744982,0.0210220784815147,0.0189753917804771,0.0107608849317119,0.0248412618618572,0.0132563812187581,0.0147208372518853,0.727466171505408,"X196900156",0.204074408923219,0.465671071681779,"inc.trend"
"X196900176",0.00603012029938487,0.00829265939578921,0.00283848362882391,0.00933143616191507,0.00446970667740617,0.00546012035220236,0.00135440517716945,0.00623648967624916,0.00184494560281982,0.00116705390829834,0.00258043193634087,0.00414014263150337,0.00239945874504374,0.00339569398283026,0.00172852491473384,0.00550167767111752,0.00246517881736718,0.0135511005208294,"X196900176",-0.580155942149739,0.0233750240656686,"decreasing"
"X196900185",0.00532451397576697,0.00355650278687734,0.00470678242357715,0.00460426485395404,0,0.0015248984767412,0.00305604586495712,0.0071061197107859,0.00762027142954569,0.00493466629718841,0.00667353086984708,0.00180511586245564,0.00748159103782491,0.00634232476140052,0.00746320600768749,0.00373489101158247,0.00604581518084996,0.0601707412126531,"X196900185",0.374071971613587,0.169573264541551,"inc.trend"
"X196900189",0.00481803581709645,0.0109677108137857,0.00678574992515717,0.006064960788114,0.00510431349576827,0.00280931117220422,0.00247545315634279,0.00352821328297761,0.00201723624277187,0.00129495022701597,0.00216730859677891,0.00262562307266275,0,0.00179070882686396,0.00216548982606476,0.00531921855643078,0.0017230452560226,0.00553432357583251,"X196900189",-0.770479425828677,0.000775608709723579,"decreasing"
"X196900198",0.00539810481933448,0.00314428174869427,0.0144529820709843,0.00346501656873543,0.0063369152006639,0.00817651656345819,0.00248945458822256,0.00514945213307824,0.00737978241127929,0.00838786690256432,0.00384522492976903,0.0105777054515867,0.0109863742211593,0.00578515374870756,0.00667048205350307,0.00607659046164642,0.00766179853122417,0.373345753222552,"X196900198",0.202393945365061,0.46943153665986,"inc.trend"
"X196900214",0.00348474288657919,0.00107879122758548,0.00726807038552373,0,0.00428664701826325,0.00714352082114963,0.00223742881438675,0.00361517628643129,0.00323044949910086,0.00426321062392087,0.00462698140309398,0.00482047985996677,0.00637626659953427,0.00450726401312817,0.00119875329657157,0.00363929717998992,0.00414620075647378,0.663665792813881,"X196900214",0.156463661910402,0.577624072121524,"inc.trend"
"X196900219",0.00306484219092928,0.00638065543145071,0,0.00650458771975438,0.00500363068323967,0.00277105207063723,0.00119852256890805,0.00451586453648719,0.00271357757924472,0.00297358941018481,0.00305075696907295,0.00317946543955255,0.00346938133299767,0.00456270391488866,0.00397522060927603,0.00367989440017581,0.0034178136078882,0.780380482958954,"X196900219",-0.0136543646158789,0.96147956690401,"dec.trend"
"X196900221",0.00287004289913293,0.00518784561883587,0.00383084411624478,0.00386209895860416,0.00277640483033421,0.00285850144564748,0,0.00557184386413894,0.00201723624277187,0.00232344979003688,0.0018050312067015,0.00460167793724487,0.00366605827931273,0.00228135195744433,0.00346478372170362,0.0033696977166173,0.00287994130503083,0.525281999183794,"X196900221",-0.135085942136423,0.63122209256094,"dec.trend"
"X196900239",0.0023332626284052,0.0032670709941105,0.00394726629633326,0.00187668700926053,0.0033347367907201,0.0023884610549674,0,0.0050873357020399,0.00298996048083446,0.00346918764521561,0.00203383797938197,0.00405809191048266,0.00479498395116118,0.00432985632749459,0.00449339138908438,0.00277935255947961,0.00373847281195069,0.176051560672398,"X196900239",0.431438553454219,0.108331979624158,"inc.trend"
"X196900274",0.00186574432809395,0.00538518547754053,0.00139706616106177,0.00271812350207759,0.00293200554060568,0.00224635582057574,0.00206661134545359,0,0.00290381516085844,0.00223285656427856,0.00408674318982064,0.00368544488584693,0.00157341557052049,0.00339292198774224,0.00374320384219766,0.00232638652192611,0.00308834302875214,0.271588242992573,"X196900274",0.155794846061297,0.579271958853302,"inc.trend"
"X196900330",0.000917721108018372,0.00169273745466665,0.00206787967490492,0,0.00302353537017714,0.00240485781278182,0.0031176521652281,0.00119884711903993,0.00298278170416979,0.00378359942872978,0.00425199252564543,0.00343245516269974,0.00496019258606583,0.00162438912158248,0.00208815090370531,0.00180290383810212,0.00330336591894262,0.0226440841897743,"X196900330",0.531979826052257,0.0412323532249815,"increasing"
"X196900337",0,0.00520977226980305,0.0518743970994245,0.017107632963511,0.00191297343804346,0.0478839984040489,0.0181066517069146,0.0113797301662236,0.0359907968083159,0.0584326306141155,0.0415919866783612,0.0786353597582239,0.0997466800931462,0.113757134422358,0.0691409965893535,0.0191843945059961,0.0710422264234106,0.00126604541955327,"X196900337",0.831336594454504,0.000122541439358573,"increasing"
"X196900141",0.0183024756825551,0.0020786465116891,0.0138154320371664,0.00199486629195955,0.0112154551168226,0.0140574870328974,0.00767185124132028,0.00804407781946481,0.00907756309247341,0.00569138618293437,0.0185524158181749,0.013562300428715,0.00533387878406445,0.00557448212201768,0.00383987749514698,0.00964753646673439,0.00880455770336097,0.776647248131306,"X196900141",-0.206304960924491,0.460702474585915,"dec.trend"
"X196900150",0.0133589025440788,0.0066525459034438,0.0177626983334997,0.0123804616555499,0.00478395909226817,0.0104993905871679,0.0158729566076957,0.00741670186597759,0.00401293615554973,0.00521177498774327,0.0140652607761634,0.00596577117421419,0.00242305997860155,0.0133055764225186,0.00485688432417383,0.0110909520737102,0.00712018054556637,0.119685973969839,"X196900150",-0.404608868861426,0.134669757233592,"dec.trend"
"X196900151",0.0129390018484288,0.00535887349637991,0.01335528723015,0.00459008334003016,0.0116670022760418,0.0154621426189995,0.00441698504367047,0.0159080179889184,0.0157286996722888,0.0120808731055358,0.0115356747893071,0.0172443265345194,0.0257764805840519,0.0184337673353643,0.0082288613390461,0.0104621742303274,0.0155755261943019,0.0850595747374872,"X196900151",0.488247729794216,0.0648130826958062,"inc.trend"
"X196900153",0.0130039349456943,0.00131121372783764,0.0133386554901374,0,0.00505549758666349,0.00754250859463389,0.00211794992901274,0.00873978184709419,0.00422112067882512,0.00452433227463603,0.00432826144987225,0.00561021804979111,0.00285968279942098,0.00301038666559483,0.00125675748834116,0.0063886927651342,0.00368725134378307,0.203657223023564,"X196900153",-0.447726280224855,0.0942189656191826,"dec.trend"
