DATASET_BINARY
SEPARATOR COMMA
DATASET_LABEL,categorical-annotations
COLOR,#BED661
#dataset color (can be changed later)


FIELD_SHAPES,5,4,3,2
FIELD_LABELS,depth-correlation, depth-group,SpongeEMP, barettin-cor
FIELD_COLORS,#5ba0d0,#5ba0d0,#ffac81,#40E0D0
ALIGN_TO_LABELS,1

DATA
#coding:      1 : filled shape, 0 : empty shape, -1 : shape completely omitted
554,-1,0,-1,0
558,0,0,-1,0
563,0,0,-1,0
578,0,0,-1,0
613,-1,-1,-1,0
616,-1,-1,-1,0
624,-1,-1,-1,0
630,-1,-1,-1,0
661,0,0,-1,0
254,-1,-1,-1,0
300,-1,-1,-1,0
322,-1,-1,-1,0
326,-1,-1,-1,-1
434,-1,-1,-1,0
441,-1,-1,-1,-1
442,-1,0,-1,0
452,-1,-1,-1,-1
519,-1,-1,-1,0
536,-1,-1,-1,0
550,-1,-1,-1,0
599,-1,-1,-1,0
601,-1,-1,-1,0
623,-1,-1,-1,0
628,-1,-1,-1,0
635,-1,-1,-1,0
648,-1,-1,-1,0
655,0,0,-1,0
656,0,0,-1,0
658,0,0,-1,0
662,0,0,-1,0
663,0,0,-1,0
667,0,0,-1,0
672,-1,0,-1,0
411,-1,-1,-1,-1
415,-1,-1,-1,0
462,-1,-1,-1,-1
508,-1,-1,-1,0
511,-1,-1,-1,0
542,-1,-1,-1,0
564,-1,-1,-1,0
568,-1,-1,-1,0
581,-1,-1,-1,-1
593,-1,-1,-1,0
595,-1,-1,-1,0
609,-1,-1,-1,0
610,-1,-1,-1,0
617,-1,-1,-1,0
634,-1,-1,-1,0
636,-1,-1,-1,0
639,-1,-1,-1,0
642,-1,-1,-1,0
644,-1,-1,-1,0
657,-1,0,-1,0
664,-1,-1,-1,0
668,-1,0,-1,0
671,-1,0,-1,0
674,-1,0,-1,0
677,-1,0,-1,0
602,-1,-1,-1,0
607,-1,-1,-1,0
615,-1,-1,-1,0
621,-1,-1,-1,0
622,-1,-1,-1,0
625,-1,-1,-1,0
626,-1,-1,-1,0
627,-1,-1,-1,0
629,-1,-1,-1,-1
632,-1,-1,-1,-1
633,-1,-1,-1,-1
637,-1,-1,-1,-1
638,-1,-1,-1,-1
640,-1,-1,-1,-1
641,-1,-1,-1,-1
643,-1,-1,-1,-1
645,-1,-1,-1,-1
646,-1,-1,-1,-1
647,-1,-1,-1,-1
649,-1,-1,-1,0
652,-1,-1,-1,0
653,-1,-1,-1,0
654,-1,-1,-1,0
659,-1,-1,-1,-1
660,-1,-1,-1,-1
665,-1,-1,-1,-1
666,-1,-1,-1,-1
669,-1,-1,-1,0
670,-1,-1,-1,0
673,-1,-1,-1,0
675,-1,-1,-1,0
676,-1,-1,-1,0
678,-1,-1,-1,0
679,-1,-1,-1,0
680,-1,-1,-1,0
681,-1,-1,-1,0
682,-1,-1,-1,0
683,-1,-1,-1,0
684,-1,-1,-1,0
685,-1,-1,-1,0
686,-1,-1,-1,0
687,-1,-1,-1,0
688,-1,-1,-1,0
689,-1,-1,-1,0
690,-1,-1,-1,0
691,-1,-1,-1,0
692,-1,-1,-1,0
