"Gb1","Gb2","Gb3","Gb4","Gb5","Gb6","Gb7","Gb8","Gb9","Gb10","Gb11","Gb12","Gb13","Gb14","shallow_mean","deep_mean","ttest_pval","ttest_fdr","XOTU","inc_dec_estimate","inc_dec_p_val","fdr","classification"
0.00366860490186648,0.00333520004977911,0.00282542350752358,0.00853505487960521,0.00438084112149533,0.00268619452060902,0.00261701633193333,0.00311435083839227,0.00336928541171104,0.00370170432636693,0.0012975856932116,0.00253565465340471,0.0050421727444323,0.00212782064661955,0.00382336758892823,0.00275080843441704,0.309583414350164,0.471105195750249,"X196900224",-0.309185091897238,0.282086690262986,0.433979523481517,"dec.trend"
0.00885639700541003,0.00710181901146994,0.00887203381532134,0.00465306730196546,0.00664745022348639,0.0056789050134867,0.0091814498337841,0.00477590214619395,0.00854377790087654,0.00813420147113368,0.00501998934384934,0.00416230103483415,0.00466814152877286,0.00457467920467634,0.00724450037231281,0.00460627777803317,0.0122262792274732,0.0529889780418676,"X196900235",-0.602283578129694,0.0226517275332543,0.0825571951005773,"decreasing"
0.00666385827111189,0.00424366872005476,0.00828654894408721,0.00285565387560623,0.00355546525802519,0.0051216032457255,0.0034152568347238,0.00389293854799034,0.00485353058098993,0.00480340204254757,0.00398337060569705,0.00254522316153077,0.00220649422571189,0.00396364049294061,0.00476919263208624,0.00317468212147008,0.0959906720400136,0.224894986703386,"X196900250",-0.517232615021215,0.0582084857544824,0.155382611106234,"dec.trend"
0.00249106897043556,0.00461701200920913,0,0.0389873861992683,0.0325896485168631,0.0414298134153682,0.00367123269215872,0.014880616551195,0.0580387109387729,0.0124198055870764,0.0387789646136058,0.0358005731536368,0.0978164115619138,0.0696638205601008,0.0209125294880347,0.0605149424723143,0.0126322696209962,0.0529889780418676,"X196900138",0.70880071029821,0.00454001410973299,0.028890998880119,"increasing"
0.00390411208815266,0.0143654201149068,0.00249698077488005,0,0.00239993904916701,0.00776878664259123,0.00153922324799682,0.00483796348536481,0.00753853172146372,0.00219237845519946,0.00312072983758432,0.00258349719403499,0.00191074861333001,0.00113555866782746,0.00470433355797225,0.00218763357819419,0.269853362725871,0.426084256935587,"X196900155",-0.373129849392409,0.188836504919296,0.346723462124884,"dec.trend"
0.00148933417806333,0.00480368365378632,0.00686873714789307,0.00221486003573556,0.00727600568874441,0,0.00422360164767618,0.00820902259032746,0.00933233406106422,0.00284972475918724,0.0131498349021555,0.0152617704610586,0.0096117324024112,0.0122748484569921,0.00472673037624778,0.0125745465556543,0.000712635988479375,0.00636823649279442,"X196900156",0.788252029530871,0.000810482361892843,0.00920007005391876,"increasing"
0.0111948838551531,0.00466264285566134,0.00589360903482717,0.00905088062622309,0.00654586550182852,0.00772977551884795,0.00680693694573649,0.005074924962199,0.00622861611652384,0.00460876877935565,0.00265316404310304,0.00390395131543065,0.00310822839679783,0,0.00677969041963562,0.00241633593883288,0.00297266867059831,0.018360600612519,"X196900176",-0.819988594310877,0.000329302369967382,0.00600601627443887,"decreasing"
0.0104253392464433,0.0121834360027379,0.00691361752129778,0.0261502382370459,0.014863114587566,0.0154706970730511,0.0150318454175269,0.0123897000744736,0.013151291993874,0.00614747325628794,0.00270390761769791,0.00542055985341046,0.00604828771988831,0.00220352455780805,0.0132726753410304,0.00409406993720118,0.0081712254772642,0.040856127386321,"X196900185",-0.679785555556452,0.00748089887708013,0.0369644415102783,"decreasing"
0.0110588867475794,0.0046253085267459,0.00228889904364004,0.00845262911597039,0.00790456115400244,0.00200628636394035,0.0102727153312698,0.00392396921757577,0.0073576851640653,0.0109545476245561,0.00350493118808831,0.00435367119735526,0.00232537236402226,0.00463956827140934,0.00688454882893455,0.00370588575521879,0.102995313482327,0.224894986703386,"X196900189",-0.363332172154493,0.201636511397518,0.35974045674183,"dec.trend"
0.00972213469020854,0.00827577624292203,0.00666881548454483,0.00769218497404918,0.00898389882161723,0.0026750484852538,0.00727847141995871,0.00913147976800343,0.00712959040698622,0.00856386358044413,0.0071294722305788,0,0.00796773473358249,0.0100605090547285,0.00761212638739881,0.00628942900472245,0.437298617329634,0.594808175275805,"X196900198",-0.148005137680125,0.613594499778107,0.71190522073703,"dec.trend"
0.00960603959837732,0.00940825088669031,0.0122625420243496,0.00456266485152727,0.00751726940268184,0.00709445150360017,0.00607269040730474,0.00766175441763896,0.00794747303594122,0.00962883803941874,0.00892724458765409,0.00540142283715834,0.0060424887863122,0.0092872476761603,0.00817619741675302,0.00741460097182123,0.553458821280218,0.621531296624844,"X196900214",-0.196712533836735,0.500284717049899,0.63146898513855,"dec.trend"
0.0023318528444956,0.00263829257669093,0.0020787772954271,0.00386337530843189,0.00172059122308005,0.00156601796740899,0.00303466115195872,0.0025022003565706,0.00363485287888168,0.0017296654144036,0.00233782897240637,0.00366952286634229,0.00263271584355637,0.00160600440164169,0.00251002870173492,0.00256151802098668,0.916484292974443,0.939860314522786,"X196900219",-0.00278091487641791,0.992472073554839,0.992472073554839,"dec.trend"
0.0124188578233165,0.00643394934976044,0.0075582628847472,0.0121910363311495,0.00983467086550183,0.00663189103635837,0.00824174898872696,0.00529496061925933,0.00785134738831503,0.0123353420955025,0.00135557834989144,0.0045498256139394,0.00402735936861211,0.00825983745288783,0.00887920673826377,0.0045481501963327,0.0190142367076212,0.0654588476819747,"X196900221",-0.546552965645029,0.0431424755097808,0.130358559094302,"decreasing"
0.0036022648493915,0.00496546574575322,0.00339458824297418,0.00419041946737003,0.00438084112149533,0.0037394948616777,0.00414950337315554,0.00343594141409582,0.00498224119391313,0.00410566015563316,0.0066365346488001,0.000999909099172803,0.00395197323212261,0.003631084025934,0.00409464204254596,0.00380487525150738,0.702953408593225,0.755090617926227,"X196900239",-0.103731712927816,0.724166379091747,0.798293646242871,"dec.trend"
0.0115066821017855,0.00643809760852882,0.00706049874334954,0.00262432995830852,0.00403799268590004,0.00448627923047772,0.00925554810830473,0.00465177946785223,0.00770471504447848,0.00568843254121268,0.00383113988191245,0.00658791784478923,0.0087070987645372,0.0055480152056713,0.00634543554901983,0.00616854292422755,0.907311889441524,0.936292367482654,"X196900274",-0.0632636611345647,0.829880186734462,0.877958887729154,"dec.trend"
0.00943023845931862,0.00636342895069794,0.00673001599373307,0.00316674466093763,0.00795535351483137,0.00407944894001204,0.00635561109183808,0.00492541355419648,0.005725178402685,0.00674239002302548,0.00807547744266882,0.00596596481659562,0.00442168685178796,0.00654027718446339,0.00614738235912757,0.00625085157387895,0.921778272743932,0.941963198424456,"X196900330",-0.0612235591122661,0.835296642741949,0.879259623938894,"dec.trend"
0.0207777044351642,0.0216622072884907,0.00475119952998009,0.0101410278226836,0.0315801503453881,0.00897813147863305,0.0176320212325238,0.0172502313195369,0.0198344683762912,0.00995934735427293,0.0292862916233232,0.044460073007717,0.0525789307346379,0.0529711081430371,0.0162566489182964,0.0448241008771788,0.000139963260472694,0.00309392470518587,"X196900337",0.821293498807523,0.000316185700475404,0.00600601627443887,"increasing"
0.00756939998739539,0.0092049862070396,0.0114302150993896,0,0.00551732019504267,0.00352214717225083,0.0049174309454603,0.0112810588792851,0.00723386229593666,0,0.0159262333407032,0.0173094312000344,0.0195511045518729,0.011607031811865,0.00606764207818001,0.0160984502261189,0.000993523047803603,0.00732069614171076,"X196900141",0.66558476009834,0.00937358815926777,0.0425442234004691,"increasing"
0,0.0055213324207164,0.00148105232235532,0.00934070024674551,0.0033649939049167,0.00255801511402394,0.00308518270276824,0.00612432578817901,0.00522174068884617,0,0.00503811204906179,0.0235193929738445,0.00570035170532139,0.00226841362454105,0.00366973431885513,0.00913156758819218,0.117712544213473,0.224894986703386,"X196900150",0.352820406506796,0.21596534738343,0.371743630741969,"inc.trend"
0.00173479237222077,0.0097567046232344,0.00833142931749192,0.00290617289202757,0,0.008030718473439,0.00185245686301587,0.00517083794091761,0.00184430903581088,0.00425255318445725,0.00657854199212025,0,0.00296035559060689,0.00160600440164169,0.00438799747026152,0.00278622549609221,0.414703921950386,0.574837119535188,"X196900151",-0.320469515413324,0.263960213730812,0.41366899166769,"dec.trend"
0.00505842900121734,0.0146226121585465,0.00166669386689297,0,0.0038284741974807,0.00649256559441807,0.00471197663883491,0.00945024937374467,0.00562253576199941,0.0015570661055353,0.00611822527972395,0.00357862203914477,0.00990167908121696,0.00536686656104169,0.00530106026986698,0.00624134824028184,0.692596465481526,0.745873116672413,"X196900153",0.0694574190160782,0.813479686634939,0.862781485824936,"inc.trend"
0.00448458754730875,0.007732354344264,0.00221953846656004,0,0.00339673913043478,0.00322120421765978,0.00381942924119999,0.00698190065672181,0.00573332464400925,0.00271752103324556,0.00299387090109715,0.00215769858242552,0.00565975917028858,0.00104363248995571,0.0040306599281404,0.00296374028594174,0.433675380381559,0.593793436964807,"X196900159",-0.205817201634305,0.480242081212936,0.614944128382419,"dec.trend"
0.00289574329053294,0.00546325679795906,0.00492052093873421,0.0230419892793329,0.00488241568468102,0.0188423727680064,0.00572914386179998,0.00871397621358128,0.00743914757730783,0.00544605904365294,0.00584638470153717,0.0287629354269229,0.0139986256527425,0.0175633073957314,0.00873746254555886,0.0165428132942335,0.103735755933047,0.224894986703386,"X196900269",0.421235607662982,0.133611958982111,0.2710967283695,"inc.trend"
0.00488594486478239,0.00396988364134155,0.00333950778470477,0.00261635327150515,0.00525066030069078,0.00401814574555831,0.00510941283853649,0.0024768116269098,0.005725178402685,0.0032977484971007,0.00475539784774753,0.00651615403384381,0.00492909353969805,0.00527223667205606,0.00406896469738149,0.00536822052333636,0.0611985173096897,0.165828240452062,"X196900288",0.477040569396979,0.0845609432738604,0.206561349933954,"inc.trend"
0.00693585248625932,0.0160496131748698,0.00127501060808826,0,0.00373958756603007,0.00561760181903297,0.00416634389009205,0.0125166437227776,0.00925901788914595,0,0.00130483477529658,0.00183715356020266,0.00463914686089228,0,0.00595596711562961,0.00194528379909788,0.177971360849637,0.315536304680465,"X196900139",-0.399914523194235,0.156546371000543,0.301806254068882,"dec.trend"
0.00199351857687319,0.00198286769128658,0.00252146097855534,0.00290883178762869,0.00148567655424624,0,0.00143144393960317,0.00137945431157049,0.00226791358467203,0.00250452614145064,0.0018303932264577,0.00161229361924036,0,0.00116529949008008,0.00184756935658864,0.00115199658394454,0.179531360019005,0.316437370312713,"X196900197",-0.39384715532024,0.163517609605532,0.312169981974198,"dec.trend"
0,0.00305311845352913,0,0,0.00109838480292564,0.00131523217191645,0.00134724135492063,0.00148383020017603,0.00209684251686272,0.00132203725941676,0.00292138008024734,0.00215291432836249,0.00179187047501964,0.00109500300111934,0.00117166867597474,0.0019902919711872,0.163450384042693,0.295901557318669,"X196900210",0.405105763796813,0.150739390777631,0.294467647100488,"inc.trend"
0.00161206327514205,0.00254703088378653,0,0.00351240108908364,0.00349197480698903,0.00246884683118215,0.00563483696695554,0.00290842003114351,0.0038026654501613,0.00300763476517313,0.00230520810302395,0.0046359421870739,0.00444198311930436,0.00345534280353213,0.00289858740996169,0.00370961905323359,0.340013898989974,0.511848880199961,"X196900217",0.412278051410616,0.14295352469672,0.28592218845651,"inc.trend"
0.00517120709042481,0.00266733038806961,0,0,0.00570779154815116,0.0055841637129673,0.0110844282476095,0.00501568459299045,0.0205106064062042,0.00182147355741865,0.0365426227903892,0.0302891124730288,0.0183594237019812,0.0297867853415598,0.00575626855438356,0.0287444860767397,6.63224755323685e-05,0.00174096498272467,"X196900242",0.855314314446121,9.62588930815109e-05,0.00252679594338966,"increasing"
0.00486935985166364,0.0023479144629042,0.00355982961778242,0.00208989194248277,0.00218407151564405,0.00235181345995229,0.00200738961883174,0.0042653065830155,0.00187526475284304,0.00167458052859456,0.00570865214192253,0.00310976514096805,0.00687463575448475,0.00744872411872536,0.00272254223337142,0.00578544428902517,0.00246314715568955,0.015440623961039,"X196900246",0.677405851227052,0.00777535206939576,0.03743963805564,"increasing"
0.00124719298652965,0.00370854333893348,0.00114648953879296,0.003001893133668,0.00683792157659488,0.00247441984885976,0.00306834218583174,0.00363340931145765,0.00400469223500277,0.00586103185008097,0.00660028923837519,0.00787966644180673,0.00535821462433059,0.00647809182884427,0.00349839360057519,0.00657906553333919,0.00802905184575593,0.0406289370508132,"X196900280",0.738891688755626,0.00253621153652282,0.0186878744796418,"increasing"
0.013311131529105,0.00735071453757285,0.00639341319319777,0.00546668935590913,0.00782837261275904,0.00627521790499119,0.0100908377483555,0.00600866601972422,0.0062758643162045,0.00686357677180535,0.0065567947458653,0.00430104440266196,0.00591781171442572,0.0062807209175314,0.00758644839896246,0.0057640929451211,0.174250788756487,0.312757825973181,"X196900286",-0.45329336208571,0.103562531097392,0.23523168924242,"dec.trend"
0.00177459640370576,0.00153485574430133,0.00129133074387179,0.000975814685612184,0.00126345997561967,0.00142111950779108,0.00173457324446031,0.00159384802870619,0.00104434813776923,0.00238333939267077,0.00214572829715437,0.00152617704610586,0.00138884459147963,0.00170874542396894,0.00150172858645083,0.0016923738396772,0.425897418358436,0.58648169085424,"X196900344",0.286871566070911,0.320023296890274,0.462785169375069,"inc.trend"
0.0046703396942387,0.00547984983303258,0.00475527956392597,0,0.00146028037383178,0.00123720992442988,0.00151901462767301,0.00387319175825416,0.00275994656065691,0.00167458052859456,0.00797761483452158,0.00336333060630852,0.00772707899017371,0.00532090347210581,0.00274296928646376,0.0060972319757774,0.0125611146333657,0.0529889780418676,"X196900172",0.525602137372861,0.0535712943082766,0.154109202804631,"inc.trend"
0.00757935099526664,0.00620579511749943,0.00567124718477658,0.00474878754360589,0.00578398008939456,0.00395684255110457,0.00293361805033967,0.00488874094468642,0.00308253771709733,0.00430763807026628,0.00638281677582576,0.00404269468325846,0.00554088103197822,0.00447734560457684,0.00491585382640374,0.00511093452390982,0.811856360756146,0.852449178793954,"X196900201",-0.170075743846908,0.561040668786757,0.665641471441915,"dec.trend"
0.0146312985733572,0.0181403355941344,0.0110548519763684,0.0125499872373011,0.0128250711093052,0.0123163690675227,0.0226134461423428,0.0194590508000271,0.013653100459448,0.0090375935984018,0.00914471705020352,0.00457853113831757,0.00930148945608903,0.00144107802369532,0.0146281104558209,0.00611645391707636,0.00425021875958991,0.0247929427642745,"X196900208",-0.697795031513657,0.00552280821125991,0.0322163812323495,"decreasing"
0.00425571436627006,0.00352601995312468,0.00109344909749649,0.00107951161405599,0.00257771231206827,0.00237410553066274,0.00371501803619364,0.0035487802125883,0.00302388477956271,0.00148729191684386,0.00382026625878498,0.00207636626335405,0.0021717006242552,0.00258745153597828,0.00266814878188667,0.00266394617059313,0.994800340877537,0.994800340877537,"X196900218",-0.0493966026962589,0.866824055949534,0.897626558562531,"dec.trend"
0.00344304872345154,0.00254288262501815,0.00200533668440121,0.00604366970135285,0.0050665379926859,0.00247999286653737,0.0034219930414984,0.00250502132653291,0.00290169115969891,0.00517797926604898,0.00413560132948165,0.0028944737081318,0.00127866485353344,0.00208726497991143,0.00355881533872262,0.00259900121776458,0.250955446993722,0.410705580021469,"X196900230",-0.310771086143528,0.279495917233759,0.43157457808154,"dec.trend"
0,0.00323979009810632,0.00111588928419884,0.00121777418531439,0.00172059122308005,0.00113132258855525,0.00315928097728888,0.00252194714630679,0.00198279513832318,0.00175904402016841,0,0.0016027251111143,0.00329669373802158,0,0.00178484346613421,0.00122485471228397,0.434034726543323,0.593793436964807,"X196900234",-0.130088314022431,0.657580047897682,0.748465095168093,"dec.trend"
0.0120407195242091,0.00919254143073445,0.0156367300975944,0.00493225134008338,0.00829820195042666,0.00977507300653158,0.0111652627289047,0.00990442553767687,0.0111196194076053,0.0127062469932833,0.00484963591485228,0.0034637999416321,0.00178027260786741,0,0.010477107201705,0.00252342711608795,0.00029962079485754,0.00456675864787277,"X196900180",-0.783181213402486,0.000923129723762265,0.00923129723762265,"decreasing"
0.00888293302640002,0.00693588866073466,0.00233785945099063,0.0023238747553816,0.00706648720032507,0.00220134198265677,0.00220947582206983,0.00786768522488773,0.00561764801720486,0.0104330773722306,0.00573402392921996,0.00198068118209349,0.00188175394544943,0.003501305892468,0.00558762715128818,0.00327444123730772,0.194929271397287,0.331458680108747,"X196900181",-0.294677675954922,0.306437090318508,0.462785169375069,"dec.trend"
0.00376148097533145,0.00204923983158069,0,0.00389528205564537,0,0.00148799571992242,0.00254628616079999,0.00374342713998781,0,0.00558193509531521,0.000978626081472434,0.00286576818375363,0.00295745612381883,0.00205482044654493,0.0023065646978583,0.00221416770889746,0.930327818584,0.948392436420582,"X196900184",0.0490669501755496,0.867705673277113,0.897626558562531,"inc.trend"
0.00149265118068708,0.00511480306141497,0,0,0.00215867533522958,0.00358902338438218,0.0032030663213238,0.00250784229649523,0.00254651503796148,0,0,0.00142092345671925,0.00167009286992122,0,0.00206125766174943,0.000772754081660117,0.18579944525704,0.320721567742484,"X196900195",-0.391723730660312,0.166004533739283,0.315483729278275,"dec.trend"
0.00335017264998657,0.00579096924066123,0.00758886313934132,0,0.0046030577001219,0.00351100113689561,0.00201749392899364,0.00530906546907089,0.00340838737006745,0.0036429471148373,0.00253355418870086,0.00327721403317402,0.00454926339046249,0.00194937571310381,0.00392219577499759,0.00307735183136029,0.464895613581854,0.619417273460898,"X196900204",-0.255098152271714,0.37875459731555,0.525191828331744,"dec.trend"
0.0070021925387343,0.0028540020326468,0.00405759375918008,0.00129222326214584,0.00250787281592848,0.00446956017744488,0.00248566029982856,0.00402834510618131,0.00386620613249047,0.00147994726540265,0,0,0.00308503266249337,0,0.00340436033899834,0.000771258165623342,0.0189465914924932,0.0654588476819747,"X196900209",-0.658838264921668,0.0103928930528707,0.0454689071063093,"decreasing"
0,0,0,0.00751669786437505,0.0121901665989435,0,0.0120813868502508,0.00598891922998804,0.0076216233829711,0,0.0324795122817573,0.0375276888703898,0.0248107373054095,0.032376940588652,0.00453987939265285,0.0317987197615522,1.23687357799739e-06,7.42124146798431e-05,"X196900236",0.898214120347099,1.28514968356085e-05,0.000674703583869444,"increasing"
0.0012438759839059,0.00316512144027544,0,0,0.0030538906948395,0.00176107358612542,0.00175478186478412,0.00288867324140733,0.00207403304115481,0.00146525796252024,0,0.00235863725307269,0.00133665418929459,0.0014870411126312,0.00174067078150128,0.00129558313874962,0.50545858651147,0.619417273460898,"X196900237",-0.112391571700344,0.702061636730056,0.784217785709105,"dec.trend"
0.00617957588804453,0.002899632879099,0.00600580996833894,0,0.00214597724502235,0.00256916114937917,0.00227346978642856,0.00311435083839227,0.00469386425103457,0.00300029011373193,0.00595149639176939,0.00417186954296021,0.00562496556883189,0.00622123927302616,0.00328821321194713,0.00549239269414691,0.0474099612315881,0.135457032090252,"X196900241",0.476276192049406,0.0851312753590715,0.206561349933954,"inc.trend"
0,0.00320245576919088,0,0,0.00191106257618854,0.00255244209634633,0.00244861116256825,0.00363058834149534,0.00482094561569292,0.00291582662215808,0.00348680848287586,0.00435845545141829,0.00223258942680441,0.00203048704652005,0.00214819321836403,0.00302708510190465,0.356541642463933,0.525429788894217,"X196900249",0.40612770766391,0.149613262402257,0.29363350564929,"inc.trend"
0.00243799692845557,0.00201190550266526,0.00153817279759768,0.00214572875010636,0.00252057090613572,0.00125392897746272,0.00266416977935555,0.00196057412380673,0.00305321124833002,0.00212260426650802,0.00268216037144297,0.00245432233433324,0.00220939369249995,0.00210619095770855,0.00217088632804236,0.00236301683899618,0.50878132683631,0.619417273460898,"X196900279",0.241053956005661,0.406427002750383,0.545365307204986,"inc.trend"
0.00634210901660823,0.00495716922821646,0.00750114240950485,0.00440313111545988,0.0059934985778139,0.00649813861209568,0.00596491109891109,0.00357134797228679,0.00375704649874548,0.00638617442812708,0.00376952268419011,0.00244953808027021,0.00222968996001635,0.00203859817986168,0.00553746689577694,0.00262183722608459,0.00138040361793148,0.00935112128276163,"X196900289",-0.803301323904347,0.000539321245286959,0.00686408857637948,"decreasing"
0.00540008027146349,0.00432248563665401,0.00608741064725658,0.00122043308091551,0.00359990857375051,0.00230165630085379,0.00297066718759999,0.00377445780957324,0.00437779008765356,0.00342995222304237,0.00689750160385941,0.00312890215722016,0.00497258554151891,0.00416101140425348,0.00374848418187631,0.00479000017671299,0.252769967193628,0.410705580021469,"X196900295",0.223461969506742,0.442514829595399,0.575406279969249,"inc.trend"
0,0.00138551842863958,0.0010689688938212,0.00297796307325789,0.00241898618447785,0.00285895806861499,0.00266080167596825,0.00136817043172124,0.00235752223923882,0.00144689633391723,0.0025915468453807,0.00343509441725393,0.0018498598107808,0.00186826437968756,0.00185437853296571,0.00243619136327575,0.29926866138785,0.460413325212077,"X196900356",0.328180963374153,0.251984807699792,0.401229657946473,"inc.trend"
