Wb1_RT;Wb1;Wb10_RT;Wb10;Wb11_RT;Wb11;Wb12_RT;Wb12;Wb13_RT;Wb13;Wb14_RT;Wb14;Wb15_RT;Wb15;Wb16_RT;Wb16;Wb17_RT;Wb17;Wb2_RT;Wb2;Wb3_RT;Wb3;Wb4_RT;Wb4;Wb5_RT;Wb5;Wb6_RT;Wb6;Wb7_RT;Wb7;Wb8_RT;Wb8
8.835;5863666;8.835;8086193;8.835;7485252;8.835;7526869;8.835;8536044;8.835;8053848;8.835;7883802;8.835;7661997;8.834;5829189;8.835;6822142;8.834;7573308;8.835;7066125;8.834;8395759;8.835;6434361;8.835;7001481;8.835;11720185
8.846;5730945;8.846;7997313;8.846;7281548;8.845;7543860;8.846;8591010;8.846;8059969;8.846;7927601;8.845;7707508;8.845;5703959;8.845;6558276;8.845;7502543;8.845;6970622;8.845;8327195;8.845;6340552;8.846;6842917;8.846;11552990
8.868;5104857;8.868;7046456;8.868;6168778;8.867;7108082;8.868;7954088;8.867;7599301;8.868;7103607;8.867;7171889;8.867;5311660;8.867;6176730;8.867;7030770;8.867;6165987;8.867;7419212;8.867;5994141;8.868;6500954;8.868;11002341
8.878;4976842;8.878;6700617;8.878;5730601;8.878;6964977;8.878;7731192;8.878;7451033;8.878;6812147;8.878;6866507;8.877;5200856;8.878;6165248;8.877;6995167;8.878;6013979;8.877;7070380;8.878;5938973;8.878;6251597;8.878;10669939
8.889;4745845;8.889;6336804;8.888;5489605;8.888;6808984;8.889;7547541;8.888;7097078;8.889;6321297;8.888;6574300;8.888;4943836;8.888;6232364;8.888;6941376;8.888;5656264;8.888;6969442;8.888;5800593;8.889;6122536;8.889;10438369
8.899;4595313;8.899;6208351;8.899;5305781;8.899;6590069;8.899;7316074;8.899;7067096;8.899;6206887;8.899;6440395;8.898;4917083;8.899;6262164;8.898;6872430;8.899;5752449;8.898;6952612;8.899;5749821;8.899;5821899;8.899;10207239
8.910;4632816;8.910;6210119;8.909;5233950;8.909;6516879;8.910;7165518;8.909;6952534;8.909;6083480;8.909;6372230;8.909;4900781;8.909;6209359;8.909;6796645;8.909;5637412;8.909;6908894;8.909;5646092;8.910;5908310;8.910;9982242
8.920;4543578;8.920;6205592;8.920;5258592;8.920;6359776;8.920;7054353;8.920;6910235;8.920;6110625;8.920;6353194;8.919;4889055;8.920;6236426;8.919;6765995;8.920;5687785;8.919;6857172;8.920;5725380;8.920;5948464;8.920;9893531
8.931;4511826;8.931;6013378;8.930;5170432;8.930;6197328;8.931;6847631;8.930;6943429;8.930;6113045;8.930;6232029;8.930;4904039;8.930;6087695;8.930;6650165;8.930;5692676;8.930;6811433;8.930;5686167;8.931;5922126;8.931;9643659
8.941;4462352;8.941;5873566;8.941;4908250;8.941;6030129;8.941;6656856;8.941;6857406;8.941;5885537;8.940;6287284;8.940;4709238;8.941;6045490;8.940;6511488;8.941;5551126;8.940;6726418;8.941;5646806;8.941;5853135;8.941;9503578
8.951;4316268;8.951;5735399;8.951;4722971;8.951;5844785;8.951;6415101;8.951;6624263;8.951;5696752;8.951;6200976;8.951;4618218;8.951;6011817;8.950;6368433;8.951;5476626;8.951;6412662;8.951;5493669;8.952;5557101;8.951;9527053
8.962;4275974;8.962;5597924;8.962;4619398;8.962;5635125;8.962;6378861;8.962;6584962;8.962;5531402;8.961;6224781;8.961;4482295;8.962;5954126;8.961;6354335;8.961;5455418;8.961;6395266;8.962;5286029;8.962;5556656;8.962;9435802
8.972;4466048;8.972;5466957;8.972;4541052;8.972;5819323;8.972;6634685;8.972;6804665;8.972;5375935;8.972;6551303;8.972;4488160;8.972;6057815;8.971;6387132;8.972;5362467;8.972;6438976;8.972;5336370;8.973;5552393;8.972;9707620
8.983;4704321;8.983;5630507;8.983;4633750;8.983;6172094;8.983;6814417;8.983;7238396;8.983;5518968;8.982;7124996;8.982;4786435;8.983;6009963;8.982;6774440;8.982;5402202;8.982;6506606;8.982;5656845;8.983;5874604;8.983;10110317
8.993;5036464;8.993;5732301;8.993;4729662;8.993;6454845;8.993;6946570;8.993;7544961;8.993;5629975;8.993;7484147;8.993;4941967;8.993;6112444;8.992;7071967;8.993;5463374;8.993;6641912;8.993;5985204;8.994;6115657;8.993;10341561
9.004;5244758;9.004;5739241;9.004;4875969;9.004;6622726;9.004;7044285;9.004;7377617;9.004;5705760;9.003;7669525;9.003;5115996;9.004;6095630;9.003;7285442;9.003;5729374;9.003;6686675;9.003;6257528;9.004;6284414;9.004;10578158
9.014;5638235;9.014;5685308;9.014;4767995;9.014;6638543;9.014;7075624;9.014;7436976;9.014;5449442;9.014;7916518;9.013;5168635;9.014;6015601;9.013;7320214;9.014;5671035;9.014;6613384;9.014;6336740;9.014;6351079;9.014;10417315
9.025;5752250;9.025;5511512;9.025;4570621;9.025;6556551;9.025;6829592;9.025;7408987;9.025;5248899;9.024;7856416;9.024;5185965;9.025;5883138;9.024;7147567;9.024;5452971;9.024;6536466;9.024;6233838;9.025;6220947;9.025;10234040
9.035;5656170;9.035;5214424;9.035;4541686;9.035;6456624;9.035;6734170;9.035;7288031;9.035;5107950;9.035;7681840;9.034;5088111;9.035;5962827;9.034;7052147;9.035;5232102;9.034;6272033;9.035;6083998;9.035;6072693;9.035;9891980
9.046;5476411;9.046;5202315;9.046;4565051;9.045;6231684;9.046;6586261;9.046;7202087;9.046;5097082;9.045;7546150;9.045;4964795;9.046;5821834;9.045;6987095;9.045;5183502;9.045;6296615;9.045;5781706;9.046;5981337;9.046;9708818
9.056;5370565;9.056;5393840;9.056;4762531;9.056;6123006;9.056;6413430;9.056;7070641;9.056;5338933;9.056;7390352;9.055;4982474;9.056;5909947;9.055;6882512;9.056;5233504;9.055;6190059;9.056;5652318;9.056;5934449;9.056;9647840
9.067;5478606;9.067;5586541;9.067;4794722;9.066;6132801;9.067;6596133;9.066;7167415;9.067;5671861;9.066;7432881;9.066;4926669;9.066;5960660;9.066;6838867;9.066;5396625;9.066;6392486;9.066;5562548;9.067;5985225;9.067;9802902
9.077;5558726;9.077;6003503;9.077;4985405;9.077;6229975;9.077;6848955;9.077;7383432;9.077;5948085;9.077;7526332;9.076;5052131;9.077;6082596;9.076;6847565;9.077;5611566;9.076;6740712;9.077;5797539;9.077;6040640;9.077;10116229
9.088;5705693;9.088;6193992;9.087;5226852;9.087;6309877;9.088;7056625;9.087;7487210;9.088;6143413;9.087;7460810;9.087;4913071;9.087;6250894;9.087;6884271;9.087;5827967;9.087;6926007;9.087;5780942;9.088;6096388;9.088;10184649
9.098;5617470;9.098;6197278;9.098;5094957;9.098;6255805;9.098;7066434;9.098;7279853;9.098;6146578;9.098;7273556;9.097;4774117;9.098;6217378;9.097;6762877;9.098;5861356;9.097;6828598;9.098;5827897;9.098;5986411;9.098;10192290
9.120;5411263;9.120;5740828;9.120;4805160;9.120;5686150;9.120;6469220;9.120;6555329;9.120;5602638;9.120;6121619;9.119;4455751;9.120;5726500;9.119;6274484;9.120;5365566;9.119;6451745;9.120;5531100;9.120;5467595;9.120;9101694
9.131;6093404;9.131;6358368;9.130;5516128;9.130;6084952;9.131;6771263;9.130;6513778;9.131;6153618;9.130;6015949;9.130;4565913;9.130;6001146;9.130;7000220;9.130;5668208;9.130;7023359;9.130;5729224;9.131;5840163;9.131;8750352
9.141;7346172;9.141;7524277;9.141;6672315;9.141;7098294;9.141;7715825;9.141;7339164;9.141;7187001;9.140;6589988;9.140;5290160;9.141;6580850;9.140;7945380;9.141;6698494;9.140;7979169;9.141;6504956;9.141;6931013;9.141;8869661
9.151;8111329;9.151;8164980;9.151;7492886;9.151;7909988;9.151;8343031;9.151;8087246;9.152;7866185;9.151;7402880;9.151;6416913;9.151;7557857;9.150;8336665;9.151;7578181;9.151;8606260;9.151;7405919;9.152;7814525;9.151;9175775
9.162;8355664;9.162;8363205;9.162;7896331;9.162;8210220;9.162;8549065;9.162;8412107;9.162;8094810;9.161;7912703;9.161;7114021;9.162;8178459;9.161;8621156;9.161;8053435;9.161;8874972;9.162;7787520;9.162;8158191;9.162;9171933
9.172;8465393;9.172;8400986;9.172;8007764;9.172;8321719;9.172;8656283;9.172;8534427;9.173;8130187;9.172;7945047;9.172;7385433;9.172;8351549;9.172;8575534;9.172;8162997;9.172;8759537;9.172;7779317;9.173;8223378;9.172;9187418
9.183;8371720;9.183;8262583;9.183;7862493;9.183;8230931;9.183;8577959;9.183;8482192;9.183;8028830;9.183;7938817;9.182;7346872;9.183;8317564;9.182;8510958;9.182;8045183;9.182;8666210;9.182;7799723;9.183;8132547;9.183;8823407
9.193;8152728;9.193;8029351;9.193;7682332;9.193;8008137;9.193;8387202;9.193;8206732;9.193;7850787;9.193;7737209;9.193;6944027;9.193;8204626;9.193;8271365;9.193;7722351;9.193;8425901;9.193;7637025;9.194;7780630;9.193;8450002
9.204;7780730;9.204;7725633;9.204;7272403;9.204;7688588;9.204;8092489;9.204;7780640;9.204;7420733;9.203;7190370;9.203;6499724;9.204;7835505;9.203;7994517;9.203;7357476;9.203;7943310;9.203;7274843;9.204;7208650;9.204;7831190
9.214;7126506;9.214;7067866;9.214;6611499;9.214;6984110;9.214;7565616;9.214;7165209;9.215;6787487;9.214;6582413;9.213;5744624;9.214;7210793;9.213;7519182;9.214;6663876;9.213;7361232;9.214;6649788;9.215;6546998;9.214;7179412
9.225;6317297;9.225;6427115;9.225;5841490;9.224;6331423;9.225;6935997;9.225;6298169;9.225;6035150;9.224;5854654;9.224;4885579;9.225;6489636;9.224;6793305;9.224;5911841;9.224;6574728;9.224;5953219;9.225;5806484;9.225;6655026
9.235;5669739;9.235;5763731;9.235;5287503;9.235;5753192;9.235;6388606;9.235;5710605;9.236;5402893;9.235;5325525;9.234;4430533;9.235;5954128;9.234;6078479;9.235;5257300;9.234;5982692;9.235;5365400;9.236;5148065;9.235;6741307
9.246;5076881;9.246;5508472;9.246;4942178;9.245;5559119;9.246;6193203;9.245;5482106;9.246;5183288;9.245;5236081;9.245;4204693;9.245;5789779;9.245;5616783;9.245;5105557;9.245;5859517;9.245;5143574;9.246;4997312;9.246;7617025
9.256;4906451;9.256;5789510;9.256;5002714;9.256;5746477;9.256;6558362;9.256;5791824;9.257;5415400;9.256;5440635;9.255;4368603;9.256;5829842;9.256;5639708;9.256;5284482;9.255;6144150;9.256;5191538;9.256;5397308;9.256;8917396
9.267;4926972;9.267;6308717;9.267;5360652;9.266;6364549;9.267;7221376;9.266;6315688;9.267;6155475;9.267;6027296;9.266;4743371;9.266;5839101;9.266;5961443;9.266;5535213;9.266;6644375;9.266;5620576;9.267;5994132;9.267;10084830
9.277;4916652;9.277;6614256;9.277;5584150;9.277;6694766;9.277;7767994;9.277;6640537;9.278;6502480;9.277;6379734;9.276;5116371;9.277;5992424;9.276;6263098;9.277;5798335;9.276;6814212;9.277;5786121;9.277;6298415;9.277;10619581
9.288;4900402;9.288;6454157;9.287;5553650;9.287;6666529;9.288;7700505;9.287;6567246;9.288;6453287;9.287;6377120;9.287;5289964;9.287;6134490;9.287;6272173;9.287;5825395;9.287;6753649;9.287;5754413;9.288;6327254;9.288;10476215
9.298;4706498;9.298;6179446;9.298;5368341;9.298;6198810;9.298;7221769;9.298;6294110;9.299;6071986;9.298;5974300;9.297;5031424;9.298;5897470;9.297;5908699;9.298;5664182;9.297;6450555;9.298;5483064;9.298;5970955;9.298;9558174
9.309;4475782;9.309;5723306;9.308;4982885;9.308;5630173;9.309;6582392;9.308;5832518;9.309;5442896;9.308;5481105;9.308;4844673;9.308;5788602;9.308;5587135;9.308;5491862;9.308;5982303;9.308;5154633;9.309;5473510;9.309;8318264
9.319;4257872;9.319;5281087;9.319;4659362;9.319;5327409;9.319;5842253;9.319;5569747;9.319;5164570;9.319;5297778;9.318;4714996;9.319;5621408;9.318;5210377;9.319;5459486;9.318;5645510;9.319;4954609;9.319;5278533;9.319;7398492
9.330;4169230;9.330;5101259;9.329;4500238;9.329;5147857;9.330;5552257;9.329;5218135;9.330;5017828;9.329;5320414;9.329;4507869;9.329;5325318;9.329;4901678;9.329;5228752;9.329;5368596;9.329;4732536;9.330;5036598;9.330;6581952
9.340;4158612;9.340;4873624;9.340;4294999;9.340;5035550;9.340;5234548;9.340;5054089;9.340;4801237;9.340;5042662;9.339;4156771;9.340;5329494;9.339;4594066;9.340;5074276;9.339;5191465;9.340;4450249;9.340;4858658;9.340;6098983
9.350;4026605;9.350;4586150;9.350;4067201;9.350;4716396;9.351;4927033;9.350;4817252;9.351;4469282;9.350;4732640;9.350;3962922;9.350;5127905;9.350;4563148;9.350;4785600;9.350;4913282;9.350;4370859;9.351;4575679;9.351;5582256
9.372;3940550;9.372;4197760;9.372;3878018;9.372;4308453;9.372;4779802;9.372;4334037;9.373;4134256;9.372;4266636;9.372;3578722;9.372;5257508;9.372;4302969;9.372;4516740;9.372;4683048;9.372;4515005;9.373;4344456;9.372;4885076
9.383;4078959;9.383;4158049;9.383;3852659;9.383;4354841;9.383;4747076;9.383;4276628;9.383;4101366;9.383;4182485;9.382;3555400;9.383;5492225;9.382;4354104;9.382;4698988;9.382;4739695;9.382;4803696;9.383;4396731;9.383;4894354
9.393;4159312;9.393;4137504;9.393;3843830;9.393;4330376;9.393;4832356;9.393;4269154;9.394;4150373;9.393;4135737;9.393;3584262;9.393;5833669;9.393;4508542;9.393;4737708;9.393;4769486;9.393;5063792;9.394;4400136;9.393;4881762
9.404;4290709;9.404;4163153;9.404;3811556;9.404;4399343;9.404;4883476;9.404;4311839;9.404;4112897;9.404;4107806;9.403;3638250;9.404;6388578;9.403;4608947;9.403;4856138;9.403;4670049;9.404;5458568;9.404;4511144;9.404;4773291
9.414;4432894;9.414;4169940;9.414;3808929;9.414;4420286;9.414;4869748;9.414;4288371;9.415;3985770;9.414;4340127;9.413;3672911;9.414;6738183;9.414;4782638;9.414;5103406;9.413;4741781;9.414;5970564;9.415;4713239;9.414;4775732
9.425;4695800;9.425;4103491;9.425;3788845;9.425;4483419;9.425;4837830;9.425;4389941;9.425;3936895;9.425;4383974;9.424;3832421;9.425;7284132;9.424;4788340;9.424;5214120;9.424;4503995;9.425;6674800;9.425;4641788;9.425;4823656
9.435;5094473;9.435;3965797;9.435;3735020;9.435;4401247;9.435;4619684;9.435;4337342;9.436;3820064;9.435;4556685;9.434;3946956;9.435;7418411;9.435;4783616;9.435;5353988;9.434;4467768;9.435;7018610;9.436;4732006;9.435;4806377
9.446;5506014;9.446;4063794;9.446;3679356;9.445;4717720;9.446;4542080;9.445;4305144;9.446;3815765;9.446;4904146;9.445;4108854;9.445;8235258;9.445;4967272;9.445;5421674;9.445;4448581;9.445;7020334;9.446;4819054;9.446;4879990
9.456;6944953;9.456;4341375;9.456;4111999;9.456;5569761;9.456;4752506;9.456;4752220;9.457;4054521;9.456;5574274;9.455;4725529;9.456;9601311;9.456;5555465;9.456;6146573;9.455;4601279;9.456;7411764;9.456;5413741;9.456;5501578
9.467;8903836;9.467;5102352;9.466;4858820;9.466;7259511;9.467;5176709;9.466;5702820;9.467;4696223;9.467;7293553;9.466;6233509;9.466;10312059;9.466;7195847;9.466;7754326;9.466;4787289;9.466;8432129;9.467;6512024;9.467;6675826
9.477;10198232;9.477;5999336;9.477;5873747;9.477;8709481;9.477;6033092;9.477;6978133;9.478;5511494;9.477;8368735;9.476;7799746;9.477;10975315;9.477;8752702;9.477;9295629;9.476;5447701;9.477;9483454;9.477;7877688;9.477;7982071
9.488;10427434;9.488;6452054;9.487;6633160;9.487;9368643;9.488;6789703;9.487;7900327;9.488;5782953;9.488;8864797;9.487;8428323;9.487;11059465;9.487;9553159;9.487;10100172;9.487;5491081;9.488;9623647;9.488;8543567;9.488;9114295
9.498;10391875;9.498;6629731;9.498;6515796;9.498;9212022;9.498;6888569;9.498;8108450;9.498;5843525;9.498;8744881;9.497;8495066;9.498;10782330;9.498;9218254;9.498;10096286;9.497;5812747;9.498;9346013;9.498;8609285;9.498;8982432
9.509;9478458;9.509;5994043;9.508;6099087;9.508;8750377;9.509;6831257;9.508;7411096;9.509;5366049;9.508;8180538;9.508;7836771;9.508;10637525;9.508;8931185;9.508;9583161;9.508;5433121;9.509;8811591;9.509;7885679;9.509;8385873
9.519;9567797;9.519;5393273;9.519;5408148;9.519;7753736;9.519;6363614;9.519;6694031;9.519;4942713;9.519;7380508;9.518;6936735;9.519;10009874;9.518;7961678;9.519;8552014;9.518;5250737;9.519;8146423;9.519;6800658;9.519;7450406
9.530;8291448;9.530;4793204;9.529;4681450;9.529;6612184;9.530;5824633;9.529;5630005;9.530;4498053;9.529;6339823;9.529;5907558;9.529;9334263;9.529;6845753;9.529;7434169;9.529;4688278;9.529;7176774;9.530;5984069;9.530;6331812
9.540;6776106;9.540;4251226;9.540;3974645;9.540;5357672;9.540;4972787;9.540;4823661;9.540;3895692;9.540;5205286;9.539;4922334;9.540;8609692;9.539;5592695;9.540;6236091;9.539;4267129;9.540;6008064;9.540;4845870;9.540;5139558
9.550;5821782;9.550;3762758;9.550;3570671;9.550;4544025;9.550;4370718;9.550;4167140;9.551;3501795;9.550;4505121;9.550;4307022;9.550;7865251;9.550;4565731;9.550;5233482;9.550;4098544;9.550;5271264;9.551;4266490;9.550;4240630
9.561;5238968;9.561;3504292;9.561;3334468;9.561;4004856;9.561;4115959;9.561;3695801;9.561;3293820;9.561;4070645;9.560;3758018;9.561;7250793;9.560;4088508;9.560;4677777;9.560;3923168;9.561;4585144;9.561;3864255;9.561;3679340
9.571;5311341;9.571;3434903;9.571;3309670;9.571;3826803;9.571;3940974;9.571;3585807;9.572;3225743;9.571;3745969;9.571;3591176;9.571;6513593;9.571;3775713;9.571;4355064;9.571;3774077;9.572;4263699;9.572;3675295;9.571;3557319
9.582;5547003;9.582;3460979;9.582;3305307;9.582;3780299;9.582;4030225;9.582;3577477;9.582;3312375;9.582;3775193;9.581;3456560;9.582;6004122;9.581;3864353;9.581;4252505;9.581;3790810;9.582;4150025;9.582;3657535;9.582;3575285
9.592;5833858;9.592;3524598;9.592;3382858;9.592;3817017;9.593;4172994;9.592;3615925;9.593;3368181;9.592;3736581;9.592;3392079;9.592;6046473;9.592;3836112;9.592;4213058;9.592;3824388;9.593;4033313;9.593;3746676;9.592;3677125
9.603;5590417;9.603;3650004;9.603;3314855;9.603;3822651;9.603;4265026;9.603;3683836;9.603;3469711;9.603;3879544;9.602;3378352;9.603;5730879;9.602;4026359;9.602;4202832;9.602;3919226;9.603;4235724;9.603;3652542;9.603;3733103
9.625;4548713;9.625;3470926;9.625;3359230;9.624;3727705;9.625;4158311;9.625;3634192;9.625;3444574;9.625;3667285;9.624;3396212;9.625;5643421;9.624;3991027;9.624;4247291;9.624;3966474;9.625;4246761;9.625;3620125;9.625;3711227
9.635;4183342;9.635;3616720;9.635;3313630;9.635;3782949;9.635;4278552;9.635;3680422;9.636;3505635;9.635;3663165;9.634;3854082;9.635;6437599;9.635;4119537;9.635;4378195;9.634;4082168;9.635;4299346;9.635;3761503;9.635;3754860
9.646;4131545;9.646;3669408;9.646;3460674;9.645;3812589;9.646;4371420;9.645;3668139;9.646;3537665;9.646;3663528;9.645;4720435;9.645;6824246;9.645;4173378;9.645;4440702;9.645;4068822;9.646;4155207;9.646;3763062;9.646;3755800
9.656;4063953;9.656;3689582;9.656;3490950;9.656;3849386;9.656;4470878;9.656;3659969;9.657;3548836;9.656;3697920;9.655;5609586;9.656;7137804;9.656;4135291;9.656;4513139;9.655;4054790;9.656;4136993;9.656;3787928;9.656;3821200
9.667;3878904;9.667;3738843;9.666;3499972;9.666;3895606;9.667;4407547;9.666;3660941;9.667;3631158;9.667;3722387;9.666;5876203;9.666;6942196;9.666;4111047;9.666;4319770;9.666;4133699;9.667;4050055;9.667;3668946;9.667;3798126
9.677;3835641;9.677;3673195;9.677;3405222;9.677;3893111;9.677;4286457;9.677;3565923;9.678;3552232;9.677;3542753;9.676;5559641;9.677;6529908;9.677;4145735;9.677;4248310;9.676;3983482;9.677;3769927;9.677;3620452;9.677;3637503
9.688;3659739;9.688;3666628;9.687;3490576;9.687;3990861;9.688;4223003;9.687;3623825;9.688;3487984;9.688;3544187;9.687;5024327;9.687;6066654;9.687;3998357;9.687;4021042;9.687;4046562;9.688;3709030;9.688;3571687;9.688;3537328
9.698;3833421;9.698;3787986;9.698;3559497;9.698;4029549;9.698;4224599;9.698;3586321;9.698;3564470;9.698;3657922;9.697;4688762;9.698;5715119;9.697;4012273;9.698;3959826;9.697;3930126;9.698;3758179;9.698;3631163;9.698;3498428
9.709;4625308;9.709;3940038;9.708;3946456;9.708;4401874;9.709;4457661;9.708;3971377;9.709;3943940;9.708;3884191;9.708;5201656;9.708;6290031;9.708;4414572;9.708;4161983;9.708;4043784;9.709;3844832;9.709;4043439;9.709;3911992
9.719;6212524;9.719;4498061;9.719;4892382;9.719;5113924;9.719;4785734;9.719;4491708;9.719;4631920;9.719;4535580;9.718;6921230;9.719;7589031;9.718;5225683;9.719;4412972;9.718;4249497;9.719;4098650;9.719;5276489;9.719;4607283
9.729;8006904;9.729;5456988;9.729;6409528;9.729;6239059;9.730;5469462;9.729;5360443;9.730;5551101;9.729;5426340;9.729;8898382;9.729;9063245;9.729;6461492;9.729;4654003;9.729;4450755;9.730;4327932;9.730;6733711;9.730;5538918
9.740;9070462;9.740;5927749;9.740;7205865;9.740;7032556;9.740;6067938;9.740;6134271;9.740;6657470;9.740;6224312;9.739;9629754;9.740;9750963;9.739;7331411;9.740;5084489;9.739;4903635;9.740;4410183;9.740;7740189;9.740;6178047
9.750;9053277;9.750;6203556;9.750;7103022;9.750;7496211;9.751;6399888;9.750;6707145;9.751;7332083;9.750;6825285;9.750;9592340;9.750;9557383;9.750;7563725;9.750;5661104;9.750;5448277;9.751;4622729;9.751;7820894;9.750;6318091
9.761;8404088;9.761;6248138;9.761;6544256;9.761;7196861;9.761;6460209;9.761;6576338;9.761;7548866;9.761;6932917;9.760;9172923;9.761;8830232;9.760;7475721;9.761;6282110;9.760;5882842;9.761;4658101;9.761;7555169;9.761;6250376
9.771;7076867;9.771;5998490;9.771;5733261;9.771;6682972;9.772;6406176;9.771;6219547;9.772;7396629;9.771;6759009;9.771;8387392;9.771;8081972;9.771;7142581;9.771;6543013;9.771;6094346;9.772;4579189;9.772;6649988;9.771;6139200
9.782;6151917;9.782;5858870;9.782;5275252;9.782;6218860;9.782;6145969;9.782;5858491;9.782;6829732;9.782;5986716;9.781;7198017;9.782;7529871;9.781;6835848;9.782;6436197;9.781;5958766;9.782;4881462;9.782;6044020;9.782;6347886
9.792;5853421;9.792;6087013;9.792;5482022;9.792;5708070;9.792;5986401;9.792;5451732;9.793;6477967;9.792;5341001;9.792;5994234;9.792;7664206;9.792;7037258;9.792;6546828;9.792;5859812;9.792;5360579;9.793;5824361;9.792;6915121
9.803;5875976;9.803;6399648;9.803;5947567;9.803;5538531;9.803;6190728;9.803;5528920;9.803;6483428;9.803;5058732;9.802;5322095;9.803;8077244;9.802;7333129;9.802;6770674;9.802;5926750;9.803;5582525;9.803;5904903;9.803;7578770
9.813;6081322;9.813;6711190;9.813;6425861;9.813;5544574;9.813;6578883;9.813;5473940;9.814;6731707;9.813;4676391;9.813;5010586;9.813;8112741;9.813;7764580;9.813;6985218;9.812;5960974;9.813;5851259;9.814;5872068;9.813;8101033
9.824;6339348;9.824;6925299;9.824;6644957;9.823;5652205;9.824;6875647;9.824;5624372;9.824;6869999;9.824;4495981;9.823;4960259;9.824;7984358;9.823;7976107;9.823;7317168;9.823;6274307;9.824;6161886;9.824;5754401;9.824;8446076
9.834;6434883;9.834;7021066;9.834;6830888;9.834;5983150;9.834;6991572;9.834;5686507;9.835;6972698;9.834;4383948;9.834;4951060;9.834;7561927;9.834;8140797;9.834;7190679;9.833;6359474;9.834;6055092;9.835;5626429;9.834;8373522
9.845;6180724;9.845;6722778;9.845;6641344;9.844;5788711;9.845;6820179;9.844;5494619;9.845;6712493;9.845;4229676;9.844;4714922;9.844;7091564;9.844;7842308;9.844;7054509;9.844;6140213;9.845;5759215;9.845;5170681;9.845;8214803
