"XOTU","barettin_estimate_P","barettin_p_val_P","barettin_estimate_S","barettin_p_val_S","barettin_fdr_P","barettin_fdr_S"
"X196900539",-0.823266481123576,0.00342804528151401,-0.58719831811907,0.0742956141355004,0.0299382621252224,0.278077870050016
"X196900546",-0.779907206230632,0.00779546338568412,-0.669132967158941,0.0343483204594706,0.0537476686065589,0.190882804633106
"X196900588",0.634118973255521,0.0489537155306891,0.766928898924811,0.00963835937752334,0.14465270829745,0.0991986029066784
"X196900619",0.326442193499234,0.357262508684817,0.187591619844217,0.603781683831368,0.508710746062077,0.741382609000277
"X196900299",0.162602113067581,0.653563933145141,0.174077655955698,0.630536075556976,0.744494567321857,0.741382609000277
"X196900373",NA,NA,NA,NA,NA,NA
"X196900384",-0.713772295689565,0.0204323572082141,-0.527649284376143,0.11699832200012,0.0836449623211267,0.313387355414331
"X196900446",0.295048283811791,0.407893899495098,0.354649519006916,0.314637707940461,0.555449858991923,0.508858515311116
"X196900461",0.15706872320211,0.664763945112432,0.058025885318566,0.873494892371295,0.746871365794476,0.920331079629809
"X196900494",-0.464645190539638,0.176062701338594,-0.29012942659283,0.416120253507059,0.300837572287249,0.561976837210565
"X196900527",-0.900463100078582,0.000380253468254001,-0.753123419252168,0.0119148590988134,0.00751469281255071,0.117063490645842
"X196900533",-0.349590962761859,0.322076500489675,0.112449847489998,0.757102891042885,0.474067658024128,0.842433324019511
"X196900592",0.751101950155811,0.0122771592217457,0.531509589558614,0.113852414417101,0.063919261454048,0.313387355414331
"X196900614",0.268880587479052,0.452534136322817,0.162579403864988,0.653609773059096,0.588924283986247,0.762221486089688
"X196900152",0.382154608815787,0.275796828141743,0.0887625364598595,0.807354542103531,0.428411673753775,0.888768445508929
