Sf1_RT;Sf1;Sf10_RT;Sf10;Sf11_RT;Sf11;Sf12_RT;Sf12;Sf13_RT;Sf13;Sf14_RT;Sf14;Sf15_RT;Sf15;Sf2_RT;Sf2;Sf3_RT;Sf3;Sf4_RT;Sf4;Sf5_RT;Sf5;Sf6_RT;Sf6;Sf7_RT;Sf7
11.096;3303437;11.096;2180065;11.096;3782594;11.096;2496642;11.096;3235371;11.096;2895458;11.096;3571866;11.096;4146142;11.097;3273850;11.096;3089843;11.095;2807414;11.096;2324458;11.096;2979936
11.106;3678006;11.107;2229737;11.107;3688378;11.107;2522086;11.106;3558718;11.106;3216549;11.107;3771122;11.107;4470330;11.107;2914986;11.107;3050834;11.106;2858354;11.107;2223540;11.107;3282601
11.117;3991153;11.117;2239041;11.117;3773334;11.117;2516384;11.117;3919236;11.117;3378731;11.117;4090985;11.117;4429145;11.118;2715508;11.117;3053472;11.116;3002276;11.117;2264616;11.117;3605509
11.139;4950779;11.139;3284468;11.139;5876831;11.139;2969423;11.139;6265018;11.139;4598375;11.139;5672654;11.139;4771457;11.140;4227952;11.139;4688657;11.138;5403955;11.139;3144845;11.139;4771064
11.149;5834428;11.150;4400566;11.149;7351978;11.149;3648391;11.149;7294458;11.149;5678180;11.150;7118650;11.150;5772850;11.150;5267462;11.150;5877540;11.149;6786986;11.149;4074979;11.149;6020226
11.160;6220191;11.160;5427725;11.160;8111507;11.160;4371336;11.160;7830133;11.159;6345372;11.160;8154759;11.160;6689386;11.161;5957907;11.160;6500622;11.159;7494217;11.160;4796743;11.160;6603255
11.170;6397757;11.171;5814601;11.170;8262854;11.170;4878073;11.170;7797548;11.170;6685982;11.171;8289533;11.171;7235580;11.171;6299487;11.171;6946702;11.170;7720330;11.170;5076536;11.170;6798023
11.181;6293919;11.181;5839997;11.181;8316545;11.181;4926134;11.181;7710671;11.180;6481621;11.181;8397253;11.181;7137729;11.182;6114358;11.181;6708501;11.180;7600923;11.181;5051176;11.181;6626939
11.191;5829565;11.192;5606406;11.191;8139690;11.191;4811719;11.191;7334193;11.191;6161370;11.192;8144725;11.191;6990607;11.192;5810888;11.192;6369952;11.190;7355205;11.191;4877014;11.191;6260832
11.202;5376640;11.202;5235183;11.202;7367017;11.202;4329802;11.202;7012764;11.201;5645739;11.202;7720424;11.202;6433353;11.203;5325177;11.202;6043412;11.201;6865787;11.202;4531994;11.202;5844307
11.212;4823882;11.213;4787021;11.212;6812340;11.212;3969287;11.212;6407463;11.212;5276078;11.213;7021739;11.212;6059232;11.213;4651660;11.213;5462613;11.212;6340834;11.212;4151814;11.212;5332746
11.223;4315503;11.223;4478299;11.223;6287503;11.223;3689897;11.223;5759000;11.222;4735770;11.223;6276180;11.223;5484007;11.224;4210655;11.223;5183421;11.222;5786345;11.223;3820434;11.223;4710158
11.233;3856003;11.234;4270779;11.233;5777332;11.233;3762410;11.233;5357583;11.233;4499036;11.234;5697586;11.233;4902942;11.234;3991010;11.234;4948577;11.233;5375816;11.233;3763424;11.233;4415419
11.244;3604729;11.244;4137858;11.244;5465156;11.244;4276278;11.244;4865376;11.243;4394410;11.244;5206872;11.244;4651490;11.244;3863582;11.244;4964997;11.243;5112230;11.244;3745089;11.244;3954981
11.254;3204906;11.255;4140033;11.254;4888651;11.254;4723856;11.254;4513165;11.254;4454245;11.254;4848314;11.254;4218804;11.255;3921381;11.255;5137372;11.253;4884709;11.254;3806727;11.254;3563914
11.265;3066401;11.265;3981545;11.265;4594911;11.265;5033350;11.265;4052855;11.264;4570551;11.265;4381229;11.265;3965935;11.265;3827030;11.265;5135882;11.264;4766343;11.265;3762063;11.265;3278464
11.275;2889094;11.276;3771274;11.275;4380650;11.275;4944333;11.275;3786698;11.275;4253280;11.275;4120364;11.275;3559970;11.276;3733412;11.275;4990532;11.274;4714989;11.275;3665127;11.275;3006869
11.286;2903974;11.286;3632248;11.286;4077706;11.286;4496624;11.285;3563165;11.285;3894629;11.286;3850125;11.286;3398166;11.286;3429357;11.286;4486301;11.285;4363539;11.286;3287085;11.286;2879927
11.296;2818393;11.297;3229965;11.296;3803088;11.296;4031709;11.296;3376470;11.296;3558754;11.296;3598358;11.296;3190709;11.297;3114056;11.296;3954784;11.295;3954802;11.296;3052979;11.296;2712114
11.306;2927892;11.307;2979183;11.307;3609793;11.307;3447603;11.306;3465869;11.306;3260127;11.307;3542151;11.307;3173773;11.307;2929201;11.307;3655703;11.306;3594519;11.307;2855080;11.307;2700865
11.317;3416955;11.318;2721513;11.317;3574398;11.317;3077141;11.317;3758933;11.317;3181495;11.317;3664005;11.317;3095586;11.318;2878605;11.317;3470863;11.316;3398043;11.317;2970029;11.317;2838110
11.327;3751917;11.328;2686016;11.327;3700604;11.327;3015777;11.327;4202687;11.327;3295752;11.328;3959726;11.328;3469811;11.328;2989636;11.328;3492504;11.327;3328877;11.327;3103434;11.327;3133865
11.338;3859202;11.339;2772908;11.338;3814704;11.338;2914939;11.338;4442843;11.338;3356131;11.338;4150651;11.338;3619463;11.339;3018206;11.338;3594548;11.337;3373964;11.338;3132114;11.338;3323913
11.348;3817507;11.349;2742649;11.348;3841356;11.348;2811796;11.348;4565583;11.348;3324039;11.349;4217655;11.349;3588425;11.349;2900906;11.349;3477458;11.348;3271581;11.348;3058806;11.348;3386834
11.359;3596108;11.359;2639128;11.359;3759527;11.359;2741472;11.359;4302789;11.358;3192815;11.359;4203871;11.359;3637476;11.360;2774026;11.359;3338944;11.358;3149367;11.359;2887554;11.359;3184245
11.369;3715149;11.370;2589941;11.369;3554288;11.369;2635494;11.369;4167274;11.369;3010540;11.370;3952048;11.370;3502038;11.370;2732311;11.370;3270236;11.369;3077165;11.369;2836756;11.369;2955719
11.391;4689958;11.392;2892112;11.391;3215430;11.391;2983139;11.391;4000341;11.391;3417369;11.392;3686745;11.391;3776401;11.392;3049046;11.392;3866445;11.391;3708459;11.391;3158155;11.391;2733760
11.402;4929013;11.402;3104708;11.402;3251824;11.402;3192804;11.402;4160639;11.401;3586407;11.402;3876179;11.402;4075917;11.403;3384677;11.402;4192730;11.401;4063234;11.402;3356493;11.402;2810953
11.412;4858684;11.413;3164154;11.412;3180990;11.412;3199850;11.412;4289301;11.412;3663567;11.413;3983731;11.412;4133497;11.413;3405991;11.413;4388533;11.412;4246765;11.412;3329453;11.412;2753994
11.423;4648218;11.423;3104625;11.423;3080978;11.423;3084823;11.423;4156089;11.422;3506028;11.423;3794201;11.423;4102256;11.423;3256227;11.423;4181842;11.422;4139570;11.423;3084623;11.423;2642162
11.433;4171675;11.434;2855060;11.433;3015638;11.433;2800320;11.433;3918269;11.433;3198721;11.434;3611939;11.433;3706807;11.434;2940855;11.434;3927341;11.433;3872966;11.433;2921609;11.433;2454950
11.444;3491117;11.444;2636483;11.444;2808428;11.444;2486024;11.444;3424881;11.443;2911721;11.444;3444371;11.444;3390303;11.444;2659231;11.444;3478716;11.443;3312748;11.444;2528919;11.444;2300669
11.454;3145012;11.455;2402643;11.454;2572065;11.454;2231723;11.454;3071977;11.454;2524015;11.455;3184883;11.454;2956791;11.455;2432550;11.455;3077440;11.454;2954384;11.454;2247326;11.454;2207642
11.465;2871628;11.465;2140131;11.465;2503603;11.465;2075480;11.465;2715614;11.464;2367626;11.465;2987491;11.465;2694124;11.465;2157727;11.465;2796756;11.464;2666345;11.465;2053087;11.465;2114743
11.475;2611489;11.476;2045462;11.475;2515402;11.475;2024725;11.475;2569927;11.475;2385829;11.475;2919329;11.475;2486560;11.476;2000572;11.475;2518534;11.475;2380215;11.475;1899454;11.475;2109824
11.486;2556171;11.486;1978072;11.486;2520330;11.486;1931207;11.485;2508464;11.485;2239235;11.486;2943791;11.486;2325458;11.486;1914885;11.486;2318310;11.485;2269429;11.486;1850085;11.486;2187298
11.496;2467645;11.497;1932421;11.496;2502393;11.496;1919955;11.496;2552163;11.496;2165435;11.496;2949382;11.496;2289783;11.497;1876396;11.496;2386611;11.495;2119880;11.496;1832537;11.496;2228188
11.506;2427019;11.507;1894023;11.507;2622629;11.507;1783513;11.506;2579135;11.506;2143974;11.507;2939996;11.507;2248704;11.507;1827239;11.507;2266857;11.506;2104107;11.507;1824301;11.507;2160521
11.517;2413534;11.518;1889629;11.517;2670785;11.517;1868450;11.517;2554752;11.517;2186199;11.517;2909589;11.517;2221821;11.518;1843960;11.517;2311396;11.516;2080020;11.517;1794924;11.517;2142775
11.527;2442656;11.528;1888029;11.527;2751705;11.527;1829572;11.527;2466603;11.527;2182601;11.528;2832270;11.528;2340553;11.528;1874142;11.528;2374620;11.527;2073217;11.527;1826576;11.527;2202376
11.538;2472457;11.539;1874549;11.538;2725876;11.538;1844052;11.538;2431242;11.538;2126771;11.538;2761666;11.538;2527853;11.539;1905938;11.538;2336942;11.537;2047952;11.538;1824391;11.538;2208219
11.548;2630899;11.549;1915609;11.548;2745107;11.548;1884513;11.548;2393825;11.548;2142538;11.549;2706793;11.549;2650511;11.549;1972768;11.549;2360211;11.548;2028095;11.548;1816922;11.548;2229130
11.559;2630356;11.559;1975493;11.559;2677615;11.559;1837190;11.559;2323458;11.558;2095956;11.559;2693696;11.559;2569777;11.560;1959563;11.559;2348644;11.558;2009395;11.559;1819636;11.559;2148332
11.569;2640034;11.570;2080813;11.569;2566404;11.569;1838349;11.569;2205509;11.569;2026117;11.570;2644581;11.570;2508916;11.570;1925736;11.570;2314535;11.569;1970270;11.569;1835223;11.569;2042939
11.580;2535406;11.580;2369975;11.580;2450267;11.580;1803043;11.580;2226360;11.579;2031609;11.580;2779256;11.580;2368683;11.581;1875811;11.580;2230322;11.579;1887821;11.580;1724370;11.580;2000305
11.590;2529656;11.591;2627351;11.590;2450242;11.590;1810631;11.590;2249725;11.590;1926404;11.591;2966674;11.590;2238353;11.591;1806547;11.591;2158319;11.590;1887794;11.590;1693642;11.590;1950934
11.601;2581826;11.601;2852150;11.601;2372442;11.601;1732840;11.601;2303245;11.600;1842299;11.601;3247953;11.601;2057531;11.602;1722679;11.601;2097821;11.600;1854326;11.601;1676159;11.601;1905111
11.611;2608932;11.612;3014034;11.611;2334161;11.611;1775419;11.611;2447679;11.611;1845165;11.612;3465160;11.611;1972180;11.612;1718571;11.612;2039216;11.611;1837288;11.611;1588850;11.611;1908953
11.622;2619263;11.622;2875907;11.622;2426150;11.622;1839192;11.622;2410285;11.621;1884182;11.622;3531731;11.622;1928097;11.623;1709142;11.622;2102186;11.621;1781397;11.622;1594247;11.622;1886341
11.644;2529277;11.644;2505114;11.644;2356236;11.644;1781131;11.644;2150575;11.643;1836190;11.644;3152347;11.644;1935230;11.644;1646666;11.644;2085863;11.643;1862378;11.644;1566349;11.644;1787707
11.654;2411859;11.655;2191621;11.654;2270140;11.654;1779262;11.654;2000609;11.654;1822384;11.655;2992409;11.654;1870991;11.655;1615106;11.655;2050651;11.654;1855165;11.654;1537256;11.654;1804186
11.665;2397921;11.665;1958918;11.665;2174105;11.665;1739183;11.665;1918211;11.664;1793262;11.665;2587884;11.665;1773910;11.665;1611258;11.665;1961173;11.664;1904958;11.665;1571207;11.665;1825514
11.675;2337738;11.676;1869762;11.675;2036547;11.675;1661697;11.675;1797379;11.675;1715807;11.675;2392132;11.675;1754118;11.676;1560030;11.675;2001117;11.675;1855747;11.675;1548628;11.675;1845982
11.686;2235251;11.686;1768550;11.686;2013673;11.686;1671553;11.685;1753644;11.685;1648405;11.686;2206966;11.686;1789659;11.686;1577606;11.686;2063051;11.685;1928766;11.686;1520571;11.686;1839111
11.696;2194142;11.697;1756732;11.696;1928438;11.696;1607575;11.696;1709168;11.696;1628958;11.696;2165612;11.696;1735799;11.697;1540521;11.696;1896891;11.695;1880010;11.696;1506415;11.696;1866889
11.706;2216388;11.707;1698369;11.706;1839172;11.707;1599702;11.706;1655247;11.706;1648812;11.707;1996788;11.707;1728247;11.707;1537552;11.707;2035582;11.706;1860759;11.707;1537200;11.707;1898024
11.717;2159916;11.718;1636674;11.717;1891622;11.717;1617204;11.717;1595057;11.717;1593541;11.717;2024298;11.717;1792304;11.718;1511982;11.718;1886286;11.716;1875500;11.717;1547714;11.717;1823460
11.727;2059548;11.728;1613279;11.727;1861182;11.727;1653999;11.727;1561173;11.727;1622074;11.728;2022197;11.728;1839714;11.728;1536560;11.728;1914270;11.727;1829752;11.727;1521947;11.727;1804897
11.738;2093058;11.739;1610116;11.738;1842117;11.738;1610738;11.738;1549630;11.737;1543140;11.738;1990844;11.738;1795953;11.739;1504945;11.739;1936235;11.737;1783916;11.738;1483683;11.738;1742277
11.748;2020793;11.749;1564751;11.748;1826951;11.748;1623462;11.748;1616379;11.748;1578472;11.749;2018936;11.749;1868360;11.749;1566743;11.749;1931335;11.748;1787866;11.748;1529468;11.748;1678356
11.759;1999688;11.759;1582162;11.759;1880083;11.759;1608881;11.759;1570568;11.758;1564978;11.759;2184045;11.759;1778731;11.760;1492392;11.759;1881883;11.758;1770315;11.759;1460842;11.759;1609388
11.769;2021142;11.770;1528291;11.769;1814151;11.769;1537299;11.769;1586218;11.769;1528419;11.770;2277776;11.770;1848599;11.770;1512036;11.770;1871936;11.769;1768208;11.769;1480726;11.769;1643634
11.780;1893515;11.780;1514162;11.780;1795830;11.780;1597298;11.780;1560536;11.779;1489471;11.780;2413842;11.780;1715865;11.781;1463328;11.780;1806938;11.779;1764719;11.780;1441423;11.780;1620990
11.790;1914439;11.791;1580876;11.790;1866940;11.790;1585082;11.790;1507485;11.790;1473648;11.791;2428527;11.790;1776936;11.791;1453302;11.791;1842843;11.790;1762118;11.790;1416108;11.790;1565856
11.801;1865021;11.801;1521207;11.801;1812747;11.801;1585659;11.801;1519741;11.800;1519309;11.801;2403690;11.801;1735677;11.802;1499423;11.802;1789856;11.800;1767752;11.801;1404717;11.801;1540747
11.811;1849136;11.812;1561231;11.811;1881145;11.811;1533111;11.811;1563392;11.811;1493678;11.812;2414082;11.811;1743827;11.812;1459737;11.812;1805094;11.811;1773475;11.811;1405866;11.811;1544845
11.822;1840240;11.822;1500590;11.822;1923635;11.822;1489652;11.822;1565659;11.821;1475186;11.822;2395602;11.822;1768123;11.823;1457493;11.823;1807173;11.821;1681130;11.822;1411972;11.822;1530124
11.832;1857548;11.833;1538617;11.832;1882755;11.832;1584751;11.832;1521151;11.832;1433255;11.833;2369821;11.832;1692116;11.833;1439546;11.833;1787083;11.832;1680710;11.832;1403973;11.832;1477443
11.843;1826413;11.843;1429104;11.843;1898765;11.843;1529978;11.843;1517685;11.842;1418190;11.843;2322684;11.843;1680872;11.844;1426871;11.843;1744426;11.842;1714603;11.843;1356526;11.843;1465751
11.853;1825337;11.854;1441426;11.853;1807329;11.853;1529331;11.853;1528097;11.853;1424487;11.854;2272565;11.853;1746633;11.854;1408612;11.854;1758284;11.853;1696753;11.853;1356528;11.853;1448547
11.864;1751584;11.864;1476046;11.864;1788607;11.864;1500677;11.864;1471177;11.863;1420163;11.864;2253016;11.864;1713919;11.865;1461204;11.864;1782312;11.863;1597114;11.864;1416557;11.864;1450721
11.874;1754493;11.875;1413348;11.874;1789620;11.874;1523163;11.874;1430129;11.874;1386859;11.874;2086605;11.874;1687865;11.875;1446630;11.875;1691673;11.874;1622390;11.874;1347501;11.874;1410952
11.896;1757559;11.897;1455093;11.896;1788599;11.896;1481223;11.896;1481934;11.896;1361316;11.896;2069953;11.896;1609798;11.897;1450637;11.897;1728576;11.895;1591649;11.896;1370660;11.896;1384908
11.906;1751176;11.907;1443026;11.906;1767010;11.906;1493485;11.906;1461203;11.906;1360145;11.907;2009952;11.907;1660814;11.908;1438575;11.907;1673340;11.906;1609400;11.906;1229034;11.906;1388473
11.917;1767518;11.918;1439785;11.917;1705128;11.917;1402466;11.917;1444851;11.917;1336348;11.917;2036294;11.917;1650447;11.918;1401625;11.918;1626488;11.916;1605006;11.917;1180744;11.917;1372485
11.927;1712880;11.928;1360175;11.927;1573547;11.927;1290761;11.927;1432764;11.927;1265718;11.928;1960588;11.928;1619430;11.929;1278442;11.928;1558609;11.927;1527377;11.927;1122797;11.927;1323456
11.938;1536129;11.939;1218507;11.938;1528656;11.938;1258467;11.938;1406462;11.937;1160762;11.938;1939700;11.938;1472466;11.939;1234436;11.939;1462524;11.937;1453615;11.938;1118986;11.938;1220060
11.948;1559196;11.949;1237706;11.948;1508222;11.948;1282730;11.948;1388448;11.948;1207181;11.949;1900497;11.949;1427712;11.949;1267481;11.949;1470416;11.948;1405995;11.948;1170426;11.948;1204783
11.959;1550314;11.959;1310223;11.959;1503197;11.959;1312640;11.959;1364304;11.958;1198720;11.959;1809358;11.959;1430411;11.960;1222256;11.960;1438150;11.958;1294107;11.959;1199975;11.959;1217269
11.969;1544480;11.970;1210898;11.969;1425541;11.969;1317506;11.969;1234015;11.969;1181926;11.970;1693410;11.970;1438973;11.970;1213574;11.970;1421640;11.969;1359958;11.969;1141925;11.969;1235235
11.980;1437304;11.980;1247495;11.980;1433958;11.980;1268195;11.980;1182115;11.979;1163710;11.980;1636101;11.980;1459236;11.981;1173741;11.981;1386864;11.979;1363068;11.980;1130486;11.980;1212488
11.990;1393291;11.991;1237841;11.990;1406125;11.990;1239779;11.990;1177864;11.990;1115791;11.991;1580787;11.990;1404779;11.991;1190397;11.991;1358375;11.990;1295337;11.990;1108614;11.990;1201663
12.001;1425901;12.001;1204730;12.001;1435370;12.001;1247562;12.001;1158015;12.000;1126316;12.001;1582006;12.001;1402646;12.002;1164571;12.002;1320953;12.000;1308847;12.001;1086609;12.001;1202107
12.011;1410109;12.012;1153472;12.011;1397434;12.011;1227134;12.011;1178331;12.011;1089477;12.012;1559183;12.011;1409706;12.012;1136076;12.012;1329022;12.011;1269973;12.011;1053489;12.011;1158854
12.022;1450979;12.022;1171106;12.022;1372929;12.022;1186938;12.022;1182327;12.021;1109411;12.022;1561970;12.022;1375304;12.023;1190501;12.023;1324685;12.021;1278781;12.022;1052973;12.022;1118853
12.032;1449458;12.033;1146279;12.032;1330908;12.032;1233607;12.032;1156891;12.032;1133992;12.033;1532960;12.032;1455257;12.033;1157610;12.033;1322698;12.032;1265930;12.032;1047869;12.032;1113590
12.043;1390455;12.043;1130946;12.043;1362770;12.043;1213355;12.043;1177374;12.042;1120770;12.043;1604020;12.043;1417261;12.044;1120288;12.043;1376606;12.042;1328628;12.043;1070335;12.043;1142222
12.053;1496336;12.054;1169323;12.053;1413328;12.053;1206397;12.053;1208123;12.053;1114237;12.054;1551650;12.053;1404747;12.054;1159631;12.054;1377688;12.053;1270230;12.053;1059362;12.053;1138824
12.064;1474739;12.064;1138396;12.064;1413716;12.064;1216474;12.064;1235367;12.063;1125056;12.064;1550943;12.064;1438446;12.065;1215996;12.064;1393187;12.063;1276352;12.064;1068846;12.064;1110271
12.074;1476324;12.075;1168166;12.074;1408595;12.074;1189358;12.074;1297928;12.074;1148746;12.074;1555801;12.074;1408747;12.075;1145083;12.075;1444864;12.074;1302796;12.074;1097929;12.074;1145872
12.085;1497517;12.085;1226722;12.085;1433150;12.085;1200530;12.084;1272955;12.084;1160303;12.085;1551424;12.085;1447721;12.086;1181405;12.085;1435520;12.084;1281723;12.085;1129048;12.085;1176567
12.095;1621604;12.096;1224892;12.095;1412674;12.095;1255172;12.095;1257594;12.095;1178462;12.095;1545164;12.095;1483070;12.096;1208825;12.096;1426865;12.094;1372343;12.095;1110126;12.095;1231162
12.105;1441480;12.106;1217352;12.105;1467726;12.106;1217646;12.105;1264640;12.105;1209418;12.106;1579555;12.106;1419760;12.107;1218382;12.106;1493439;12.105;1339535;12.106;1122360;12.106;1192191
12.116;1481969;12.117;1246397;12.116;1472232;12.116;1309392;12.116;1224331;12.116;1191829;12.116;1626470;12.116;1507535;12.117;1225335;12.117;1481057;12.115;1366322;12.116;1140143;12.116;1219403
12.126;1477652;12.127;1215472;12.126;1498149;12.126;1295003;12.126;1229946;12.126;1204155;12.127;1607877;12.127;1528523;12.128;1203100;12.127;1511700;12.126;1364240;12.126;1151883;12.126;1215393
12.148;1520466;12.149;1242823;12.148;1464020;12.148;1288776;12.148;1239218;12.148;1176763;12.149;1634360;12.149;1469110;12.149;1257544;12.149;1445530;12.148;1358866;12.148;1172865;12.148;1218326
12.159;1594074;12.159;1264428;12.159;1475155;12.159;1295943;12.159;1297583;12.158;1235132;12.159;1609230;12.159;1484987;12.160;1264315;12.160;1444641;12.158;1354007;12.159;1167654;12.159;1239740
12.169;1570617;12.170;1266432;12.169;1532759;12.169;1280348;12.169;1283975;12.169;1215877;12.170;1630601;12.170;1428994;12.170;1311504;12.170;1524739;12.169;1381208;12.169;1206719;12.169;1173305
12.180;1553980;12.180;1273317;12.180;1499915;12.180;1261606;12.180;1262769;12.179;1231315;12.180;1638915;12.180;1469861;12.181;1288562;12.181;1467583;12.179;1374814;12.180;1225763;12.180;1206573
12.190;1560501;12.191;1256813;12.190;1390652;12.190;1305125;12.190;1262100;12.190;1250538;12.191;1666891;12.190;1489487;12.191;1258985;12.191;1469834;12.190;1382885;12.190;1184856;12.190;1210986
